osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,access
54666246,True,2,CR 51,Petawawa Boulevard,secondary,False,29.322,"LINESTRING (-77.2810486 45.896346, -77.281063 45.8963818, -77.2813386 45.8965023)",,
54667002,False,3,CR 51,Petawawa Boulevard,secondary,True,256.738,"LINESTRING (-77.2810486 45.896346, -77.2807786 45.8962509, -77.2802508 45.8960649, -77.2792456 45.8957077, -77.2780925 45.895298)",50,
54665663,False,2,,Pinehurst Estates,residential,False,21.432,"LINESTRING (-77.2848557 45.8998398, -77.2850084 45.9000006)",,
54667106,False,2,,Pinehurst Estates,residential,True,31.038,"LINESTRING (-77.2848557 45.8998398, -77.2851558 45.8996546)",15,
"[54665861, 1055135846]",False,2,,Pinehurst Estates,residential,False,95.894,"LINESTRING (-77.2848557 45.8998398, -77.2840053 45.9000746, -77.2837038 45.9001578)",,
54665463,False,2,,Scott Avenue,residential,False,101.933,"LINESTRING (-77.2882186 45.8948435, -77.2886155 45.8957176)",,
54665627,False,2,,Hilda Street,residential,False,104.727,"LINESTRING (-77.2882186 45.8948435, -77.2877421 45.8948531, -77.2869123 45.8950497)",,
54665313,False,2,,Pinehurst Estates,residential,True,43.726,"LINESTRING (-77.2841868 45.8989958, -77.2847236 45.898873)",,
54665450,False,2,,Pinehurst Estates,residential,False,34.783,"LINESTRING (-77.2865347 45.8993017, -77.2866273 45.8996078)",,
54665725,False,2,,Pinehurst Estates,residential,False,49.453,"LINESTRING (-77.2865347 45.8993017, -77.285932 45.8994496)",,
54665296,False,2,,Pinehurst Estates,residential,True,269.69,"LINESTRING (-77.2865347 45.8993017, -77.286563 45.8992384, -77.2865724 45.8991111, -77.2865122 45.8988532, -77.2864032 45.8985728, -77.2863068 45.8984205, -77.2859821 45.898205, -77.28528 45.8979495, -77.2844749 45.8976204)",,
54665415,False,2,,Pinehurst Estates,residential,False,57.369,"LINESTRING (-77.2844787 45.8983871, -77.2845238 45.8984443, -77.2847236 45.898873)",,
54665440,False,2,,Wilson Avenue,residential,True,75.27600000000001,"LINESTRING (-77.2890407 45.8987282, -77.2887871 45.8986167, -77.2882731 45.8983146)",,
54667325,False,2,,Algonquin Street,residential,False,76.22,"LINESTRING (-77.28193 45.9021249, -77.2822786 45.902766)",,
54667325,False,2,,Algonquin Street,residential,True,80.648,"LINESTRING (-77.28193 45.9021249, -77.2815542 45.9014484)",,
54665416,False,2,,Park Drive,residential,False,202.448,"LINESTRING (-77.28193 45.9021249, -77.2802558 45.9024824, -77.2799985 45.9024965, -77.2797788 45.9024829, -77.2794262 45.9023729)",,
54665627,False,2,,Hilda Street,residential,False,82.339,"LINESTRING (-77.2866955 45.895108, -77.2857009 45.895371)",,
54665627,False,2,,Hilda Street,residential,True,17.987,"LINESTRING (-77.2866955 45.895108, -77.2869123 45.8950497)",,
54667192,False,2,,Audrey Street,residential,True,101.842,"LINESTRING (-77.2866955 45.895108, -77.2862222 45.8942534)",,
54665307,False,2,CR 26,Doran Road,secondary,True,210.215,"LINESTRING (-77.2815532 45.89639, -77.2815738 45.8962635, -77.2806761 45.8946147)",50,
54665627,False,2,,Hilda Street,residential,True,348.467,"LINESTRING (-77.2815532 45.89639, -77.2817306 45.8962601, -77.2818724 45.8962125, -77.2820902 45.8962642, -77.2823074 45.8962841, -77.2825266 45.8962355, -77.2857009 45.895371)",,
54666045,False,2,CR 26,Doran Road,secondary,False,20.734,"LINESTRING (-77.2815532 45.89639, -77.2815186 45.8964897, -77.2814691 45.8965662)",,
"[54666016, 54666236]",False,2,,"['Briarwood Drive', 'Edith Street']",residential,False,90.693,"LINESTRING (-77.2829568 45.8939749, -77.2829405 45.89399, -77.2818763 45.8942836)",,
54667173,False,2,,Portage Road,tertiary,False,100.882,"LINESTRING (-77.2878182 45.8967057, -77.2865651 45.8969558)",,
54667173,False,2,,Portage Road,tertiary,True,88.606,"LINESTRING (-77.2878182 45.8967057, -77.2889321 45.8965213)",,
54667252,False,2,,Audrey Street,residential,True,197.033,"LINESTRING (-77.2878182 45.8967057, -77.2869123 45.8950497)",,
54665416,False,2,,Park Drive,residential,False,282.24399999999997,"LINESTRING (-77.2794262 45.9023729, -77.2789831 45.9019407, -77.2789385 45.9017976, -77.2790243 45.9016879, -77.2797994 45.9014114, -77.2812756 45.9009409)",,
54665416,False,2,,Park Drive,residential,True,202.44799999999998,"LINESTRING (-77.2794262 45.9023729, -77.2797788 45.9024829, -77.2799985 45.9024965, -77.2802558 45.9024824, -77.28193 45.9021249)",,
54665663,False,2,,Pinehurst Estates,residential,True,21.432,"LINESTRING (-77.2850084 45.9000006, -77.2848557 45.8998398)",,
54665690,False,2,,Pinehurst Estates,residential,False,34.683,"LINESTRING (-77.2850084 45.9000006, -77.2851042 45.9003053)",,
54667153,False,2,,Pinehurst Estates,residential,True,132.698,"LINESTRING (-77.2850084 45.9000006, -77.2856909 45.8998478, -77.2863414 45.8996817, -77.2866273 45.8996078)",,
54666196,False,4,CR 51,Petawawa Boulevard,secondary,True,14.618,"LINESTRING (-77.2816029 45.896659, -77.2814691 45.8965662)",,
54666857,True,2,CR 51,Petawawa Boulevard,secondary,False,33.789,"LINESTRING (-77.2816029 45.896659, -77.2816172 45.8966947, -77.2818955 45.8968782)",,
54667173,False,2,,Portage Road,tertiary,False,88.606,"LINESTRING (-77.2889321 45.8965213, -77.2878182 45.8967057)",,
54665463,False,2,,Scott Avenue,residential,True,92.717,"LINESTRING (-77.2889321 45.8965213, -77.288829 45.8962084, -77.2886155 45.8957176)",,
54665440,False,2,,Wilson Avenue,residential,True,86.692,"LINESTRING (-77.2882731 45.8983146, -77.2874162 45.8978124)",,
54665440,False,2,,Wilson Avenue,residential,False,75.27600000000001,"LINESTRING (-77.2882731 45.8983146, -77.2887871 45.8986167, -77.2890407 45.8987282)",,
54667173,False,2,,Portage Road,tertiary,False,157.434,"LINESTRING (-77.2844749 45.8976204, -77.2827381 45.8983577)",,
54665296,False,2,,Pinehurst Estates,residential,False,269.68999999999994,"LINESTRING (-77.2844749 45.8976204, -77.28528 45.8979495, -77.2859821 45.898205, -77.2863068 45.8984205, -77.2864032 45.8985728, -77.2865122 45.8988532, -77.2865724 45.8991111, -77.286563 45.8992384, -77.2865347 45.8993017)",,
54667173,False,2,,Portage Road,tertiary,True,177.85899999999998,"LINESTRING (-77.2844749 45.8976204, -77.2847033 45.8975398, -77.2847924 45.8975089, -77.2865651 45.8969558)",,
54666965,False,2,,Ethel Street,residential,True,220.109,"LINESTRING (-77.2773762 45.9001636, -77.2763723 45.8983115)",50,
54666541,False,2,CR 16,Victoria Street,secondary,True,222.288,"LINESTRING (-77.2773762 45.9001636, -77.2788958 45.8998093, -77.2800404 45.8994264)",,
54666236,False,2,,Edith Street,residential,True,46.907,"LINESTRING (-77.2790174 45.8950723, -77.2795809 45.8949169)",,
54666414,False,2,,Maple Avenue,residential,False,214.14,"LINESTRING (-77.2780925 45.895298, -77.2778709 45.8955544, -77.277713 45.8957916, -77.2776634 45.8961526, -77.2776059 45.8963247, -77.2774562 45.8964447, -77.2765637 45.8966875)",50,
54667002,False,3,CR 51,Petawawa Boulevard,secondary,False,256.738,"LINESTRING (-77.2780925 45.895298, -77.2792456 45.8957077, -77.2802508 45.8960649, -77.2807786 45.8962509, -77.2810486 45.896346)",50,
54666591,False,2,,Russell Street,residential,False,39.121,"LINESTRING (-77.2873566 45.8939427, -77.2868849 45.8940692)",,
54665725,False,2,,Pinehurst Estates,residential,True,49.453,"LINESTRING (-77.285932 45.8994496, -77.2865347 45.8993017)",,
54667188,False,2,,Pinehurst Estates,residential,False,64.244,"LINESTRING (-77.285932 45.8994496, -77.2851558 45.8996546)",,
54667183,False,2,,Pinehurst Estates,residential,True,154.073,"LINESTRING (-77.285932 45.8994496, -77.2858113 45.8991748, -77.285573 45.8987754, -77.2855044 45.898704, -77.2853448 45.898693, -77.2847236 45.898873)",,
54666591,False,2,,Russell Street,residential,False,55.225,"LINESTRING (-77.2868849 45.8940692, -77.2862222 45.8942534)",,
54666591,False,2,,Russell Street,residential,True,39.121,"LINESTRING (-77.2868849 45.8940692, -77.2873566 45.8939427)",,
54667237,False,2,,Pinehurst Estates,residential,True,35.172,"LINESTRING (-77.2868309 45.8998906, -77.2866273 45.8996078)",,
54666193,False,2,,Pinehurst Estates,residential,False,196.839,"LINESTRING (-77.2868309 45.8998906, -77.2868659 45.8999492, -77.2869098 45.9000884, -77.2868533 45.9001553, -77.2867879 45.9002, -77.2856665 45.900523, -77.2853901 45.9005691, -77.2852931 45.900566, -77.2852145 45.9005411, -77.2851314 45.9004423, -77.2851042 45.9003053)",,
54666555,False,2,,Pinehurst Estates,residential,False,141.48399999999998,"LINESTRING (-77.2868309 45.8998906, -77.2865847 45.8999469, -77.2861505 45.9000548, -77.2857934 45.9001605, -77.2855384 45.90022, -77.2851042 45.9003053)",,
54666378,False,2,,Bert Street,residential,True,100.004,"LINESTRING (-77.2815542 45.9014484, -77.2827662 45.9011362)",,
54667325,False,2,,Algonquin Street,residential,False,80.648,"LINESTRING (-77.2815542 45.9014484, -77.28193 45.9021249)",,
54667325,False,2,,Algonquin Street,residential,True,60.409,"LINESTRING (-77.2815542 45.9014484, -77.2812756 45.9009409)",,
54665660,False,2,,Pinehurst Estates,residential,True,93.123,"LINESTRING (-77.2851558 45.8996546, -77.2847236 45.898873)",,
54667106,False,2,,Pinehurst Estates,residential,False,31.038,"LINESTRING (-77.2851558 45.8996546, -77.2848557 45.8998398)",15,
54667188,False,2,,Pinehurst Estates,residential,True,64.244,"LINESTRING (-77.2851558 45.8996546, -77.285932 45.8994496)",,
54665339,False,2,,Florence Street,residential,True,81.921,"LINESTRING (-77.2865651 45.8969558, -77.2861895 45.896267)",,
54667173,False,2,,Portage Road,tertiary,True,100.882,"LINESTRING (-77.2865651 45.8969558, -77.2878182 45.8967057)",,
54665440,False,2,,Wilson Avenue,residential,False,117.864,"LINESTRING (-77.2865651 45.8969558, -77.2866914 45.8972053, -77.2868144 45.8973738, -77.2874162 45.8978124)",,
54667173,False,2,,Portage Road,tertiary,False,177.859,"LINESTRING (-77.2865651 45.8969558, -77.2847924 45.8975089, -77.2847033 45.8975398, -77.2844749 45.8976204)",,
54665832,False,2,,Mary Street,residential,True,67.209,"LINESTRING (-77.2799045 45.8954778, -77.2795809 45.8949169)",,
54666378,False,2,,Bert Street,residential,False,100.004,"LINESTRING (-77.2827662 45.9011362, -77.2815542 45.9014484)",,
54666378,False,2,,Bert Street,residential,True,105.947,"LINESTRING (-77.2827662 45.9011362, -77.2840502 45.9008054)",,
54666338,False,2,,Harry Street,residential,False,186.268,"LINESTRING (-77.2827662 45.9011362, -77.2830474 45.9017065, -77.283604 45.9027063)",,
54666338,False,2,,Harry Street,residential,True,252.909,"LINESTRING (-77.2827662 45.9011362, -77.2821109 45.8999341, -77.2819913 45.8998465, -77.281836 45.8998316, -77.2808381 45.9001375)",,
54666236,False,2,,Edith Street,residential,False,99.914,"LINESTRING (-77.2818763 45.8942836, -77.2806761 45.8946147)",,
"[54666016, 54666236]",False,2,,"['Briarwood Drive', 'Edith Street']",residential,True,90.693,"LINESTRING (-77.2818763 45.8942836, -77.2829405 45.89399, -77.2829568 45.8939749)",,
"[54666591, 54666479]",False,2,,"['Selkirk Street', 'Russell Street']",residential,True,424.029,"LINESTRING (-77.2818763 45.8942836, -77.2823528 45.8951409, -77.2825364 45.8952182, -77.2827675 45.8951956, -77.2862222 45.8942534)",,
54665392,False,2,,Willard Street,residential,True,211.579,"LINESTRING (-77.2804334 45.8992656, -77.279471 45.8974846)",,
54666541,False,2,CR 16,Victoria Street,secondary,False,35.278,"LINESTRING (-77.2804334 45.8992656, -77.2800404 45.8994264)",,
54666541,False,2,CR 16,Victoria Street,secondary,True,156.85,"LINESTRING (-77.2804334 45.8992656, -77.2820314 45.8986216, -77.2821903 45.8985623)",,
54665968,False,2,,Mohns Avenue,residential,True,256.817,"LINESTRING (-77.2763723 45.8983115, -77.279471 45.8974846)",40,
54666965,False,2,,Ethel Street,residential,False,220.109,"LINESTRING (-77.2763723 45.8983115, -77.2773762 45.9001636)",50,
"[54666965, 54666414]",False,2,,"['Maple Avenue', 'Ethel Street']",residential,True,232.192,"LINESTRING (-77.2763723 45.8983115, -77.2757184 45.8971364, -77.2757125 45.8969925, -77.2757154 45.8969895, -77.2758115 45.8968916, -77.2765637 45.8966875)",50,
54666338,False,2,,Harry Street,residential,True,186.268,"LINESTRING (-77.283604 45.9027063, -77.2830474 45.9017065, -77.2827662 45.9011362)",,
54666378,False,2,,Bert Street,residential,False,105.947,"LINESTRING (-77.2840502 45.9008054, -77.2827662 45.9011362)",,
479681584,False,3,CR 51,Petawawa Boulevard,secondary,True,76.837,"LINESTRING (-77.2840502 45.9008054, -77.2837038 45.9001578)",,
"[54666965, 54666414]",False,2,,"['Maple Avenue', 'Ethel Street']",residential,False,232.192,"LINESTRING (-77.2765637 45.8966875, -77.2758115 45.8968916, -77.2757154 45.8969895, -77.2757125 45.8969925, -77.2757184 45.8971364, -77.2763723 45.8983115)",50,
54666414,False,2,,Maple Avenue,residential,True,214.14,"LINESTRING (-77.2765637 45.8966875, -77.2774562 45.8964447, -77.2776059 45.8963247, -77.2776634 45.8961526, -77.277713 45.8957916, -77.2778709 45.8955544, -77.2780925 45.895298)",50,
54665556,False,3,CR 51,Petawawa Boulevard,secondary,False,33.21,"LINESTRING (-77.2827381 45.8983577, -77.2828905 45.8986369)",,
54666143,False,3,CR 51,Petawawa Boulevard,secondary,True,176.964,"LINESTRING (-77.2827381 45.8983577, -77.2818955 45.8968782)",,
54667173,False,2,,Portage Road,tertiary,True,157.434,"LINESTRING (-77.2827381 45.8983577, -77.2844749 45.8976204)",,
479681585,False,2,CR 16,Victoria Street,secondary,False,48.11,"LINESTRING (-77.2827381 45.8983577, -77.2821903 45.8985623)",,
54667325,False,2,,Algonquin Street,residential,False,60.409,"LINESTRING (-77.2812756 45.9009409, -77.2815542 45.9014484)",,
54665416,False,2,,Park Drive,residential,True,282.244,"LINESTRING (-77.2812756 45.9009409, -77.2797994 45.9014114, -77.2790243 45.9016879, -77.2789385 45.9017976, -77.2789831 45.9019407, -77.2794262 45.9023729)",,
54667325,False,2,,Algonquin Street,residential,True,95.547,"LINESTRING (-77.2812756 45.9009409, -77.2809403 45.9003085, -77.2808381 45.9001375)",,
54666212,False,2,,Craig Place,residential,True,126.982,"LINESTRING (-77.2846448 45.8966522, -77.2861895 45.896267)",,
54665690,False,2,,Pinehurst Estates,residential,True,34.683,"LINESTRING (-77.2851042 45.9003053, -77.2850084 45.9000006)",,
54666193,False,2,,Pinehurst Estates,residential,True,196.839,"LINESTRING (-77.2851042 45.9003053, -77.2851314 45.9004423, -77.2852145 45.9005411, -77.2852931 45.900566, -77.2853901 45.9005691, -77.2856665 45.900523, -77.2867879 45.9002, -77.2868533 45.9001553, -77.2869098 45.9000884, -77.2868659 45.8999492, -77.2868309 45.8998906)",,
54666555,False,2,,Pinehurst Estates,residential,True,141.484,"LINESTRING (-77.2851042 45.9003053, -77.2855384 45.90022, -77.2857934 45.9001605, -77.2861505 45.9000548, -77.2865847 45.8999469, -77.2868309 45.8998906)",,
54667185,False,4,CR 51,Petawawa Boulevard,secondary,False,12.348,"LINESTRING (-77.2813386 45.8965023, -77.2814691 45.8965662)",50,
54665389,True,2,CR 51,Petawawa Boulevard,secondary,False,29.326,"LINESTRING (-77.2813386 45.8965023, -77.2813243 45.8964665, -77.2810486 45.896346)",,
479681584,False,3,CR 51,Petawawa Boulevard,secondary,False,76.837,"LINESTRING (-77.2837038 45.9001578, -77.2840502 45.9008054)",,
479681584,False,3,CR 51,Petawawa Boulevard,secondary,True,180.448,"LINESTRING (-77.2837038 45.9001578, -77.2828905 45.8986369)",,
"[54665861, 1055135846]",False,2,,Pinehurst Estates,residential,True,95.894,"LINESTRING (-77.2837038 45.9001578, -77.2840053 45.9000746, -77.2848557 45.8998398)",,
54665627,False,2,,Hilda Street,residential,False,17.987,"LINESTRING (-77.2869123 45.8950497, -77.2866955 45.895108)",,
54667252,False,2,,Audrey Street,residential,False,197.033,"LINESTRING (-77.2869123 45.8950497, -77.2878182 45.8967057)",,
54665627,False,2,,Hilda Street,residential,True,104.727,"LINESTRING (-77.2869123 45.8950497, -77.2877421 45.8948531, -77.2882186 45.8948435)",,
54665313,False,2,,Pinehurst Estates,residential,False,43.726,"LINESTRING (-77.2847236 45.898873, -77.2841868 45.8989958)",,
54665660,False,2,,Pinehurst Estates,residential,False,93.123,"LINESTRING (-77.2847236 45.898873, -77.2851558 45.8996546)",,
54665415,False,2,,Pinehurst Estates,residential,True,57.369,"LINESTRING (-77.2847236 45.898873, -77.2845238 45.8984443, -77.2844787 45.8983871)",,
54667183,False,2,,Pinehurst Estates,residential,False,154.073,"LINESTRING (-77.2847236 45.898873, -77.2853448 45.898693, -77.2855044 45.898704, -77.285573 45.8987754, -77.2858113 45.8991748, -77.285932 45.8994496)",,
54665339,False,2,,Florence Street,residential,False,81.921,"LINESTRING (-77.2861895 45.896267, -77.2865651 45.8969558)",,
54665339,False,2,,Florence Street,residential,True,106.565,"LINESTRING (-77.2861895 45.896267, -77.2857009 45.895371)",,
54666212,False,2,,Craig Place,residential,False,126.982,"LINESTRING (-77.2861895 45.896267, -77.2846448 45.8966522)",,
