osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes
"[23122456, 1072362067, 359215606]",108,Rue Principale Est,primary,False,False,418.26899999999995,viaduct,"LINESTRING (-72.1477377 45.2648805, -72.147691 45.2648763, -72.1476351 45.2648687, -72.1475569 45.2648529, -72.1474542 45.26483, -72.1472341 45.2647778, -72.1465429 45.2646178, -72.1463417 45.2645686, -72.1461149 45.2645158, -72.1458348 45.264451, -72.145575 45.264393, -72.145446 45.2643678, -72.1453426 45.264351, -72.1452844 45.2643417, -72.1451904 45.2643261, -72.1450876 45.2643085, -72.1449507 45.2642902, -72.1448503 45.2642827, -72.1446797 45.2642725, -72.144557 45.2642657, -72.144482 45.264259, -72.1444607 45.2642554, -72.1444085 45.2642465, -72.1443374 45.2642282, -72.1442697 45.2642044, -72.1440822 45.2641204, -72.1438902 45.2640299, -72.1438383 45.2640064, -72.1437415 45.263966, -72.1436134 45.2639189, -72.1434478 45.2638677, -72.1432914 45.2638285, -72.1431424 45.2637989, -72.1428937 45.2637502, -72.1427899 45.2637287, -72.1427428 45.2637182, -72.1427018 45.2637085)",
"[1073910529, 480722671]",112,Rue Sherbrooke,primary,False,True,166.98200000000003,,"LINESTRING (-72.1477377 45.2648805, -72.1474237 45.2651261, -72.1472648 45.2652508, -72.1472539 45.2652593, -72.1471887 45.2653127, -72.1471042 45.2653779, -72.1470083 45.265451, -72.1468946 45.2655395, -72.1466565 45.2657203, -72.1462909 45.2659839)",
626953408,112,Rue Principale Ouest,primary,False,True,46.614999999999995,,"LINESTRING (-72.1477377 45.2648805, -72.1477916 45.2648839, -72.1478423 45.264889, -72.1479055 45.2648978, -72.1483104 45.2649907)",
14897989,,Rue Saint-Patrice Ouest,tertiary,False,False,108.37899999999999,,"LINESTRING (-72.1528384 45.2675119, -72.1527718 45.2674945, -72.1526464 45.2674642, -72.1522377 45.2673686, -72.1520644 45.2673281, -72.1520106 45.2673156, -72.1515254 45.2672021)",
14897989,,Rue Saint-Patrice Ouest,tertiary,False,True,107.92999999999999,,"LINESTRING (-72.1528384 45.2675119, -72.1528989 45.2675261, -72.1529626 45.2675394, -72.1536846 45.2676804, -72.1539757 45.2677373, -72.1541659 45.2677748)",
44014282,,Rue des Pins,tertiary,False,False,301.456,,"LINESTRING (-72.1528384 45.2675119, -72.1528079 45.267572, -72.1527745 45.2676387, -72.1527576 45.2676725, -72.1520827 45.269058, -72.1520194 45.269185, -72.1518306 45.2695761, -72.1517863 45.269668, -72.1515891 45.2700764)",
635084849,,Rue des Pins,tertiary,False,True,56.071,,"LINESTRING (-72.1528384 45.2675119, -72.1529984 45.2671675, -72.1530448 45.2670676, -72.1530545 45.2670467, -72.153061 45.2670326)",
14897989,,Rue Saint-Patrice Ouest,tertiary,False,True,155.644,,"LINESTRING (-72.1462909 45.2659839, -72.1467097 45.2660776, -72.1481804 45.2664206)",
14898214,,Rue Saint-Patrice Est,tertiary,False,False,284.65799999999996,,"LINESTRING (-72.1462909 45.2659839, -72.1459259 45.2659009, -72.1456842 45.2658463, -72.1455474 45.2658148, -72.1455377 45.2658126, -72.1454642 45.2657958, -72.1453858 45.265779, -72.1453523 45.2657714, -72.1451669 45.265729, -72.1445636 45.2655914, -72.1444196 45.2655585, -72.1442914 45.2655295, -72.1440635 45.2654781, -72.1438747 45.2654346, -72.1437429 45.2654047, -72.1428297 45.2651971)",2
"[1073910529, 480722671]",112,Rue Sherbrooke,primary,False,False,166.98199999999997,,"LINESTRING (-72.1462909 45.2659839, -72.1466565 45.2657203, -72.1468946 45.2655395, -72.1470083 45.265451, -72.1471042 45.2653779, -72.1471887 45.2653127, -72.1472539 45.2652593, -72.1472648 45.2652508, -72.1474237 45.2651261, -72.1477377 45.2648805)",
