osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge
35233810,2,Oak Street,residential,False,False,119.5,"LINESTRING (-80.0874645 44.4162823, -80.0886664 44.4169288)",,,
35242867,2,Charles Street,residential,False,True,122.099,"LINESTRING (-80.0874645 44.4162823, -80.0883406 44.41538)",,,
35243044,2,Oak Street,residential,False,True,116.774,"LINESTRING (-80.0874645 44.4162823, -80.0862886 44.4156519)",,,
35242498,2,Charles Street,residential,False,False,126.41,"LINESTRING (-80.0874645 44.4162823, -80.0866434 44.4170577, -80.0865044 44.417189)",,,
35233810,2,Oak Street,residential,False,True,119.5,"LINESTRING (-80.0886664 44.4169288, -80.0874645 44.4162823)",,,
35246727,2,John Street,residential,False,True,124.604,"LINESTRING (-80.0886664 44.4169288, -80.0895821 44.4160189)",,,
35247524,2,Oak Street,residential,False,False,242.51099999999997,"LINESTRING (-80.0886664 44.4169288, -80.0894366 44.4173453, -80.0901765 44.4177453, -80.0906824 44.4180189, -80.0911009 44.4182452)",,,
35254158,2,John Street,residential,False,False,127.26599999999999,"LINESTRING (-80.0886664 44.4169288, -80.0877823 44.4177695, -80.087704 44.4178439)",,,
35238782,2,Scott Street,residential,False,True,16.268,"LINESTRING (-80.0884881 44.4230446, -80.0884448 44.4229016)",,,
35236254,2,Saunders Street,residential,False,True,209.456,"LINESTRING (-80.0884881 44.4230446, -80.0886351 44.423014, -80.0910205 44.4225182)",,,
42530231,2,Main Street East,primary,False,False,29.186,"LINESTRING (-80.0849609 44.4207403, -80.0846123 44.4208234)",26,50,
42530231,2,Main Street East,primary,False,True,160.575,"LINESTRING (-80.0849609 44.4207403, -80.0868965 44.4203229)",26,50,
35254866,2,John Street,residential,False,True,137.619,"LINESTRING (-80.0849609 44.4207403, -80.0849289 44.4206961, -80.0849011 44.4206577, -80.0848898 44.4205752, -80.0857175 44.419803, -80.0857934 44.4197321)",,,
35227127,2,William Street,residential,False,True,122.529,"LINESTRING (-80.0901783 44.4191283, -80.090276 44.4190287, -80.0909287 44.4184088, -80.0911009 44.4182452)",,,
1020438072,2,Perry Street,residential,False,False,59.819,"LINESTRING (-80.0901783 44.4191283, -80.0906462 44.4193888, -80.090659 44.4194163, -80.0906967 44.4194972)",,,
1020438072,2,Perry Street,residential,False,True,120.664,"LINESTRING (-80.0901783 44.4191283, -80.0900562 44.4190643, -80.0889535 44.4184862)",,,
42530232,2,Main Street East,primary,False,False,40.414,"LINESTRING (-80.0929236 44.4190074, -80.0924379 44.4191158)",26,50,
42530232,2,Main Street East,primary,False,True,125.27,"LINESTRING (-80.0929236 44.4190074, -80.0944315 44.4186769)",26,50,
35237963,2,Elm Street,residential,False,False,68.295,"LINESTRING (-80.0929236 44.4190074, -80.0929499 44.4190689, -80.0929781 44.4191348, -80.0931702 44.4195958)",,,
35250587,2,Point Street,residential,False,False,72.04299999999999,"LINESTRING (-80.0940007 44.417639, -80.0936891 44.4177183, -80.0934995 44.4177978, -80.0932579 44.417985)",,,
35256804,2,Point Street,residential,False,True,142.847,"LINESTRING (-80.0940007 44.417639, -80.0956406 44.4172973, -80.0957273 44.4172792)",,,
35257242,2,Catherine Street,residential,False,False,120.374,"LINESTRING (-80.0940007 44.417639, -80.0940281 44.417705, -80.0942113 44.418147, -80.0942316 44.4181959, -80.0942717 44.4182927, -80.094335 44.4184453, -80.0943986 44.4185988, -80.0944083 44.4186219, -80.0944315 44.4186769)",,,
1020438073,2,Main Street East,primary,False,True,27.418,"LINESTRING (-80.088095 44.4200665, -80.0884241 44.419992)",26,50,
