osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,ref,bridge
150402437,False,2,Town Circle,residential,30,yes,False,437.41700000000003,"LINESTRING (-52.7708616 47.7612105, -52.770832 47.7614193, -52.7707492 47.7625183, -52.7706765 47.7627354, -52.7705741 47.762863, -52.7704307 47.7629642, -52.7702334 47.7630482, -52.7693156 47.7633517, -52.7683465 47.7637357, -52.7678057 47.7641014)",,
262109373,False,2,Pouch Cove Line,tertiary,50,,True,381.7320000000001,"LINESTRING (-52.7708616 47.7612105, -52.7703788 47.7611492, -52.7698746 47.7610807, -52.7694401 47.7611384, -52.7689573 47.761261, -52.7687051 47.7614125, -52.7676368 47.7622987, -52.7671428 47.7625859, -52.7667641 47.7627543)",20-19,
150402437,False,2,Town Circle,residential,30,yes,True,107.93,"LINESTRING (-52.765872 47.7634706, -52.7660116 47.7635945, -52.7662195 47.7639158, -52.7663238 47.7641662, -52.766427 47.7642451, -52.7665566 47.7642937)",,
152857248,False,2,Kirby's Lane,tertiary,,,True,98.106,"LINESTRING (-52.765872 47.7634706, -52.7653915 47.7639005, -52.765195 47.7640363, -52.7649723 47.764077)",20-19,
262109373,False,2,Pouch Cove Line,tertiary,50,,False,105.399,"LINESTRING (-52.765872 47.7634706, -52.7662864 47.7630139, -52.7667641 47.7627543)",20-19,
"[150402384, 150402381, 150402390]",False,2,Noseworthy's Hill,residential,,,False,139.202,"LINESTRING (-52.7656458 47.7655967, -52.7657448 47.7656256, -52.7659466 47.7657679, -52.7660343 47.765874, -52.7660135 47.7659895, -52.766109 47.7663087, -52.7662589 47.7664994, -52.7664614 47.766651)",,yes
261840479,False,2,Main Road,tertiary,40,,False,42.052,"LINESTRING (-52.7656458 47.7655967, -52.7655264 47.7653969, -52.7654761 47.7652974, -52.7654574 47.765241)",,
"[1096974867, 261840479]",False,2,Main Road,tertiary,"['40', '50']",,True,112.839,"LINESTRING (-52.7656458 47.7655967, -52.7655827 47.765762, -52.7655043 47.7659049, -52.7654681 47.7659527, -52.7653896 47.7660654, -52.7651616 47.7663547, -52.7650141 47.7665125)",,
150402323,False,2,Gruchy's Hill,residential,30,,True,121.74600000000001,"LINESTRING (-52.7654574 47.765241, -52.7657198 47.7650667, -52.7659483 47.7648775, -52.7663823 47.7645696, -52.7665438 47.7644272)",,
150402326,False,2,Gruchy's Lane,residential,30,,False,79.031,"LINESTRING (-52.7654574 47.765241, -52.7652027 47.7654916, -52.7648229 47.7658089)",,
261840479,False,2,Main Road,tertiary,40,,False,134.7,"LINESTRING (-52.7654574 47.765241, -52.7653823 47.7651175, -52.765334 47.7649278, -52.7652421 47.7646537, -52.7649723 47.764077)",,
261840479,False,2,Main Road,tertiary,40,,True,42.052,"LINESTRING (-52.7654574 47.765241, -52.7654761 47.7652974, -52.7655264 47.7653969, -52.7656458 47.7655967)",,
"[150402328, 261840380, 261840376]",False,2,Gulley Road,residential,30,yes,False,358.741,"LINESTRING (-52.7690941 47.7600212, -52.7690534 47.760089, -52.7689847 47.7601794, -52.768654 47.7606352, -52.7683257 47.7610237, -52.7681721 47.7611135, -52.7677827 47.761296, -52.7675272 47.761426, -52.7674052 47.7615851, -52.7671322 47.7620058, -52.7667641 47.7627543)",,yes
150402413,False,2,River Valley Place,residential,,,False,68.884,"LINESTRING (-52.7690941 47.7600212, -52.7688616 47.7599697, -52.768468 47.7599956, -52.7681935 47.7600368)",,
150402413,False,2,River Valley Place,residential,,,True,68.884,"LINESTRING (-52.7681935 47.7600368, -52.768468 47.7599956, -52.7688616 47.7599697, -52.7690941 47.7600212)",,
261840475,False,2,Main Road,secondary,50,,False,251.168,"LINESTRING (-52.7623024 47.7617505, -52.7621374 47.7616089, -52.761998 47.7614665, -52.7617284 47.7611798, -52.761593 47.7610365, -52.7614454 47.7608904, -52.7611343 47.7606218, -52.7602988 47.7599411)",20,
"[1096974866, 261840475]",False,2,Main Road,secondary,50,,True,173.522,"LINESTRING (-52.7623024 47.7617505, -52.7626471 47.7620335, -52.7630038 47.7622959, -52.7632586 47.7624167, -52.763504 47.7625167, -52.7637883 47.7626141, -52.7640794 47.7627196)",20,
"[1096974866, 261840475]",False,2,Main Road,secondary,50,,False,173.522,"LINESTRING (-52.7640794 47.7627196, -52.7637883 47.7626141, -52.763504 47.7625167, -52.7632586 47.7624167, -52.7630038 47.7622959, -52.7626471 47.7620335, -52.7623024 47.7617505)",20,
"[1096974866, 261840474, 313804445]",False,2,Main Road,secondary,50,,True,173.74,"LINESTRING (-52.7640794 47.7627196, -52.7641692 47.7627647, -52.7642537 47.7628097, -52.7644254 47.7629206, -52.7645327 47.7629972, -52.7646748 47.7631226, -52.7647942 47.763256, -52.7648974 47.7634588, -52.7649497 47.7636463, -52.7649723 47.764077)",20,yes
"[261840376, 150402328, 261840380]",False,2,Gulley Road,residential,30,yes,True,358.741,"LINESTRING (-52.7667641 47.7627543, -52.7671322 47.7620058, -52.7674052 47.7615851, -52.7675272 47.761426, -52.7677827 47.761296, -52.7681721 47.7611135, -52.7683257 47.7610237, -52.768654 47.7606352, -52.7689847 47.7601794, -52.7690534 47.760089, -52.7690941 47.7600212)",,yes
