osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,access
96764330,Wyandotte Street West,secondary,50,False,False,93.61800000000001,"LINESTRING (-83.038748 42.3134276, -83.0388655 42.3133852, -83.0393185 42.3132217, -83.0396834 42.3130887, -83.0397703 42.313057)",,,
96764330,Wyandotte Street West,secondary,50,False,True,94.261,"LINESTRING (-83.038748 42.3134276, -83.0386294 42.3134707, -83.0381636 42.31364, -83.037717 42.3137982)",,,
439436478,Church Street,residential,50,False,False,141.381,"LINESTRING (-83.0431451 42.3165732, -83.0430958 42.3164943, -83.043045 42.3164131, -83.0427392 42.3159243, -83.0424651 42.3154862, -83.0424232 42.3154192)",2,,
652322259,University Avenue West,secondary,50,False,False,83.26400000000001,"LINESTRING (-83.0431451 42.3165732, -83.0422461 42.3167927, -83.0421835 42.316808)",2,,
1069385806,Victoria Avenue,tertiary,50,False,True,82.485,"LINESTRING (-83.0411026 42.3170733, -83.0414947 42.3177561)",,,
23417543,Victoria Avenue,tertiary,50,True,False,142.552,"LINESTRING (-83.0411026 42.3170733, -83.0409387 42.316822, -83.0408612 42.3167032, -83.0408464 42.3166805, -83.0403925 42.3159847, -83.0403494 42.3159186)",,,
652322259,University Avenue West,secondary,50,False,False,92.986,"LINESTRING (-83.0411026 42.3170733, -83.0409637 42.3171075, -83.0405564 42.3172078, -83.0401249 42.317314, -83.0400296 42.3173375)",2,,
652322259,University Avenue West,secondary,50,False,True,93.642,"LINESTRING (-83.0411026 42.3170733, -83.0412425 42.317039, -83.0416503 42.3169389, -83.0421835 42.316808)",2,,
188307601,Ouellette Avenue,secondary,,False,False,80.849,"LINESTRING (-83.0390893 42.3175843, -83.0391438 42.3176687, -83.0394527 42.3181472, -83.0395128 42.3182405)",2,,
188307601,Ouellette Avenue,secondary,,False,True,144.14100000000002,"LINESTRING (-83.0390893 42.3175843, -83.0390354 42.3175016, -83.0383754 42.3164877, -83.0383289 42.3164163)",2,,
652322259,University Avenue West,secondary,50,False,True,82.042,"LINESTRING (-83.0390893 42.3175843, -83.0391861 42.3175582, -83.0395504 42.3174599, -83.0399362 42.3173613, -83.0400296 42.3173375)",2,,
1093915890,University Avenue East,secondary,50,False,False,90.679,"LINESTRING (-83.0390893 42.3175843, -83.0390038 42.3176043, -83.0386599 42.3176848, -83.0383128 42.317766, -83.0380378 42.3178303)",,,
170402485,McDougall Street,tertiary,50,False,False,134.968,"LINESTRING (-83.0342102 42.3183118, -83.034155 42.3182236, -83.0336457 42.3174098, -83.033594 42.31733, -83.0335172 42.3172115)",,,
170402485,McDougall Street,tertiary,50,False,True,103.351,"LINESTRING (-83.0342102 42.3183118, -83.0342863 42.3184505, -83.0344489 42.3187469, -83.0346322 42.3190811, -83.0346827 42.3191731)",,,
421876322,University Avenue East,secondary,50,False,True,41.918,"LINESTRING (-83.0342102 42.3183118, -83.0344042 42.3183538, -83.0346995 42.3184177)",,,
"[421876321, 421876325, 421876327, 421876328, 23247890]",University Avenue East,secondary,50,False,False,244.318,"LINESTRING (-83.0342102 42.3183118, -83.0340202 42.3183431, -83.0338895 42.3183647, -83.0334684 42.3184668, -83.0331906 42.3185463, -83.0330296 42.3186008, -83.0328283 42.3186724, -83.0326636 42.3187311, -83.0326495 42.3187361, -83.0324065 42.3188239, -83.03231 42.3188586, -83.0315801 42.3191212, -83.031478 42.3191579)",,,
23248008,Goyeau Street,tertiary,,False,False,77.545,"LINESTRING (-83.0383609 42.3200152, -83.0383123 42.3199388, -83.0380105 42.3194646, -83.0379593 42.3193842)",,,
220181207,Riverside Drive East,secondary,50,False,False,238.501,"LINESTRING (-83.0383609 42.3200152, -83.0380827 42.3200698, -83.0378429 42.3201156, -83.0375174 42.320188, -83.0375041 42.3201909, -83.0372145 42.3202579, -83.0355817 42.3206289)",,,
"[422210188, 422210189]",Riverside Drive East,secondary,50,False,True,122.26499999999999,"LINESTRING (-83.0383609 42.3200152, -83.0386228 42.3199595, -83.0390563 42.3198687, -83.039235 42.3198313, -83.0397901 42.3197114)",,,
220181196,Goyeau Street,tertiary,50,False,False,142.085,"LINESTRING (-83.0370996 42.3180522, -83.0370545 42.3179845, -83.0368282 42.3176452, -83.0366408 42.3173641, -83.0365863 42.3172749, -83.0364182 42.317, -83.0363564 42.3168988)",,,
220181196,Goyeau Street,tertiary,50,False,True,81.40299999999999,"LINESTRING (-83.0370996 42.3180522, -83.0371431 42.3181198, -83.0374731 42.3186333, -83.0375246 42.3187134)",,,
"[421876324, 1093915890, 242090300]",University Avenue East,secondary,50,False,False,207.45199999999997,"LINESTRING (-83.0370996 42.3180522, -83.0369913 42.318077, -83.036732 42.3181364, -83.0363468 42.3182278, -83.0358699 42.318341, -83.0353869 42.3184794, -83.0353186 42.3184985, -83.0352464 42.3185117, -83.0351668 42.3185171, -83.0350664 42.3185067, -83.0348624 42.3184547, -83.0346995 42.3184177)",,,
1093915890,University Avenue East,secondary,50,False,True,80.989,"LINESTRING (-83.0370996 42.3180522, -83.0372313 42.3180211, -83.0380378 42.3178303)",,,
23417059,Detroit-Windsor Tunnel,trunk,,True,False,40.31999999999999,"LINESTRING (-83.034962 42.3147664, -83.0350282 42.3149024, -83.0350403 42.3149285, -83.0350475 42.3149438, -83.0350771 42.3150226, -83.0350885 42.3150714, -83.0350919 42.3151143)",,,
90546630,Goyeau Street,tertiary,,False,False,147.715,"LINESTRING (-83.034962 42.3147664, -83.0349141 42.3146909, -83.0347131 42.3143739, -83.0346577 42.3142853, -83.034481 42.3140024, -83.034446 42.3139464, -83.0342715 42.3136671, -83.0342055 42.3135615)",2,,
"[421875498, 421875499, 513194031]",Wyandotte Street East,secondary,50,False,True,103.28099999999999,"LINESTRING (-83.034962 42.3147664, -83.0348407 42.3148099, -83.0346399 42.3148794, -83.0344248 42.3149549, -83.0342087 42.3150266, -83.0338987 42.3151368, -83.0338268 42.3151638)",,,
"[421878292, 188307606]",Wyandotte Street East,trunk,50,False,False,78.601,"LINESTRING (-83.034962 42.3147664, -83.0351147 42.3147137, -83.035408 42.3146125, -83.0358275 42.3144663)",,,
23721788,Elliott Street East,residential,,False,False,104.809,"LINESTRING (-83.0334847 42.3124411, -83.0333832 42.3124791, -83.0329226 42.3126411, -83.0328308 42.3126737, -83.0323952 42.3128287, -83.0323361 42.3128497)",2,,
90546630,Goyeau Street,tertiary,,False,True,137.962,"LINESTRING (-83.0334847 42.3124411, -83.0335195 42.3124956, -83.0337469 42.3128487, -83.0338563 42.3130185, -83.0340135 42.3132625, -83.0341703 42.3135059, -83.0342055 42.3135615)",2,,
23248036,McDougall Street,unclassified,50,False,False,73.097,"LINESTRING (-83.0355817 42.3206289, -83.035533 42.3205415, -83.0353039 42.3201304, -83.035243 42.3200211)",,,
220181207,Riverside Drive East,secondary,50,False,True,238.50099999999998,"LINESTRING (-83.0355817 42.3206289, -83.0372145 42.3202579, -83.0375041 42.3201909, -83.0375174 42.320188, -83.0378429 42.3201156, -83.0380827 42.3200698, -83.0383609 42.3200152)",,,
"[422209899, 422209900]",Riverside Drive East,secondary,50,False,False,237.08499999999998,"LINESTRING (-83.0355817 42.3206289, -83.0354206 42.3206603, -83.0345268 42.3208348, -83.0328101 42.3212165)",,,
