osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access
85753070,True,2,16,Feldkircher Strasse,primary,50,False,36.548,"LINESTRING (9.5101321 47.167182, 9.5102966 47.1673224, 9.5104442 47.1674328)",,
"[140062969, 297737078]",True,2,16,Poststrasse,primary,50,False,57.146,"LINESTRING (9.5093578 47.1680547, 9.5092581 47.1680634, 9.5092074 47.1680656, 9.5091622 47.1680617, 9.5091275 47.1680538, 9.5090987 47.1680427, 9.5090647 47.1680237, 9.5090422 47.1680042, 9.5090219 47.1679795, 9.5090016 47.167942, 9.5089962 47.1679256, 9.508985 47.167864, 9.508971 47.1677335)",,
258306363,True,1,16,Poststrasse,primary,50,False,21.916,"LINESTRING (9.5096397 47.1680087, 9.5095127 47.1680291, 9.5093578 47.1680547)",,
273593707,True,1,,Im Bretscha,secondary,50,False,17.003,"LINESTRING (9.5096397 47.1680087, 9.5095825 47.1680802, 9.5095399 47.1681456)",,
860371018,False,2,,Landstrasse,primary,50,True,6.148,"LINESTRING (9.5086301 47.1638679, 9.5086205 47.163813)",,
305885958,True,2,,Landstrasse,primary,50,False,135.08499999999998,"LINESTRING (9.5086301 47.1638679, 9.5086517 47.1639862, 9.5086556 47.1640078, 9.508739 47.1644645, 9.5087595 47.1645825, 9.5087978 47.1647872, 9.5088275 47.1649494, 9.5088501 47.1650735)",,
"[27405408, 620130550]",False,,,Obergass,residential,50,False,124.40499999999999,"LINESTRING (9.5086301 47.1638679, 9.508662 47.1638679, 9.5087681 47.1638677, 9.5090235 47.1638726, 9.5092711 47.1638846, 9.5095838 47.1639039, 9.5101139 47.1639299, 9.5102707 47.1639448)",,
27405408,False,,,Obergass,residential,50,False,162.818,"LINESTRING (9.5102707 47.1639448, 9.5103924 47.1639388, 9.5108177 47.1639023, 9.5110942 47.1638543, 9.5112466 47.1638278, 9.5113426 47.1638082, 9.5115872 47.1637677, 9.51161 47.1637667, 9.5117833 47.1637587, 9.5119094 47.1637573, 9.5120784 47.1637705, 9.5121631 47.163782, 9.5123888 47.1638087)",,
"[27405408, 620130550]",False,,,Obergass,residential,50,True,124.405,"LINESTRING (9.5102707 47.1639448, 9.5101139 47.1639299, 9.5095838 47.1639039, 9.5092711 47.1638846, 9.5090235 47.1638726, 9.5087681 47.1638677, 9.508662 47.1638679, 9.5086301 47.1638679)",,
161683837,False,2,,Reberastrasse,residential,50,True,171.72799999999998,"LINESTRING (9.5102707 47.1639448, 9.510336 47.1642212, 9.5104602 47.1646219, 9.5104926 47.1647918, 9.5105088 47.1649713, 9.5105237 47.1652723, 9.5105349 47.1653567, 9.5105522 47.1654163, 9.5105732 47.1654716)",,
420268568,False,,,Reberastrasse,residential,50,False,149.632,"LINESTRING (9.5102707 47.1639448, 9.5102401 47.16385, 9.5102135 47.1635328, 9.5101591 47.1626904, 9.5101506 47.1626029)",,
46621630,False,,,Winkelgass,residential,50,False,45.046,"LINESTRING (9.5101506 47.1626029, 9.5095603 47.1626579)",,
46621630,False,,,Winkelgass,residential,50,True,38.041,"LINESTRING (9.5101506 47.1626029, 9.5106316 47.1625025)",,
420268568,False,,,Reberastrasse,residential,50,True,149.632,"LINESTRING (9.5101506 47.1626029, 9.5101591 47.1626904, 9.5102135 47.1635328, 9.5102401 47.16385, 9.5102707 47.1639448)",,
46621630,False,,,Winkelgass,residential,50,True,45.046,"LINESTRING (9.5095603 47.1626579, 9.5101506 47.1626029)",,
46621630,False,,,Winkelgass,residential,50,False,76.16900000000001,"LINESTRING (9.5095603 47.1626579, 9.5090817 47.1627275, 9.5086644 47.1627466, 9.5085646 47.1627475)",,
46659067,True,1,16,Poststrasse,primary,50,False,20.355,"LINESTRING (9.5107057 47.1675963, 9.5106598 47.1675811, 9.510628 47.167578, 9.5105752 47.1675817, 9.5105352 47.1675847, 9.5104892 47.1675917, 9.5104474 47.1676041)",,
"[1211993977, 298204914]",False,2,16,Feldkircher Strasse,primary,50,True,164.06500000000003,"LINESTRING (9.5107057 47.1675963, 9.5107748 47.1676399, 9.5109872 47.1677577, 9.5110666 47.1678017, 9.5111022 47.1678165, 9.5113841 47.1679541, 9.5115141 47.1680176, 9.5117666 47.1681167, 9.5118659 47.1681523, 9.5119638 47.1681879, 9.5121674 47.1682604, 9.5122786 47.1682999, 9.5125212 47.1683956)",,
