osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,junction
71407428,Lai,tertiary,False,False,93.15,"LINESTRING (24.5075798 58.38768, 24.5070586 58.3878293, 24.5067972 58.387892, 24.5066133 58.3879361, 24.5064188 58.3879577, 24.506306 58.3879657, 24.5061044 58.3879716)",,,,
1008917750,Vingi,residential,True,False,6.969,"LINESTRING (24.510692 58.3860158, 24.5107225 58.3859552)",2,,,
64103264,Pikk,secondary,True,False,145.881,"LINESTRING (24.510692 58.3860158, 24.5105353 58.3860213, 24.5082203 58.3862197)",2,50,,
24524998,Lai,tertiary,True,False,36.954,"LINESTRING (24.5123234 58.386002, 24.5122929 58.3860519, 24.5119014 58.3862423)",1,,,
878733508,Pikk,secondary,True,False,45.854,"LINESTRING (24.5123234 58.386002, 24.5122335 58.386022, 24.5121247 58.3860334, 24.5118293 58.386035, 24.5115467 58.3860318)",1,50,,
"[24215984, 129083116]",Kuninga,tertiary,False,False,120.97400000000002,"LINESTRING (24.5025496 58.3840094, 24.5028639 58.3839849, 24.5044553 58.3838609, 24.5046022 58.3838488)",,,,
55683036,Kuninga,tertiary,True,False,70.237,"LINESTRING (24.5025496 58.3840094, 24.5023558 58.3840008, 24.5014377 58.3839599, 24.501349 58.3839559)",,30,,
71505523,Hospidali,residential,False,False,64.754,"LINESTRING (24.5025496 58.3840094, 24.5024605 58.3840778, 24.5024205 58.3841904, 24.5023356 58.3845728)",,,,
37054968,Ringi,residential,False,True,99.14099999999999,"LINESTRING (24.5046022 58.3838488, 24.5045817 58.3837716, 24.5044062 58.3831091, 24.5043587 58.3830426, 24.5042732 58.382984)",,,,
129083114,Kuninga,tertiary,False,False,98.701,"LINESTRING (24.5046022 58.3838488, 24.5047437 58.3838374, 24.5051892 58.3838017, 24.5061226 58.3837307, 24.5062787 58.3837274)",,,,
"[24215984, 129083116]",Kuninga,tertiary,False,True,120.97399999999999,"LINESTRING (24.5046022 58.3838488, 24.5044553 58.3838609, 24.5028639 58.3839849, 24.5025496 58.3840094)",,,,
878733505,Vanapargi,tertiary,True,False,10.794,"LINESTRING (24.511397 58.3860272, 24.5113508 58.3860018, 24.5112693 58.3859569)",1,,,
878733508,Pikk,secondary,True,False,41.111999999999995,"LINESTRING (24.511397 58.3860272, 24.510854 58.3860184, 24.510692 58.3860158)",1,50,,
64102420,Aia,residential,True,False,121.521,"LINESTRING (24.5063187 58.3848984, 24.5062433 58.3847929, 24.5063302 58.3839192, 24.5063397 58.383814)",,30,,
71407744,Rüütli,residential,True,False,108.582,"LINESTRING (24.5063187 58.3848984, 24.5061026 58.3848931, 24.5060628 58.3848926, 24.5046268 58.3848389, 24.5044605 58.3848309)",,30,,
618962922,Aia,residential,False,False,90.78,"LINESTRING (24.5063187 58.3848984, 24.506308 58.3849671, 24.5063036 58.3849943, 24.5062858 58.3851091, 24.5062429 58.3853852, 24.5062394 58.3854079, 24.5061921 58.3857121)",,,,
1068886911,Rüütli,residential,False,True,120.72,"LINESTRING (24.5063187 58.3848984, 24.5070259 58.3849188, 24.5082289 58.3849689, 24.5083843 58.3849759)",,,,
37054979,Aia,residential,False,False,168.661,"LINESTRING (24.5039115 58.3794312, 24.5043018 58.3797207, 24.504687 58.3800064, 24.5053766 58.380671, 24.505424 58.380721)",,,,
1052595951,Karusselli,residential,False,True,169.402,"LINESTRING (24.5039115 58.3794312, 24.5038216 58.3794631, 24.5034194 58.3795987, 24.5015923 58.3802253, 24.5014746 58.3802608)",,,,
73986361,Supeluse,tertiary,False,True,58.426,"LINESTRING (24.5014746 58.3802608, 24.5009423 58.3798156)",2,,,
"[73986361, 1079027311]",Supeluse,tertiary,False,False,115.13900000000001,"LINESTRING (24.5014746 58.3802608, 24.5023099 58.381001, 24.5023304 58.3810497, 24.5022834 58.3811728)",2,,,
169565469,Nikolai,residential,False,False,89.15100000000001,"LINESTRING (24.5014746 58.3802608, 24.5013432 58.3802753, 24.5013046 58.3802827, 24.5001787 58.3806769)",,,,
1052595951,Karusselli,residential,False,False,169.40200000000002,"LINESTRING (24.5014746 58.3802608, 24.5015923 58.3802253, 24.5034194 58.3795987, 24.5038216 58.3794631, 24.5039115 58.3794312)",,,,
55683194,Nikolai,residential,False,False,56.383,"LINESTRING (24.5001787 58.3806769, 24.5001422 58.3811836)",,,,
169565469,Nikolai,residential,False,True,89.15100000000001,"LINESTRING (24.5001787 58.3806769, 24.5013046 58.3802827, 24.5013432 58.3802753, 24.5014746 58.3802608)",,,,
55683194,Nikolai,residential,False,True,56.383,"LINESTRING (24.5001422 58.3811836, 24.5001787 58.3806769)",,,,
37054970,Esplanaadi,residential,False,False,122.91300000000001,"LINESTRING (24.5001422 58.3811836, 24.5003003 58.3811908, 24.5020876 58.3812724, 24.5022427 58.3812795)",,,,
55683194,Nikolai,residential,False,False,98.756,"LINESTRING (24.5001422 58.3811836, 24.5001348 58.3812254, 24.499985 58.3820679)",,,,
37054968,Ringi,residential,False,False,112.273,"LINESTRING (24.499985 58.3820679, 24.5001379 58.3820756, 24.5017414 58.3821561, 24.5019022 58.3821642)",,,,
55683194,Nikolai,residential,False,False,120.63799999999999,"LINESTRING (24.499985 58.3820679, 24.4999717 58.3821367, 24.4998019 58.3830763, 24.4997819 58.3831475)",,,,
