osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,junction,lanes
4685861,True,Pärna,residential,False,25.82,"LINESTRING (27.2950066 59.4019873, 27.2947899 59.4020773, 27.2946732 59.4021447)",,,,
3870683,False,,residential,True,26.215999999999998,"LINESTRING (27.2951974 59.3985934, 27.2951806 59.3984807, 27.2951625 59.398445, 27.2951141 59.3984134, 27.2950376 59.3983893)",,,,
4685860,False,Katse,residential,False,168.02599999999998,"LINESTRING (27.2951974 59.3985934, 27.2952363 59.3987411, 27.2953967 59.3993041, 27.2954908 59.3997973, 27.2955339 59.3999561, 27.2955672 59.4000924)",30,,,
839765071,False,Outokumpu,residential,True,279.69399999999996,"LINESTRING (27.2951974 59.3985934, 27.294622 59.3986164, 27.2940887 59.3986377, 27.2916603 59.3987442, 27.2915032 59.3987613, 27.2913538 59.3987926, 27.2912294 59.3988375, 27.2911147 59.398902, 27.2909857 59.3990014, 27.290732 59.3992278)",,,,
4685860,False,Katse,residential,True,21.118,"LINESTRING (27.2950957 59.4019437, 27.2952682 59.4017753)",30,,,
4685861,True,Pärna,residential,False,6.995,"LINESTRING (27.2950957 59.4019437, 27.2950066 59.4019873)",,,,
86945903,True,Järveküla tee,secondary,False,49.269999999999996,"LINESTRING (27.2901614 59.4008898, 27.2898312 59.4007379, 27.2897294 59.4006914, 27.2896434 59.4006507, 27.2895106 59.4005957)",,93,,
1024304406,True,,secondary_link,False,59.717999999999996,"LINESTRING (27.2901614 59.4008898, 27.2896458 59.400757, 27.2895357 59.4007266, 27.2894603 59.4007087, 27.289387 59.4006993, 27.2893044 59.4007011, 27.2892352 59.4007089, 27.2892006 59.4007187)",70,,,
1173787494,False,,living_street,False,34.485,"LINESTRING (27.2901614 59.4008898, 27.290044 59.4009446, 27.2898026 59.4011379)",,,,
48238380,True,Järveküla tee,residential,False,27.905,"LINESTRING (27.2936149 59.4018423, 27.2936035 59.401811, 27.2936093 59.4017787, 27.2936399 59.4017366, 27.2936936 59.4016976, 27.2937408 59.4016783, 27.2937916 59.4016682, 27.2938612 59.4016648)",,,,
