osmid,oneway,ref,name,highway,reversed,length,geometry,junction,bridge,lanes
24749012,True,SP5,Via Francesca,secondary,False,162.75500000000002,"LINESTRING (10.7838213 43.7109501, 10.7842691 43.7112943, 10.7846554 43.711573, 10.784727 43.7116247, 10.7851317 43.7119166, 10.7852397 43.7119945)",,,
465888591,True,SP5,,secondary,False,31.493000000000002,"LINESTRING (10.7838213 43.7109501, 10.7838482 43.7109856, 10.7838582 43.7110254, 10.7838501 43.7110654, 10.7838249 43.7111016, 10.7837852 43.7111301, 10.7837349 43.7111479, 10.7836795 43.7111534)",roundabout,,
24749012,True,SP5,Via Francesca,secondary,False,54.800999999999995,"LINESTRING (10.7852397 43.7119945, 10.7852981 43.7120371, 10.7857193 43.7123448)",,,
38437459,False,,Via Cristiano Banti,residential,False,103.67,"LINESTRING (10.7852397 43.7119945, 10.7852741 43.7119611, 10.7860102 43.7112468)",,,
139453432,True,,Via Cristiano Banti,residential,False,97.18199999999999,"LINESTRING (10.7852397 43.7119945, 10.7852247 43.71201, 10.7845819 43.7126749, 10.7845471 43.7127109)",,,
193097463,True,SP5,Via Angelo Puccioni,tertiary,False,94.044,"LINESTRING (10.7795668 43.7091018, 10.779334 43.709418, 10.7790697 43.7098007, 10.7790517 43.7098591)",,,
"[35271473, 832532868]",False,,"['Rampa Lami', 'Lungarno Tripoli']",residential,True,77.615,"LINESTRING (10.7795668 43.7091018, 10.7798438 43.7088152, 10.7799042 43.7087683, 10.780019 43.7086862, 10.7800621 43.7086842, 10.7800968 43.7086907, 10.7802424 43.7087242)",,,
24748909,False,,Via degli Orti,residential,False,69.157,"LINESTRING (10.7772645 43.7081433, 10.7768525 43.7086893)",,,
139453428,False,SP5,,tertiary,False,107.518,"LINESTRING (10.7772645 43.7081433, 10.776086 43.7076859)",,,
139453428,False,SP5,,tertiary,True,119.25399999999999,"LINESTRING (10.7772645 43.7081433, 10.7783569 43.7085963, 10.7785514 43.708677)",,,
24748909,False,,Via degli Orti,residential,True,69.157,"LINESTRING (10.7768525 43.7086893, 10.7772645 43.7081433)",,,
189756034,False,,Via Michelangelo,residential,False,113.335,"LINESTRING (10.7768525 43.7086893, 10.7780713 43.7092018)",,,
189756055,False,,Via degli Orti,residential,False,126.561,"LINESTRING (10.7768525 43.7086893, 10.7759914 43.7096422)",,,
189756034,False,,Via Michelangelo,residential,True,113.335,"LINESTRING (10.7780713 43.7092018, 10.7768525 43.7086893)",,,
1208035251,True,,Via San Tommaso,unclassified,False,69.961,"LINESTRING (10.7780713 43.7092018, 10.7785514 43.708677)",,,
193097472,True,,Via Dante Alighieri,residential,False,104.117,"LINESTRING (10.7778757 43.7094415, 10.7783591 43.7096534, 10.7789186 43.7098952, 10.7789914 43.7099157)",,,
1208035251,True,,Via San Tommaso,unclassified,False,30.945,"LINESTRING (10.7778757 43.7094415, 10.7779122 43.7093968, 10.7780713 43.7092018)",,,
35271472,False,,Lungarno Tripoli,unclassified,False,152.91799999999998,"LINESTRING (10.7839297 43.7100479, 10.7836859 43.7099747, 10.7833152 43.7098269, 10.7829476 43.7096802, 10.7826095 43.7095453, 10.7822489 43.7094057)",,,
1210869096,True,,Lungarno Tripoli,unclassified,False,8.109,"LINESTRING (10.7839297 43.7100479, 10.7839812 43.7100269, 10.7840204 43.7100165)",,,
24749027,True,,Via Donica,tertiary,False,56.648,"LINESTRING (10.7869029 43.7132065, 10.7865219 43.7136351)",,,
38437458,False,,Via San Vito,residential,True,137.083,"LINESTRING (10.7869029 43.7132065, 10.786922 43.7131482, 10.7875335 43.7126306, 10.7879287 43.7122297)",,,
24748847,False,,Via Arginale Ovest,unclassified,False,223.07899999999998,"LINESTRING (10.7818217 43.7068838, 10.7820568 43.7069394, 10.7824995 43.707027, 10.7829898 43.7071003, 10.7837389 43.7071951, 10.78411 43.7072539, 10.7845279 43.7073202)",,,
24748856,False,,Via Alessandro Scarlatti,unclassified,True,175.53499999999997,"LINESTRING (10.7818217 43.7068838, 10.7818156 43.7067825, 10.7814744 43.7067058, 10.7810383 43.7066223, 10.7804024 43.706498, 10.7798486 43.7063827)",,,
54182021,False,,Via Romaiano,unclassified,False,95.56700000000001,"LINESTRING (10.7818217 43.7068838, 10.7822075 43.7064442, 10.7824604 43.7061589)",,,
24748847,False,,Via Arginale Ovest,unclassified,True,223.079,"LINESTRING (10.7845279 43.7073202, 10.78411 43.7072539, 10.7837389 43.7071951, 10.7829898 43.7071003, 10.7824995 43.707027, 10.7820568 43.7069394, 10.7818217 43.7068838)",,,
"[335389104, 142397899, 24721136, 405276215]",False,SP44,Strada Provinciale 44 Santa Croce Ponte a Egola,secondary,False,300.89799999999997,"LINESTRING (10.7845279 43.7073202, 10.7845531 43.7074502, 10.7847131 43.708769, 10.784729 43.7088934, 10.7847252 43.7089891, 10.7847167 43.709076, 10.7847086 43.7091493, 10.7847007 43.7092156, 10.7846931 43.7092532, 10.784665 43.7093229, 10.7846329 43.7093849, 10.7845712 43.7094916, 10.7844826 43.7096273, 10.7842558 43.7099484)",,yes,
335389104,False,SP44,Strada Provinciale 44 Santa Croce Ponte a Egola,secondary,True,132.86599999999999,"LINESTRING (10.7845279 43.7073202, 10.7845117 43.7071606, 10.7844918 43.7070012, 10.7844255 43.7063644, 10.7844222 43.7061282)",,,
177114452,True,,Via Niccolò Copernico,secondary,False,68.419,"LINESTRING (10.7766967 43.7099867, 10.7759914 43.7096422)",,,
1208035248,True,,Via San Tommaso,unclassified,False,107.31700000000001,"LINESTRING (10.7766967 43.7099867, 10.7766781 43.7100036, 10.7766388 43.7100394, 10.776566 43.7101181, 10.7760242 43.7108193)",,,
1208035251,True,,Via San Tommaso,unclassified,False,60.748000000000005,"LINESTRING (10.7766967 43.7099867, 10.7767782 43.7099418, 10.7773552 43.7097203)",,,
38437475,False,,Via Salvador Allende,residential,False,123.718,"LINESTRING (10.7783343 43.713617, 10.7796121 43.7142374)",,,
796465164,False,,Via del Bosco,residential,False,79.715,"LINESTRING (10.7783343 43.713617, 10.7777968 43.7142195)",,,
796465164,False,,Via del Bosco,residential,True,13.152,"LINESTRING (10.7783343 43.713617, 10.7784249 43.7135185)",,,
796465164,False,,Via del Bosco,residential,True,79.715,"LINESTRING (10.7777968 43.7142195, 10.7783343 43.713617)",,,
24748932,True,,Via di Pelle,secondary,False,12.274,"LINESTRING (10.7823158 43.7127616, 10.7823874 43.7126641)",,,
96230408,True,,Via Mainardi,residential,False,71.576,"LINESTRING (10.7823158 43.7127616, 10.781548 43.7124355)",,,
