osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access
64942770,True,1,SP186,Via Sant'Agostino,tertiary,30,False,24.98,"LINESTRING (7.402015 45.0759717, 7.401965 45.0760663, 7.4018961 45.07618)",,,
154143152,False,2,SP186,Via Sant'Agostino,tertiary,50,True,110.787,"LINESTRING (7.402015 45.0759717, 7.4021924 45.0758563, 7.4023207 45.0757789, 7.4024563 45.0757029, 7.402567 45.0756482, 7.4027511 45.0755687, 7.4030892 45.0754448, 7.4031785 45.0754199)",,,
694981752,False,2,SP589,Corso Laghi,tertiary,50,True,22.276,"LINESTRING (7.4014567 45.0807017, 7.401497 45.0805034)",,,
307284930,False,2,SP589,Corso Laghi,tertiary,50,False,56.896,"LINESTRING (7.4014567 45.0807017, 7.4014475 45.0807474, 7.4014384 45.0807953, 7.4013559 45.0812084)",,,
283699841,False,2,SP589,Corso Laghi,tertiary,50,False,16.985,"LINESTRING (7.4015277 45.0803522, 7.401497 45.0805034)",,,
505864627,False,2,SS589,Corso Laghi,tertiary,50,True,46.529,"LINESTRING (7.4015277 45.0803522, 7.4015332 45.0803228, 7.4016138 45.0799382)",,,
24708268,True,1,,Via della Repubblica,residential,30,False,72.51,"LINESTRING (7.4016138 45.0799382, 7.4016896 45.0799463, 7.4020678 45.0799865, 7.4024602 45.0800282, 7.402527 45.0800353)",,,
149904429,False,2,SP589,Corso Laghi,tertiary,50,True,74.895,"LINESTRING (7.4016138 45.0799382, 7.4016239 45.0798911, 7.4017571 45.0792723)",,,
505864627,False,2,SS589,Corso Laghi,tertiary,50,False,46.529,"LINESTRING (7.4016138 45.0799382, 7.4015332 45.0803228, 7.4015277 45.0803522)",,,
37937044,True,1,SP589,Corso Laghi,tertiary,30,False,12.244000000000002,"LINESTRING (7.401649 45.0761921, 7.4016698 45.0761688, 7.4016988 45.0761505, 7.4017339 45.0761384, 7.4017723 45.0761337)",roundabout,,
491696854,False,1,,Via San Pietro,residential,,False,69.485,"LINESTRING (7.3969068 45.0769609, 7.3967767 45.0763428)",,,
375060247,False,2,SP589,Corso Laghi,tertiary,50,False,262.07099999999997,"LINESTRING (7.3969068 45.0769609, 7.3970204 45.0769415, 7.3976512 45.0768404, 7.397822 45.0768117, 7.398115 45.0767638, 7.3989902 45.0766207, 7.3991984 45.0765867, 7.399861 45.0764773, 7.4001584 45.0764295)",,,
491696853,True,1,,Via Giuseppe Garibaldi,residential,,False,46.736000000000004,"LINESTRING (7.3969068 45.0769609, 7.396981 45.0773246, 7.3970231 45.0773683)",,,
