osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction
292802428,True,Via Tommaso Rossi,residential,40,False,16.824,,,"LINESTRING (14.8534153 41.0628107, 14.8536066 41.0628564)",
535291058,False,Viale Spinelli,secondary,,False,3.253,2,SS7,"LINESTRING (14.8534153 41.0628107, 14.8534365 41.0627862)",
535291058,False,Viale Spinelli,secondary,,True,3.824,2,SS7,"LINESTRING (14.8534153 41.0628107, 14.8533967 41.0628421)",
535291058,False,Viale Spinelli,secondary,,False,91.096,2,SS7,"LINESTRING (14.8541667 41.061855, 14.8542817 41.0618167, 14.85442 41.0618117, 14.8545667 41.0618367, 14.8551922 41.0620218)",
535291058,False,Viale Spinelli,secondary,,True,121.264,2,SS7,"LINESTRING (14.8541667 41.061855, 14.85407 41.0619183, 14.8539617 41.0620217, 14.853916 41.0620942, 14.8538436 41.0622237, 14.8538361 41.0622365, 14.8538 41.0622983, 14.85351 41.0627017, 14.8534365 41.0627862)",
543521098,True,,unclassified,,False,42.887,,,"LINESTRING (14.8541667 41.061855, 14.8540581 41.0617915, 14.8538858 41.0617391, 14.853705 41.0616994)",
8023172,False,Via Alcide De Gasperi,unclassified,50,False,15.683,,,"LINESTRING (14.8580495 41.0625624, 14.8581049 41.0625879, 14.8582125 41.0626315)",
8297978,False,Via Barone Nisco,secondary,,True,34.667,2,SS7,"LINESTRING (14.8580495 41.0625624, 14.8578922 41.062607, 14.8577718 41.0626143, 14.8576473 41.0626098)",
686962271,False,Via San Giacomo,tertiary,50,True,76.923,2,SP18/c,"LINESTRING (14.8516749 41.0638239, 14.8525216 41.0640904)",
535291059,False,Via Gustavo Bocchini,unclassified,50,False,176.903,,,"LINESTRING (14.8516749 41.0638239, 14.8516807 41.0637911, 14.8516838 41.0637596, 14.8516814 41.0636914, 14.8516576 41.0635562, 14.8515909 41.0632911, 14.8515442 41.0631528, 14.8514 41.0628167, 14.8513764 41.0627399, 14.8512562 41.0623492, 14.8512335 41.0622752)",
