osmid,oneway,highway,reversed,length,geometry,name,ref,junction
923167861,True,secondary,False,14.106,"LINESTRING (13.6904445 43.2308481, 13.6905379 43.2308744, 13.6906092 43.2308888)",,,
160418982,False,secondary,False,145.477,"LINESTRING (13.6903021 43.2312691, 13.6900994 43.2312432, 13.6886647 43.2307441)",Via Po,,
160418990,False,residential,True,85.35000000000001,"LINESTRING (13.6903021 43.2312691, 13.6904401 43.231339, 13.691254 43.231593)",Via Adige,,
609825493,False,secondary,True,23.716,"LINESTRING (13.6903021 43.2312691, 13.6903943 43.2312422, 13.6904797 43.2311959, 13.6905315 43.231145)",,,
42427062,False,residential,True,174.246,"LINESTRING (13.683436 43.2309192, 13.6833648 43.2309258, 13.6825778 43.2309831, 13.6825332 43.2310092, 13.68203 43.2308421, 13.6819437 43.2308335, 13.681899 43.2308096, 13.6819109 43.2307619, 13.6821997 43.2304929)",Via delle Mura,,
42427071,False,secondary,False,219.292,"LINESTRING (13.683436 43.2309192, 13.6834623 43.2308983, 13.6835108 43.2308824, 13.6835693 43.2308725, 13.6842541 43.2307662, 13.6850297 43.2306537, 13.6855717 43.2305819, 13.6859275 43.2305401, 13.6860797 43.2305358)",Via Roma,,
160418977,False,living_street,False,20.713,"LINESTRING (13.683436 43.2309192, 13.6833792 43.2308857, 13.683286 43.2307713)",,,
160418995,False,secondary,False,73.013,"LINESTRING (13.683436 43.2309192, 13.6834237 43.2309487, 13.6834222 43.231021, 13.6834351 43.2311156, 13.6835523 43.231566)",Via Porta Romana,,
120139592,False,residential,False,36.18,"LINESTRING (13.6862988 43.2338584, 13.6860314 43.234119)",Via Veneto,,
160418995,False,secondary,False,223.707,"LINESTRING (13.6862988 43.2338584, 13.6863327 43.2339048, 13.6863863 43.2339451, 13.6865387 43.2340131, 13.6866501 43.2340485, 13.6868213 43.2340762, 13.6872349 43.2340873, 13.6878082 43.2341051, 13.6879583 43.2341311, 13.6881283 43.2341693, 13.688329 43.2342503, 13.6884214 43.2343018, 13.6884884 43.234351, 13.6885695 43.2344557, 13.6885979 43.2345292, 13.6886101 43.2346059)",Via Porta Romana,,
160418995,False,secondary,True,42.743,"LINESTRING (13.6862988 43.2338584, 13.6862612 43.233768, 13.6862008 43.2335492, 13.6861862 43.2334833)",Via Porta Romana,,
160418969,False,residential,False,34.543,"LINESTRING (13.6836453 43.2318215, 13.6833066 43.2316328)",Viale Guglielmo Marconi,,
120139597,True,residential,False,162.503,"LINESTRING (13.6836453 43.2318215, 13.6835588 43.2319111, 13.683485 43.2322947, 13.6837946 43.2323953, 13.6841519 43.232555, 13.6846756 43.2327108)",Via Prati,,
160418995,False,secondary,False,295.609,"LINESTRING (13.6836453 43.2318215, 13.6837265 43.2319448, 13.6837882 43.2320093, 13.6839305 43.2320957, 13.6844293 43.2322808, 13.6854577 43.232667, 13.6858478 43.2328096, 13.6859426 43.2328681, 13.6860381 43.2329714, 13.6860895 43.2330811, 13.6861305 43.2332316, 13.6861862 43.2334833)",Via Porta Romana,,
160418995,False,secondary,True,29.403,"LINESTRING (13.6836453 43.2318215, 13.683587 43.2316751, 13.6835523 43.231566)",Via Porta Romana,,
23275464,False,unclassified,True,90.088,"LINESTRING (13.6886101 43.2346059, 13.6886673 43.2346029, 13.6888785 43.234538, 13.6890492 43.2344327, 13.6888956 43.2341599, 13.6887691 43.2340498)",,,
160418995,False,secondary,False,44.472,"LINESTRING (13.6886101 43.2346059, 13.6886058 43.2348138, 13.6886102 43.2350058)",Via Porta Romana,,
160418995,False,secondary,True,223.70700000000002,"LINESTRING (13.6886101 43.2346059, 13.6885979 43.2345292, 13.6885695 43.2344557, 13.6884884 43.234351, 13.6884214 43.2343018, 13.688329 43.2342503, 13.6881283 43.2341693, 13.6879583 43.2341311, 13.6878082 43.2341051, 13.6872349 43.2340873, 13.6868213 43.2340762, 13.6866501 43.2340485, 13.6865387 43.2340131, 13.6863863 43.2339451, 13.6863327 43.2339048, 13.6862988 43.2338584)",Via Porta Romana,,
927302944,False,secondary,True,267.035,"LINESTRING (13.6910904 43.2385837, 13.6908692 43.2384729, 13.6905453 43.2383468, 13.6900898 43.2381901, 13.6898288 43.2380981, 13.6895617 43.2379669, 13.6893238 43.2378047, 13.6889803 43.2375278, 13.688678 43.237256, 13.688608 43.2371695, 13.688568 43.2371118)",Via Porta Romana,,
927302945,False,residential,True,158.873,"LINESTRING (13.6910904 43.2385837, 13.6911571 43.2384558, 13.6911816 43.2383103, 13.6911698 43.2382164, 13.6911248 43.2381281, 13.6910642 43.2380686, 13.6909843 43.2380164, 13.690602 43.2377994, 13.690105 43.2375296)",Via Lazio,,
23275464,False,unclassified,False,90.08800000000001,"LINESTRING (13.6887691 43.2340498, 13.6888956 43.2341599, 13.6890492 43.2344327, 13.6888785 43.234538, 13.6886673 43.2346029, 13.6886101 43.2346059)",,,
