osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,bridge,geometry,junction,ref,tunnel,access
"[61895982, 171998822]",True,2,Via Madonna,tertiary,50,6,False,61.066,yes,"LINESTRING (12.3013467 45.8897322, 12.3012488 45.8896804, 12.3010269 45.8895159, 12.3008485 45.8893622, 12.3008223 45.8893406, 12.3008109 45.8893315)",,,,
42726274,False,2,Via Armando Diaz,unclassified,,,False,27.585,,"LINESTRING (12.2929417 45.8846265, 12.2926818 45.884591, 12.292592 45.8845787)",,,,
42726274,False,2,Via Armando Diaz,unclassified,,,True,87.26200000000001,,"LINESTRING (12.2929417 45.8846265, 12.2930296 45.8846395, 12.2936233 45.8847222, 12.2936982 45.8847258, 12.2937739 45.8847231, 12.2938814 45.8847097, 12.2939608 45.8846938, 12.2940451 45.8846732)",,,,
1136857339,False,2,Via Gorizia,unclassified,,,True,139.07199999999997,,"LINESTRING (12.2929417 45.8846265, 12.292924 45.8846585, 12.2923179 45.8857994)",,,,
30926492,False,2,Via Madonna,tertiary,50,6,False,143.13099999999997,,"LINESTRING (12.3033623 45.8906023, 12.3030178 45.8904598, 12.3024815 45.8902486, 12.3023732 45.8902084, 12.3020297 45.8900659, 12.3018147 45.8899697, 12.3017691 45.8899493)",,,,
957976052,False,1,Via Trento e Trieste,tertiary,50,6,True,21.061,,"LINESTRING (12.3033623 45.8906023, 12.3034608 45.8906434, 12.3035949 45.8907006)",,,,
"[1234172176, 30926435]",True,1,Via Cadore,unclassified,"['50', '30']",,False,163.893,,"LINESTRING (12.3034837 45.8883518, 12.3024858 45.8890609, 12.3024144 45.8891103, 12.3023308 45.8891617, 12.302295 45.8891803, 12.3021422 45.889231, 12.3021219 45.8892377, 12.3020345 45.8892673, 12.301929 45.8893372)",,,,
31191818,True,1,Via Giacomo Matteotti,tertiary,50,,False,16.605,,"LINESTRING (12.3041953 45.8867532, 12.3041646 45.8867878, 12.3041518 45.8868128, 12.3041457 45.8868526, 12.3041498 45.8868946)",,,,
1128793396,True,1,Viale Istria,tertiary,,,False,6.872,,"LINESTRING (12.3030564 45.8835667, 12.3030291 45.8835748, 12.3029999 45.8835782, 12.3029705 45.8835766)",roundabout,,,
62115675,True,1,Via Nazario Sauro,unclassified,,,False,14.161999999999999,,"LINESTRING (12.3029705 45.8835766, 12.3029267 45.8836271, 12.3029 45.8836929)",,,,
1128793396,True,1,Viale Istria,tertiary,,,False,8.437000000000001,,"LINESTRING (12.3029705 45.8835766, 12.3029363 45.883568, 12.3029072 45.8835529, 12.3028857 45.8835325)",roundabout,,,
