osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction
136291771,2,SS125,Via Roma,primary,50,False,True,65.236,"LINESTRING (9.6985202 40.5704934, 9.6991672 40.570173)",,
148012379,2,SS125,Via Roma,primary,,False,False,19.701,"LINESTRING (9.6985202 40.5704934, 9.6983292 40.5705951)",,
148010380,,SP3,Via Giacomo Matteotti,primary,50,True,False,49.43,"LINESTRING (9.6934922 40.5765851, 9.6939972 40.5768098)",,
148010376,2,SS125,,secondary,,False,True,12.712,"LINESTRING (9.6934922 40.5765851, 9.6934961 40.5765229, 9.6935028 40.5764711)",,
148010678,,,,residential,50,False,False,34.406,"LINESTRING (9.6934922 40.5765851, 9.6933711 40.5766177, 9.6931009 40.5766702)",,
169859878,,,Vico G. F. Conteddu,primary,,False,False,32.81,"LINESTRING (9.6981019 40.5707255, 9.6983211 40.5709691)",,
550474488,,,Via Roma,tertiary,50,False,True,6.551,"LINESTRING (9.6981019 40.5707255, 9.6981638 40.57069)",,
169859883,1,,Via Roma,tertiary,50,True,False,101.65400000000001,"LINESTRING (9.6981019 40.5707255, 9.6979743 40.570789, 9.6976266 40.5709706, 9.6971443 40.5712148, 9.6971087 40.5712408)",,
169859878,,,Vico G. F. Conteddu,primary,,False,False,17.745,"LINESTRING (9.6986366 40.5713199, 9.6987657 40.5714458)",,
169859878,,,Vico G. F. Conteddu,primary,,False,True,47.241,"LINESTRING (9.6986366 40.5713199, 9.6983211 40.5709691)",,
148012713,,,,residential,50,False,False,37.607000000000006,"LINESTRING (9.6986366 40.5713199, 9.6985692 40.5713655, 9.6984485 40.5714409, 9.6983439 40.5715162, 9.6983098 40.5715486)",,
134938510,,,Via Indipendenza,residential,50,False,False,50.627,"LINESTRING (9.6971545 40.5768911, 9.6973605 40.5768847, 9.6975706 40.5768617, 9.6977412 40.5768158)",,
134938530,,,Via Planargia,residential,50,False,False,59.69500000000001,"LINESTRING (9.6971545 40.5768911, 9.6970876 40.576889, 9.6968347 40.576899, 9.696452 40.5769407)",,
148012375,,,Via G. F. Conteddu,primary,50,False,True,148.97,"LINESTRING (9.6971545 40.5768911, 9.6971649 40.5768174, 9.6971647 40.5767518, 9.697161 40.5755518)",,
148012375,,,Via G. F. Conteddu,primary,50,False,False,37.091,"LINESTRING (9.6985554 40.5720664, 9.6985664 40.5722079, 9.6985784 40.5723995)",,
148012387,,,,primary,50,True,False,79.14699999999999,"LINESTRING (9.6985554 40.5720664, 9.6985888 40.571941, 9.6985986 40.5718525, 9.6986424 40.5718082, 9.698769 40.5717673, 9.6988192 40.5717006, 9.6988079 40.5716104, 9.6987657 40.5714458)",,
148012713,,,,residential,50,False,True,47.376000000000005,"LINESTRING (9.6985554 40.5720664, 9.6983734 40.5719787, 9.6983546 40.5718952, 9.6983412 40.5718259, 9.698309 40.571777, 9.6982851 40.5717273)",,
148012721,,,Via Ennio Porrino,residential,50,False,False,77.679,"LINESTRING (9.6985554 40.5720664, 9.6982554 40.5721112, 9.6981052 40.5721825, 9.6979979 40.5722354, 9.6979603 40.5722884, 9.6979442 40.5723638, 9.6979335 40.572427, 9.6979283 40.5724611)",,
134938520,,,Via Barbagia,residential,50,False,False,54.58,"LINESTRING (9.6985972 40.5688308, 9.6980317 40.5690683)",,
454303651,,,Via Tiziano,residential,50,False,False,37.267,"LINESTRING (9.6985972 40.5688308, 9.6986352 40.5691647)",,
134938520,,,Via Barbagia,residential,50,False,True,54.58,"LINESTRING (9.6980317 40.5690683, 9.6985972 40.5688308)",,
134938520,,,Via Barbagia,residential,50,False,False,125.62200000000001,"LINESTRING (9.6980317 40.5690683, 9.6978105 40.5691229, 9.6972729 40.569234, 9.6970088 40.5692787, 9.6967494 40.5692734, 9.6965849 40.5692972)",,
134938533,,,Via Sulcis,residential,50,False,False,107.358,"LINESTRING (9.6980317 40.5690683, 9.6978 40.5693708, 9.6976311 40.569537, 9.6975903 40.5695953, 9.6975231 40.5697211, 9.6974367 40.569914)",,
134938529,,,,residential,50,False,False,95.667,"LINESTRING (9.6997666 40.5691323, 9.6995566 40.5691297, 9.6992016 40.5691402, 9.6986352 40.5691647)",,
454303651,,,Via Tiziano,residential,50,False,False,49.886,"LINESTRING (9.6986352 40.5691647, 9.698718 40.5696089)",,
454303651,,,Via Tiziano,residential,50,False,True,37.267,"LINESTRING (9.6986352 40.5691647, 9.6985972 40.5688308)",,
134938529,,,,residential,50,False,True,95.66699999999999,"LINESTRING (9.6986352 40.5691647, 9.6992016 40.5691402, 9.6995566 40.5691297, 9.6997666 40.5691323)",,
134938520,,,Via Barbagia,residential,50,False,False,24.92,"LINESTRING (9.6963909 40.5693379, 9.6961177 40.5694225)",,
134938520,,,Via Barbagia,residential,50,False,True,17.082,"LINESTRING (9.6963909 40.5693379, 9.6964676 40.5693141, 9.6965849 40.5692972)",,
134938520,,,Via Barbagia,residential,50,False,False,35.565,"LINESTRING (9.6961177 40.5694225, 9.6957538 40.5695834)",,
134938520,,,Via Barbagia,residential,50,False,True,24.92,"LINESTRING (9.6961177 40.5694225, 9.6963909 40.5693379)",,
326777186,,,Via Goceano,residential,50,False,True,114.16399999999999,"LINESTRING (9.6961177 40.5694225, 9.6962549 40.5696924, 9.6964437 40.5701731, 9.6965552 40.5703931)",,
134938520,,,Via Barbagia,residential,50,False,True,35.565,"LINESTRING (9.6957538 40.5695834, 9.6961177 40.5694225)",,
134953193,,,Via Gallura,residential,50,False,True,117.495,"LINESTRING (9.6957538 40.5695834, 9.6961526 40.5705957)",,
134938520,,,Via Barbagia,residential,50,False,False,98.223,"LINESTRING (9.6957538 40.5695834, 9.6950354 40.5699997, 9.6948268 40.5701167)",,
134953193,,,Via Gallura,residential,50,False,False,72.616,"LINESTRING (9.6957538 40.5695834, 9.6957238 40.5694952, 9.6951927 40.569104)",,
454303651,,,Via Tiziano,residential,50,False,True,49.886,"LINESTRING (9.698718 40.5696089, 9.6986352 40.5691647)",,
134938527,,,Via Giotto,residential,50,False,False,73.995,"LINESTRING (9.698718 40.5696089, 9.6987641 40.5697289, 9.6988194 40.5698118, 9.6991672 40.570173)",,
134938522,,,Via Sarcidano,residential,50,False,False,17.618,"LINESTRING (9.6935465 40.5699054, 9.6935115 40.5697492)",,
134938522,,,Via Sarcidano,residential,50,False,True,27.473,"LINESTRING (9.6935465 40.5699054, 9.693617 40.5701466)",,
454303653,,,Via Alessandro Volta,residential,50,False,True,319.77,"LINESTRING (9.6935465 40.5699054, 9.6932825 40.569937, 9.6930356 40.5699706, 9.6927098 40.5700608, 9.6925686 40.5701043, 9.6923314 40.5701524, 9.6920755 40.5701818, 9.6919067 40.5701918, 9.691503 40.5702002, 9.6908082 40.5701997, 9.6898126 40.5701706)",,
134938533,,,Via Sulcis,residential,50,False,False,52.873,"LINESTRING (9.6974367 40.569914, 9.6973245 40.5703818)",,
134938537,,,Via Anglona,residential,50,False,False,56.513,"LINESTRING (9.6974367 40.569914, 9.696895 40.5702123)",,
134938533,,,Via Sulcis,residential,50,False,True,107.358,"LINESTRING (9.6974367 40.569914, 9.6975231 40.5697211, 9.6975903 40.5695953, 9.6976311 40.569537, 9.6978 40.5693708, 9.6980317 40.5690683)",,
134938533,,,Via Sulcis,residential,50,False,False,18.818,"LINESTRING (9.6973245 40.5703818, 9.6972918 40.5705492)",,
134938533,,,Via Sulcis,residential,50,False,True,52.873,"LINESTRING (9.6973245 40.5703818, 9.6974367 40.569914)",,
326777178,,,Via Sarrabus,residential,50,False,False,53.303,"LINESTRING (9.6973245 40.5703818, 9.6969893 40.570422, 9.696895 40.5702123)",,
134938512,,,Via Trexenta,residential,50,False,True,102.24,"LINESTRING (9.6948268 40.5701167, 9.693617 40.5701466)",,
134938520,,,Via Barbagia,residential,50,False,False,110.12499999999999,"LINESTRING (9.6948268 40.5701167, 9.6939624 40.5706014, 9.6938943 40.5706353, 9.693847 40.5706797, 9.6938143 40.5707291)",,
134938520,,,Via Barbagia,residential,50,False,True,98.223,"LINESTRING (9.6948268 40.5701167, 9.6950354 40.5699997, 9.6957538 40.5695834)",,
134938512,,,Via Trexenta,residential,50,False,False,102.24,"LINESTRING (9.693617 40.5701466, 9.6948268 40.5701167)",,
