osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,maxspeed,access,tunnel,junction
1268217617,False,2,Viale Quattro Novembre,secondary,False,15.488,"LINESTRING (12.9005171 43.3380622, 12.9004892 43.3379244)",,,,,
97494139,True,2,Viale Quattro Novembre,secondary,False,131.071,"LINESTRING (12.9005171 43.3380622, 12.9006944 43.338646, 12.9008728 43.3392122)",,,,,
97494386,False,,Viale Martiri della Libertà,residential,False,59.727,"LINESTRING (12.8995001 43.3382288, 12.8994012 43.3381256, 12.8993454 43.338019, 12.8992255 43.3377348)",,,,,
"[34242768, 34242764, 99972717]",True,2,Viale Martiri della Libertà,secondary,False,85.534,"LINESTRING (12.8995001 43.3382288, 12.8995633 43.3381856, 12.8996461 43.3381614, 12.9003966 43.3380778, 12.9005171 43.3380622)",yes,,,,
100216420,False,2,Viale Aurelio Zonghi,secondary,False,147.6,"LINESTRING (12.9091835 43.3353454, 12.9092171 43.335534, 12.9092129 43.3357344, 12.9091421 43.3361734, 12.908997 43.3366568)",,,,,
100216420,False,2,Viale Aurelio Zonghi,secondary,True,19.52,"LINESTRING (12.9091835 43.3353454, 12.9091312 43.335227, 12.909103 43.3351801)",,,,,
37919043,False,2,Viale Aurelio Zonghi,secondary,False,31.164,"LINESTRING (12.9089355 43.3349277, 12.909103 43.3351801)",,,,,
37919043,False,2,Viale Aurelio Zonghi,secondary,True,71.503,"LINESTRING (12.9089355 43.3349277, 12.9086681 43.3346213, 12.9085439 43.3345116, 12.9084088 43.3344147)",,,,,
1097480612,False,,Via Don Agostino Crocetti,residential,False,116.74700000000001,"LINESTRING (12.9089355 43.3349277, 12.9093667 43.3348155, 12.9094358 43.334794, 12.9098488 43.3342039)",,,,,
37919044,False,2,Viale Enrico Stelluti Scala,tertiary,False,30.778,"LINESTRING (12.9078949 43.3402168, 12.9079781 43.3399467)",,,,,
37919046,False,,Via Guglielmo Marconi,residential,False,100.136,"LINESTRING (12.9078949 43.3402168, 12.9074979 43.3399588, 12.9071828 43.3397541, 12.9069762 43.3396131)",,,,,
37919052,False,,Via Gentile da Fabriano,residential,True,41.027,"LINESTRING (12.9057394 43.3377978, 12.9056096 43.3377866, 12.9055012 43.3377538, 12.9054744 43.3375663)",,,,,
37922036,True,,Via Le Povere,residential,False,77.72900000000001,"LINESTRING (12.9057394 43.3377978, 12.9057494 43.3375422, 12.9057468 43.3373214, 12.9057485 43.3372061, 12.9057551 43.337099)",,,,,
87035529,False,2,Via Dante Alighieri,secondary,True,57.647000000000006,"LINESTRING (12.9101646 43.3396098, 12.9101101 43.3395776, 12.9096117 43.3392826)",,,,,
37919044,False,2,Viale Enrico Stelluti Scala,tertiary,True,86.505,"LINESTRING (12.9083613 43.33858, 12.9081519 43.3393429)",,,,,
87035529,False,2,Via Dante Alighieri,secondary,False,127.787,"LINESTRING (12.9083613 43.33858, 12.9096117 43.3392826)",,,,,
97905602,False,2,Viale Aurelio Zonghi,secondary,True,24.141,"LINESTRING (12.9083613 43.33858, 12.9084411 43.3383708)",,,,,
37918922,True,,Piazzale Giacomo Matteotti,residential,False,34.942,"LINESTRING (12.9083613 43.33858, 12.9081512 43.3384104, 12.9080737 43.3383455)",,,,,
37919004,True,,Via Ugo Foscolo,residential,False,33.399,"LINESTRING (12.9096117 43.3392826, 12.9093533 43.3395169)",,,,,
87035529,False,2,Via Dante Alighieri,secondary,True,127.787,"LINESTRING (12.9096117 43.3392826, 12.9083613 43.33858)",,,,,
105963428,False,,Via Alcide De Gasperi,residential,False,85.152,"LINESTRING (12.9096117 43.3392826, 12.9101059 43.3386064)",,,,,
87035529,False,2,Via Dante Alighieri,secondary,False,57.647000000000006,"LINESTRING (12.9096117 43.3392826, 12.9101101 43.3395776, 12.9101646 43.3396098)",,,,,
37920063,True,,Via Alcide De Gasperi,residential,False,146.729,"LINESTRING (12.9105363 43.3373245, 12.9101059 43.3386064)",,,,,
93817180,True,,Via Don Giovanni Minzoni,tertiary,False,138.773,"LINESTRING (12.9105363 43.3373245, 12.908864 43.337045)",,,,,
100216420,False,2,Viale Aurelio Zonghi,secondary,False,17.737,"LINESTRING (12.908864 43.337045, 12.9088157 43.3372006)",,,,,
100216420,False,2,Viale Aurelio Zonghi,secondary,True,44.486,"LINESTRING (12.908864 43.337045, 12.908997 43.3366568)",,,,,
105963428,False,,Via Alcide De Gasperi,residential,True,85.152,"LINESTRING (12.9101059 43.3386064, 12.9096117 43.3392826)",,,,,
97905609,False,,Viale Aurelio Zonghi,secondary,True,6.646,"LINESTRING (12.9084598 43.3383126, 12.9084411 43.3383708)",,,,,
105963504,True,,Via Vittorio Veneto,residential,False,137.076,"LINESTRING (12.9084598 43.3383126, 12.9101059 43.3386064)",,,,,
97905609,False,,Viale Aurelio Zonghi,secondary,False,126.965,"LINESTRING (12.9084598 43.3383126, 12.9085732 43.3379581, 12.9085925 43.3379107, 12.9087169 43.3375099, 12.9088157 43.3372006)",,,,,
37919028,True,,Piazzale Giacomo Matteotti,residential,False,33.766,"LINESTRING (12.9080737 43.3383455, 12.9081918 43.3382872, 12.9083472 43.3383346, 12.9084411 43.3383708)",,,,,
93817231,True,,Piazzale Giacomo Matteotti,residential,False,26.077999999999996,"LINESTRING (12.9080737 43.3383455, 12.9079555 43.3383213, 12.9077587 43.3382968)",,,,,
37918967,False,,Piazzale Giacomo Matteotti,residential,True,22.928,"LINESTRING (12.9083974 43.3371662, 12.908461 43.3371051, 12.9085483 43.3370892, 12.9086362 43.3370939)",,,,,
99972680,True,,Piazzale Giacomo Matteotti,residential,False,133.72799999999998,"LINESTRING (12.9083974 43.3371662, 12.9083207 43.3374549, 12.9082079 43.3378526, 12.908198 43.3379012, 12.9080737 43.3383455)",,,,,
37918989,False,2,Via La Spina,tertiary,False,18.652,"LINESTRING (12.9096169 43.3353456, 12.9098446 43.3353722)",,,,,
93817206,True,,Via La Spina,tertiary,False,35.545,"LINESTRING (12.9096169 43.3353456, 12.9093492 43.3353197, 12.9091835 43.3353454)",,,,,
