osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction,lanes,access
85335185,Via Alta,tertiary,False,True,2.193,"LINESTRING (12.3055063 45.5518938, 12.305526 45.5518797)",,,,,
85334484,Via Alta,tertiary,True,False,75.04899999999999,"LINESTRING (12.3055063 45.5518938, 12.3053762 45.5519885, 12.3052576 45.5520718, 12.3051395 45.5521505, 12.3050146 45.5522312, 12.3049188 45.5522881, 12.3048075 45.5523581)",,,,,
85241415,Via Alta,tertiary,False,True,3.473,"LINESTRING (12.2977511 45.5542491, 12.2977065 45.5542491)",,,,,
28593220,Via Da Vinci,residential,True,False,242.00099999999998,"LINESTRING (12.2977511 45.5542491, 12.2977484 45.5541773, 12.297631 45.5531139, 12.2975388 45.5521689, 12.297545 45.5521495, 12.2975597 45.5521302, 12.2975766 45.5521109, 12.2976021 45.5520915)",,,,,
85241415,Via Alta,tertiary,False,False,40.473,"LINESTRING (12.2977511 45.5542491, 12.2978679 45.5542491, 12.2980461 45.5542491, 12.2982709 45.5542505)",,,,,
85240747,Viale San Marco,tertiary,False,False,18.196,"LINESTRING (12.2987334 45.5558267, 12.2987523 45.5559898)",30,,,,
25808520,Via della Cultura,residential,False,False,116.562,"LINESTRING (12.2987334 45.5558267, 12.2988256 45.5558286, 12.2989719 45.5558302, 12.2997433 45.5558244, 12.3000715 45.5558206, 12.3002303 45.5558188)",30,,,,
85240747,Viale San Marco,tertiary,False,True,43.809999999999995,"LINESTRING (12.2987334 45.5558267, 12.2987246 45.5557505, 12.2986879 45.555434)",30,,,,
568675407,,secondary,True,False,13.554,"LINESTRING (12.2989424 45.5573364, 12.2989575 45.5573479, 12.2989746 45.5573632, 12.2989888 45.5573764, 12.2990012 45.557391, 12.2990129 45.5574053, 12.2990225 45.5574224, 12.299029 45.5574403)",,SP40DIR,roundabout,,
85334496,Via del Vetro,tertiary,True,False,100.37500000000001,"LINESTRING (12.3035739 45.5513043, 12.3036856 45.5514681, 12.3037441 45.5515535, 12.3037804 45.5515928, 12.3038149 45.5516253, 12.3038507 45.5516568, 12.3038867 45.5516801, 12.3039294 45.551705, 12.3039717 45.5517251, 12.3040167 45.5517429, 12.3040723 45.551764, 12.304134 45.5517871, 12.3042084 45.5518106, 12.3042717 45.5518303, 12.3043466 45.5518525, 12.3044011 45.5518684, 12.3044749 45.5518911)",,,,,
25820472,Via Pialoi,tertiary,True,False,26.159000000000002,"LINESTRING (12.2933305 45.5545969, 12.2933536 45.5546515, 12.2933665 45.5546818, 12.2933858 45.5547129, 12.2934079 45.5547424, 12.29343 45.5547635, 12.2934561 45.5547818, 12.2934914 45.5547937)",,,,,
85240752,Via Alta,tertiary,False,True,9.388,"LINESTRING (12.3018855 45.5531955, 12.3017752 45.5532296)",,,,,
85240752,Via Alta,tertiary,False,False,39.428,"LINESTRING (12.3018855 45.5531955, 12.3020648 45.5531456, 12.3021372 45.553128, 12.3022568 45.5530969, 12.302361 45.553074)",,,,,
445096427,Via Piave,residential,True,False,127.36,"LINESTRING (12.3018855 45.5531955, 12.3018602 45.5530438, 12.3019004 45.5526257, 12.3019004 45.5525265, 12.3018912 45.5524224, 12.3018687 45.5523406, 12.301777 45.5520611)",,,,,
85240752,Via Alta,tertiary,False,True,52.985,"LINESTRING (12.3035944 45.552924, 12.303271 45.5529556, 12.3031674 45.5529649, 12.3030307 45.5529761, 12.3029203 45.5529887)",,,,,
900803971,Via Alta,tertiary,False,False,18.166,"LINESTRING (12.3035944 45.552924, 12.3036595 45.5529183, 12.3037072 45.5529103, 12.3037373 45.5529037, 12.3038204 45.5528854)",,,,,
25808523,Via dello Sport,tertiary,True,False,33.587,"LINESTRING (12.3039346 45.5531184, 12.3039661 45.553051, 12.3039944 45.5529986, 12.3040153 45.5529415, 12.3040237 45.5529018, 12.3040209 45.5528609, 12.3040173 45.5528259)",,,,,
900799207,Via dello Sport,tertiary,False,False,18.803,"LINESTRING (12.3039346 45.5531184, 12.3039166 45.5531507, 12.3039003 45.5531822, 12.3038894 45.5532118, 12.3038671 45.5532804)",,,,,
85240750,Via Alta,tertiary,True,False,21.402,"LINESTRING (12.2995803 45.5541628, 12.2995204 45.5541855, 12.2994597 45.5542085, 12.2993966 45.5542292, 12.2993363 45.5542513)",,,,,
85240752,Via Alta,tertiary,False,False,58.983999999999995,"LINESTRING (12.2995803 45.5541628, 12.2996925 45.5541212, 12.2998055 45.5540752, 12.2999202 45.5540278, 12.3000319 45.5539749, 12.3001274 45.5539235, 12.3002143 45.5538747)",,,,,
85241415,Via Alta,tertiary,False,False,28.903,"LINESTRING (12.2969321 45.554251, 12.2973033 45.5542524)",,,,,
85241415,Via Alta,tertiary,False,True,183.10500000000002,"LINESTRING (12.2969321 45.554251, 12.2967516 45.5542552, 12.2965312 45.5542616, 12.2961412 45.5542886, 12.2960463 45.5542951, 12.2956652 45.5543264, 12.2953785 45.5543533, 12.2952457 45.5543696, 12.2951381 45.5543857, 12.2950234 45.5544088, 12.2948243 45.5544468, 12.294729 45.5544682, 12.2946151 45.5544937)",,,,,
175335236,Via Antonio Meucci,residential,False,True,208.181,"LINESTRING (12.2969321 45.554251, 12.2969234 45.5541572, 12.2969035 45.5539417, 12.2967594 45.5523827)",,,,,
25808540,Via Alta,tertiary,True,False,17.519000000000002,"LINESTRING (12.2982709 45.5542505, 12.2983365 45.5542395, 12.2983937 45.5542346, 12.2984502 45.5542334, 12.2984936 45.5542333)",,,,,
85241415,Via Alta,tertiary,False,True,40.473,"LINESTRING (12.2982709 45.5542505, 12.2980461 45.5542491, 12.2978679 45.5542491, 12.2977511 45.5542491)",,,,,
25820280,Viale San Marco,tertiary,True,False,30.445,"LINESTRING (12.2985976 45.5546552, 12.2985688 45.5545705, 12.2985614 45.5545192, 12.2985531 45.5544717, 12.2985412 45.5544267, 12.2985299 45.5543859)",,,,,
85240747,Viale San Marco,tertiary,False,False,53.153,"LINESTRING (12.2985976 45.5546552, 12.2986042 45.5546926, 12.2986116 45.5547452, 12.29863 45.5549204, 12.2986349 45.5549659, 12.2986528 45.5551316)",30,,,,
85240744,Via Alta,tertiary,True,False,53.756,"LINESTRING (12.2986421 45.5542333, 12.2986869 45.5542444, 12.2987376 45.5542528, 12.298799 45.5542577, 12.2988801 45.5542612, 12.2989569 45.5542582, 12.299026 45.5542533, 12.2991028 45.5542429, 12.2991772 45.5542307, 12.2991871 45.5542291, 12.2992633 45.5542165, 12.2993174 45.5542014)",,,,,
579905945,Via Alta,tertiary,True,False,23.448,"LINESTRING (12.2986421 45.5542333, 12.2986954 45.5542688, 12.2987494 45.5543048, 12.2987698 45.5543295, 12.2987776 45.5543582, 12.2987738 45.5543855, 12.2987602 45.5544053)",,,roundabout,1,
561831376,Via Alta,tertiary,True,False,2.864,"LINESTRING (12.2987602 45.5544053, 12.2987349 45.554424)",,,roundabout,1,
25819332,Via dello Sport,tertiary,True,False,64.032,"LINESTRING (12.3044079 45.5526503, 12.3043051 45.5527294, 12.3042444 45.5527843, 12.3041861 45.5528346, 12.3041286 45.5528877, 12.3040871 45.5529319, 12.3040496 45.5529744, 12.3040177 45.5530162, 12.3039831 45.5530657, 12.3039346 45.5531184)",,,,,
