osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,tunnel
1242941638,False,2,SS5,Via Tiburtina,primary,50,yes,False,24.899,"LINESTRING (13.8308469 42.1682249, 13.8308334 42.1684486)",,
255920430,False,2,SP72,Via per Vittorito,secondary,,yes,True,112.90700000000001,"LINESTRING (13.8308469 42.1682249, 13.8308157 42.1678466, 13.8307633 42.1672114)",,
823502532,False,2,SS5,Via Tiburtina,primary,50,yes,True,108.977,"LINESTRING (13.8308469 42.1682249, 13.8308788 42.1680357, 13.8309185 42.1678865, 13.8309969 42.1676684, 13.8310994 42.1674614, 13.8311567 42.1673653, 13.8312079 42.1672881)",,
429288334,True,1,,Via Don Bosco,residential,,yes,False,140.85000000000002,"LINESTRING (13.8298415 42.171072, 13.8299518 42.1710915, 13.8308096 42.1712434, 13.830858 42.1712503, 13.8309062 42.1712549, 13.8309577 42.1712584, 13.8310161 42.1712602, 13.8310715 42.1712601, 13.831129 42.1712593, 13.8311847 42.1712567, 13.8312447 42.1712519, 13.8312955 42.1712458, 13.8313225 42.1712418, 13.831355 42.1712364, 13.8313723 42.1712317, 13.8313885 42.1712242, 13.8314171 42.1712069, 13.8314425 42.1711856, 13.8314734 42.171155)",,
823502531,False,2,SS5,Via Tiburtina,primary,50,yes,True,145.68599999999998,"LINESTRING (13.8298415 42.171072, 13.8298606 42.1709095, 13.8298705 42.1708354, 13.8298896 42.1707448, 13.8299297 42.1705995, 13.829943 42.1705586, 13.829965 42.1704906, 13.830006 42.1703886, 13.8301048 42.1701777, 13.8301625 42.1700652, 13.8302317 42.1699429, 13.830308 42.1698171)",,
889051444,False,2,SS5,Via Tiburtina,primary,50,yes,False,198.29199999999997,"LINESTRING (13.8298415 42.171072, 13.8298368 42.1711186, 13.829768 42.1717973, 13.8297551 42.1720021, 13.8297509 42.1721857, 13.8297573 42.1723064, 13.8297714 42.1724343, 13.8297923 42.1725494, 13.8298171 42.1726581, 13.8298485 42.1727659, 13.8298739 42.1728452)",,
255920418,False,2,SS5,Via Tiburtina,primary,50,yes,True,61.455,"LINESTRING (13.8307602 42.1689976, 13.8307827 42.1689188, 13.8308004 42.1688323, 13.8308168 42.1687237, 13.8308334 42.1684486)",,
255920422,False,2,SS5,Via Tiburtina,primary,50,yes,False,58.903000000000006,"LINESTRING (13.8307602 42.1689976, 13.8307269 42.1690854, 13.8306663 42.1692172, 13.830585 42.1693636, 13.830508 42.1694925)",,
255920434,True,1,,Piazzale Emilio Alessandrini,residential,,yes,False,66.282,"LINESTRING (13.8307602 42.1689976, 13.8307751 42.1690392, 13.8307843 42.1690766, 13.8307949 42.1691346, 13.8307997 42.1691855, 13.8308087 42.1694424, 13.8308097 42.169519, 13.830805 42.1695908)",,
840193098,True,1,,Piazza della Libertà Giacomo Matteotti,residential,,yes,False,29.233,"LINESTRING (13.8328211 42.1735481, 13.8330809 42.1736464, 13.8331368 42.173668)",,
"[95916400, 318087104, 840790287]",False,,,Via Bruno Buozzi,residential,50,,"[False, True]",110.432,"LINESTRING (13.8298739 42.1728452, 13.8297639 42.1728274, 13.8292947 42.1727542, 13.8292726 42.172751, 13.8288033 42.1726794, 13.8285632 42.1726387)",yes,
"[889051443, 966202902, 840853903]",False,2,SS5,Via Tiburtina,primary,50,yes,False,173.726,"LINESTRING (13.8298739 42.1728452, 13.8299245 42.17298, 13.8299825 42.1731178, 13.8300526 42.1732667, 13.8301285 42.1734217, 13.830524 42.1741669, 13.8305682 42.1742502, 13.8305784 42.1742695, 13.830602 42.1743104)",yes,
889051444,False,2,SS5,Via Tiburtina,primary,50,yes,True,198.292,"LINESTRING (13.8298739 42.1728452, 13.8298485 42.1727659, 13.8298171 42.1726581, 13.8297923 42.1725494, 13.8297714 42.1724343, 13.8297573 42.1723064, 13.8297509 42.1721857, 13.8297551 42.1720021, 13.829768 42.1717973, 13.8298368 42.1711186, 13.8298415 42.171072)",,
508833081,False,2,SS5,Via Tiburtina,primary,50,yes,False,17.758,"LINESTRING (13.8308298 42.1746806, 13.830932 42.1748212)",,
"[854874178, 210350838, 210350839]",False,2,,"['Via Enrico Berlinguer', 'Ponte Caio Giulio Cesare']",residential,,yes,True,52.666999999999994,"LINESTRING (13.8308298 42.1746806, 13.8307319 42.1747221, 13.8307135 42.1747302, 13.8303529 42.1748907, 13.8303189 42.1749059, 13.8302802 42.1749223)",yes,
840853899,False,2,SS5,Via Tiburtina,primary,50,yes,True,35.723,"LINESTRING (13.8308298 42.1746806, 13.8308001 42.1746348, 13.8307163 42.1745056, 13.8306471 42.1743893)",,
255920420,True,1,SR17,Strada Regionale 17 delle Svolte di Popoli,primary,30,,False,63.432,"LINESTRING (13.8301695 42.1693452, 13.8302434 42.1693247, 13.8303144 42.1693018, 13.8303961 42.1692689, 13.8304805 42.169224, 13.8306099 42.1691393, 13.8306617 42.1690983, 13.830711 42.1690535, 13.8307602 42.1689976)",,
255920429,True,1,SR17,Strada Regionale 17 delle Svolte di Popoli,primary,30,,False,34.138999999999996,"LINESTRING (13.8301695 42.1693452, 13.8302118 42.1693436, 13.8302531 42.1693468, 13.8303044 42.1693566, 13.8303504 42.1693743, 13.8303979 42.1694006, 13.8304378 42.1694284, 13.8304779 42.169462, 13.830508 42.1694925)",,
841175570,False,,,Piazza Dante,residential,,,False,17.004,"LINESTRING (13.8327488 42.1746947, 13.8329497 42.1746598)",,
77951963,False,,,Via Aurelio Saffi,residential,,,False,81.56,"LINESTRING (13.8327488 42.1746947, 13.8326103 42.1747152, 13.8324082 42.1747452, 13.8323452 42.1747544, 13.8322858 42.1747606, 13.8322195 42.1747642, 13.8321694 42.1747652, 13.8320838 42.1747669, 13.8320132 42.1747683, 13.8318255 42.1747704, 13.8317679 42.1747699)",,
841175558,True,,,Piazza Dante,residential,,,False,16.490000000000002,"LINESTRING (13.8327488 42.1746947, 13.8327444 42.1746236, 13.832742 42.1745844, 13.8327423 42.1745743, 13.8327455 42.1745643, 13.8327512 42.1745566, 13.8327589 42.17455)",,
823502532,False,2,SS5,Via Tiburtina,primary,50,yes,False,108.97699999999999,"LINESTRING (13.8312079 42.1672881, 13.8311567 42.1673653, 13.8310994 42.1674614, 13.8309969 42.1676684, 13.8309185 42.1678865, 13.8308788 42.1680357, 13.8308469 42.1682249)",,
840875181,False,2,SP72,Via per Vittorito,secondary,,yes,True,38.123000000000005,"LINESTRING (13.8312079 42.1672881, 13.8311596 42.1672899, 13.8311126 42.1672897, 13.8310528 42.1672852, 13.8309896 42.1672752, 13.8309341 42.1672629, 13.8308788 42.1672485, 13.8308207 42.1672312, 13.8307633 42.1672114)",,
318087104,False,,,Via Bruno Buozzi,residential,50,,True,21.054,"LINESTRING (13.8285632 42.1726387, 13.8283143 42.172596)",,
"[318087104, 95916400, 840790287]",False,,,Via Bruno Buozzi,residential,50,,"[False, True]",110.432,"LINESTRING (13.8285632 42.1726387, 13.8288033 42.1726794, 13.8292726 42.172751, 13.8292947 42.1727542, 13.8297639 42.1728274, 13.8298739 42.1728452)",yes,
429432167,False,2,,Via Enrico Berlinguer,residential,50,yes,False,31.575,"LINESTRING (13.828432 42.1756297, 13.8287723 42.1754992)",,
840487332,False,,,Via Giovanni Amendola,residential,,,False,54.94800000000001,"LINESTRING (13.828432 42.1756297, 13.8284455 42.1756458, 13.8284602 42.1756584, 13.8284802 42.1756705, 13.8284994 42.1756777, 13.8286651 42.1757324, 13.8287013 42.1757435, 13.8287389 42.1757539, 13.82878 42.1757629, 13.8288204 42.1757679, 13.8289236 42.1757797, 13.8289523 42.1757826, 13.8289828 42.1757845, 13.8290141 42.1757846, 13.8290455 42.175782)",,
318087104,False,,,Via Bruno Buozzi,residential,50,,False,21.054,"LINESTRING (13.8283143 42.172596, 13.8285632 42.1726387)",,
980981856,True,1,SR17,Strada Regionale 17 delle Svolte di Popoli,primary,30,,False,19.598,"LINESTRING (13.8301539 42.1694458, 13.8300865 42.169411, 13.8300366 42.1693911, 13.8299955 42.1693806, 13.8299413 42.1693717)",,
841058115,False,,,Via Torino,living_street,,,True,45.342,"LINESTRING (13.8336553 42.1721199, 13.8331084 42.1721645)",,
841151283,True,1,,Via Giuseppe Mazzini,residential,,yes,False,95.634,"LINESTRING (13.8336553 42.1721199, 13.8336656 42.1722444, 13.8336668 42.1722651, 13.8336847 42.1723939, 13.8336933 42.1724602, 13.8336955 42.1725196, 13.8336947 42.1725701, 13.8336902 42.1726089, 13.8336833 42.1726448, 13.8336714 42.1726841, 13.8336412 42.1727708, 13.8336191 42.1728303, 13.8335854 42.1729073, 13.8335561 42.1729642)",,
840257204,False,2,,Via Enrico Berlinguer,residential,,yes,True,25.511,"LINESTRING (13.8297264 42.1751401, 13.8294485 42.1752412)",,
840257204,False,2,,Via Enrico Berlinguer,residential,,yes,False,51.669,"LINESTRING (13.8297264 42.1751401, 13.8300194 42.1750285, 13.8302802 42.1749223)",,
508833081,False,2,SS5,Via Tiburtina,primary,50,yes,True,81.10499999999999,"LINESTRING (13.8354921 42.1751215, 13.835408 42.1751173, 13.8353194 42.1751198, 13.8351791 42.1751318, 13.8350414 42.1751503, 13.8345227 42.1752313)",,
841983396,False,,,Via Monte Velino,residential,,,False,39.446,"LINESTRING (13.8343538 42.1695276, 13.8348234 42.1695962)",,
77951971,False,2,,Via Nicola Costantini,residential,,yes,False,37.446,"LINESTRING (13.8343538 42.1695276, 13.8343015 42.169645, 13.8342114 42.1698474)",,
77951971,False,2,,Via Nicola Costantini,residential,,yes,True,37.318000000000005,"LINESTRING (13.8343538 42.1695276, 13.8343939 42.1694316, 13.8344165 42.1693716, 13.8344342 42.1693067, 13.8344405 42.1692789, 13.8344455 42.1692482, 13.8344463 42.1692223, 13.8344439 42.1692008)",,
840875179,False,2,,Via Corradino D'Ascanio,residential,,yes,False,63.384,"LINESTRING (13.832774 42.1690501, 13.8334682 42.1691136, 13.8335373 42.1691199)",,
840875179,False,2,,Via Corradino D'Ascanio,residential,,yes,True,213.673,"LINESTRING (13.832774 42.1690501, 13.8327865 42.169008, 13.8329328 42.1685165, 13.8333312 42.1671734)",,
"[840848440, 429287443, 840853900]",False,2,,"[""Largo Torre dell'Aia"", 'Via Papa Giovanni XXIII']",residential,,yes,False,38.736999999999995,"LINESTRING (13.8319164 42.1712657, 13.8318448 42.1712541, 13.8318323 42.1712521, 13.8316728 42.1712209, 13.8316513 42.1712158, 13.8316295 42.1712106, 13.8315818 42.1711972, 13.8315268 42.1711776, 13.8314734 42.171155)",yes,
