osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,access,area,ref
127050935,True,Viale della Rivoluzione d'Ottobre,residential,False,21.611,"LINESTRING (16.0730933 38.4053855, 16.0731537 38.4053994, 16.073212 38.4054092, 16.0732775 38.4054102, 16.0733361 38.4054004)",,,,,
283470693,True,,secondary,False,13.619,"LINESTRING (16.0730933 38.4053855, 16.0731078 38.4053934, 16.0731203 38.4054033, 16.0731296 38.4054139, 16.0731367 38.4054259, 16.0731425 38.4054486, 16.0731417 38.405462, 16.073138 38.4054751, 16.0731314 38.405493)",50,roundabout,,,
127050911,False,Via Santa Marina,residential,True,13.144,"LINESTRING (16.0731853 38.4056392, 16.0732426 38.4056634, 16.0733192 38.4056936)",,,,,
128029301,True,,residential,False,18.338,"LINESTRING (16.0731853 38.4056392, 16.073126 38.4056106, 16.0731005 38.4055952, 16.0730951 38.4055923, 16.0730813 38.4055848, 16.0730487 38.4055666, 16.0730139 38.4055439)",,,,,
127050937,True,,secondary,False,12.878,"LINESTRING (16.0729628 38.4054104, 16.0729732 38.4053999, 16.0729854 38.4053912, 16.0730038 38.4053825, 16.0730251 38.405377, 16.0730469 38.4053754, 16.0730709 38.4053782, 16.0730933 38.4053855)",50,roundabout,,,
128029298,True,Via Santa Marina,secondary,False,17.064,"LINESTRING (16.0729628 38.4054104, 16.0729838 38.4053768, 16.0729945 38.4053452, 16.0729946 38.4053074, 16.0729855 38.4052624)",,,,,
127050898,True,Via Scultore Francesco Jerace,residential,False,50.093,"LINESTRING (16.0783725 38.4078552, 16.0780398 38.4074878)",,,,,
147956390,False,Via Firenze,unclassified,False,63.742000000000004,"LINESTRING (16.0783725 38.4078552, 16.078017 38.4080638, 16.0782021 38.4082361)",,,,,
448517142,True,Via Comm. Vincenzo Grio,residential,False,69.277,"LINESTRING (16.0788677 38.4073939, 16.0787236 38.4080066)",,,,,
127909550,False,Viale Italia,unclassified,False,11.548,"LINESTRING (16.0788677 38.4073939, 16.0788744 38.4073647, 16.0788811 38.4073456, 16.0788895 38.4073295, 16.0788999 38.4073172, 16.0789189 38.4073007)",,,,,
959036312,False,Via Vescovo Morabito,secondary,True,7.981,"LINESTRING (16.0757765 38.4107896, 16.0758395 38.4108417)",,,,,
127050930,True,Svincolo Polistena Centro,trunk_link,False,39.871,"LINESTRING (16.0757765 38.4107896, 16.0758616 38.4108262, 16.0759232 38.4108473, 16.0759883 38.4108613, 16.0760533 38.4108678, 16.0761138 38.4108686, 16.0762124 38.4108567)",,,,,
1017645868,False,Via Vescovo Morabito,secondary,False,13.412999999999998,"LINESTRING (16.0757765 38.4107896, 16.0756812 38.4107108, 16.0756711 38.4107017)",,,,,
127050930,True,Svincolo Polistena Centro,trunk_link,False,29.436,"LINESTRING (16.0762124 38.4108567, 16.0762952 38.4108356, 16.0763791 38.4108051, 16.0764453 38.4107688, 16.0765051 38.4107302)",,,,,
127909539,False,Via dei Fiori,unclassified,False,19.189,"LINESTRING (16.0800115 38.4067878, 16.0798803 38.4066492)",,,,,
127909539,False,Via dei Fiori,unclassified,True,64.034,"LINESTRING (16.0800115 38.4067878, 16.0804841 38.4072288)",,,,,
127909550,False,Viale Italia,unclassified,True,36.284,"LINESTRING (16.0800115 38.4067878, 16.079653 38.4069538)",,,,,
"[360896998, 360896999]",False,Via Giuseppe Lombardi,unclassified,True,74.439,"LINESTRING (16.0755942 38.4082422, 16.0759618 38.4080325, 16.0762949 38.4078595)",,,,,
127909554,False,Via Alcide De Gasperi,unclassified,False,27.03,"LINESTRING (16.0826708 38.4093867, 16.082869 38.4091997)",,,,,
127909554,False,Via Alcide De Gasperi,unclassified,True,27.497,"LINESTRING (16.0826708 38.4093867, 16.0825077 38.4095984)",,,,,
148993200,False,,residential,False,11.259,"LINESTRING (16.0826708 38.4093867, 16.0827863 38.4094321)",,,,,
127909541,True,Via Giuseppe Lombardi,unclassified,False,48.937,"LINESTRING (16.0781408 38.4068389, 16.0778761 38.4069851, 16.0778493 38.4069999, 16.0776817 38.4070924)",,,,,
224433864,True,Via Comm. Vincenzo Grio,residential,False,72.351,"LINESTRING (16.0781408 38.4068389, 16.0782526 38.4069201, 16.0783333 38.4069719, 16.078459 38.4070526, 16.0785593 38.4071229, 16.0787585 38.4072732)",,,,,
127909562,True,Viale Italia,residential,False,48.979,"LINESTRING (16.0815782 38.4060347, 16.0820932 38.4058582)",,,,,
127909558,True,Viale Italia,unclassified,False,100.939,"LINESTRING (16.0815782 38.4060347, 16.0806103 38.4065027, 16.0805935 38.4065127)",,,,,
128037073,False,Via Adua,residential,True,53.731,"LINESTRING (16.0824254 38.4061412, 16.0822445 38.4062401, 16.0819196 38.4064176)",,,,,
127909540,True,Via Croce,unclassified,False,30.013,"LINESTRING (16.0804479 38.4063776, 16.0802455 38.4061592)",,,,,
412390733,False,Via Croce,unclassified,True,19.663,"LINESTRING (16.0804479 38.4063776, 16.0805935 38.4065127)",,,,,
127909553,True,Viale Italia,unclassified,False,41.687,"LINESTRING (16.0804479 38.4063776, 16.0807296 38.4062413, 16.0808607 38.4061886)",,,,,
127909539,False,Via dei Fiori,unclassified,True,32.531,"LINESTRING (16.0793122 38.4061119, 16.0795502 38.4063373)",,,,,
127909552,True,Via Vittorio Veneto,unclassified,False,16.66,"LINESTRING (16.0793122 38.4061119, 16.0791623 38.4062049)",,,,,
127909539,False,Via dei Fiori,unclassified,False,24.834,"LINESTRING (16.0793122 38.4061119, 16.0792979 38.4060984, 16.0791301 38.4059401)",,,,,
127909539,False,Via dei Fiori,unclassified,False,45.057,"LINESTRING (16.0798803 38.4066492, 16.0795502 38.4063373)",,,,,
127909539,False,Via dei Fiori,unclassified,True,19.189,"LINESTRING (16.0798803 38.4066492, 16.0800115 38.4067878)",,,,,
127909553,True,Viale Italia,unclassified,False,23.941,"LINESTRING (16.0798803 38.4066492, 16.0801148 38.406537)",,,,,
224562701,False,Viale Italia,unclassified,True,35.732,"LINESTRING (16.0798803 38.4066492, 16.0795266 38.4068118)",,,,,
128032456,False,Via Scult. Giuseppe Renda,unclassified,True,88.167,"LINESTRING (16.0830545 38.4085168, 16.0828679 38.4086819, 16.0828023 38.4087496, 16.0825277 38.4090153, 16.0824147 38.4091307)",,,,,
412973545,False,Via Aldo Moro,residential,True,48.160000000000004,"LINESTRING (16.0830545 38.4085168, 16.0830151 38.4084821, 16.0829764 38.4084436, 16.0827148 38.4081753)",,,,,
128037078,False,Via Gorizia,unclassified,True,24.591,"LINESTRING (16.075953 38.407486, 16.0761175 38.4076657)",,,,,
128263700,True,,secondary,False,5.069,"LINESTRING (16.0730139 38.4055439, 16.072957 38.4055534)",,,,,
