osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction
224951361,Via Lungomare Stefano Pugliese,tertiary,False,True,302.04200000000003,"LINESTRING (17.1332581 39.3693293, 17.1332359 39.3692816, 17.1332287 39.3692589, 17.133226 39.3692462, 17.1331879 39.3690691, 17.1331809 39.3690337, 17.1331169 39.3687116, 17.1331018 39.3685438, 17.1330584 39.3680613, 17.1330147 39.3666254)",,,
261731299,Via Lungomare Stefano Pugliese,tertiary,True,False,225.499,"LINESTRING (17.1332581 39.3693293, 17.1334309 39.3697016, 17.1335735 39.3699714, 17.1335931 39.370036, 17.1336502 39.3702236, 17.1337023 39.3704283, 17.1337236 39.3706231, 17.1337839 39.3708718, 17.1339102 39.3711863, 17.1339478 39.3712772)",,,
120628009,Via Manzoni,residential,False,True,50.287,"LINESTRING (17.1327037 39.3693808, 17.132135 39.3694868)",,,
261708367,Via Paterno,tertiary,True,False,48.05500000000001,"LINESTRING (17.1327037 39.3693808, 17.1328559 39.3693574, 17.1332581 39.3693293)",,,
261708375,Piazza Diaz,tertiary,False,True,29.207,"LINESTRING (17.1327037 39.3693808, 17.1326885 39.3693541, 17.1326141 39.3691278)",,,
261708374,Via Roma,residential,True,False,17.644,"LINESTRING (17.1298986 39.3687106, 17.1301011 39.3687365)",,,
323208955,Via Bergamo,residential,False,True,82.181,"LINESTRING (17.1298986 39.3687106, 17.1300664 39.367983)",,,
261708375,Piazza Diaz,tertiary,False,True,5.759,"LINESTRING (17.1326141 39.3691278, 17.1325957 39.369078)",,,
120626494,Via Giosuè Carducci,residential,True,False,66.63300000000001,"LINESTRING (17.1326141 39.3691278, 17.1321879 39.369221, 17.1320266 39.3692388, 17.1318576 39.3692464)",,,
261708375,Piazza Diaz,tertiary,False,False,29.207,"LINESTRING (17.1326141 39.3691278, 17.1326885 39.3693541, 17.1327037 39.3693808)",,,
261708375,Piazza Diaz,tertiary,False,False,8.131,"LINESTRING (17.1325558 39.3690117, 17.1325957 39.369078)",,,
261708369,Via Cesare Battisti,residential,True,False,153.67700000000002,"LINESTRING (17.1325558 39.3690117, 17.1325545 39.3689994, 17.1325266 39.3687352, 17.1324809 39.3685875, 17.1323693 39.3682266, 17.1321919 39.3676613)",,,
120626487,Via Caserta,residential,False,False,23.526,"LINESTRING (17.128612 39.3693069, 17.128652 39.3690976)",,,
120626487,Via Caserta,residential,False,True,41.28,"LINESTRING (17.128612 39.3693069, 17.1285396 39.3696739)",,,
261725304,Via Enrico Fermi,residential,False,True,16.895,"LINESTRING (17.128612 39.3693069, 17.1284185 39.3692803)",,,
61887006,Via Tirone,tertiary,False,True,18.398,"LINESTRING (17.13229 39.3728847, 17.1320841 39.3729299)",50,,
121667590,,residential,False,False,137.429,"LINESTRING (17.13229 39.3728847, 17.1323701 39.3728024, 17.1334564 39.3722928, 17.1336444 39.3722531)",,,
307134963,Via Giuseppe Garibaldi,tertiary,False,False,139.004,"LINESTRING (17.13229 39.3728847, 17.1327683 39.3730813, 17.1335543 39.3734153, 17.1337125 39.3734792)",50,,
407465632,Via Roma,residential,False,False,34.194,"LINESTRING (17.1279261 39.3684362, 17.1283181 39.3684884)",,,
407465632,Via Roma,residential,False,True,11.058,"LINESTRING (17.1279261 39.3684362, 17.1277994 39.368419)",,,
120626482,Via Como,residential,False,False,45.588,"LINESTRING (17.1279261 39.3684362, 17.1279156 39.368482, 17.1278548 39.3687475, 17.1278336 39.3688399)",,,
120626493,Via Il Cairo,residential,False,False,113.333,"LINESTRING (17.1276575 39.3729998, 17.1273485 39.3720375, 17.1273398 39.3720106)",,,
120626487,Via Caserta,residential,False,False,41.28,"LINESTRING (17.1285396 39.3696739, 17.128612 39.3693069)",,,
261721923,Via Luigi Lilio,residential,False,False,8.399,"LINESTRING (17.1285396 39.3696739, 17.1284451 39.3696931)",,,
261721923,Via Luigi Lilio,residential,False,True,56.343,"LINESTRING (17.1285396 39.3696739, 17.1291773 39.3695568)",,,
120626481,Via Don Scarpelli,residential,False,True,124.916,"LINESTRING (17.1281223 39.3719341, 17.1283046 39.3726396, 17.1284078 39.3730356)",,,
307134971,Via Omero,residential,False,False,96.771,"LINESTRING (17.1281223 39.3719341, 17.1287674 39.3718724, 17.1288491 39.3718646, 17.1292392 39.371825)",,,
307134971,Via Omero,residential,False,True,67.80499999999999,"LINESTRING (17.1281223 39.3719341, 17.1279345 39.371949, 17.1274592 39.3719984, 17.1273398 39.3720106)",,,
407465632,Via Roma,residential,False,False,7.794,"LINESTRING (17.1287689 39.3685569, 17.1288584 39.3685681)",,,
407465632,Via Roma,residential,False,True,15.874,"LINESTRING (17.1287689 39.3685569, 17.1285876 39.3685298)",,,
120626487,Via Caserta,residential,False,True,60.957,"LINESTRING (17.1287689 39.3685569, 17.1286817 39.3689603, 17.128652 39.3690976)",,,
120626482,Via Como,residential,False,True,35.661,"LINESTRING (17.1275988 39.3698653, 17.1276711 39.3695495)",,,
261708360,Via Marconi,residential,False,False,76.781,"LINESTRING (17.1275988 39.3698653, 17.1279457 39.3705016)",,,
261721923,Via Luigi Lilio,residential,False,False,21.657,"LINESTRING (17.1275988 39.3698653, 17.1273513 39.3699017)",,,
261721923,Via Luigi Lilio,residential,False,True,22.115,"LINESTRING (17.1275988 39.3698653, 17.1278476 39.3698147)",,,
120626487,Via Caserta,residential,False,True,23.526,"LINESTRING (17.128652 39.3690976, 17.128612 39.3693069)",,,
307134986,,residential,False,True,16.12,"LINESTRING (17.128652 39.3690976, 17.1284672 39.369073)",,,
120626487,Via Caserta,residential,False,False,60.957,"LINESTRING (17.128652 39.3690976, 17.1286817 39.3689603, 17.1287689 39.3685569)",,,
120626481,Via Don Scarpelli,residential,False,False,124.916,"LINESTRING (17.1284078 39.3730356, 17.1283046 39.3726396, 17.1281223 39.3719341)",,,
307134958,Via Caridi,residential,False,True,84.138,"LINESTRING (17.1318212 39.3714076, 17.1309812 39.37153, 17.1308598 39.3715496)",,,
"[120628010, 307134991]",Via Regina Elena,residential,False,"[False, True]",99.54599999999999,"LINESTRING (17.1318212 39.3714076, 17.1318005 39.3712016, 17.1317797 39.3709956, 17.1317715 39.3708454, 17.1317187 39.3706866, 17.1315685 39.3705656)",30,1,
307134991,,residential,False,True,61.51,"LINESTRING (17.1318212 39.3714076, 17.1318408 39.3715535, 17.1318952 39.3719578)",30,1,
120626482,Via Como,residential,False,False,23.082,"LINESTRING (17.1278005 39.3689844, 17.1277537 39.3691888)",,,
120626482,Via Como,residential,False,True,16.318,"LINESTRING (17.1278005 39.3689844, 17.1278336 39.3688399)",,,
307134986,,residential,False,False,19.826,"LINESTRING (17.1278005 39.3689844, 17.1280278 39.3690146)",,,
120626493,Via Il Cairo,residential,False,True,113.333,"LINESTRING (17.1273398 39.3720106, 17.1273485 39.3720375, 17.1276575 39.3729998)",,,
307134971,Via Omero,residential,False,False,67.805,"LINESTRING (17.1273398 39.3720106, 17.1274592 39.3719984, 17.1279345 39.371949, 17.1281223 39.3719341)",,,
307134991,,residential,False,False,41.404,"LINESTRING (17.1319625 39.3723265, 17.1318952 39.3719578)",30,1,
1247748161,,residential,False,False,80.674,"LINESTRING (17.1319625 39.3723265, 17.1310428 39.3724711)",,,
1247748161,,residential,False,True,143.001,"LINESTRING (17.1319625 39.3723265, 17.1335866 39.3720479)",,,
307134991,,residential,False,True,24.491999999999997,"LINESTRING (17.1319625 39.3723265, 17.131974 39.3724953, 17.1319665 39.3725462)",30,1,
61887006,Via Tirone,tertiary,False,False,79.481,"LINESTRING (17.1311754 39.3730621, 17.1320841 39.3729299)",50,,
307134973,Via Rotondo,residential,False,True,39.914,"LINESTRING (17.1311754 39.3730621, 17.1310864 39.3727098)",,,
61887006,Via Tirone,tertiary,False,True,85.053,"LINESTRING (17.1311754 39.3730621, 17.1305005 39.3731652, 17.1302094 39.373226)",50,,
