osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,access,tunnel
42303229,Via Giannantonio Nicolai,unclassified,False,False,71.826,,,,"LINESTRING (16.7502612 41.0415768, 16.7506967 41.0410206)",,,
1069588494,Via Bari,tertiary,False,False,11.929,2,SP1,50,"LINESTRING (16.7502612 41.0415768, 16.7502666 41.041684)",,,
29877568,SP1,tertiary,False,True,64.26,,SP1,,"LINESTRING (16.7502612 41.0415768, 16.7502586 41.0413786, 16.7502582 41.0412674, 16.7502543 41.0411956, 16.7502495 41.0411641, 16.7502353 41.0410943, 16.7502138 41.0410014)",,,
42472559,Via Michelangelo Buonarroti,unclassified,True,False,61.801,,,,"LINESTRING (16.7507704 41.0424387, 16.7501298 41.0427134)",,,
1069588493,Via Bari,tertiary,False,False,43.283,2,SP1,50,"LINESTRING (16.7507704 41.0424387, 16.7509968 41.0427885)",,,
1069588493,Via Bari,tertiary,False,True,24.476,2,SP1,50,"LINESTRING (16.7507704 41.0424387, 16.7506381 41.0422425)",,,
569931709,Via Bitritto,tertiary,False,False,13.707,,SP67,,"LINESTRING (16.7519854 41.0401056, 16.7518225 41.0400956)",,,
569931709,Via Bitritto,tertiary,False,True,7.859,,SP67,,"LINESTRING (16.7519854 41.0401056, 16.7520791 41.0401065)",,,
182030767,Via San Biagio,unclassified,False,True,86.763,,,,"LINESTRING (16.7519854 41.0401056, 16.7517969 41.0407134, 16.7517263 41.0408601)",,,
569931709,Via Bitritto,tertiary,False,True,13.707,,SP67,,"LINESTRING (16.7518225 41.0400956, 16.7519854 41.0401056)",,,
569931709,Via Bitritto,tertiary,False,False,22.894,,SP67,,"LINESTRING (16.7518225 41.0400956, 16.7516918 41.0400832, 16.7515594 41.0400461)",,,
569931709,Via Bitritto,tertiary,False,False,21.872,,SP67,,"LINESTRING (16.751102 41.0398653, 16.750969 41.0400345)",,,
569931709,Via Bitritto,tertiary,False,True,32.834,,SP67,,"LINESTRING (16.751102 41.0398653, 16.751441 41.040013)",,,
42303228,Via Travagliuolo,unclassified,False,False,34.741,,,,"LINESTRING (16.7506681 41.0404173, 16.7510306 41.0405685)",,,
569931709,Via Bitritto,tertiary,False,False,13.121,,SP67,,"LINESTRING (16.7506681 41.0404173, 16.7505872 41.0405183)",,,
569931709,Via Bitritto,tertiary,False,True,13.934,,SP67,,"LINESTRING (16.7506681 41.0404173, 16.7507528 41.0403095)",,,
42303228,Via Travagliuolo,unclassified,False,False,33.019,,,,"LINESTRING (16.7510306 41.0405685, 16.7513773 41.0407092)",,,
42303228,Via Travagliuolo,unclassified,False,True,34.741,,,,"LINESTRING (16.7510306 41.0405685, 16.7506681 41.0404173)",,,
42303229,Via Giannantonio Nicolai,unclassified,False,False,70.711,,,,"LINESTRING (16.7510306 41.0405685, 16.751441 41.040013)",,,
42303229,Via Giannantonio Nicolai,unclassified,False,True,57.545,,,,"LINESTRING (16.7510306 41.0405685, 16.7506967 41.0410206)",,,
173774033,Piazza Armando Diaz,tertiary,False,True,17.937,,SP67,,"LINESTRING (16.7502138 41.0410014, 16.7503354 41.0408687)",,,
29877568,SP1,tertiary,False,False,64.25999999999999,,SP1,,"LINESTRING (16.7502138 41.0410014, 16.7502353 41.0410943, 16.7502495 41.0411641, 16.7502543 41.0411956, 16.7502582 41.0412674, 16.7502586 41.0413786, 16.7502612 41.0415768)",,,
