osmid,ref,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed,width
34408598,,Via San Pio X,residential,False,True,56.04,"LINESTRING (11.8769082 45.4551329, 11.8771771 45.4550721, 11.8776129 45.4550644)",,,,
139845240,,Via Giovanni XXIII,residential,False,True,240.79599999999996,"LINESTRING (11.8769082 45.4551329, 11.8769426 45.4551639, 11.8772165 45.4554104, 11.878163 45.456285, 11.8786088 45.4567817, 11.8786826 45.4568639, 11.8787066 45.4568906)",,,,
49954076,,Via Certosa,unclassified,True,False,8.175,"LINESTRING (11.8764631 45.4608989, 11.8765678 45.4609024)",,,,
"[49954074, 49954077]",SP46,"['Via Vittorio Veneto', ""Via Ca' Pisani""]",secondary,False,False,154.99,"LINESTRING (11.8770197 45.460991, 11.8772907 45.4609345, 11.8777719 45.4608379, 11.8778598 45.4608202, 11.8783074 45.460731, 11.8786608 45.4606584, 11.8789277 45.4606014)",,,,
185411169,SP46,Via Vittorio Veneto,secondary,False,True,25.263,"LINESTRING (11.8770197 45.460991, 11.8767987 45.4610374, 11.8767099 45.4610573)",,,,
137837768,SP46,Via Roma,secondary,False,False,129.061,"LINESTRING (11.8851417 45.4537818, 11.8847045 45.4538636, 11.8841504 45.4539791, 11.8838775 45.454056, 11.8835686 45.4541374)",,,,
139845221,,Via Aldo Moro,residential,True,False,48.388000000000005,"LINESTRING (11.8826634 45.453985, 11.8827264 45.454001, 11.8830496 45.4541534, 11.883114 45.4542089, 11.8831327 45.4542503)",,,,
28858623,,Via San Martino,residential,False,False,130.549,"LINESTRING (11.8884793 45.4541644, 11.8887459 45.4547999, 11.8888392 45.4550419, 11.8888962 45.4552404, 11.8889015 45.4552987)",,2,,
137837768,SP46,Via Roma,secondary,False,True,36.244,"LINESTRING (11.8831327 45.4542503, 11.8835686 45.4541374)",,,,
137837768,SP46,Via Roma,secondary,False,False,73.111,"LINESTRING (11.8831327 45.4542503, 11.8829202 45.4543021, 11.8828453 45.4543208, 11.882249 45.4544695)",,,,
137837768,SP46,Via Roma,secondary,False,False,97.727,"LINESTRING (11.882249 45.4544695, 11.8818225 45.4545758, 11.8816133 45.4546238, 11.8813598 45.4547018, 11.8812351 45.4547536, 11.8811694 45.4547874, 11.8811171 45.454827)",,,,
137837768,SP46,Via Roma,secondary,False,True,73.111,"LINESTRING (11.882249 45.4544695, 11.8828453 45.4543208, 11.8829202 45.4543021, 11.8831327 45.4542503)",,,,
139845221,,Via Aldo Moro,residential,True,False,65.721,"LINESTRING (11.882249 45.4544695, 11.8822195 45.4544234, 11.8822296 45.4543912, 11.8823213 45.4543053, 11.8826634 45.453985)",,,,
174964363,,Via Primo Levi,residential,False,True,154.644,"LINESTRING (11.8855034 45.454694, 11.8855366 45.4547164, 11.8855573 45.4547503, 11.8856989 45.4550798, 11.88593 45.4556459, 11.8860084 45.4558321, 11.8860564 45.4559464, 11.8860691 45.4559775, 11.8860711 45.4560005, 11.8860616 45.4560192)",,,,
"[174964364, 174964365]",,Via Padre Cortese,residential,False,True,188.272,"LINESTRING (11.8855034 45.454694, 11.8854483 45.4546802, 11.8853834 45.4546877, 11.8850735 45.4547525, 11.8848662 45.4547958, 11.8842364 45.4549428, 11.8832446 45.4552532)",,,,
34408598,,Via San Pio X,residential,False,False,56.04,"LINESTRING (11.8776129 45.4550644, 11.8771771 45.4550721, 11.8769082 45.4551329)",,,,
34408598,,Via San Pio X,residential,False,True,159.711,"LINESTRING (11.8776129 45.4550644, 11.8778694 45.4550587, 11.8786001 45.4549876, 11.8788293 45.4552381, 11.8791224 45.4554587, 11.8793159 45.4554914)",,,,
139845244,,Via Papa Luciani,residential,False,False,223.59900000000002,"LINESTRING (11.8776129 45.4550644, 11.8776417 45.4550886, 11.8779391 45.455339, 11.8797247 45.4561616, 11.8799202 45.4562337)",,,,
"[174964364, 174964365]",,Via Padre Cortese,residential,False,False,188.27200000000002,"LINESTRING (11.8832446 45.4552532, 11.8842364 45.4549428, 11.8848662 45.4547958, 11.8850735 45.4547525, 11.8853834 45.4546877, 11.8854483 45.4546802, 11.8855034 45.454694)",,,,
137837762,SP46,Via Roma,secondary,False,False,41.279,"LINESTRING (11.881259 45.4552925, 11.8814989 45.4556234)",,,,
34408598,,Via San Pio X,residential,False,False,58.754999999999995,"LINESTRING (11.881259 45.4552925, 11.8807798 45.455355, 11.8805166 45.4553813)",,,,
"[137837768, 137837762]",SP46,Via Roma,secondary,False,True,56.11900000000001,"LINESTRING (11.881259 45.4552925, 11.8811774 45.4551525, 11.8810768 45.4550132, 11.8810594 45.454937, 11.8810715 45.4548759, 11.8811171 45.454827)",,,,
139845257,,Via de Amicis,residential,False,True,64.353,"LINESTRING (11.8805166 45.4553813, 11.8808196 45.4559196)",,,,
34408598,,Via San Pio X,residential,False,False,95.13300000000001,"LINESTRING (11.8805166 45.4553813, 11.879871 45.4554584, 11.8794316 45.455511, 11.8793159 45.4554914)",,,,
34408598,,Via San Pio X,residential,False,True,58.754999999999995,"LINESTRING (11.8805166 45.4553813, 11.8807798 45.455355, 11.881259 45.4552925)",,,,
34408598,,Via San Pio X,residential,False,False,159.71099999999998,"LINESTRING (11.8793159 45.4554914, 11.8791224 45.4554587, 11.8788293 45.4552381, 11.8786001 45.4549876, 11.8778694 45.4550587, 11.8776129 45.4550644)",,,,
34408598,,Via San Pio X,residential,False,True,95.13300000000001,"LINESTRING (11.8793159 45.4554914, 11.8794316 45.455511, 11.879871 45.4554584, 11.8805166 45.4553813)",,,,
139845248,,Via San Pio X,residential,False,True,94.98,"LINESTRING (11.8793159 45.4554914, 11.87972 45.4557884, 11.8799326 45.4559447, 11.8801335 45.4561234)",,,,
137837762,SP46,Via Roma,secondary,False,True,41.279,"LINESTRING (11.8814989 45.4556234, 11.881259 45.4552925)",,,,
137837762,SP46,Via Roma,secondary,False,False,74.55,"LINESTRING (11.8814989 45.4556234, 11.8818376 45.456124, 11.881904 45.4562306)",,,,
139845222,,Via Alessandrini,residential,False,True,62.452999999999996,"LINESTRING (11.8814989 45.4556234, 11.8814375 45.4556418, 11.8808196 45.4559196)",,,,
139845257,,Via de Amicis,residential,False,False,64.353,"LINESTRING (11.8808196 45.4559196, 11.8805166 45.4553813)",,,,
139845257,,Via de Amicis,residential,False,True,144.814,"LINESTRING (11.8808196 45.4559196, 11.8814903 45.457134)",,,,
139845222,,Via Alessandrini,residential,False,False,62.452999999999996,"LINESTRING (11.8808196 45.4559196, 11.8814375 45.4556418, 11.8814989 45.4556234)",,,,
139845222,,Via Alessandrini,residential,False,True,58.116,"LINESTRING (11.8808196 45.4559196, 11.8802667 45.4560839, 11.8801335 45.4561234)",,,,
507015124,,Via Albert Sabin,residential,True,False,76.851,"LINESTRING (11.8836277 45.4558864, 11.8836216 45.4558296, 11.8832446 45.4552532)",,,,
507015125,,,residential,True,False,82.277,"LINESTRING (11.8836277 45.4558864, 11.8836839 45.4558881, 11.8837434 45.4559131, 11.8838446 45.4560997, 11.8839084 45.4562176, 11.8839975 45.456371, 11.8840662 45.456524)",,,,
139845263,,,residential,False,False,50.383,"LINESTRING (11.8860616 45.4560192, 11.8860959 45.4560278, 11.8861308 45.4560259, 11.8863381 45.4559852, 11.8864527 45.4559624, 11.8866833 45.4559154)",,,,
139845263,,,residential,False,True,70.086,"LINESTRING (11.8860616 45.4560192, 11.8860389 45.4560424, 11.8860047 45.4560589, 11.8852307 45.4562422)",,,,
174964363,,Via Primo Levi,residential,False,False,154.64399999999998,"LINESTRING (11.8860616 45.4560192, 11.8860711 45.4560005, 11.8860691 45.4559775, 11.8860564 45.4559464, 11.8860084 45.4558321, 11.88593 45.4556459, 11.8856989 45.4550798, 11.8855573 45.4547503, 11.8855366 45.4547164, 11.8855034 45.454694)",,,,
139845226,,Via Biagio Marin,residential,False,False,76.9,"LINESTRING (11.8768194 45.4560823, 11.8773845 45.456649)",,,,
1257454369,,Via Biagio Marin,residential,False,False,30.443,"LINESTRING (11.8768194 45.4560823, 11.8771446 45.4559309)",,,,
1257454369,,Via Biagio Marin,residential,False,True,19.45,"LINESTRING (11.8768194 45.4560823, 11.8766116 45.456179)",,,,
139845223,,Via Alessandrini,residential,False,True,20.669,"LINESTRING (11.8801335 45.4561234, 11.8799202 45.4562337)",,,,
139845222,,Via Alessandrini,residential,False,False,58.116,"LINESTRING (11.8801335 45.4561234, 11.8802667 45.4560839, 11.8808196 45.4559196)",,,,
139845248,,Via San Pio X,residential,False,False,94.98,"LINESTRING (11.8801335 45.4561234, 11.8799326 45.4559447, 11.87972 45.4557884, 11.8793159 45.4554914)",,,,
28858623,,Via San Martino,residential,False,False,38.06,"LINESTRING (11.8890487 45.4561437, 11.8891756 45.4564742)",,2,,
28858623,,Via San Martino,residential,False,True,66.224,"LINESTRING (11.8890487 45.4561437, 11.8888941 45.4557282, 11.8888754 45.4556266, 11.888868 45.4555631)",,2,,
139845261,,,residential,False,True,114.77600000000001,"LINESTRING (11.8852307 45.4562422, 11.8852551 45.456289, 11.8855804 45.4568997, 11.8856453 45.4570273, 11.8857168 45.4571622, 11.8857452 45.4572092)",,,,
139845263,,,residential,False,False,70.08600000000001,"LINESTRING (11.8852307 45.4562422, 11.8860047 45.4560589, 11.8860389 45.4560424, 11.8860616 45.4560192)",,,,
139845263,,,residential,False,True,96.086,"LINESTRING (11.8852307 45.4562422, 11.8850583 45.4562815, 11.8843573 45.4564532, 11.8842657 45.4564766, 11.8840662 45.456524)",,,,
139845223,,Via Alessandrini,residential,False,False,20.669,"LINESTRING (11.8799202 45.4562337, 11.8801335 45.4561234)",,,,
139845223,,Via Alessandrini,residential,False,True,119.596,"LINESTRING (11.8799202 45.4562337, 11.8790642 45.4566828, 11.8787066 45.4568906)",,,,
139845244,,Via Papa Luciani,residential,False,True,223.59900000000002,"LINESTRING (11.8799202 45.4562337, 11.8797247 45.4561616, 11.8779391 45.455339, 11.8776417 45.4550886, 11.8776129 45.4550644)",,,,
28858623,,Via San Martino,residential,False,True,38.06,"LINESTRING (11.8891756 45.4564742, 11.8890487 45.4561437)",,2,,
139845226,,Via Biagio Marin,residential,False,True,76.9,"LINESTRING (11.8773845 45.456649, 11.8768194 45.4560823)",,,,
34408596,,Via Pio XII,residential,False,True,65.20599999999999,"LINESTRING (11.8773845 45.456649, 11.8773421 45.4566683, 11.8770969 45.4567802, 11.8768548 45.4568967, 11.876691 45.4569764)",,,,
139845226,,Via Biagio Marin,residential,False,False,79.399,"LINESTRING (11.8773845 45.456649, 11.87785 45.4571303, 11.8779197 45.4572024, 11.877956 45.4572399)",,,,
137838687,,Via Cesare Battisti,residential,False,False,121.97900000000001,"LINESTRING (11.8876044 45.4567614, 11.8874444 45.4567823, 11.8872788 45.4568183, 11.8861205 45.4571039)",,,,
137838687,,Via Cesare Battisti,residential,False,True,30.509,"LINESTRING (11.8876044 45.4567614, 11.8877846 45.4567511, 11.887994 45.4567651)",,,,
139845227,,Via Cesare Battisti,residential,False,True,122.509,"LINESTRING (11.8876044 45.4567614, 11.8876114 45.4567973, 11.8876222 45.4568547, 11.8876385 45.4569952, 11.8876878 45.4571285, 11.8880396 45.4578144)",,,,
139845223,,Via Alessandrini,residential,False,False,119.596,"LINESTRING (11.8787066 45.4568906, 11.8790642 45.4566828, 11.8799202 45.4562337)",,,,
139845223,,Via Alessandrini,residential,False,True,70.443,"LINESTRING (11.8787066 45.4568906, 11.8783613 45.4570789, 11.877956 45.4572399)",,,,
139845240,,Via Giovanni XXIII,residential,False,False,240.796,"LINESTRING (11.8787066 45.4568906, 11.8786826 45.4568639, 11.8786088 45.4567817, 11.878163 45.456285, 11.8772165 45.4554104, 11.8769426 45.4551639, 11.8769082 45.4551329)",,,,
137838687,,Via Cesare Battisti,residential,False,False,63.43900000000001,"LINESTRING (11.8887748 45.4569191, 11.8885173 45.4568879, 11.8881378 45.4567936, 11.887994 45.4567651)",,,,
137838687,,Via Cesare Battisti,residential,False,False,31.527,"LINESTRING (11.8861205 45.4571039, 11.8857452 45.4572092)",,,,
137838687,,Via Cesare Battisti,residential,False,True,121.97900000000001,"LINESTRING (11.8861205 45.4571039, 11.8872788 45.4568183, 11.8874444 45.4567823, 11.8876044 45.4567614)",,,,
139845252,,Via Giuseppe Ungaretti,residential,False,True,63.314,"LINESTRING (11.8861205 45.4571039, 11.8861382 45.4571389, 11.886234 45.4572956, 11.8864237 45.457632)",,,,
139845257,,Via de Amicis,residential,False,False,144.814,"LINESTRING (11.8814903 45.457134, 11.8808196 45.4559196)",,,,
139845223,,Via Alessandrini,residential,False,False,70.443,"LINESTRING (11.877956 45.4572399, 11.8783613 45.4570789, 11.8787066 45.4568906)",,,,
139845223,,Via Alessandrini,residential,False,True,120.693,"LINESTRING (11.877956 45.4572399, 11.87771 45.4573954, 11.877145 45.4580422, 11.8770971 45.4581306)",,,,
139845226,,Via Biagio Marin,residential,False,True,79.399,"LINESTRING (11.877956 45.4572399, 11.8779197 45.4572024, 11.87785 45.4571303, 11.8773845 45.456649)",,,,
137838687,,Via Cesare Battisti,residential,False,True,31.527,"LINESTRING (11.8857452 45.4572092, 11.8861205 45.4571039)",,,,
137838687,,Via Cesare Battisti,residential,False,False,104.85600000000001,"LINESTRING (11.8857452 45.4572092, 11.8853171 45.4573504, 11.8849624 45.45751, 11.8847723 45.4575753, 11.8845512 45.4576375)",,,,
139845261,,,residential,False,False,114.77600000000001,"LINESTRING (11.8857452 45.4572092, 11.8857168 45.4571622, 11.8856453 45.4570273, 11.8855804 45.4568997, 11.8852551 45.456289, 11.8852307 45.4562422)",,,,
137838687,,Via Cesare Battisti,residential,False,False,141.261,"LINESTRING (11.8845512 45.4576375, 11.8838026 45.4578688, 11.8834238 45.4579845, 11.8831821 45.4580463, 11.8830275 45.4580818, 11.8829296 45.4581096, 11.8828795 45.4581245)",,,,
137838687,,Via Cesare Battisti,residential,False,True,104.856,"LINESTRING (11.8845512 45.4576375, 11.8847723 45.4575753, 11.8849624 45.45751, 11.8853171 45.4573504, 11.8857452 45.4572092)",,,,
139845243,,Via Eugenio Montale,residential,False,True,145.532,"LINESTRING (11.8845512 45.4576375, 11.8845966 45.4576732, 11.8846342 45.4577429, 11.8852345 45.4588521)",,,,
139845225,,Via Bechelet,residential,False,False,116.11699999999999,"LINESTRING (11.8820127 45.4579745, 11.8814096 45.4581965, 11.8813569 45.4583261, 11.8816318 45.4587124)",,,,
1257454384,,Via Cesare Battisti,residential,False,False,57.526,"LINESTRING (11.8882565 45.4581918, 11.888969 45.4580581)",,,,
139845227,,Via Cesare Battisti,residential,False,False,45.24699999999999,"LINESTRING (11.8882565 45.4581918, 11.8882363 45.4581567, 11.8880756 45.4578771, 11.8880396 45.4578144)",,,,
139845227,,Via Cesare Battisti,residential,False,True,87.682,"LINESTRING (11.8882565 45.4581918, 11.8877086 45.4583039, 11.8875439 45.4580056, 11.8875087 45.4579419)",,,,
139845223,,Via Alessandrini,residential,False,False,120.69300000000001,"LINESTRING (11.8770971 45.4581306, 11.877145 45.4580422, 11.87771 45.4573954, 11.877956 45.4572399)",,,,
1257454393,,Via Alessandrini,residential,True,False,11.207,"LINESTRING (11.8770971 45.4581306, 11.8771024 45.4581679, 11.8771192 45.4582301)",,,,
139845236,,Via Don Luigi Sturzo,residential,False,False,123.017,"LINESTRING (11.8772317 45.4583808, 11.87804 45.4593308)",,,,
1257454394,,Via Don Luigi Sturzo,residential,True,False,11.789000000000001,"LINESTRING (11.8772317 45.4583808, 11.8771901 45.4583561, 11.8771049 45.4583241)",,,,
139845225,,Via Bechelet,residential,False,True,116.11699999999999,"LINESTRING (11.8816318 45.4587124, 11.8813569 45.4583261, 11.8814096 45.4581965, 11.8820127 45.4579745)",,,,
1257543606,SP46,Via Ca' Pisani,secondary,False,False,55.0,"LINESTRING (11.8816318 45.4587124, 11.8817148 45.4586554, 11.8819351 45.4585436, 11.8821596 45.4584465, 11.8822066 45.4584288)",,,,
1257543606,SP46,Via Ca' Pisani,secondary,False,True,34.825,"LINESTRING (11.8816318 45.4587124, 11.8815524 45.458776, 11.8814785 45.45884, 11.881407 45.4589137, 11.8813628 45.4589617)",,,,
139845243,,Via Eugenio Montale,residential,False,False,145.532,"LINESTRING (11.8852345 45.4588521, 11.8846342 45.4577429, 11.8845966 45.4576732, 11.8845512 45.4576375)",,,,
139845230,,Via Cà Pisani,residential,False,False,104.6,"LINESTRING (11.8800339 45.4588839, 11.880931 45.4588892, 11.8813628 45.4589617)",,,,
139845230,,Via Cà Pisani,residential,False,True,104.6,"LINESTRING (11.8813628 45.4589617, 11.880931 45.4588892, 11.8800339 45.4588839)",,,,
1257543606,SP46,Via Ca' Pisani,secondary,False,False,34.824999999999996,"LINESTRING (11.8813628 45.4589617, 11.881407 45.4589137, 11.8814785 45.45884, 11.8815524 45.458776, 11.8816318 45.4587124)",,,,
1257543606,SP46,Via Ca' Pisani,secondary,False,True,64.315,"LINESTRING (11.8813628 45.4589617, 11.8810385 45.4593804, 11.8809709 45.4594706)",,,,
139845250,,Via Giuseppe Ungaretti,residential,False,True,114.05,"LINESTRING (11.8859853 45.4589964, 11.8860234 45.4589856, 11.8861533 45.4589489, 11.8865941 45.4588226, 11.8866518 45.4588283, 11.8866871 45.45886, 11.8869033 45.4592384, 11.8869167 45.4593137)",,,,
"[139845252, 139845251, 1257543636]",,Via Giuseppe Ungaretti,residential,False,False,212.91,"LINESTRING (11.8859853 45.4589964, 11.8859092 45.4588562, 11.8858241 45.4587097, 11.8857979 45.4586634, 11.8856914 45.45847, 11.8859619 45.4583906, 11.8866786 45.4581839, 11.8867125 45.4581612, 11.8867061 45.4581331, 11.8865781 45.4579036, 11.8864237 45.457632)",,,,
139845251,,Via Giuseppe Ungaretti,residential,False,True,126.088,"LINESTRING (11.8859853 45.4589964, 11.886164 45.4593064, 11.8862687 45.459488, 11.886281 45.4595093, 11.886568 45.4600088, 11.8865861 45.4600234, 11.886613 45.4600362)",,,,
28858908,,Via Alessandro Manzoni,residential,False,False,18.313,"LINESTRING (11.8833487 45.4592486, 11.8834401 45.4594003)",,2,,6
139845224,,Via Cesare Pavese,residential,False,True,180.462,"LINESTRING (11.8833487 45.4592486, 11.8833074 45.4592584, 11.883287 45.4592657, 11.8821746 45.4596485, 11.8822419 45.4597524, 11.8826095 45.4602865)",,,,
1257543609,,Via Alessandro Manzoni,residential,False,True,118.608,"LINESTRING (11.8833487 45.4592486, 11.8832286 45.4590127, 11.8831354 45.4588273, 11.8829657 45.4584296, 11.8829068 45.4583391, 11.8828551 45.4582897, 11.8828188 45.4582542)",,2,,6
28858908,,Via Alessandro Manzoni,residential,False,True,18.313,"LINESTRING (11.8834401 45.4594003, 11.8833487 45.4592486)",,2,,6
28858908,,Via Alessandro Manzoni,residential,False,False,65.786,"LINESTRING (11.8834401 45.4594003, 11.8835103 45.4595103, 11.8835902 45.4596168, 11.8837208 45.4597666, 11.8838553 45.4599142)",,2,,6
750220132,,Via Don Lorenzo Milani,residential,False,True,245.331,"LINESTRING (11.8834401 45.4594003, 11.883487 45.4593864, 11.8839247 45.4592568, 11.8843983 45.4591224, 11.8845844 45.4593949, 11.8850497 45.4600765, 11.8851672 45.4602486, 11.8853138 45.4604547)",,,,
1257543605,SP46,Via Ca' Pisani,secondary,False,False,14.994,"LINESTRING (11.8807418 45.4597458, 11.8808391 45.4596295)",,,,
49954074,SP46,Via Ca' Pisani,secondary,False,True,143.869,"LINESTRING (11.8807418 45.4597458, 11.8806827 45.4598036, 11.8806068 45.4598795, 11.8805209 45.4599522, 11.8803093 45.4600995, 11.8800405 45.4602445, 11.8798772 45.4603169, 11.8797079 45.460381, 11.8795071 45.4604467, 11.8792931 45.4605097)",,,,
185411164,,Via Giovanni Falcone,residential,True,False,15.724,"LINESTRING (11.8811391 45.459812, 11.8810621 45.4597657, 11.8809753 45.4597306)",,,,
185411167,,Via Giovanni Falcone,residential,False,True,127.854,"LINESTRING (11.8811391 45.459812, 11.8814492 45.4602755, 11.8818433 45.4608503)",,,,
139845245,,Via Giuseppe Ungaretti,residential,False,True,51.609,"LINESTRING (11.886613 45.4600362, 11.8866364 45.4600403, 11.886678 45.4600385, 11.8867874 45.4600096, 11.887191 45.4598889, 11.8871929 45.4598607)",,,,
139845251,,Via Giuseppe Ungaretti,residential,False,False,126.08800000000001,"LINESTRING (11.886613 45.4600362, 11.8865861 45.4600234, 11.886568 45.4600088, 11.886281 45.4595093, 11.8862687 45.459488, 11.886164 45.4593064, 11.8859853 45.4589964)",,,,
750218797,,Via Don Primo Mazzolari,residential,False,False,21.234,"LINESTRING (11.886613 45.4600362, 11.8865501 45.4600867, 11.8863876 45.4601353)",,,,
139845234,,Via Don Luigi Sturzo,residential,False,True,142.659,"LINESTRING (11.8787846 45.460276, 11.8780085 45.4604092, 11.877686 45.4604242, 11.8769798 45.4604018)",,,,
139845236,,Via Don Luigi Sturzo,residential,False,False,37.868,"LINESTRING (11.8787846 45.460276, 11.8789032 45.4605513, 11.8789277 45.4606014)",,,,
139845236,,Via Don Luigi Sturzo,residential,False,True,122.036,"LINESTRING (11.8787846 45.460276, 11.87876 45.4600985, 11.8783282 45.4596573, 11.87804 45.4593308)",,,,
139845234,,Via Don Luigi Sturzo,residential,False,False,142.659,"LINESTRING (11.8769798 45.4604018, 11.877686 45.4604242, 11.8780085 45.4604092, 11.8787846 45.460276)",,,,
139845229,,Via Cà Pisani,residential,False,True,91.914,"LINESTRING (11.8792931 45.4605097, 11.879834 45.4612441)",,,,
49954074,SP46,Via Ca' Pisani,secondary,False,False,143.869,"LINESTRING (11.8792931 45.4605097, 11.8795071 45.4604467, 11.8797079 45.460381, 11.8798772 45.4603169, 11.8800405 45.4602445, 11.8803093 45.4600995, 11.8805209 45.4599522, 11.8806068 45.4598795, 11.8806827 45.4598036, 11.8807418 45.4597458)",,,,
49954074,SP46,Via Ca' Pisani,secondary,False,True,30.270000000000003,"LINESTRING (11.8792931 45.4605097, 11.8791291 45.4605524, 11.8789277 45.4606014)",,,,
49954074,SP46,Via Ca' Pisani,secondary,False,False,30.270000000000003,"LINESTRING (11.8789277 45.4606014, 11.8791291 45.4605524, 11.8792931 45.4605097)",,,,
"[49954074, 49954077]",SP46,"['Via Vittorio Veneto', ""Via Ca' Pisani""]",secondary,False,True,154.99,"LINESTRING (11.8789277 45.4606014, 11.8786608 45.4606584, 11.8783074 45.460731, 11.8778598 45.4608202, 11.8777719 45.4608379, 11.8772907 45.4609345, 11.8770197 45.460991)",,,,
139845236,,Via Don Luigi Sturzo,residential,False,True,37.868,"LINESTRING (11.8789277 45.4606014, 11.8789032 45.4605513, 11.8787846 45.460276)",,,,
28858908,,Via Alessandro Manzoni,residential,False,False,85.695,"LINESTRING (11.8845076 45.4607577, 11.8845624 45.4608681, 11.8846234 45.4609768, 11.8846556 45.4610351, 11.8846925 45.4610953, 11.8847655 45.4611885, 11.8848762 45.4613168, 11.8849996 45.4614425)",,2,,6
28858908,,Via Alessandro Manzoni,residential,False,True,107.20499999999998,"LINESTRING (11.8845076 45.4607577, 11.8843706 45.4605022, 11.8842848 45.4603794, 11.8841859 45.4602615, 11.8840206 45.4600878, 11.8838553 45.4599142)",,2,,6
750220131,,Via Don Primo Mazzolari,residential,False,True,154.75099999999998,"LINESTRING (11.8845076 45.4607577, 11.8845531 45.4607454, 11.8854136 45.4605122, 11.886081 45.460216, 11.886281 45.4601466)",,,,
139845224,,Via Cesare Pavese,residential,False,False,79.356,"LINESTRING (11.8818433 45.4608503, 11.8822276 45.460718, 11.882379 45.4606658, 11.8826622 45.4605682, 11.8827036 45.4605004)",,,,
139845239,,Via Giovanni Falcone,residential,False,False,200.81099999999998,"LINESTRING (11.8818433 45.4608503, 11.8810094 45.4611153, 11.8802662 45.4613514, 11.8802194 45.4614187, 11.8805254 45.4618887)",,,,
185411167,,Via Giovanni Falcone,residential,False,True,197.05700000000002,"LINESTRING (11.8818433 45.4608503, 11.8821148 45.4612931, 11.882092 45.4613637, 11.880735 45.4618184, 11.880564 45.4618757, 11.8805254 45.4618887)",,,,
185411167,,Via Giovanni Falcone,residential,False,False,127.854,"LINESTRING (11.8818433 45.4608503, 11.8814492 45.4602755, 11.8811391 45.459812)",,,,
139845229,,Via Cà Pisani,residential,False,False,91.914,"LINESTRING (11.879834 45.4612441, 11.8792931 45.4605097)",,,,
139845239,,Via Giovanni Falcone,residential,False,True,200.81099999999998,"LINESTRING (11.8805254 45.4618887, 11.8802194 45.4614187, 11.8802662 45.4613514, 11.8810094 45.4611153, 11.8818433 45.4608503)",,,,
185411167,,Via Giovanni Falcone,residential,False,False,197.05700000000002,"LINESTRING (11.8805254 45.4618887, 11.880564 45.4618757, 11.880735 45.4618184, 11.882092 45.4613637, 11.8821148 45.4612931, 11.8818433 45.4608503)",,,,
"[1256912563, 185411174]",,,residential,False,"[False, True]",68.53999999999999,"LINESTRING (11.8805254 45.4618887, 11.8806148 45.4620293, 11.8808307 45.462351, 11.8808777 45.4624075, 11.8809101 45.4624422)",,2,,7
