osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,junction,tunnel
215823766,SS424,Via Mameli,secondary,False,False,306.66600000000005,"LINESTRING (12.6555154 43.546923, 12.6552865 43.546854, 12.6550376 43.5467406, 12.6549855 43.5467147, 12.6547366 43.5465659, 12.6544725 43.546376, 12.6543685 43.5463012, 12.6531692 43.5454389, 12.6529795 43.5453429, 12.6527268 43.5452864, 12.6525532 43.5452836)",,,,,
215823766,SS424,Via Mameli,secondary,False,True,50.946,"LINESTRING (12.6555154 43.546923, 12.6555937 43.5469376, 12.6557804 43.5469724, 12.6561352 43.5470096)",,,,,
253695013,,,residential,False,True,189.397,"LINESTRING (12.6555154 43.546923, 12.6553143 43.5475523, 12.6553333 43.5476435, 12.6559018 43.5485162)",,,,,
96730967,,Via Rossini,residential,False,False,10.347,"LINESTRING (12.6526437 43.5452176, 12.6525532 43.5452836)",,,,,
96730967,,Via Rossini,residential,False,True,67.636,"LINESTRING (12.6526437 43.5452176, 12.653403 43.5449586)",,,,,
253695018,,Via Alcide De Gasperi,residential,False,False,54.597,"LINESTRING (12.6526437 43.5452176, 12.6523282 43.5447831)",,,,,
374081426,,Via Flaminia,secondary,False,False,31.723000000000003,"LINESTRING (12.6503546 43.5459652, 12.6504191 43.5460843, 12.6504727 43.5461834, 12.6504983 43.5462308)",2,,,,
928919162,,Via Flaminia,secondary,False,True,124.53899999999999,"LINESTRING (12.6503546 43.5459652, 12.6502766 43.5458222, 12.6502219 43.54572, 12.6500786 43.5454638, 12.64994 43.545211, 12.6498201 43.5450142, 12.6497859 43.5449774, 12.6497399 43.544942)",,,,,
"[16092168, 1086106740, 215823766]",SS424,Via Mameli,secondary,False,"[False, True]",179.49200000000002,"LINESTRING (12.6503546 43.5459652, 12.6505082 43.5459147, 12.650608 43.5458818, 12.6521284 43.5453817, 12.6522544 43.5453402, 12.6523872 43.5453065)",2,yes,,,
224040814,,,residential,False,False,5.856,"LINESTRING (12.6494947 43.5447628, 12.6494276 43.544783)",,,,,
928919162,,Via Flaminia,secondary,False,True,16.181,"LINESTRING (12.6494947 43.5447628, 12.649412 43.5446302)",,,,,
928919162,,Via Flaminia,secondary,False,False,28.153,"LINESTRING (12.6494947 43.5447628, 12.6495622 43.5448235, 12.6496742 43.5449037, 12.6497399 43.544942)",,,,,
25579469,SP29,,secondary,False,False,14.731,"LINESTRING (12.6484159 43.5433732, 12.6482502 43.5434291)",,,,,
"[16092195, 25579469]",SP29,,secondary,False,"[False, True]",137.596,"LINESTRING (12.6484159 43.5433732, 12.6486429 43.5433002, 12.6487491 43.5432806, 12.6488448 43.5432813, 12.648922 43.5432976, 12.6489742 43.543342, 12.6493029 43.5440973)",,,,,
224040813,,Vicolo Pino,residential,False,False,57.541,"LINESTRING (12.6477157 43.5436094, 12.6480215 43.544077)",,,30,,
374081429,SP29,Viale della Vittoria,secondary,False,True,32.087,"LINESTRING (12.6477157 43.5436094, 12.6480766 43.5434876)",,,,,
374081431,,,residential,False,True,45.022,"LINESTRING (12.6477157 43.5436094, 12.6474994 43.5432361)",,,,,
374081429,SP29,Viale della Vittoria,secondary,False,False,69.587,"LINESTRING (12.6477157 43.5436094, 12.647376 43.543726, 12.6472581 43.5437766, 12.6471861 43.5438354, 12.6471346 43.5439025, 12.647092 43.5439962)",,,,,
514350533,SP29,,secondary,False,False,7.765,"LINESTRING (12.6462342 43.5459485, 12.6461657 43.5459976)",,,,,
514350533,SP29,,secondary,False,True,31.459000000000003,"LINESTRING (12.6462342 43.5459485, 12.6462814 43.5458755, 12.6463572 43.5456808)",,,,,
374096903,,Via delle mura,residential,False,False,239.93099999999998,"LINESTRING (12.6497399 43.544942, 12.6498613 43.544908, 12.6504545 43.5453115, 12.6506568 43.5454492, 12.650747 43.5455146, 12.6514644 43.546574)",,,,,
928919162,,Via Flaminia,secondary,False,False,124.539,"LINESTRING (12.6497399 43.544942, 12.6497859 43.5449774, 12.6498201 43.5450142, 12.64994 43.545211, 12.6500786 43.5454638, 12.6502219 43.54572, 12.6502766 43.5458222, 12.6503546 43.5459652)",,,,,
928919162,,Via Flaminia,secondary,False,True,28.153000000000002,"LINESTRING (12.6497399 43.544942, 12.6496742 43.5449037, 12.6495622 43.5448235, 12.6494947 43.5447628)",,,,,
253720941,,Via Siccardi,residential,False,False,62.671,"LINESTRING (12.6509486 43.5470177, 12.6502281 43.5472297)",,,,,
374081426,,Via Flaminia,secondary,False,False,29.333,"LINESTRING (12.6509486 43.5470177, 12.6510793 43.5472639)",2,,,,
374081426,,Via Flaminia,secondary,False,True,63.648,"LINESTRING (12.6509486 43.5470177, 12.6507595 43.5466935, 12.6506628 43.5465199, 12.6506457 43.5464891)",2,,,,
253720943,,Via Benamati,residential,False,False,60.641,"LINESTRING (12.6510793 43.5472639, 12.6503867 43.547477)",,,,,
374081426,,Via Flaminia,secondary,False,True,29.333,"LINESTRING (12.6510793 43.5472639, 12.6509486 43.5470177)",2,,,,
374081426,,Via Flaminia,secondary,False,False,70.082,"LINESTRING (12.6510793 43.5472639, 12.6511055 43.5473457, 12.6511291 43.547459, 12.6511343 43.5474982, 12.6511368 43.5476072, 12.6511127 43.5477472, 12.6510825 43.5478409, 12.6510681 43.5478857)",2,,,,
406637490,,Rotonda Rita Levi Montalcini,secondary,True,False,8.701,"LINESTRING (12.6504763 43.5496265, 12.6505003 43.5496253, 12.6505252 43.5496297, 12.650549 43.5496418, 12.650566 43.549659)",1,,,roundabout,
406637492,,Via Flaminia,secondary,True,False,17.561,"LINESTRING (12.6504763 43.5496265, 12.6505024 43.5495732, 12.6505811 43.5494894)",1,,,,
215823766,SS424,Via Mameli,secondary,False,False,51.568999999999996,"LINESTRING (12.6569516 43.5469794, 12.6567261 43.5470088, 12.6565257 43.5470211, 12.6563161 43.5470195)",,,,,
215823766,SS424,Via Mameli,secondary,False,False,14.621,"LINESTRING (12.6563161 43.5470195, 12.6561352 43.5470096)",,,,,
215823766,SS424,Via Mameli,secondary,False,True,51.568999999999996,"LINESTRING (12.6563161 43.5470195, 12.6565257 43.5470211, 12.6567261 43.5470088, 12.6569516 43.5469794)",,,,,
253695012,,Via Giovanni Falcone,residential,True,False,26.893,"LINESTRING (12.6563161 43.5470195, 12.6562404 43.5471555, 12.65623 43.5472504)",,,,,
96730967,,Via Rossini,residential,False,True,10.347,"LINESTRING (12.6525532 43.5452836, 12.6526437 43.5452176)",,,,,
215823766,SS424,Via Mameli,secondary,False,False,13.619,"LINESTRING (12.6525532 43.5452836, 12.6523872 43.5453065)",,,,,
215823766,SS424,Via Mameli,secondary,False,True,306.666,"LINESTRING (12.6525532 43.5452836, 12.6527268 43.5452864, 12.6529795 43.5453429, 12.6531692 43.5454389, 12.6543685 43.5463012, 12.6544725 43.546376, 12.6547366 43.5465659, 12.6549855 43.5467147, 12.6550376 43.5467406, 12.6552865 43.546854, 12.6555154 43.546923)",,,,,
493223279,SP29,,secondary,False,True,68.924,"LINESTRING (12.6463572 43.5456808, 12.6466124 43.5450892)",,,,,
514350534,,Strada Monte Petrano,tertiary,False,True,4.831,"LINESTRING (12.6463572 43.5456808, 12.6463024 43.5456632)",,,,,
514350533,SP29,,secondary,False,False,31.459000000000003,"LINESTRING (12.6463572 43.5456808, 12.6462814 43.5458755, 12.6462342 43.5459485)",,,,,
928919162,,Via Flaminia,secondary,False,False,9.568,"LINESTRING (12.6493029 43.5440973, 12.6493205 43.5441824)",,,,,
"[16092195, 25579469]",SP29,,secondary,False,"[False, True]",137.59599999999998,"LINESTRING (12.6493029 43.5440973, 12.6489742 43.543342, 12.648922 43.5432976, 12.6488448 43.5432813, 12.6487491 43.5432806, 12.6486429 43.5433002, 12.6484159 43.5433732)",,,,,
"[96731008, 96729538, 96730971]",,Via Flaminia,tertiary,False,False,376.749,"LINESTRING (12.6493029 43.5440973, 12.6493447 43.5440247, 12.6493855 43.5439569, 12.6494838 43.5438534, 12.6495747 43.5437822, 12.6499641 43.543559, 12.6500717 43.5434864, 12.6501385 43.5434017, 12.6501515 43.5433278, 12.6501236 43.543231, 12.650055 43.5431463, 12.6499623 43.5430952, 12.6497694 43.5430374, 12.6493447 43.5429325, 12.6491184 43.5428828, 12.6490145 43.5428478, 12.6489496 43.5428048, 12.64892 43.5427712, 12.6488884 43.5426932, 12.6488247 43.541664, 12.6488014 43.5415182)",,yes,,,
"[193025929, 1267933986, 193025926]",,Via Bruno Buozzi,residential,False,True,291.14599999999996,"LINESTRING (12.6507936 43.5487725, 12.6514717 43.5483704, 12.6516211 43.5483034, 12.6517709 43.5482582, 12.651902 43.54824, 12.6520271 43.5482444, 12.6521624 43.5482784, 12.6522572 43.5483407, 12.6523807 43.5484617, 12.652814 43.5490389, 12.6530734 43.5493845, 12.6531216 43.5494487, 12.6532071 43.5494996)",,yes,,,
374081426,,Via Flaminia,secondary,False,False,81.61,"LINESTRING (12.6507936 43.5487725, 12.6506891 43.5491989, 12.6505811 43.5494894)",2,,,,
374081426,,Via Flaminia,secondary,False,True,101.065,"LINESTRING (12.6507936 43.5487725, 12.6508194 43.5486844, 12.6509021 43.5484014, 12.6509713 43.5481863, 12.6510681 43.5478857)",2,,,,
96730998,,,residential,False,True,117.169,"LINESTRING (12.6575948 43.5445558, 12.6562906 43.5450213)",,,,,
215829190,,Via Giovanni Santi,residential,False,True,64.33699999999999,"LINESTRING (12.6575948 43.5445558, 12.6573947 43.5444757, 12.6571212 43.5443394, 12.6569759 43.544203)",,,,,
96730969,,Via Salvo D'Acquisto,residential,False,False,85.142,"LINESTRING (12.6577556 43.5420325, 12.6576905 43.5422065, 12.6576035 43.5423358, 12.6572537 43.5426973)",,,,,
96731007,,Via Salvo D'Acquisto,residential,False,True,171.427,"LINESTRING (12.6577556 43.5420325, 12.6573605 43.5420095, 12.6567536 43.5420374, 12.6564034 43.5420882, 12.6556669 43.5422387)",,,,,
215829188,,Via Caduti di Nassiriya,residential,False,False,219.80400000000003,"LINESTRING (12.6577556 43.5420325, 12.6578093 43.5418763, 12.6578393 43.541709, 12.6577794 43.5416036, 12.6576127 43.5414859, 12.6574118 43.5414301, 12.6571468 43.5414084, 12.6568733 43.541396, 12.6564416 43.5414301, 12.6557833 43.541585)",,,,,
96730989,,Via Leonardo da Vinci,residential,False,True,34.396,"LINESTRING (12.6567515 43.546013, 12.6571342 43.5458761)",,,,,
96731011,,Via Giuseppe Ungaretti,residential,False,True,47.383,"LINESTRING (12.6567515 43.546013, 12.6570023 43.5463984)",,,,,
96730989,,Via Leonardo da Vinci,residential,False,False,69.512,"LINESTRING (12.6567515 43.546013, 12.656437 43.546069, 12.6561437 43.5460749, 12.6559944 43.5460446, 12.6559044 43.5460406)",,,,,
96731007,,Via Salvo D'Acquisto,residential,False,True,80.243,"LINESTRING (12.6556669 43.5422387, 12.6547122 43.5424433)",,,,,
253695008,,,residential,False,False,65.864,"LINESTRING (12.6556669 43.5422387, 12.6560474 43.5427629)",,,,,
96731007,,Via Salvo D'Acquisto,residential,False,False,171.427,"LINESTRING (12.6556669 43.5422387, 12.6564034 43.5420882, 12.6567536 43.5420374, 12.6573605 43.5420095, 12.6577556 43.5420325)",,,,,
373898157,,Via Bruno Buozzi,residential,False,True,245.29999999999998,"LINESTRING (12.6532071 43.5494996, 12.653279 43.5495131, 12.6533622 43.5495079, 12.6535367 43.5494566, 12.6551752 43.5488053, 12.6555846 43.5486424, 12.6559018 43.5485162)",,,,,
"[193025929, 1267933986, 193025926]",,Via Bruno Buozzi,residential,False,False,291.14599999999996,"LINESTRING (12.6532071 43.5494996, 12.6531216 43.5494487, 12.6530734 43.5493845, 12.652814 43.5490389, 12.6523807 43.5484617, 12.6522572 43.5483407, 12.6521624 43.5482784, 12.6520271 43.5482444, 12.651902 43.54824, 12.6517709 43.5482582, 12.6516211 43.5483034, 12.6514717 43.5483704, 12.6507936 43.5487725)",,yes,,,
96731007,,Via Salvo D'Acquisto,residential,False,False,80.243,"LINESTRING (12.6547122 43.5424433, 12.6556669 43.5422387)",,,,,
374085546,,Via Ca' Lupo,residential,False,False,28.684,"LINESTRING (12.6547122 43.5424433, 12.6547842 43.5426316, 12.6548198 43.5426886)",,,,,
374085547,,Via Ca' Lupo,residential,False,True,175.90699999999998,"LINESTRING (12.6547122 43.5424433, 12.6546264 43.5423426, 12.6545173 43.5422622, 12.6543564 43.5421979, 12.6540618 43.5421084, 12.6539451 43.5420504, 12.6538051 43.5419339, 12.6534169 43.5413557, 12.6533053 43.5413265)",,,,,
96730989,,Via Leonardo da Vinci,residential,False,False,124.916,"LINESTRING (12.6559044 43.5460406, 12.6551891 43.545044)",,,,,
96730989,,Via Leonardo da Vinci,residential,False,True,69.512,"LINESTRING (12.6559044 43.5460406, 12.6559944 43.5460446, 12.6561437 43.5460749, 12.656437 43.546069, 12.6567515 43.546013)",,,,,
253695019,,Via Giosuè Carducci,residential,False,False,79.76,"LINESTRING (12.6559044 43.5460406, 12.6557257 43.5460022, 12.655021 43.5457228)",,,,,
96730967,,Via Rossini,residential,False,False,48.404,"LINESTRING (12.6547787 43.5445066, 12.6542317 43.5446863)",,,,,
96730989,,Via Leonardo da Vinci,residential,False,True,68.3,"LINESTRING (12.6547787 43.5445066, 12.6551891 43.545044)",,,,,
96730989,,Via Leonardo da Vinci,residential,False,False,247.65800000000002,"LINESTRING (12.6547787 43.5445066, 12.6543561 43.5434707, 12.6541454 43.5430078, 12.6541423 43.5429352, 12.6541697 43.542864, 12.6542382 43.5428098, 12.6543207 43.5427825, 12.6548198 43.5426886)",,,,,
253695007,,Via Giovanni Falcone,residential,False,False,112.131,"LINESTRING (12.6567764 43.5481778, 12.65623 43.5472504)",,,,,
373898157,,Via Bruno Buozzi,residential,False,False,79.902,"LINESTRING (12.6567764 43.5481778, 12.6559018 43.5485162)",,,,,
