osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,tunnel,width
24230573,2,SS7,Via Appia Nuova,primary,30,False,False,20.321,,"LINESTRING (12.6747404 41.7212847, 12.6744974 41.7212623)",,,
24230573,2,SS7,Via Appia Nuova,primary,30,False,True,2.918,,"LINESTRING (12.6744625 41.7212591, 12.6744974 41.7212623)",,,
"[76426154, 42768654]",2,SS7,Via Appia Nuova,primary,30,False,False,121.902,yes,"LINESTRING (12.6744625 41.7212591, 12.6731818 41.7211345, 12.6730646 41.7211231, 12.6730058 41.7211189)",,,
58726627,,,Via Borgo San Rocco,unclassified,,True,False,33.323,,"LINESTRING (12.6744625 41.7212591, 12.6745627 41.721165, 12.6745928 41.7211397, 12.6746404 41.7211164, 12.6747015 41.7210985, 12.6747723 41.7210866)",,,
42769053,,,Corso Giuseppe Garibaldi,residential,,True,False,90.512,,"LINESTRING (12.6724435 41.7211661, 12.6724035 41.7211291, 12.6723485 41.7210784, 12.6721466 41.7209491, 12.6716355 41.7206218)",,,
76426154,2,SS7,Via Appia Nuova,primary,30,False,False,40.5,,"LINESTRING (12.6724435 41.7211661, 12.672355 41.7212112, 12.6720868 41.7213449, 12.6720373 41.7213679)",,,
76426154,2,SS7,Via Appia Nuova,primary,30,False,True,10.623000000000001,,"LINESTRING (12.6724435 41.7211661, 12.6724716 41.721154, 12.6725613 41.7211294)",,,
24229428,2,,,tertiary,,True,False,17.766000000000002,,"LINESTRING (12.6715441 41.716908, 12.6715797 41.7169075, 12.6716141 41.7169148, 12.6716441 41.7169291, 12.6716672 41.7169494, 12.6716815 41.7169738, 12.6716856 41.7170003)",roundabout,,
24229428,2,,,tertiary,,True,False,7.920999999999999,,"LINESTRING (12.6716856 41.7170003, 12.6716805 41.7170237, 12.6716673 41.7170453, 12.6716471 41.7170637)",roundabout,,
24229547,2,SP73a,Via Appia Antica,tertiary,,False,False,112.975,,"LINESTRING (12.6716856 41.7170003, 12.671798 41.7169512, 12.6718549 41.7169231, 12.6718846 41.7169066, 12.6719091 41.7168931, 12.671936 41.7168736, 12.6719576 41.7168572, 12.6720035 41.7168192, 12.6721205 41.716715, 12.6722321 41.7166253, 12.672268 41.7165995, 12.6723132 41.7165691, 12.6723597 41.7165406, 12.6724108 41.7165118, 12.6724632 41.716485, 12.672511 41.7164619, 12.6726784 41.7163883, 12.6727328 41.7163652)",,,
24229428,2,,,tertiary,,True,False,15.112,,"LINESTRING (12.6716471 41.7170637, 12.6716171 41.717079, 12.6715823 41.7170871, 12.6715458 41.717087, 12.6715111 41.7170789, 12.6714811 41.7170635)",roundabout,,
238465917,,,Via della Costa,residential,,False,True,95.393,,"LINESTRING (12.6716471 41.7170637, 12.6717395 41.7172842, 12.6718409 41.7175064, 12.6718715 41.7175626, 12.6719041 41.7176017, 12.671943 41.7176355, 12.6719919 41.7176573, 12.6720535 41.7176796, 12.6721073 41.7176957, 12.6721267 41.7177081, 12.672138 41.7177208, 12.6721424 41.7177302, 12.6721441 41.7177414, 12.6721446 41.7177506, 12.6721379 41.717763, 12.6721294 41.7177727, 12.6721146 41.7177817)",,,
24229428,2,,,tertiary,,True,False,22.294,,"LINESTRING (12.6714811 41.7170635, 12.6714576 41.7170408, 12.6714448 41.7170138, 12.6714439 41.7169852, 12.671455 41.7169578, 12.671477 41.7169344, 12.6715077 41.7169172, 12.6715441 41.716908)",roundabout,,
24229435,2,,Via Appia Antica,tertiary,,False,True,291.359,,"LINESTRING (12.6714811 41.7170635, 12.6712692 41.7171494, 12.6712143 41.7171704, 12.671162 41.7171882, 12.6711065 41.717206, 12.671038 41.717226, 12.6709759 41.7172432, 12.6709071 41.7172593, 12.6708442 41.7172723, 12.6707746 41.7172842, 12.6707319 41.7172906, 12.6706026 41.71731, 12.6705602 41.7173171, 12.6705009 41.7173281, 12.6704484 41.717339, 12.6703865 41.7173547, 12.6703314 41.7173705, 12.6702991 41.7173803, 12.6697897 41.7175532, 12.6697648 41.7175617, 12.6695647 41.7176296, 12.668897 41.7178562, 12.6682608 41.7180865)",,,
24229429,2,,,tertiary,,True,False,22.192999999999998,,"LINESTRING (12.6671977 41.7184714, 12.6672171 41.7184963, 12.6672263 41.7185242, 12.6672245 41.718553, 12.6672118 41.7185802, 12.6671894 41.7186036, 12.6671546 41.7186232, 12.6671255 41.7186311)",roundabout,,
24229435,2,,Via Appia Antica,tertiary,,False,False,98.068,,"LINESTRING (12.6671977 41.7184714, 12.6672675 41.7184461, 12.6682608 41.7180865)",,,
24229499,,,,residential,,True,False,12.571000000000002,,"LINESTRING (12.6699841 41.7212657, 12.6699939 41.7212484, 12.6700101 41.7212339, 12.6700312 41.7212236, 12.6700554 41.7212182, 12.6700806 41.7212183, 12.6701048 41.7212239)",roundabout,,
