osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,tunnel,junction
665216802,SP59,Strada Provinciale Valdarno Casentinese,secondary,False,True,100.50999999999999,"LINESTRING (11.587843 43.5469209, 11.5881518 43.5470747, 11.5884848 43.5472659, 11.588873 43.5474274)",,,,
23577543,,Viale Europa,tertiary,False,False,7.12,"LINESTRING (11.5807867 43.5482763, 11.5808746 43.5482827)",,,,
49151701,,Via Don Lorenzo Milani,residential,False,False,17.387,"LINESTRING (11.5807867 43.5482763, 11.5806895 43.5484159)",,,,
23577543,,Viale Europa,tertiary,False,False,47.486,"LINESTRING (11.5826746 43.5484658, 11.5832388 43.5485889)",,,,
23577543,,Viale Europa,tertiary,False,True,142.778,"LINESTRING (11.5826746 43.5484658, 11.5819448 43.5483576, 11.5814651 43.5483158, 11.5811699 43.5483017, 11.5809232 43.5482858)",,,,
49153771,,Via Torino,residential,False,False,133.597,"LINESTRING (11.5826746 43.5484658, 11.5827522 43.5482254, 11.5830182 43.5472905)",,,,
23577543,,Viale Europa,tertiary,False,False,137.222,"LINESTRING (11.5832388 43.5485889, 11.5847698 43.5491289)",,,,
23577543,,Viale Europa,tertiary,False,True,47.486,"LINESTRING (11.5832388 43.5485889, 11.5826746 43.5484658)",,,,
49153766,,Via Guido Bigi,residential,False,False,63.757999999999996,"LINESTRING (11.5832388 43.5485889, 11.5830239 43.5490284, 11.5829759 43.5491297)",,,,
49151701,,Via Don Lorenzo Milani,residential,False,True,79.314,"LINESTRING (11.5802034 43.5490361, 11.5806895 43.5484159)",,,,
266847000,,Via Dante Alighieri,unclassified,False,True,180.75,"LINESTRING (11.5802034 43.5490361, 11.5821658 43.5498231)",,,,
266847022,,Via Gioacchino Rossini,residential,False,False,89.185,"LINESTRING (11.5802034 43.5490361, 11.5796881 43.5497459)",,,,
266847022,,Via Gioacchino Rossini,residential,False,True,89.185,"LINESTRING (11.5796881 43.5497459, 11.5802034 43.5490361)",,,,
"[266847025, 49151702]",,"['Via Giacomo Puccini', 'Via Gaetano Donizetti']",residential,False,True,282.58,"LINESTRING (11.5796881 43.5497459, 11.5798414 43.5498792, 11.5806229 43.5502298, 11.581083 43.5504343, 11.5811342 43.5505, 11.5811122 43.5505639, 11.5805604 43.5513015, 11.5803636 43.5515992)",,,,
49151715,,Piazza Generale Caporali,residential,True,False,101.374,"LINESTRING (11.5850456 43.548284, 11.5850334 43.5481593, 11.585049 43.548059, 11.585105 43.5479829, 11.5851617 43.5479573, 11.5852499 43.5479174, 11.5853948 43.5478987, 11.585521 43.5479279, 11.5856253 43.547998, 11.5856889 43.5480903, 11.5856921 43.548157)",,,,
266846971,,Via Giacomo Matteotti,residential,False,False,105.56700000000001,"LINESTRING (11.5850456 43.548284, 11.5849717 43.5482691, 11.584501 43.5482001, 11.5837558 43.5482781)",,,,
23577543,,Viale Europa,tertiary,False,False,101.685,"LINESTRING (11.5847698 43.5491289, 11.5858618 43.549587)",,,,
23577543,,Viale Europa,tertiary,False,True,137.222,"LINESTRING (11.5847698 43.5491289, 11.5832388 43.5485889)",,,,
49151717,,Via Michelangelo Buonarroti,residential,False,False,55.055,"LINESTRING (11.5847698 43.5491289, 11.5850899 43.5486915)",,,,
561450771,,Via XXII Luglio,unclassified,False,True,64.948,"LINESTRING (11.5847698 43.5491289, 11.584386 43.5496425)",,,,
49151712,,Via Antonio Gramsci,residential,False,False,46.292,"LINESTRING (11.5856921 43.548157, 11.5858716 43.5482399, 11.5861848 43.5483708)",,,,
955432485,,Piazza Generale Caporali,residential,False,False,12.212,"LINESTRING (11.5856921 43.548157, 11.5856194 43.5481474, 11.5855749 43.5481476, 11.5855433 43.5481548)",,,,
49151712,,Via Antonio Gramsci,residential,False,True,46.292,"LINESTRING (11.5861848 43.5483708, 11.5858716 43.5482399, 11.5856921 43.548157)",,,,
49151717,,Via Michelangelo Buonarroti,residential,False,True,29.323,"LINESTRING (11.5852639 43.5484599, 11.5850899 43.5486915)",,,,
49151715,,Piazza Generale Caporali,residential,True,False,29.774,"LINESTRING (11.5852639 43.5484599, 11.5852674 43.5484174, 11.5852685 43.5483836, 11.5851836 43.5483314, 11.5850456 43.548284)",,,,
23577543,,Viale Europa,tertiary,False,True,101.685,"LINESTRING (11.5858618 43.549587, 11.5847698 43.5491289)",,,,
49151718,,Via Pratomagno,residential,True,False,59.959,"LINESTRING (11.5858618 43.549587, 11.5862005 43.5491069)",,,,
185773775,,Via Pratomagno,unclassified,False,True,60.623,"LINESTRING (11.5858618 43.549587, 11.5854948 43.5500629)",,,,
23577543,,Viale Europa,tertiary,False,False,85.75,"LINESTRING (11.5858618 43.549587, 11.5866513 43.5499072, 11.5867903 43.5499636)",,,,
49151719,,Via Arno,residential,False,False,69.096,"LINESTRING (11.5862005 43.5491069, 11.5869484 43.5494107)",,,,
266846993,,Via Arno,residential,True,False,100.722,"LINESTRING (11.5862005 43.5491069, 11.5850899 43.5486915)",,,,
49151717,,Via Michelangelo Buonarroti,residential,False,False,29.323,"LINESTRING (11.5850899 43.5486915, 11.5852639 43.5484599)",,,,
49151717,,Via Michelangelo Buonarroti,residential,False,True,55.055,"LINESTRING (11.5850899 43.5486915, 11.5847698 43.5491289)",,,,
49151719,,Via Arno,residential,False,True,69.096,"LINESTRING (11.5869484 43.5494107, 11.5862005 43.5491069)",,,,
86121161,,Via Ciuffenna,unclassified,False,False,40.322,"LINESTRING (11.5873388 43.5492302, 11.5875681 43.5489079)",,,,
266847021,,Via Tevere,residential,False,True,29.423,"LINESTRING (11.5873388 43.5492302, 11.5876584 43.5493581)",,,,
86121161,,Via Ciuffenna,unclassified,False,True,92.76,"LINESTRING (11.5873388 43.5492302, 11.5868597 43.5498709, 11.5867903 43.5499636)",,,,
49156856,,,residential,False,False,83.616,"LINESTRING (11.5875681 43.5489079, 11.5866526 43.5485541)",,,,
86121161,,Via Ciuffenna,unclassified,False,True,40.322,"LINESTRING (11.5875681 43.5489079, 11.5873388 43.5492302)",,,,
"[86121161, 180713145, 180713142]",,Via Ciuffenna,unclassified,False,False,96.162,"LINESTRING (11.5875681 43.5489079, 11.5877602 43.5486379, 11.587819 43.5485553, 11.5880489 43.5482739, 11.5881014 43.5482156, 11.5881636 43.5481602)",yes,2,,
266847021,,Via Tevere,residential,False,False,29.423,"LINESTRING (11.5876584 43.5493581, 11.5873388 43.5492302)",,,,
49151710,,Via Tevere,residential,False,True,85.908,"LINESTRING (11.5876584 43.5493581, 11.5876036 43.5494356, 11.5875985 43.5494647, 11.5876103 43.5494812, 11.5876656 43.5495114, 11.5883718 43.5497996)",,,,
266847021,,Via Tevere,residential,False,True,167.23000000000002,"LINESTRING (11.5876584 43.5493581, 11.589259 43.549997, 11.5893132 43.5500481, 11.5892404 43.5501504)",,,,
180713145,,Via Ciuffenna,unclassified,False,False,19.145,"LINESTRING (11.5883672 43.5479788, 11.5885189 43.5478463)",,2,,
180713145,,Via Ciuffenna,unclassified,False,True,26.002,"LINESTRING (11.5883672 43.5479788, 11.5881636 43.5481602)",,2,,
49156857,,Via del Fiume,unclassified,False,False,35.359,"LINESTRING (11.5883672 43.5479788, 11.5885441 43.5480379, 11.5887449 43.5481383)",,,,
180713145,,Via Ciuffenna,unclassified,False,True,19.145,"LINESTRING (11.5885189 43.5478463, 11.5883672 43.5479788)",,2,,
185773783,,Strada Provinciale Valdarno Casentinese,unclassified,True,False,26.7,"LINESTRING (11.5885189 43.5478463, 11.5886289 43.5476198)",,,,
185773741,,Strada Provinciale Valdarno Casentinese,unclassified,True,False,29.607,"LINESTRING (11.5886289 43.5476198, 11.5887053 43.5475226, 11.588873 43.5474274)",,,,
185773783,,Strada Provinciale Valdarno Casentinese,unclassified,True,False,104.541,"LINESTRING (11.5886289 43.5476198, 11.5886047 43.5474458, 11.588476 43.5473302, 11.5879624 43.5470249, 11.587843 43.5469209)",,,,
49151708,,Via Martin Luther King,residential,False,True,80.806,"LINESTRING (11.5883718 43.5497996, 11.5878675 43.5504277)",,,,
49151710,,Via Tevere,residential,False,True,80.136,"LINESTRING (11.5883718 43.5497996, 11.5892404 43.5501504)",,,,
49151710,,Via Tevere,residential,False,False,85.90799999999999,"LINESTRING (11.5883718 43.5497996, 11.5876656 43.5495114, 11.5876103 43.5494812, 11.5875985 43.5494647, 11.5876036 43.5494356, 11.5876584 43.5493581)",,,,
