osmid,lanes,name,highway,oneway,reversed,length,tunnel,geometry,ref,junction,bridge,maxspeed,access
"[22815392, 1183396523, 852575596, 22815408, 1183396529, 1207824343]","['2', '3']","['Via Feraldi', 'Via Martiri della Libertà', 'Piazza Eroi Sanremesi']",secondary,False,False,280.7510000000001,,"LINESTRING (7.7755589 43.8164258, 7.7751503 43.8169214, 7.7750121 43.8170548, 7.7748888 43.8171571, 7.7747764 43.8172537, 7.7746586 43.8173895, 7.7745891 43.817519, 7.7745643 43.8175684, 7.7745334 43.8176216, 7.7744822 43.8176974, 7.774407 43.8177759, 7.7742681 43.8178532, 7.7741917 43.8178826, 7.7740794 43.8179143, 7.7740154 43.8179274, 7.7739572 43.817934, 7.7738972 43.8179371, 7.7738008 43.8179381, 7.7737328 43.8179401, 7.7736802 43.8179463, 7.7736302 43.8179657, 7.7735968 43.817989, 7.7735571 43.8180227, 7.7734037 43.8181695, 7.7733526 43.8182184)",,,,,
327398267,,Corso Augusto Mombello,secondary,True,False,74.161,,"LINESTRING (7.7755589 43.8164258, 7.7755508 43.8163827, 7.775528 43.816337, 7.7754978 43.8163079, 7.7754671 43.8162605, 7.7754648 43.8162285, 7.7755025 43.8161817, 7.775785 43.815875, 7.7758132 43.8158506)",,,,,
325781608,,Via Pietro Agosti,secondary,True,False,22.231,,"LINESTRING (7.7724541 43.8190253, 7.7726237 43.8188672)",,,,,
41121507,,Via Pietro Agosti,secondary,False,True,276.84999999999997,,"LINESTRING (7.7724541 43.8190253, 7.7724238 43.819052, 7.7722257 43.8192263, 7.7716935 43.8196726, 7.7714026 43.8199112, 7.7710579 43.8201941, 7.771016 43.820225, 7.7709396 43.8202752, 7.7707133 43.8204054, 7.7704451 43.8205619, 7.7700177 43.8207684)",,,,,
22815437,,Via Zeffiro Massa,tertiary,True,False,172.83200000000002,,"LINESTRING (7.7756496 43.823766, 7.7756817 43.8236935, 7.7756943 43.8236391, 7.7757926 43.8232151, 7.7758528 43.823061, 7.7758944 43.8229767, 7.7759481 43.8229024, 7.7759986 43.8228435, 7.7762046 43.8225773, 7.776386 43.8223835, 7.7764262 43.8223406)",,,,,
22815576,2,Via Giovanni Borea,secondary,False,False,727.6219999999998,,"LINESTRING (7.7756496 43.823766, 7.7756733 43.8237639, 7.7756928 43.8237591, 7.7757112 43.8237511, 7.7757261 43.8237417, 7.7757401 43.8237294, 7.7757509 43.8237172, 7.7757747 43.8236864, 7.7757926 43.8236609, 7.7758956 43.8235061, 7.7759493 43.8234049, 7.775975 43.8233667, 7.7764192 43.8228621, 7.7764771 43.8228087, 7.7765224 43.8227736, 7.7765833 43.8227468, 7.7766535 43.8227227, 7.7767259 43.82272, 7.7768291 43.8227299, 7.7768839 43.8227361, 7.7770987 43.8227606, 7.7771956 43.8227632, 7.7772648 43.8227536, 7.7773372 43.8227308, 7.7773969 43.8227015, 7.7774603 43.8226591, 7.7777275 43.8224597, 7.7777355 43.8224532, 7.7779653 43.8222598, 7.7781601 43.8221019, 7.7782579 43.8220308, 7.7783277 43.8219963, 7.7784291 43.8219532, 7.7785435 43.8219269, 7.7786974 43.8219073, 7.7788495 43.8219049, 7.7795607 43.8218984, 7.779825 43.8219429, 7.7799382 43.8219766, 7.7801013 43.8220757, 7.7801871 43.8221871, 7.7802462 43.822315, 7.7802815 43.8223915, 7.7803262 43.8226073, 7.7802644 43.8229426, 7.7801426 43.8233801, 7.7801444 43.8235509, 7.7802558 43.8237662, 7.7805526 43.8242189, 7.7805481 43.8242775, 7.7805271 43.8243046, 7.780489 43.8243209)",,,,,
160108460,,Via Dante Alighieri,secondary,False,True,44.052,,"LINESTRING (7.7756496 43.823766, 7.7756194 43.8238184, 7.7754787 43.824058, 7.7754621 43.8240787, 7.7754402 43.8241021, 7.7754148 43.824122)",,,,,
1208084397,,Via Zeffiro Massa,tertiary,True,False,14.783999999999999,,"LINESTRING (7.7758441 43.8218202, 7.7757912 43.8217963, 7.7757672 43.8217872, 7.7757359 43.8217781, 7.7757072 43.8217725, 7.775676 43.8217708)",,,,,
1228079268,,Via Zeffiro Massa,tertiary,False,False,7.756,,"LINESTRING (7.7758441 43.8218202, 7.7758738 43.8218515, 7.7759016 43.8218762)",,,,,
22815438,2,Via Alessandro Volta,secondary,False,True,9.94,,"LINESTRING (7.7791379 43.820412, 7.7792564 43.8204381)",,,,,
22815438,2,Via Alessandro Volta,secondary,False,False,90.769,,"LINESTRING (7.7791379 43.820412, 7.7784845 43.8202681, 7.7783701 43.8202429, 7.7780558 43.8201737)",,,,,
29109010,,Via Giorgio Pallavicino,residential,True,False,134.95000000000002,,"LINESTRING (7.7791379 43.820412, 7.7797853 43.8193441, 7.7798104 43.8192996)",,,,,
22815489,1,Via Zeffiro Massa,secondary,True,False,12.611,,"LINESTRING (7.7757395 43.8216003, 7.7757276 43.8216415, 7.7757178 43.8216787, 7.775708 43.8217114)",,,,,
41128603,,Via Zeffiro Massa,tertiary_link,True,False,26.067999999999998,,"LINESTRING (7.7757395 43.8216003, 7.7757514 43.8216476, 7.7757659 43.8216903, 7.7757883 43.8217459, 7.775823 43.8217923, 7.7758441 43.8218202)",,,,,
41128604,,,secondary,False,True,8.508,,"LINESTRING (7.7755808 43.8217994, 7.7756126 43.8217973, 7.7756435 43.821789, 7.775676 43.8217708)",,circular,,,
1208084396,,Via San Francesco,secondary,True,False,13.567,,"LINESTRING (7.7755808 43.8217994, 7.7755539 43.8218069, 7.7755249 43.8218186, 7.7754915 43.8218368, 7.7754459 43.8218704)",,,,,
1208084403,,,secondary,False,False,10.855,,"LINESTRING (7.7755808 43.8217994, 7.7755572 43.821797, 7.7755347 43.8217914, 7.7755149 43.8217831, 7.7754974 43.8217721, 7.7754854 43.8217616, 7.7754743 43.8217473)",,circular,,,
1208084394,,Via San Francesco,secondary,False,True,13.372,,"LINESTRING (7.7749035 43.8238667, 7.7749613 43.8237539)",,,,,
1208084392,,Via Martiri delle Foibe,secondary,True,False,17.804000000000002,,"LINESTRING (7.7749035 43.8238667, 7.7747848 43.8238457, 7.774741 43.8238408, 7.7746857 43.8238387)",,,,,
"[41128162, 39179819, 39179820]",,Via Martiri delle Foibe,secondary,False,False,127.792,,"LINESTRING (7.7746857 43.8238387, 7.7746358 43.8238551, 7.7745824 43.8238816, 7.7745331 43.8239178, 7.7744965 43.8239644, 7.7744794 43.8240387, 7.7744808 43.8240742, 7.7744822 43.8241084, 7.7745003 43.824156, 7.7745398 43.8242078, 7.7745945 43.8242495, 7.7746695 43.824283, 7.7747627 43.8243021, 7.7748509 43.8243065, 7.7749336 43.8242943, 7.775001 43.8242766, 7.7752387 43.8241977, 7.7753316 43.8241653, 7.7753637 43.8241525, 7.7753869 43.8241412, 7.7754148 43.824122)",,,yes,,
1208084393,,Via Martiri delle Foibe,secondary,True,False,24.177,,"LINESTRING (7.7746857 43.8238387, 7.7747816 43.8238148, 7.7748294 43.8238044, 7.7748655 43.8237946, 7.7749124 43.8237777, 7.7749613 43.8237539)",,,,,
"[41128162, 39179819, 39179820]",,Via Martiri delle Foibe,secondary,False,True,127.792,,"LINESTRING (7.7754148 43.824122, 7.7753869 43.8241412, 7.7753637 43.8241525, 7.7753316 43.8241653, 7.7752387 43.8241977, 7.775001 43.8242766, 7.7749336 43.8242943, 7.7748509 43.8243065, 7.7747627 43.8243021, 7.7746695 43.824283, 7.7745945 43.8242495, 7.7745398 43.8242078, 7.7745003 43.824156, 7.7744822 43.8241084, 7.7744808 43.8240742, 7.7744794 43.8240387, 7.7744965 43.8239644, 7.7745331 43.8239178, 7.7745824 43.8238816, 7.7746358 43.8238551, 7.7746857 43.8238387)",,,yes,,
160108460,,Via Dante Alighieri,secondary,False,False,44.052,,"LINESTRING (7.7754148 43.824122, 7.7754402 43.8241021, 7.7754621 43.8240787, 7.7754787 43.824058, 7.7756194 43.8238184, 7.7756496 43.823766)",,,,,
"[328944556, 38893231]",,Via Francia,secondary,False,True,65.21699999999998,,"LINESTRING (7.776897 43.8198829, 7.7771587 43.8199509, 7.7772541 43.8199719, 7.7774947 43.8200243, 7.7775822 43.8200443, 7.7776698 43.8200643)",,,viaduct,,
"[1207824350, 28140022]",,"['Via Francia', 'Galleria Francia']",secondary,False,False,145.232,yes,"LINESTRING (7.776897 43.8198829, 7.7767637 43.8198454, 7.776629 43.8198023, 7.7762777 43.8196639, 7.7752977 43.8192734)",,,viaduct,,
22815547,,,residential,False,False,23.514999999999997,,"LINESTRING (7.7778627 43.8155037, 7.7779447 43.8154417, 7.777956 43.8154336, 7.7780402 43.8153695, 7.778065 43.8153507)",,,,,
"[854951235, 274782748, 854951244]",1,Via Nino Bixio,residential,True,False,295.485,,"LINESTRING (7.7778627 43.8155037, 7.777935 43.8155531, 7.7780391 43.8156368, 7.7781771 43.8157485, 7.7784374 43.8159794, 7.7785392 43.8160747, 7.7788349 43.8163315, 7.7788458 43.8163393, 7.7788716 43.8163651, 7.779139 43.8166263, 7.7791758 43.8166709, 7.7792126 43.8167154, 7.7793497 43.8168833, 7.7794275 43.8169799, 7.7794408 43.8169963, 7.7797145 43.8173634, 7.7798654 43.8175857, 7.7799092 43.8176533, 7.7798937 43.8176871)",,,yes,,
22815547,,,residential,False,True,23.515,,"LINESTRING (7.778065 43.8153507, 7.7780402 43.8153695, 7.777956 43.8154336, 7.7779447 43.8154417, 7.7778627 43.8155037)",,,,,
41124991,,,residential,True,False,10.474,,"LINESTRING (7.7781801 43.8153657, 7.7781569 43.8153743, 7.7781311 43.8153771, 7.7781054 43.8153738, 7.7780825 43.8153647, 7.778065 43.8153507)",,roundabout,,,
"[210384162, 210384164]",2,Corso Nazario Sauro,residential,False,False,130.507,,"LINESTRING (7.7781801 43.8153657, 7.7782759 43.8154203, 7.7783112 43.8154405, 7.778578 43.8156634, 7.7791152 43.8161568, 7.779151 43.8162028, 7.7791928 43.8162751)",,,,,
"[210384162, 210384164]",2,Corso Nazario Sauro,residential,False,True,130.50699999999998,,"LINESTRING (7.7791928 43.8162751, 7.779151 43.8162028, 7.7791152 43.8161568, 7.778578 43.8156634, 7.7783112 43.8154405, 7.7782759 43.8154203, 7.7781801 43.8153657)",,,,,
"[1163553049, 22815546, 22815549]",2,Sottopasso Croce Rossa,residential,False,False,128.717,yes,"LINESTRING (7.7791928 43.8162751, 7.7791985 43.8163159, 7.7792058 43.8163491, 7.7792368 43.8163881, 7.7793683 43.8165347, 7.7793919 43.8165882, 7.7793999 43.8166293, 7.7793853 43.81667, 7.7792486 43.8168546, 7.7789364 43.8171774, 7.7788965 43.8172194, 7.7788418 43.817277)",,,,,
1171227390,,Corso Trento Trieste,residential,False,False,17.928,,"LINESTRING (7.7791928 43.8162751, 7.7792477 43.8162681, 7.7793009 43.8162614, 7.7794129 43.8162473)",,,,,
22815576,2,Via Giovanni Borea,secondary,False,True,727.622,,"LINESTRING (7.780489 43.8243209, 7.7805271 43.8243046, 7.7805481 43.8242775, 7.7805526 43.8242189, 7.7802558 43.8237662, 7.7801444 43.8235509, 7.7801426 43.8233801, 7.7802644 43.8229426, 7.7803262 43.8226073, 7.7802815 43.8223915, 7.7802462 43.822315, 7.7801871 43.8221871, 7.7801013 43.8220757, 7.7799382 43.8219766, 7.779825 43.8219429, 7.7795607 43.8218984, 7.7788495 43.8219049, 7.7786974 43.8219073, 7.7785435 43.8219269, 7.7784291 43.8219532, 7.7783277 43.8219963, 7.7782579 43.8220308, 7.7781601 43.8221019, 7.7779653 43.8222598, 7.7777355 43.8224532, 7.7777275 43.8224597, 7.7774603 43.8226591, 7.7773969 43.8227015, 7.7773372 43.8227308, 7.7772648 43.8227536, 7.7771956 43.8227632, 7.7770987 43.8227606, 7.7768839 43.8227361, 7.7768291 43.8227299, 7.7767259 43.82272, 7.7766535 43.8227227, 7.7765833 43.8227468, 7.7765224 43.8227736, 7.7764771 43.8228087, 7.7764192 43.8228621, 7.775975 43.8233667, 7.7759493 43.8234049, 7.7758956 43.8235061, 7.7757926 43.8236609, 7.7757747 43.8236864, 7.7757509 43.8237172, 7.7757401 43.8237294, 7.7757261 43.8237417, 7.7757112 43.8237511, 7.7756928 43.8237591, 7.7756733 43.8237639, 7.7756496 43.823766)",,,,,
22815627,,Via San Francesco,secondary,True,False,145.52,,"LINESTRING (7.7755939 43.8205478, 7.7758211 43.820437, 7.7761898 43.8202694, 7.7764618 43.8201523, 7.7765299 43.820127, 7.7766105 43.8201097, 7.7768343 43.8200568, 7.7769508 43.8200221, 7.7770622 43.8199747, 7.7771664 43.8199122)",,,,,
"[1207824349, 22815631]",,,secondary_link,True,False,133.42499999999998,,"LINESTRING (7.7755939 43.8205478, 7.7756222 43.8205146, 7.7756547 43.8204814, 7.7756926 43.820452, 7.7757471 43.8204236, 7.7759022 43.8203482, 7.7763472 43.8201446, 7.7765011 43.8200793, 7.7765362 43.820068, 7.7768011 43.8199994, 7.7768558 43.8199815, 7.776886 43.8199648, 7.7769009 43.819948, 7.7769057 43.8199307, 7.7769054 43.8199089, 7.776897 43.8198829)",,,yes,,
160118788,,Via Astraldi,residential,False,False,29.978,,"LINESTRING (7.7770604 43.8190532, 7.7766939 43.8191057)",,,,,
328944559,,Via San Francesco,residential,True,False,76.696,,"LINESTRING (7.7770604 43.8190532, 7.7769277 43.818784, 7.777008 43.8186478, 7.7771306 43.8185595, 7.7772945 43.8185031)",,,,,
82457446,,Via Canessa,residential,True,False,116.588,,"LINESTRING (7.7772945 43.8185031, 7.7772834 43.8186334, 7.7774362 43.8189764, 7.7776033 43.8193654, 7.7776913 43.8193761, 7.7778104 43.81938)",,,,,
"[854261339, 328944559]",,Via San Francesco,residential,True,False,33.266999999999996,,"LINESTRING (7.7772945 43.8185031, 7.7773511 43.8184677, 7.7775748 43.8183605, 7.7776351 43.8183332)",,,,,
734528799,,Via Bartolomeo Asquasciati,residential,True,False,23.069000000000003,,"LINESTRING (7.7776351 43.8183332, 7.7777127 43.8183002, 7.7778991 43.8182532)",,,,,
22813959,2,Corso Giuseppe Garibaldi,residential,True,False,27.175,,"LINESTRING (7.7798104 43.8192996, 7.7797546 43.8192688, 7.7796523 43.819226, 7.7795126 43.8191862)",,,,,
823820967,,Via Fratelli Asquasciati,residential,False,True,72.815,,"LINESTRING (7.7699683 43.8154118, 7.7708239 43.8156301)",,,,,
41125021,,Via Fratelli Asquasciati,residential,True,False,84.897,,"LINESTRING (7.7699683 43.8154118, 7.7696966 43.8154112, 7.7696028 43.8154148, 7.7695288 43.8154472, 7.7694667 43.815504, 7.7693693 43.8155247, 7.7690006 43.8155101, 7.7689832 43.8155092, 7.7689663 43.8155122)",,,,,
823820967,,Via Fratelli Asquasciati,residential,False,False,72.815,,"LINESTRING (7.7708239 43.8156301, 7.7699683 43.8154118)",,,,,
1221436586,,,residential,False,False,83.956,,"LINESTRING (7.7708239 43.8156301, 7.7707584 43.8159488, 7.7713507 43.8160174)",,,,,
22815094,,Via Alessandro Manzoni,primary_link,True,False,23.509,,"LINESTRING (7.7795235 43.8176695, 7.7795148 43.8177033, 7.7794974 43.817732, 7.7793761 43.8178485)",,,,,
41189216,2,Via Roma,primary,True,False,70.591,,"LINESTRING (7.7795235 43.8176695, 7.7794824 43.8176305, 7.7794412 43.8176051, 7.7789342 43.8173597, 7.7788418 43.817277)",SS1,,,,
855819089,,Corso Augusto Mombello,primary,True,False,6.75,,"LINESTRING (7.7761192 43.815873, 7.7760705 43.8159225)",,roundabout,,,
648854516,2,Via Roma,primary,True,False,2.373,,"LINESTRING (7.7758824 43.8157586, 7.7759086 43.8157487)",SS1,roundabout,,,
82459701,,Salita San Romolo,unclassified,False,False,31.869999999999997,,"LINESTRING (7.773172 43.8218564, 7.7730682 43.8218599, 7.7728471 43.8219192, 7.7727902 43.8219249)",,,,,
"[330859513, 330859514, 330859516]",,"['Via Senatore Ernesto Marsaglia', 'Strada Senatore Ernesto Marsaglia', 'Via Dante Alighieri']",tertiary,False,True,337.8570000000001,,"LINESTRING (7.773172 43.8218564, 7.7732545 43.8217688, 7.773286 43.8216278, 7.7733274 43.8214991, 7.7734325 43.8213833, 7.7736597 43.8211494, 7.7740004 43.8207949, 7.7740517 43.820738, 7.7741158 43.8206715, 7.7741493 43.8206428, 7.774312 43.8204794, 7.7744907 43.8202876, 7.7745729 43.8201968, 7.7746442 43.8201323, 7.7746863 43.8201, 7.7747402 43.8200746, 7.7747854 43.8200851, 7.7748118 43.8200973, 7.7748245 43.8201221, 7.7748217 43.8201667, 7.7747528 43.8202592, 7.7747161 43.8203028, 7.7746643 43.8203589, 7.7746124 43.8204151, 7.7745607 43.8204714, 7.7745095 43.8205284, 7.7744885 43.8205518, 7.7744376 43.8206084, 7.7743867 43.820665, 7.7743323 43.8207198, 7.7742824 43.8207708, 7.7742348 43.8208133)",,,yes,,
330859505,,Giardini Regina Elena,residential,False,False,4.63,,"LINESTRING (7.774283 43.8208675, 7.7742305 43.8208848)",,,,,
330859505,,Giardini Regina Elena,residential,False,True,98.39499999999998,,"LINESTRING (7.774283 43.8208675, 7.7743343 43.8208204, 7.7745528 43.8205807, 7.7745814 43.8205505, 7.7746166 43.8205135, 7.7746521 43.8204765, 7.7746871 43.8204392, 7.7747215 43.8204018, 7.7747561 43.8203643, 7.7747906 43.8203269, 7.774825 43.8202894, 7.7748595 43.820252, 7.774894 43.8202146, 7.7748988 43.8202094, 7.7749336 43.8201718, 7.7749769 43.8201388)",,,,,
330859517,,Via Tapoletti,residential,False,True,114.04400000000001,,"LINESTRING (7.774283 43.8208675, 7.77436 43.8208524, 7.7744559 43.820765, 7.7745538 43.820672, 7.7747607 43.8205788, 7.7749286 43.8204894, 7.7750508 43.8203825, 7.7750924 43.8203443, 7.7752858 43.8201664)",,,,,
1207824344,4,Via Martiri della Libertà,secondary,False,True,39.62,,"LINESTRING (7.772833 43.8186917, 7.773146 43.8184161)",,,,,
1207824346,,Via Martiri della Libertà,secondary,True,False,16.916,,"LINESTRING (7.772833 43.8186917, 7.7728075 43.8187452, 7.772791 43.8187934, 7.7727851 43.8188391)",,,,,
41121501,,,secondary,True,False,12.511,,"LINESTRING (7.7727851 43.8188391, 7.7727941 43.8188567, 7.7727954 43.8188754, 7.7727889 43.8188936, 7.7727752 43.8189095, 7.7727556 43.8189218, 7.7727317 43.8189292)",,roundabout,,,
41121501,,,secondary,True,False,4.853,,"LINESTRING (7.7727317 43.8189292, 7.7727118 43.8189313, 7.7726917 43.8189299, 7.7726726 43.8189252)",,roundabout,,,
1090296454,,Via Martiri della Libertà,secondary,False,False,234.93699999999995,,"LINESTRING (7.7727317 43.8189292, 7.7727347 43.8189547, 7.7727315 43.8189812, 7.7727231 43.8190249, 7.7727101 43.8190696, 7.7726198 43.8193214, 7.7725007 43.8195196, 7.7722175 43.8197797, 7.7717962 43.8201457, 7.7714786 43.8204362, 7.7712753 43.8206121, 7.7711962 43.8206806)",,,,,
41121501,,,secondary,True,False,7.961,,"LINESTRING (7.7726726 43.8189252, 7.772652 43.8189153, 7.7726362 43.8189015, 7.7726265 43.818885, 7.7726237 43.8188672)",,roundabout,,,
325825397,,Via Pietro Agosti,secondary,True,False,21.024,,"LINESTRING (7.7726726 43.8189252, 7.772609 43.8189405, 7.7725507 43.8189661, 7.7724541 43.8190253)",,,,,
41121501,,,secondary,True,False,9.043,,"LINESTRING (7.7726889 43.8188089, 7.7727191 43.8188066, 7.7727439 43.8188121, 7.7727676 43.8188232, 7.7727851 43.8188391)",,roundabout,,,
1207824345,,Via Martiri della Libertà,secondary,True,False,17.421,,"LINESTRING (7.7726889 43.8188089, 7.772794 43.8187234, 7.772833 43.8186917)",,,,,
"[23364336, 160120086]",,"['Via Caduti del Lavoro', 'Via Isonzo']",tertiary,True,False,184.723,,"LINESTRING (7.7718378 43.8177256, 7.7718882 43.817727, 7.7719304 43.8177255, 7.7719713 43.8177335, 7.7720067 43.8177501, 7.7720333 43.8177739, 7.7720485 43.8178024, 7.7720507 43.8178329, 7.7720157 43.8179848, 7.7719978 43.818085, 7.7719943 43.8181357, 7.7720064 43.8181749, 7.7720941 43.8183622, 7.772109 43.8184255, 7.7721016 43.8184883, 7.7720344 43.8185878, 7.7719373 43.8186757, 7.7719199 43.8187024, 7.7719186 43.8187313, 7.7719324 43.8187531, 7.7719623 43.8187772, 7.7724541 43.8190253)",,,,,
41121505,1,Corso degli Inglesi,tertiary,True,False,241.658,,"LINESTRING (7.7699477 43.8185325, 7.7699679 43.8185829, 7.7700072 43.8186722, 7.7701188 43.8187775, 7.7702647 43.8188642, 7.7704278 43.8189013, 7.7705877 43.8188934, 7.7707117 43.8188561, 7.7709428 43.818697, 7.7710112 43.8186465, 7.7713137 43.8184019, 7.7715649 43.8182071, 7.7716813 43.8180805, 7.7717238 43.8180343, 7.7718097 43.8178299, 7.7718378 43.8177256)",,,,,
41121557,2,Corso degli Inglesi,secondary,False,False,279.755,,"LINESTRING (7.7699477 43.8185325, 7.7703238 43.8182016, 7.770359 43.8181703, 7.7705557 43.8180123, 7.7707468 43.8178565, 7.7708763 43.8177534, 7.7710227 43.8175802, 7.7711045 43.8174222, 7.7711402 43.8172478, 7.7711468 43.817174, 7.7711468 43.8170687, 7.7711468 43.8169634, 7.771144 43.8168536, 7.7711216 43.8168007, 7.7710609 43.8167405, 7.7709751 43.8166909, 7.7708523 43.8166512, 7.770812 43.8166414, 7.7705351 43.8165801)",,,,50,
41125018,,Corso degli Inglesi,residential,True,False,278.63800000000003,,"LINESTRING (7.7725491 43.8157273, 7.7727657 43.8157651, 7.772907 43.8158457, 7.773015 43.815923, 7.7730608 43.815988, 7.7730728 43.8160625, 7.7730655 43.8161459, 7.773017 43.8162663, 7.7729627 43.8163812, 7.7728827 43.816504, 7.7727237 43.8167151, 7.7727011 43.8167334, 7.7725698 43.8168395, 7.7722759 43.8170191, 7.7720525 43.81718, 7.7719693 43.8172714, 7.7719441 43.8173068, 7.771922 43.8173849, 7.7718512 43.8175271, 7.7718378 43.8177256)",,,,,
327699696,,Via Fratelli Asquasciati,residential,True,False,145.76799999999997,,"LINESTRING (7.7725491 43.8157273, 7.7725427 43.8157763, 7.7725159 43.8157962, 7.7724621 43.8158024, 7.7718078 43.8157361, 7.7711561 43.8156666, 7.7710063 43.815653, 7.7708239 43.8156301)",,,,,
1208084398,,,secondary,False,True,27.970000000000002,,"LINESTRING (7.775708 43.8217114, 7.7757052 43.8216926, 7.7756981 43.8216766, 7.7756867 43.8216616, 7.7756736 43.82165, 7.7756456 43.8216345, 7.7756143 43.8216256, 7.7755742 43.8216236, 7.7755365 43.8216307, 7.7755048 43.8216453, 7.7754846 43.8216619, 7.7754684 43.821687)",,circular,,,
1208084399,,,secondary,False,False,7.237,,"LINESTRING (7.775708 43.8217114, 7.7757055 43.821729, 7.7756973 43.8217474, 7.7756838 43.821764, 7.775676 43.8217708)",,circular,,,
364694633,,Via Antonio Canepa,residential,False,True,99.238,,"LINESTRING (7.775507 43.8226701, 7.7756824 43.8224649, 7.7759059 43.8222034, 7.7759541 43.8221293, 7.7759674 43.8221006, 7.775973 43.822072, 7.7759644 43.8220313, 7.7759354 43.8219482, 7.7759211 43.8219076, 7.7759016 43.8218762)",,,,,
22815627,,Via San Francesco,secondary,True,False,128.889,,"LINESTRING (7.7754684 43.821687, 7.7754643 43.8216369, 7.7754523 43.8215748, 7.7754367 43.8215231, 7.7754295 43.821479, 7.7754246 43.8214379, 7.7754249 43.8213966, 7.7754383 43.8213233, 7.775476 43.8212262, 7.775494 43.8211702, 7.7755066 43.8211122, 7.7755177 43.8210242, 7.7755224 43.8209344, 7.7755198 43.8207817, 7.7755194 43.820736, 7.7755234 43.820691, 7.7755311 43.8206526, 7.7755476 43.8206103, 7.7755723 43.820574, 7.7755939 43.8205478)",,,,,
1208084398,,,secondary,False,False,27.97,,"LINESTRING (7.7754684 43.821687, 7.7754846 43.8216619, 7.7755048 43.8216453, 7.7755365 43.8216307, 7.7755742 43.8216236, 7.7756143 43.8216256, 7.7756456 43.8216345, 7.7756736 43.82165, 7.7756867 43.8216616, 7.7756981 43.8216766, 7.7757052 43.8216926, 7.775708 43.8217114)",,circular,,,
1208084400,,,secondary,False,True,6.8469999999999995,,"LINESTRING (7.7754684 43.821687, 7.7754636 43.8217103, 7.7754659 43.8217283, 7.7754743 43.8217473)",,circular,,,
41128604,,,secondary,False,False,8.508,,"LINESTRING (7.775676 43.8217708, 7.7756435 43.821789, 7.7756126 43.8217973, 7.7755808 43.8217994)",,circular,,,
1208084399,,,secondary,False,True,7.237,,"LINESTRING (7.775676 43.8217708, 7.7756838 43.821764, 7.7756973 43.8217474, 7.7757055 43.821729, 7.775708 43.8217114)",,circular,,,
41189215,2,Corso Orazio Raimondo,primary,True,False,26.25,,"LINESTRING (7.7802207 43.8181556, 7.7799699 43.818004)",SS1,,,,
22813959,2,Corso Giuseppe Garibaldi,residential,True,False,56.987,,"LINESTRING (7.7794262 43.8191551, 7.7790968 43.8190455, 7.7787855 43.818934)",,,,,
41128655,,Via Venti Settembre,residential,True,False,105.654,,"LINESTRING (7.7794262 43.8191551, 7.779464 43.8191031, 7.779824 43.8186493, 7.7800216 43.8183886, 7.780074 43.818328)",,,,,
41165503,,Strada San Bartolomeo,residential,False,False,86.72999999999999,,"LINESTRING (7.7694765 43.8167118, 7.7696687 43.8166722, 7.7702978 43.8166371, 7.7705351 43.8165801)",,,,,
