osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction,bridge,lanes
82529199,SP406,Via Stella,tertiary,False,False,59.831,"LINESTRING (14.537871 40.9195562, 14.538414 40.9199043)",,,,
248796284,SP406,,unclassified,False,True,108.17899999999999,"LINESTRING (14.537871 40.9195562, 14.5377677 40.9194429, 14.5376375 40.9193061, 14.537302 40.9189385, 14.5371223 40.9187651)",,,,
580907991,SS367,Via San Paolo Belsito,secondary,False,True,53.64,"LINESTRING (14.537871 40.9195562, 14.5377279 40.919651, 14.5373971 40.9198794)",,,,
29491725,,Via Circumvallazione per Saviano,secondary,False,False,92.65299999999999,"LINESTRING (14.5341941 40.9188965, 14.5342924 40.9191374, 14.5345767 40.9196774)",,,,
1020251588,,Via Circumvallazione per Saviano,secondary,True,False,41.969,"LINESTRING (14.5341941 40.9188965, 14.5341209 40.9187824, 14.534033 40.9186902, 14.5339673 40.9186314, 14.5339109 40.9185891)",,,,
29491725,,Via Circumvallazione per Saviano,secondary,False,True,188.399,"LINESTRING (14.5355648 40.9211918, 14.5355076 40.9211476, 14.5354271 40.9210372, 14.5349104 40.9203113, 14.5345767 40.9196774)",,,,
30595749,SS367,Via San Paolo Belsito,residential,False,True,115.19300000000001,"LINESTRING (14.5355648 40.9211918, 14.5355062 40.9212621, 14.5348719 40.9216786, 14.5345274 40.9218611)",,,,
580907991,SS367,Via San Paolo Belsito,secondary,False,False,32.566,"LINESTRING (14.5355648 40.9211918, 14.5356417 40.9211649, 14.5358695 40.9210141)",,,,
30595749,SS367,Via San Paolo Belsito,residential,False,False,115.19300000000001,"LINESTRING (14.5345274 40.9218611, 14.5348719 40.9216786, 14.5355062 40.9212621, 14.5355648 40.9211918)",,,,
30595749,SS367,Via San Paolo Belsito,residential,False,True,75.518,"LINESTRING (14.5345274 40.9218611, 14.5341398 40.9219991, 14.5337351 40.9221802)",,,,
60960561,,Via Amerigo Vespucci,residential,True,False,253.64700000000005,"LINESTRING (14.5345274 40.9218611, 14.5344923 40.9219502, 14.534309 40.922436, 14.53425 40.9225633, 14.5342119 40.9226537, 14.5340295 40.9229946, 14.5337927 40.9233701, 14.5336972 40.9235686, 14.5336263 40.9237369, 14.5335734 40.9240158)",50,,,
60960487,,,residential,True,False,5.036,"LINESTRING (14.5335734 40.9240158, 14.5335994 40.9240271, 14.5336199 40.9240436)",,roundabout,,
30595756,SP217,,residential,True,False,34.926,"LINESTRING (14.5337866 40.9243711, 14.5336421 40.9242429, 14.5334876 40.9241557)",,,,
30595760,SP217,,residential,False,False,133.09199999999998,"LINESTRING (14.5337866 40.9243711, 14.5338594 40.9244944, 14.5338558 40.9246706, 14.5337306 40.9249985, 14.5336137 40.9255357)",,,,
30595767,SP217,,residential,True,False,47.771,"LINESTRING (14.5334543 40.924134, 14.5329424 40.923947)",,,,
60960487,,,residential,True,False,22.116999999999997,"LINESTRING (14.5334543 40.924134, 14.5334391 40.924112, 14.5334339 40.9240874, 14.5334393 40.9240629, 14.5334548 40.9240409, 14.5334787 40.9240238, 14.5335085 40.9240134, 14.5335412 40.9240106, 14.5335734 40.9240158)",,roundabout,,
30595767,SP217,,residential,True,False,130.38799999999998,"LINESTRING (14.5329424 40.923947, 14.5325869 40.9237715, 14.5321899 40.923529, 14.5318479 40.923287, 14.531759 40.9231974)",,,,
387525814,,,residential,False,True,130.065,"LINESTRING (14.5329424 40.923947, 14.5323903 40.9246011, 14.5321458 40.924949)",,,,
30595778,,,residential,False,False,41.847,"LINESTRING (14.5278354 40.922693, 14.5273379 40.922711)",,,,
30595782,,,residential,False,False,66.508,"LINESTRING (14.5278354 40.922693, 14.5278498 40.9227363, 14.5280833 40.9232609)",,,,
178472019,,Via Giacomo Imbroda,residential,True,False,166.88299999999998,"LINESTRING (14.5278354 40.922693, 14.528536 40.9226999, 14.5288498 40.9226946, 14.5292442 40.9226773, 14.5295536 40.9226555, 14.529818 40.9226341)",50,,,
30595778,,,residential,False,True,41.847,"LINESTRING (14.5273379 40.922711, 14.5278354 40.922693)",,,,
1160946877,,,residential,False,False,84.92,"LINESTRING (14.5273379 40.922711, 14.5273261 40.9225582, 14.5273295 40.9224607, 14.5273424 40.9223318, 14.5273462 40.9222966, 14.5273549 40.9222565, 14.5273822 40.9221781, 14.5274126 40.9221316, 14.5274332 40.9221033, 14.5274584 40.922049, 14.527465 40.9220035, 14.5274542 40.921965)",,,,
30595778,,,residential,False,False,99.68900000000001,"LINESTRING (14.5271609 40.9237228, 14.5271865 40.9237084, 14.5272327 40.9236824, 14.5272692 40.9236445, 14.5273322 40.923476, 14.5280833 40.9232609)",,,,
60960969,,Corso Tommaso Vitale,residential,False,True,114.679,"LINESTRING (14.5271609 40.9237228, 14.5272571 40.9239249, 14.5273332 40.9241049, 14.5273939 40.9243275, 14.5274156 40.92446, 14.5274142 40.9247268)",,,,
30595778,,,residential,False,True,99.68900000000001,"LINESTRING (14.5280833 40.9232609, 14.5273322 40.923476, 14.5272692 40.9236445, 14.5272327 40.9236824, 14.5271865 40.9237084, 14.5271609 40.9237228)",,,,
30595782,,,residential,False,True,66.508,"LINESTRING (14.5280833 40.9232609, 14.5278498 40.9227363, 14.5278354 40.922693)",,,,
30595794,,Via San Paolino,residential,False,False,9.556000000000001,"LINESTRING (14.5280833 40.9232609, 14.5281029 40.9233006, 14.5281231 40.9233414)",,,,
184421579,,Via San Felice,residential,False,True,73.769,"LINESTRING (14.5291606 40.9253582, 14.5283189 40.9255471)",,,,
30595794,,Via San Paolino,residential,False,True,241.283,"LINESTRING (14.5291606 40.9253582, 14.5288409 40.9247024, 14.5287791 40.9245685, 14.5286558 40.9243218, 14.5285039 40.9240294, 14.5283843 40.9238282, 14.52826 40.923691, 14.5281552 40.9234233, 14.5281231 40.9233414)",,,,
184421579,,Via San Felice,residential,False,False,80.57799999999999,"LINESTRING (14.5291606 40.9253582, 14.5294139 40.925293, 14.5296244 40.9252693, 14.5299572 40.9252532, 14.5300958 40.9252859)",,,,
60960487,,,residential,True,False,4.385,"LINESTRING (14.5336199 40.9240436, 14.533632 40.9240611, 14.5336378 40.9240803)",,roundabout,,
