osmid,oneway,lanes,name,highway,reversed,length,geometry,tunnel,maxspeed
70555949,True,2,Viale Europa,tertiary,False,169.782,"LINESTRING (12.9614762 37.9743209, 12.959547 37.9744575)",,
183317955,False,,Via Benedetto Croce,residential,False,58.642,"LINESTRING (12.9614762 37.9743209, 12.9615582 37.9748443)",,
183317955,False,,Via Benedetto Croce,residential,True,10.643,"LINESTRING (12.9614762 37.9743209, 12.9614625 37.9742258)",,
70555986,True,,Piazza della Repubblica,residential,False,41.755,"LINESTRING (12.9664787 37.979324, 12.9664671 37.9789486)",,
1068989832,False,,Piazza Castello,residential,False,15.552,"LINESTRING (12.9664787 37.979324, 12.9665251 37.979459)",,
70555980,True,2,Viale Europa,tertiary,False,75.504,"LINESTRING (12.9664394 37.9738364, 12.9672975 37.9737772)",,
183317959,True,,Via Santissimo Salvatore,residential,False,160.142,"LINESTRING (12.9664394 37.9738364, 12.9663697 37.9736143, 12.9660612 37.9726988, 12.9659781 37.9724429)",,
70555949,True,2,Viale Europa,tertiary,False,188.673,"LINESTRING (12.9664771 37.9739352, 12.9643351 37.9741024)",,
183317959,True,,Via Santissimo Salvatore,residential,False,11.472,"LINESTRING (12.9664771 37.9739352, 12.9664394 37.9738364)",,
1068989830,True,,Piazza della Repubblica,residential,False,42.304,"LINESTRING (12.9678909 37.9792254, 12.9674099 37.9792569)",,
70555967,False,,Via Madonna della Catena,unclassified,True,12.986999999999998,"LINESTRING (12.9678909 37.9792254, 12.9679438 37.9792791, 12.9679444 37.9793279)",,
183317955,False,,Via Benedetto Croce,residential,False,10.643,"LINESTRING (12.9614625 37.9742258, 12.9614762 37.9743209)",,
183317955,False,,Via Benedetto Croce,residential,True,41.19,"LINESTRING (12.9614625 37.9742258, 12.9614056 37.9738581)",,
70555980,True,2,Viale Europa,tertiary,False,159.574,"LINESTRING (12.9614625 37.9742258, 12.9621586 37.9741756, 12.9632753 37.974094)",,
70555986,True,,Piazza della Repubblica,residential,False,20.666,"LINESTRING (12.9680093 37.9780914, 12.9682448 37.9781005)",,
70555972,False,,Piazza della Repubblica,unclassified,False,20.573,"LINESTRING (12.9680093 37.9780914, 12.9679941 37.9782399, 12.967992 37.9782759)",,
183279577,True,,Corso Sei Aprile,tertiary,False,18.861,"LINESTRING (12.9611051 37.9804856, 12.9608912 37.980467)",,
70555972,False,,Piazza della Repubblica,unclassified,True,20.573,"LINESTRING (12.967992 37.9782759, 12.9679941 37.9782399, 12.9680093 37.9780914)",,
"[1068989830, 1068985391]",True,,Piazza della Repubblica,residential,False,105.952,"LINESTRING (12.967992 37.9782759, 12.9679843 37.9783366, 12.9678909 37.9792254)",,
