osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed,lanes,tunnel,access
30513946,Via Carlo Amirante,residential,False,False,64.535,"LINESTRING (16.5500448 38.6865098, 16.5504689 38.6860331)",,,,,,
30513904,Via Carlo Amirante,residential,True,False,99.20700000000001,"LINESTRING (16.5500448 38.6865098, 16.5500042 38.6865981, 16.5493861 38.6872342)",,,,,,
30513865,Via Kennedy,residential,False,False,10.661,"LINESTRING (16.5554116 38.6849557, 16.555385 38.6850493)",,,,,,
30513865,Via Kennedy,residential,False,True,40.616,"LINESTRING (16.5554116 38.6849557, 16.5554304 38.6848319, 16.555443 38.6847487, 16.5554595 38.6846397, 16.5554688 38.6845932)",,,,,,
30513873,Piazza Nettuno,residential,True,False,64.67200000000001,"LINESTRING (16.554904 38.6880719, 16.5547976 38.6880727, 16.5546948 38.6880512, 16.5546032 38.6880088, 16.5545295 38.6879488, 16.5544793 38.6878756, 16.5544561 38.6877945, 16.5544617 38.6877115)",roundabout,,,,,
30513887,Viale Cristoforo Colombo,residential,False,False,84.838,"LINESTRING (16.554904 38.6880719, 16.554271 38.688465, 16.5541278 38.6885344)",,,,,,
30513865,Via Kennedy,residential,False,False,11.133,"LINESTRING (16.5550858 38.6857654, 16.5550244 38.6858533)",,,,,,
30513865,Via Kennedy,residential,False,True,84.321,"LINESTRING (16.5550858 38.6857654, 16.555251 38.685498, 16.555278 38.685438, 16.555336 38.685263, 16.555385 38.6850493)",,,,,,
30513865,Via Kennedy,residential,False,True,10.661,"LINESTRING (16.555385 38.6850493, 16.5554116 38.6849557)",,,,,,
30513865,Via Kennedy,residential,False,False,84.321,"LINESTRING (16.555385 38.6850493, 16.555336 38.685263, 16.555278 38.685438, 16.555251 38.685498, 16.5550858 38.6857654)",,,,,,
30513923,Via Alcide De Gasperi,residential,False,True,143.23000000000002,"LINESTRING (16.555385 38.6850493, 16.5542957 38.6849605, 16.5541922 38.6853036, 16.5541597 38.6853802)",,,,,,
30513924,Via Giacomo Puccini,residential,False,False,28.573,"LINESTRING (16.5526464 38.686511, 16.5529069 38.6866681)",,,,,,
30513915,Via Domenico Cimarosa,residential,False,True,166.41500000000002,"LINESTRING (16.5526464 38.686511, 16.553155 38.685948, 16.5533741 38.6856971, 16.5537667 38.6852969)",,,,,,
30513924,Via Giacomo Puccini,residential,False,True,43.473,"LINESTRING (16.5526464 38.686511, 16.552574 38.6864733, 16.552449 38.6864081, 16.5523876 38.6863784, 16.5523455 38.6863581, 16.5522293 38.6862947)",,,,,,
173054955,,residential,False,False,6.314,"LINESTRING (16.553631 38.6852264, 16.5536645 38.685176)",,,,,,
30513918,Viale Aldo Moro,residential,True,False,78.859,"LINESTRING (16.553631 38.6852264, 16.5535332 38.6851666, 16.553186 38.6849535, 16.5529018 38.6848041)",,,,,,
30513946,Via Carlo Amirante,residential,False,True,5.83,"LINESTRING (16.5521666 38.6842931, 16.5521278 38.6843359)",,,,,,
30513921,Viale Aldo Moro,residential,True,False,38.262,"LINESTRING (16.5521666 38.6842931, 16.552204 38.6843163, 16.552512 38.6845069)",,,,,,
30513887,Viale Cristoforo Colombo,residential,False,False,108.933,"LINESTRING (16.5541278 38.6885344, 16.5540569 38.6885688, 16.553279 38.688898, 16.5532114 38.6889265, 16.5530262 38.6890036)",,,,,,
30513887,Viale Cristoforo Colombo,residential,False,True,84.838,"LINESTRING (16.5541278 38.6885344, 16.554271 38.688465, 16.554904 38.6880719)",,,,,,
30513865,Via Kennedy,residential,False,True,11.133,"LINESTRING (16.5550244 38.6858533, 16.5550858 38.6857654)",,,,,,
30513918,Viale Aldo Moro,residential,True,False,32.231,"LINESTRING (16.5550244 38.6858533, 16.5547001 38.6857121)",,,,,,
30513865,Via Kennedy,residential,False,False,43.074,"LINESTRING (16.5550244 38.6858533, 16.5549098 38.6860224, 16.5548042 38.6862003)",,,,,,
30513946,Via Carlo Amirante,residential,False,False,5.83,"LINESTRING (16.5521278 38.6843359, 16.5521666 38.6842931)",,,,,,
30513946,Via Carlo Amirante,residential,False,True,51.547,"LINESTRING (16.5521278 38.6843359, 16.5520339 38.6844234, 16.5519306 38.6845234, 16.5517553 38.6846969)",,,,,,
30513865,Via Kennedy,residential,False,False,51.373999999999995,"LINESTRING (16.5543412 38.6869212, 16.5542663 38.6870346, 16.5540701 38.6873319)",,,,,,
30513865,Via Kennedy,residential,False,True,50.828,"LINESTRING (16.5543412 38.6869212, 16.5545627 38.686565, 16.5546029 38.6865125)",,,,,,
30513829,Via San Giovanni Bosco,residential,True,False,48.04,"LINESTRING (16.5532609 38.6863011, 16.5536074 38.6859642)",,,,,,
30513858,Via 25 Aprile,residential,True,False,116.389,"LINESTRING (16.5532609 38.6863011, 16.5543412 38.6869212)",,,,,,
30513918,Viale Aldo Moro,residential,True,False,23.63,"LINESTRING (16.5547001 38.6857121, 16.554464 38.6856063)",,,,,,
30513829,Via San Giovanni Bosco,residential,True,False,44.859,"LINESTRING (16.5522312 38.6873537, 16.5525388 38.6870295)",,,,,,
30513883,Via Vittorio Veneto,residential,True,False,153.366,"LINESTRING (16.5522312 38.6873537, 16.553028 38.68785, 16.5535226 38.6881703, 16.5536103 38.6882153)",,,,,,
30513829,Via San Giovanni Bosco,residential,True,False,20.986,"LINESTRING (16.5525388 38.6870295, 16.5526762 38.6868742)",,,,,,
30513829,Via San Giovanni Bosco,residential,True,False,74.159,"LINESTRING (16.5516986 38.6878752, 16.5522312 38.6873537)",,,,,,
30513829,Via San Giovanni Bosco,residential,True,False,30.994,"LINESTRING (16.553907 38.6856728, 16.5541074 38.6854421)",,,,,,
30513832,Via Giorgio Amendola,residential,True,False,37.845,"LINESTRING (16.553907 38.6856728, 16.554253 38.6858799)",,,,,,
30513829,Via San Giovanni Bosco,residential,True,False,41.547,"LINESTRING (16.5536074 38.6859642, 16.553907 38.6856728)",,,,,,
30513832,Via Giorgio Amendola,residential,True,False,4.034,"LINESTRING (16.5544839 38.6860192, 16.5545217 38.6860403)",,,,,,
30513836,I traversa Aldo Moro,residential,True,False,38.965,"LINESTRING (16.5544839 38.6860192, 16.5547001 38.6857121)",,,,,,
30513828,II traversa Aldo Moro,residential,True,False,35.51,"LINESTRING (16.554253 38.6858799, 16.554464 38.6856063)",,,,,,
30513832,Via Giorgio Amendola,residential,True,False,25.329,"LINESTRING (16.554253 38.6858799, 16.5544839 38.6860192)",,,,,,
77066468,Piazza Renato Lio,residential,True,False,10.248,"LINESTRING (16.5517593 38.6859726, 16.5518004 38.686059)",,,,,,
30513916,,residential,False,True,163.451,"LINESTRING (16.5517593 38.6859726, 16.5519343 38.6857936, 16.5526106 38.685102, 16.5527572 38.6849521, 16.5529018 38.6848041)",,,,,,
649511380,Viale Cristoforo Colombo,residential,False,True,141.72,"LINESTRING (16.5504749 38.6901802, 16.5505203 38.69008, 16.5506217 38.6899865, 16.5508127 38.6899089, 16.5517033 38.6895467, 16.5518116 38.689506)",,,,,,
808691293,Viale Cristoforo Colombo,residential,True,False,21.075000000000003,"LINESTRING (16.5504749 38.6901802, 16.5504944 38.6901883, 16.5505095 38.6902009, 16.5505186 38.6902166, 16.5505208 38.6902337, 16.5505157 38.6902505, 16.550504 38.6902651, 16.5504869 38.6902761, 16.5504663 38.6902821, 16.5504442 38.6902826, 16.5504231 38.6902775, 16.5504052 38.6902675)",roundabout,,,,,
30513839,,residential,True,False,27.867,"LINESTRING (16.5477402 38.6905625, 16.548014 38.6904316)",,,,,,
30513840,,residential,False,False,39.878,"LINESTRING (16.5477402 38.6905625, 16.5473403 38.6907391)",,,,,,
30513840,,residential,False,True,57.073,"LINESTRING (16.5477402 38.6905625, 16.5482917 38.6904907, 16.548389 38.6904789)",,,,,,
30513918,Viale Aldo Moro,residential,True,False,35.937999999999995,"LINESTRING (16.554464 38.6856063, 16.5541551 38.6854655, 16.5541074 38.6854421)",,,,,,
1231724136,Via della Galleria,secondary,False,False,114.297,"LINESTRING (16.5457184 38.6919774, 16.545784 38.6917156, 16.545977 38.6910763, 16.5460132 38.6910127, 16.5460311 38.6909809)",,,,,,
30513850,,residential,True,False,23.002,"LINESTRING (16.5460311 38.6909809, 16.5462181 38.6910397, 16.546274 38.6910631)",,,,,,
1231724136,Via della Galleria,secondary,False,False,93.537,"LINESTRING (16.5460311 38.6909809, 16.5462384 38.6906598, 16.5466064 38.6902732)",,,,,,
