osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,tunnel,width
1197824815,True,Via Sant'Antonio,residential,False,30.874,"LINESTRING (14.1180493 42.5495366, 14.1179492 42.5495223, 14.117893 42.5495091, 14.1178474 42.5494972, 14.1178238 42.5494912, 14.1177526 42.5494683, 14.1176931 42.5494492)",,,,,
"[1197824816, 1197824817, 28118200]",False,Via Sant'Antonio,residential,True,116.535,"LINESTRING (14.1180493 42.5495366, 14.1184555 42.5496609, 14.1187021 42.5497343, 14.1188471 42.5497836, 14.1189198 42.5498068, 14.1189721 42.5498244, 14.1190252 42.5498487, 14.1192151 42.5499521, 14.1192459 42.5499734, 14.1192576 42.5499815, 14.1192929 42.5500203)",2,,,,
58325158,False,Via Italia,residential,True,57.215,"LINESTRING (14.1247855 42.5467432, 14.1242049 42.5464572)",,,,,
"[28118194, 1197824810]",False,Via Cristoforo Colombo,residential,False,92.403,"LINESTRING (14.1248387 42.5471861, 14.1246128 42.5473695, 14.1245488 42.5474203, 14.1241469 42.5477394, 14.1240742 42.5477971)",2,,,,
"[1106271599, 58325159]",True,Via Gabriele D'Annunzio,residential,False,50.025,"LINESTRING (14.1248387 42.5471861, 14.1248561 42.5471297, 14.1248587 42.5471002, 14.1248568 42.5470706, 14.124851 42.5470413, 14.1247878 42.5468327, 14.1247855 42.5467432)",1,,,,
1106271600,False,Via Cristoforo Colombo,residential,False,110.30799999999999,"LINESTRING (14.1228283 42.5488162, 14.122753 42.5488756, 14.122737 42.5488884, 14.121948 42.5495116, 14.1219099 42.5495417)",2,,,,
1197824810,False,Via Cristoforo Colombo,residential,True,53.861000000000004,"LINESTRING (14.1228283 42.5488162, 14.122936 42.5487285, 14.1229523 42.5487151, 14.1232685 42.5484564)",2,,,,
28118196,True,Via Ernesto Romani,residential,False,74.616,"LINESTRING (14.1214585 42.5480777, 14.1222134 42.5484532)",,,,,
28118197,False,Via Luigi Settembrini,residential,False,54.71,"LINESTRING (14.1214585 42.5480777, 14.1210993 42.5484925)",,,,,
28118197,False,Via Luigi Settembrini,residential,True,59.505,"LINESTRING (14.1206888 42.548934, 14.1210993 42.5484925)",,,,,
28118198,True,Via Benedetto Croce,residential,False,27.024,"LINESTRING (14.1206888 42.548934, 14.1204058 42.5488091)",,,,,
28118199,False,Via Benedetto Croce,residential,False,103.33500000000001,"LINESTRING (14.1204058 42.5488091, 14.1202439 42.548998, 14.1201105 42.5491637, 14.1197153 42.5495864)",,,,,
28118199,False,Via Benedetto Croce,residential,True,59.384,"LINESTRING (14.1192929 42.5500203, 14.1193785 42.5499386, 14.1194417 42.5498696, 14.1197153 42.5495864)",,,,,
"[28118200, 1197824817, 1197824816]",False,Via Sant'Antonio,residential,False,116.535,"LINESTRING (14.1192929 42.5500203, 14.1192576 42.5499815, 14.1192459 42.5499734, 14.1192151 42.5499521, 14.1190252 42.5498487, 14.1189721 42.5498244, 14.1189198 42.5498068, 14.1188471 42.5497836, 14.1187021 42.5497343, 14.1184555 42.5496609, 14.1180493 42.5495366)",2,,,,
111301228,True,Via Spezzaferro,residential,False,58.527,"LINESTRING (14.1192929 42.5500203, 14.1192417 42.5500719, 14.1188714 42.5504453)",,,,,
58325151,False,Via Pescara,residential,False,27.324,"LINESTRING (14.123625 42.544642, 14.1239058 42.5447746)",,,,,
"[111165379, 209503453]",False,Via C. Totaro,"['residential', 'unclassified']",True,707.3919999999999,"LINESTRING (14.1184722 42.5484818, 14.1179912 42.5483127, 14.1174981 42.5481538, 14.1171795 42.5480345, 14.1169059 42.5479033, 14.1166416 42.5477553, 14.1159803 42.5473008, 14.1159105 42.5472283, 14.1158605 42.5471533, 14.1158527 42.5470727, 14.115884 42.5469746, 14.1160716 42.546728, 14.1161147 42.5466387, 14.116115 42.546571, 14.116081 42.5465123, 14.1160007 42.546443, 14.1158937 42.5464079, 14.1157794 42.5463996, 14.1156599 42.5464233, 14.1155927 42.5464901, 14.1153725 42.546831, 14.1151654 42.5471104, 14.1150574 42.54723, 14.1147796 42.547564, 14.1145081 42.5478803, 14.1143386 42.5480778, 14.1142297 42.5482136, 14.1141292 42.548339, 14.1138338 42.5487076, 14.1137072 42.5488218, 14.1136421 42.5488552, 14.1135376 42.5488838)",,50,,,
1197824813,False,Via Roma,primary,False,115.827,"LINESTRING (14.1184722 42.5484818, 14.1183853 42.5485893, 14.1183595 42.5486212, 14.1178471 42.5492551, 14.1178056 42.5493065, 14.1177488 42.5493768)",2,50,SS16,,
1197824813,False,Via Roma,primary,True,137.561,"LINESTRING (14.1184722 42.5484818, 14.1186547 42.5482492, 14.1188977 42.5479396, 14.1190001 42.547809, 14.1190721 42.5477136, 14.1193036 42.547407)",2,50,SS16,,
58325156,True,Via Genova,residential,False,53.934,"LINESTRING (14.1229534 42.5458492, 14.1233136 42.5454432)",2,,,,
58325158,False,Via Italia,residential,False,61.456,"LINESTRING (14.1229534 42.5458492, 14.1235823 42.5461505)",,,,,
58325151,False,Via Pescara,residential,False,47.074,"LINESTRING (14.1239058 42.5447746, 14.1243767 42.5450172)",,,,,
58325151,False,Via Pescara,residential,True,27.324,"LINESTRING (14.1239058 42.5447746, 14.123625 42.544642)",,,,,
58325161,False,Via Michelangelo,residential,False,66.081,"LINESTRING (14.1223492 42.5475159, 14.1216418 42.5472303)",,,,,
58325161,False,Via Michelangelo,residential,True,91.397,"LINESTRING (14.1223492 42.5475159, 14.1233256 42.5479136)",,,,,
58325161,False,Via Michelangelo,residential,False,37.064,"LINESTRING (14.1236735 42.5481267, 14.1233256 42.5479136)",,,,,
1197824810,False,Via Cristoforo Colombo,residential,True,49.2,"LINESTRING (14.1236735 42.5481267, 14.1240742 42.5477971)",2,,,,
1197824810,False,Via Cristoforo Colombo,residential,False,49.444,"LINESTRING (14.1236735 42.5481267, 14.1236167 42.548173, 14.1232685 42.5484564)",2,,,,
58325161,False,Via Michelangelo,residential,False,91.397,"LINESTRING (14.1233256 42.5479136, 14.1223492 42.5475159)",,,,,
58325161,False,Via Michelangelo,residential,True,37.064,"LINESTRING (14.1233256 42.5479136, 14.1236735 42.5481267)",,,,,
111301236,False,,residential,True,47.994,"LINESTRING (14.1233256 42.5479136, 14.1229308 42.5482325)",,,,,
111165347,False,Via Roma,primary,True,66.449,"LINESTRING (14.1200171 42.5464921, 14.1204218 42.5459742)",2,50,SS16,,
"[111165362, 96986916, 111165343]",False,Via della Torre,residential,True,309.43899999999996,"LINESTRING (14.1200171 42.5464921, 14.1191997 42.5460913, 14.11838 42.5457064, 14.1176055 42.5453097, 14.1175398 42.5453141, 14.1174848 42.5453343, 14.1172568 42.5455186, 14.1171737 42.5454574, 14.1170176 42.5453629, 14.1169507 42.5453136)",,20,,yes,
111165347,False,Via Roma,primary,False,42.024,"LINESTRING (14.1200171 42.5464921, 14.1199672 42.5465541, 14.1197555 42.5468172)",2,50,SS16,,
1106271600,False,Via Cristoforo Colombo,residential,False,39.166,"LINESTRING (14.1219099 42.5495417, 14.1216006 42.5498103)",2,,,,
28118198,True,Via Benedetto Croce,residential,False,121.057,"LINESTRING (14.1219099 42.5495417, 14.1215016 42.5492917, 14.1210445 42.5490965, 14.1206888 42.548934)",,,,,
1106271600,False,Via Cristoforo Colombo,residential,True,110.308,"LINESTRING (14.1219099 42.5495417, 14.121948 42.5495116, 14.122737 42.5488884, 14.122753 42.5488756, 14.1228283 42.5488162)",2,,,,
58325150,True,Via Torino,residential,False,57.508,"LINESTRING (14.122727 42.54708, 14.1223492 42.5475159)",,,,,
111165371,False,Via Bari,residential,False,59.059,"LINESTRING (14.122727 42.54708, 14.1233266 42.5473749)",,,,,
58325156,True,Via Genova,residential,False,78.533,"LINESTRING (14.1216418 42.5472303, 14.1221841 42.5466479)",2,,,,
58325161,False,Via Michelangelo,residential,False,28.391,"LINESTRING (14.1216418 42.5472303, 14.121344 42.5470997)",,,,,
58325161,False,Via Michelangelo,residential,True,66.081,"LINESTRING (14.1216418 42.5472303, 14.1223492 42.5475159)",,,,,
58325150,True,Via Torino,residential,False,109.966,"LINESTRING (14.1235823 42.5461505, 14.1228291 42.5469691)",,,,,
58325158,False,Via Italia,residential,False,36.207,"LINESTRING (14.1235823 42.5461505, 14.1239497 42.5463315)",,,,,
58325158,False,Via Italia,residential,True,61.456,"LINESTRING (14.1235823 42.5461505, 14.1229534 42.5458492)",,,,,
58325161,False,Via Michelangelo,residential,True,28.391,"LINESTRING (14.121344 42.5470997, 14.1216418 42.5472303)",,,,,
111165356,False,Via Francesco Paolo Michetti,residential,False,78.053,"LINESTRING (14.120611 42.5443511, 14.1214826 42.5446346)",2,,,,
96986915,True,Via Tintoretto,residential,False,147.976,"LINESTRING (14.1204218 42.5459742, 14.1188849 42.545275)",,,,,
111165347,False,Via Roma,primary,False,66.449,"LINESTRING (14.1204218 42.5459742, 14.1200171 42.5464921)",2,50,SS16,,
34435140,False,Via Statale Sud,primary,True,172.454,"LINESTRING (14.1204218 42.5459742, 14.1204634 42.5459217, 14.1208649 42.5454147, 14.1214826 42.5446346)",2,50,SS16,,
111165357,False,Via Tintoretto,residential,True,55.958,"LINESTRING (14.1182969 42.5450189, 14.1188849 42.545275)",1,,,,
111165356,False,Via Francesco Paolo Michetti,residential,True,78.053,"LINESTRING (14.1214826 42.5446346, 14.120611 42.5443511)",2,,,,
34435140,False,Via Statale Sud,primary,False,172.454,"LINESTRING (14.1214826 42.5446346, 14.1208649 42.5454147, 14.1204634 42.5459217, 14.1204218 42.5459742)",2,50,SS16,,
111165357,False,Via Tintoretto,residential,False,55.958,"LINESTRING (14.1188849 42.545275, 14.1182969 42.5450189)",1,,,,
111302188,False,Via Arrigo Rossi,residential,False,73.963,"LINESTRING (14.1205256 42.550671, 14.1199312 42.5511717)",2,,,,
1106271600,False,Via Cristoforo Colombo,residential,True,54.598,"LINESTRING (14.1205256 42.550671, 14.120969 42.5503044)",2,,,,
111301217,True,Via Sant'Antonio,residential,False,124.27799999999999,"LINESTRING (14.1205256 42.550671, 14.1202735 42.5505212, 14.1192929 42.5500203)",,,,,
"[1082562518, 98095567]",False,Contrada Santo Stefano,residential,"[False, True]",47.803,"LINESTRING (14.1135376 42.5488838, 14.113467 42.5491247, 14.1135313 42.5492009, 14.1135783 42.549288)",2,,,,
"[111165379, 209503453]",False,Via C. Totaro,"['unclassified', 'residential']",False,707.3920000000002,"LINESTRING (14.1135376 42.5488838, 14.1136421 42.5488552, 14.1137072 42.5488218, 14.1138338 42.5487076, 14.1141292 42.548339, 14.1142297 42.5482136, 14.1143386 42.5480778, 14.1145081 42.5478803, 14.1147796 42.547564, 14.1150574 42.54723, 14.1151654 42.5471104, 14.1153725 42.546831, 14.1155927 42.5464901, 14.1156599 42.5464233, 14.1157794 42.5463996, 14.1158937 42.5464079, 14.1160007 42.546443, 14.116081 42.5465123, 14.116115 42.546571, 14.1161147 42.5466387, 14.1160716 42.546728, 14.115884 42.5469746, 14.1158527 42.5470727, 14.1158605 42.5471533, 14.1159105 42.5472283, 14.1159803 42.5473008, 14.1166416 42.5477553, 14.1169059 42.5479033, 14.1171795 42.5480345, 14.1174981 42.5481538, 14.1179912 42.5483127, 14.1184722 42.5484818)",,50,,,
111302193,True,Via Marinelli,residential,False,105.296,"LINESTRING (14.1186226 42.5522599, 14.1185793 42.5522357, 14.1183493 42.5520886, 14.1180924 42.5519542, 14.1176454 42.5517342, 14.1175838 42.5517042)",,,,,
844179944,False,Via Arrigo Rossi,residential,False,57.019000000000005,"LINESTRING (14.1186226 42.5522599, 14.118533 42.5523328, 14.1181555 42.5526401)",2,,,,
844179944,False,Via Arrigo Rossi,residential,True,45.221000000000004,"LINESTRING (14.1186226 42.5522599, 14.1187113 42.5521852, 14.1189859 42.5519537)",2,,,,
98095572,True,Via Santo Stefano,residential,False,218.855,"LINESTRING (14.1151266 42.5489038, 14.1155818 42.5490058, 14.1166238 42.5492177, 14.1175332 42.5494065, 14.1176931 42.5494492)",,,,,
"[1082562518, 98095567]",False,Contrada Santo Stefano,residential,"[False, True]",47.803,"LINESTRING (14.1135783 42.549288, 14.1135313 42.5492009, 14.113467 42.5491247, 14.1135376 42.5488838)",2,,,,
