osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,width,junction
26331342,False,Corso Roma,secondary,True,36.288,"LINESTRING (15.7261519 41.7030185, 15.7263064 41.7029416, 15.7265334 41.7028609)",,,,,
1148986723,True,Corso Roma,secondary,False,12.129,"LINESTRING (15.7261519 41.7030185, 15.7260945 41.7030517, 15.7260411 41.7030894)",,,,,
93183549,False,Via Gian Lorenzo Bernini,residential,True,44.866,"LINESTRING (15.7236457 41.7037042, 15.7237695 41.7038815, 15.7237203 41.7040817)",,,,,
96045159,False,Viale della Gioventù,residential,False,95.24199999999999,"LINESTRING (15.7236457 41.7037042, 15.7237401 41.7035568, 15.7238345 41.7033838, 15.7239232 41.7032386, 15.7240577 41.7030185, 15.724138 41.7029325)",,,,,
97113504,False,Via Volturno,residential,True,40.162,"LINESTRING (15.7254996 41.7052588, 15.7250168 41.7052819)",,,,,
585784619,True,Corso Roma,secondary,False,23.697,"LINESTRING (15.7254996 41.7052588, 15.7255203 41.705135, 15.7255385 41.7050477)",1,SP44BIS,50,,
141140971,False,Via Carlo Poerio,residential,True,43.273,"LINESTRING (15.7296805 41.7042686, 15.7298103 41.7038917)",,,,,
401604118,True,Via Carlo Poerio,residential,False,64.321,"LINESTRING (15.7296805 41.7042686, 15.7294635 41.7048239)",,,,,
585784622,True,Via Gabriele D'Annunzio,residential,False,27.438,"LINESTRING (15.7296805 41.7042686, 15.7293626 41.7043361)",1,,,,
96046619,False,Via Foggia,secondary,False,32.523,"LINESTRING (15.7300264 41.7042382, 15.7301365 41.7039575)",,,,,
"[96046619, 26331388]",False,Via Foggia,secondary,True,75.18100000000001,"LINESTRING (15.7300264 41.7042382, 15.729897 41.704568, 15.7297821 41.7048892)",,,,,
585784622,True,Via Gabriele D'Annunzio,residential,False,30.375999999999998,"LINESTRING (15.7300264 41.7042382, 15.729828 41.7042137, 15.7296805 41.7042686)",1,,,,
162140434,True,Corso Regina Margherita,residential,False,65.674,"LINESTRING (15.7275305 41.7073113, 15.7275505 41.7073371, 15.7275586 41.7073743, 15.7277033 41.707373, 15.7278358 41.7073731, 15.728098 41.7073556, 15.7282538 41.7073276)",1,,,,
162141030,False,Via Nazario Sauro,residential,False,30.499,"LINESTRING (15.7275305 41.7073113, 15.7275411 41.707271, 15.7275506 41.7070379)",,,,,
