osmid,oneway,highway,reversed,length,geometry,bridge,lanes,ref,name,maxspeed
40068772,True,primary_link,False,78.49900000000001,"LINESTRING (8.2064332 44.8296688, 8.2061049 44.829749, 8.2059994 44.8297765, 8.2058961 44.8298048, 8.2058003 44.8298394, 8.2057277 44.8298721, 8.2056819 44.829898, 8.2056328 44.8299344, 8.2055685 44.8299905)",,,,,
954656142,False,secondary,False,77.0,"LINESTRING (8.2064332 44.8296688, 8.2060348 44.8297033, 8.2054627 44.8297446)",,,,,
"[954656146, 40068771, 954656141]",False,secondary,False,112.001,"LINESTRING (8.2047228 44.8297565, 8.204452 44.8297439, 8.2041703 44.8297275, 8.2040108 44.8297138, 8.2038664 44.8297, 8.2037679 44.8296856, 8.2036758 44.8296712, 8.2033728 44.8296172, 8.2033221 44.8296074)",yes,,,,
954656144,False,secondary,True,58.39,"LINESTRING (8.2047228 44.8297565, 8.2048371 44.8297585, 8.2050651 44.8297587, 8.2054627 44.8297446)",,,,,
40068770,False,secondary,False,56.818,"LINESTRING (8.2033221 44.8296074, 8.2030961 44.8295645, 8.2026321 44.8294607)",,,,,
"[954656146, 40068771, 954656141]",False,secondary,True,112.00099999999999,"LINESTRING (8.2033221 44.8296074, 8.2033728 44.8296172, 8.2036758 44.8296712, 8.2037679 44.8296856, 8.2038664 44.8297, 8.2040108 44.8297138, 8.2041703 44.8297275, 8.204452 44.8297439, 8.2047228 44.8297565)",yes,,,,
653481666,True,primary_link,False,63.53600000000001,"LINESTRING (8.2018366 44.8292237, 8.2020927 44.829266, 8.2022656 44.8292914, 8.202362 44.8292981, 8.2024598 44.8292947, 8.2025392 44.8292791, 8.2026147 44.8292457)",,,,,
954656138,False,secondary,True,68.04400000000001,"LINESTRING (8.2018366 44.8292237, 8.2021543 44.8293193, 8.2026321 44.8294607)",,,,,
947247091,False,primary,False,234.563,"LINESTRING (8.2067153 44.8279491, 8.2061461 44.8282227, 8.2058108 44.8283944, 8.2054767 44.828577, 8.2051344 44.82878, 8.2047485 44.8290214, 8.2043986 44.8292653)",,2,SS456,Strada statale 456 del Turchino,70
40068768,False,primary_link,False,131.74799999999996,"LINESTRING (8.2038877 44.8304851, 8.2039628 44.8305087, 8.204058 44.8305345, 8.2041594 44.8305539, 8.2042737 44.8305672, 8.2043221 44.8305708, 8.2044231 44.8305743, 8.2045604 44.8305704, 8.2047226 44.8305461, 8.2048626 44.8305144, 8.2050032 44.8304705, 8.2051089 44.830419, 8.2051954 44.8303665, 8.2052692 44.830309, 8.2053565 44.8302135)",,,,,
40068768,False,primary_link,True,131.74800000000002,"LINESTRING (8.2053565 44.8302135, 8.2052692 44.830309, 8.2051954 44.8303665, 8.2051089 44.830419, 8.2050032 44.8304705, 8.2048626 44.8305144, 8.2047226 44.8305461, 8.2045604 44.8305704, 8.2044231 44.8305743, 8.2043221 44.8305708, 8.2042737 44.8305672, 8.2041594 44.8305539, 8.204058 44.8305345, 8.2039628 44.8305087, 8.2038877 44.8304851)",,,,,
40068769,True,primary_link,False,31.476,"LINESTRING (8.2053565 44.8302135, 8.2053961 44.8301334, 8.2054061 44.8301099, 8.2054145 44.8300797, 8.2054187 44.8300446, 8.2054182 44.8300165, 8.205406 44.8299823, 8.2053855 44.8299405)",,,,,
