osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,tunnel,junction
48503667,2,SS7,Via Vitruvio,tertiary,False,False,89.937,"LINESTRING (13.6095199 41.2569307, 13.6086058 41.2565522, 13.6085777 41.2565402)",,,,
48503667,2,SS7,Via Vitruvio,tertiary,False,True,98.48100000000001,"LINESTRING (13.6095199 41.2569307, 13.6095883 41.2569605, 13.6096665 41.2569987, 13.6097587 41.2570467, 13.6098055 41.2570735, 13.6098455 41.2570988, 13.609883 41.2571262, 13.6099232 41.2571576, 13.6099955 41.2572204, 13.6100375 41.2572587, 13.6100711 41.2572932, 13.6101125 41.2573394, 13.6102138 41.2575077, 13.6102672 41.2575877)",,,,
"[187756496, 48546977]",,,Via Benedetto Tallini,unclassified,False,False,185.42900000000003,"LINESTRING (13.6095199 41.2569307, 13.6096142 41.25688, 13.6096957 41.2568412, 13.6098991 41.2567428, 13.6103955 41.2564796, 13.6104274 41.2564665, 13.6104633 41.2564563, 13.6105024 41.2564487, 13.6105455 41.2564441, 13.6105808 41.2564432, 13.6106242 41.2564443, 13.6106649 41.2564478, 13.6107012 41.2564541, 13.6107419 41.2564648, 13.6107771 41.2564775, 13.6110827 41.2566438, 13.6113917 41.256812)",yes,,,
778602841,2,SS7,Via Vitruvio,tertiary,False,True,55.093,"LINESTRING (13.6113846 41.2583768, 13.6119923 41.2585686)",,,,
48503670,2,,Via Vitruvio,tertiary,False,True,25.067,"LINESTRING (13.6113846 41.2583768, 13.6114654 41.2582626, 13.6115255 41.2581778)",,,,
180260221,2,SS7,Via Vitruvio,tertiary,False,False,32.906,"LINESTRING (13.6113846 41.2583768, 13.6112675 41.2583363, 13.6111103 41.2582748, 13.6110338 41.2582428)",,,,
48492986,1,SR213,Lungomare della Repubblica,primary,True,False,50.548,"LINESTRING (13.6121709 41.2577328, 13.6120188 41.257687, 13.6118801 41.2576413, 13.6117441 41.2575925, 13.6116215 41.2575437)",,50,,
547291869,,,Via Vitruvio,primary_link,True,False,39.79800000000001,"LINESTRING (13.6121709 41.2577328, 13.6121034 41.2577419, 13.6120567 41.2577499, 13.6120213 41.2577577, 13.6119833 41.2577679, 13.6119492 41.2577781, 13.611911 41.2577935, 13.6118768 41.257809, 13.611861 41.2578168, 13.6117497 41.2578849)",,,,
48492986,1,SR213,Lungomare della Repubblica,primary,True,False,88.511,"LINESTRING (13.6131596 41.2580177, 13.6126209 41.257864, 13.6121709 41.2577328)",,50,,
48503670,2,,Via Vitruvio,tertiary,False,False,37.617999999999995,"LINESTRING (13.6117497 41.2578849, 13.6115743 41.2581015, 13.6115493 41.2581442, 13.6115255 41.2581778)",,,,
332924876,,,,primary_link,True,False,40.268,"LINESTRING (13.6117497 41.2578849, 13.6117455 41.2577937, 13.6117422 41.2577655, 13.6117353 41.2577317, 13.6117258 41.2576959, 13.611712 41.2576673, 13.6116956 41.2576367, 13.611681 41.2576153, 13.6116215 41.2575437)",,,,
48502508,,,Via Pasquale Testa,residential,False,False,56.291000000000004,"LINESTRING (13.6031652 41.2577056, 13.6034079 41.2577655, 13.6038257 41.2577744)",,,,
