osmid,name,highway,oneway,reversed,length,geometry,tunnel,ref
135232288,Via Michelina Valente,residential,False,False,16.171,"LINESTRING (15.565216 41.8408992, 15.5651285 41.8407692)",,
910662748,Via Torre Mileto,tertiary,False,False,7.26,"LINESTRING (15.565216 41.8408992, 15.5651935 41.8409623)",,
910662748,Via Torre Mileto,tertiary,False,True,11.447,"LINESTRING (15.565216 41.8408992, 15.5652705 41.8408046)",,
911390382,Via Tarantone,residential,False,False,30.221,"LINESTRING (15.5644848 41.8427374, 15.5641502 41.8426291)",,
911390382,Via Tarantone,residential,False,True,20.851,"LINESTRING (15.5644848 41.8427374, 15.5647111 41.8428195)",,
911700081,Via Roberto Ardigò,residential,False,True,13.469,"LINESTRING (15.5644848 41.8427374, 15.5646128 41.8426627)",,
911698488,Via Ottorino Respighi,residential,False,True,58.214,"LINESTRING (15.5593778 41.8415389, 15.5598804 41.841173)",,
135232280,Via Marcello Mastroianni,residential,False,False,96.043,"LINESTRING (15.5593778 41.8415389, 15.5593824 41.8419753, 15.5593993 41.8420624, 15.5594661 41.8421309, 15.5595957 41.842197, 15.5597712 41.84224)",,
135232284,Via Adriatico,residential,False,True,62.271,"LINESTRING (15.5641408 41.8376799, 15.56483 41.8374564)",,
236227211,Via Alcide De Gasperi,residential,False,False,21.823,"LINESTRING (15.5641408 41.8376799, 15.5642546 41.8378569)",,
135232284,Via Adriatico,residential,False,False,55.751000000000005,"LINESTRING (15.5641408 41.8376799, 15.5638495 41.8379177, 15.5636871 41.8380502)",,
135232280,Via Marcello Mastroianni,residential,False,False,56.937,"LINESTRING (15.5597712 41.84224, 15.5601104 41.8422673, 15.5604563 41.8422772)",,
135232280,Via Marcello Mastroianni,residential,False,True,96.043,"LINESTRING (15.5597712 41.84224, 15.5595957 41.842197, 15.5594661 41.8421309, 15.5593993 41.8420624, 15.5593824 41.8419753, 15.5593778 41.8415389)",,
135232287,Via degli Ausoni,residential,False,False,24.389,"LINESTRING (15.5687388 41.8384181, 15.5684638 41.8383398)",,
911693118,Via dei Sanniti,residential,False,False,70.469,"LINESTRING (15.5687388 41.8384181, 15.5689997 41.8378149)",,
"[911700041, 911693118]","['Via dei Sanniti', 'Via dei Liguri']",residential,False,True,101.79599999999999,"LINESTRING (15.5687388 41.8384181, 15.5684319 41.8390679, 15.5681438 41.8389952)",,
910648920,Via Giacomo Matteotti,residential,False,False,9.615,"LINESTRING (15.5684568 41.8345511, 15.5683573 41.8345956)",,
910648920,Via Giacomo Matteotti,residential,False,True,9.451,"LINESTRING (15.5684568 41.8345511, 15.568561 41.8345165)",,
910655303,Via Raffaele Paolucci,residential,False,False,23.212,"LINESTRING (15.5684568 41.8345511, 15.5686581 41.8346963)",,
910655305,Via Antonio Gramsci,tertiary,False,False,20.228,"LINESTRING (15.5669615 41.8378768, 15.5668653 41.838044)",,
910655305,Via Antonio Gramsci,tertiary,False,True,15.37,"LINESTRING (15.5669615 41.8378768, 15.5670325 41.8377491)",,
911700034,Via degli Ausoni,residential,False,True,30.318,"LINESTRING (15.5669615 41.8378768, 15.5672977 41.8379845)",,
911693117,Via Giorgione,residential,False,False,94.885,"LINESTRING (15.5669615 41.8378768, 15.5660861 41.8380349, 15.5661495 41.8382109)",,
236227432,,residential,False,False,15.79,"LINESTRING (15.566297 41.8366098, 15.56648 41.8366495)",,
910648920,Via Giacomo Matteotti,residential,False,False,16.003,"LINESTRING (15.566297 41.8366098, 15.5662144 41.8367399)",,
910648920,Via Giacomo Matteotti,residential,False,True,47.227,"LINESTRING (15.566297 41.8366098, 15.5664729 41.8362058)",,
236227234,,tertiary,True,False,43.144,"LINESTRING (15.5628379 41.8422486, 15.5631976 41.841968)",,
236227407,Via delle Camelie,residential,False,False,43.302,"LINESTRING (15.5628379 41.8422486, 15.5631974 41.8425313)",,
911698490,Via Lauro,tertiary,False,False,19.449,"LINESTRING (15.5628379 41.8422486, 15.5626779 41.8423766)",,
135232288,Via Michelina Valente,residential,False,False,20.01,"LINESTRING (15.5643438 41.8396027, 15.5642432 41.8394391)",,
135232288,Via Michelina Valente,residential,False,True,19.117,"LINESTRING (15.5643438 41.8396027, 15.5644472 41.8397564)",,
236227506,Via Aristotele,residential,False,False,54.782,"LINESTRING (15.5643438 41.8396027, 15.5637492 41.8398183)",,
911693103,Via Giacomo Brodolini,residential,False,True,77.23,"LINESTRING (15.5643438 41.8396027, 15.5651809 41.839297)",,
236227194,Via Cicerone,residential,False,False,20.678,"LINESTRING (15.5706058 41.8371685, 15.5704592 41.837018)",,
911700014,Via Marziale,residential,False,True,19.37,"LINESTRING (15.5706058 41.8371685, 15.5704214 41.8372756)",,
236227283,,tertiary,True,False,44.226,"LINESTRING (15.563307 41.8420587, 15.5628379 41.8422486)",,
911390382,Via Tarantone,residential,False,True,23.799,"LINESTRING (15.563307 41.8420587, 15.5634453 41.8422463)",,
911697115,Via San Francesco D'Assisi,residential,False,False,13.559,"LINESTRING (15.563307 41.8420587, 15.5631976 41.841968)",,
911700080,Via Vincenzo Cuoco,tertiary,False,True,69.551,"LINESTRING (15.563307 41.8420587, 15.5640677 41.841794)",,
236227461,Via Eduardo Scarpetta,residential,False,False,65.237,"LINESTRING (15.5604563 41.8422772, 15.5610196 41.8418672)",,
911697399,Via Ettore Petrolini,residential,False,False,19.946,"LINESTRING (15.5604563 41.8422772, 15.5606286 41.8424025)",,
135232280,Via Marcello Mastroianni,residential,False,True,56.937,"LINESTRING (15.5604563 41.8422772, 15.5601104 41.8422673, 15.5597712 41.84224)",,
910655305,Via Antonio Gramsci,tertiary,False,False,18.666,"LINESTRING (15.5672655 41.8373299, 15.5671793 41.837485)",,
910655305,Via Antonio Gramsci,tertiary,False,True,18.606,"LINESTRING (15.5672655 41.8373299, 15.5673527 41.8371757)",,
911700029,Via dei Marruccini,residential,False,False,18.001,"LINESTRING (15.5672655 41.8373299, 15.567468 41.8373886)",,
236227343,Via Donatello,residential,False,True,101.027,"LINESTRING (15.5672655 41.8373299, 15.5671891 41.8373119, 15.5665924 41.836787, 15.56648 41.8366495)",,
405777988,Via San Francesco D'Assisi,residential,False,True,5.437,"LINESTRING (15.5628137 41.8415785, 15.5628095 41.8415297)",,
911697115,Via San Francesco D'Assisi,residential,False,True,19.548,"LINESTRING (15.5628137 41.8415785, 15.5629573 41.841718)",,
911697116,Via Lidia Borelli,residential,False,False,69.134,"LINESTRING (15.5628137 41.8415785, 15.5622284 41.8420217)",,
911697113,Piazza Stadio,residential,False,False,21.427,"LINESTRING (15.5628137 41.8415785, 15.5627192 41.841546, 15.5626129 41.8414624)",,
236227460,Via Sant'Anselmo,residential,False,False,27.476,"LINESTRING (15.5620329 41.8402198, 15.5623332 41.8401149)",,
911697114,Via San Francesco D'Assisi,residential,False,False,19.835,"LINESTRING (15.5620329 41.8402198, 15.5620486 41.8403978)",,
911697114,Via San Francesco D'Assisi,residential,False,True,21.284,"LINESTRING (15.5620329 41.8402198, 15.5620361 41.8400284)",,
135232288,Via Michelina Valente,residential,False,True,11.184,"LINESTRING (15.5634591 41.8382363, 15.5635191 41.8383264)",,
135232284,Via Adriatico,residential,False,False,60.173,"LINESTRING (15.5634591 41.8382363, 15.5630532 41.8385439, 15.5629499 41.8386222)",,
135232284,Via Adriatico,residential,False,True,28.018,"LINESTRING (15.5634591 41.8382363, 15.5636497 41.8380807, 15.5636871 41.8380502)",,
135232285,Via degli Etruschi,residential,False,False,14.35,"LINESTRING (15.5676024 41.836566, 15.5677409 41.8366435)",,
910655305,Via Antonio Gramsci,tertiary,False,False,21.139,"LINESTRING (15.5676024 41.836566, 15.5675409 41.8367505)",,
910655305,Via Antonio Gramsci,tertiary,False,True,34.326,"LINESTRING (15.5676024 41.836566, 15.5677182 41.8362696)",,
135232282,Via Taranto,residential,False,False,14.234,"LINESTRING (15.5659725 41.8383706, 15.5659606 41.8382429)",,
135232282,Via Taranto,residential,False,True,5.667,"LINESTRING (15.5659725 41.8383706, 15.565969 41.8384215)",,
236227488,Via Filippo Turati,residential,False,True,46.526,"LINESTRING (15.5659725 41.8383706, 15.5654584 41.8383906, 15.5654134 41.8384002)",,
135232285,Via degli Etruschi,residential,False,True,22.063,"LINESTRING (15.5689323 41.8372972, 15.5687112 41.8371866)",,
236227168,Via Orazio,residential,False,False,9.978,"LINESTRING (15.5689323 41.8372972, 15.5690332 41.8373462)",,
236227168,Via Orazio,residential,False,True,11.633,"LINESTRING (15.5689323 41.8372972, 15.5688797 41.8372002)",,
910648937,Via dei Marsi,residential,False,False,52.003,"LINESTRING (15.5689323 41.8372972, 15.5687495 41.8377446)",,
135232285,Via degli Etruschi,residential,False,False,12.217,"LINESTRING (15.5685932 41.8371207, 15.5687112 41.8371866)",,
135232285,Via degli Etruschi,residential,False,True,10.085,"LINESTRING (15.5685932 41.8371207, 15.5684959 41.8370662)",,
910655307,Via Cornelio Tacito,residential,False,False,15.214,"LINESTRING (15.5685932 41.8371207, 15.5687413 41.8370398)",,
910655304,Via Torre Mileto,tertiary,False,False,18.456,"LINESTRING (15.5659339 41.8396398, 15.5658485 41.8397931)",,
911693090,Via Antonio Gramsci,tertiary,False,True,22.779,"LINESTRING (15.5659339 41.8396398, 15.56605 41.8394541)",,
