osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,width
78069744,Via Benedetto Croce,residential,False,False,59.054,,,"LINESTRING (16.8012654 40.6283049, 16.8010273 40.6278055)",,
78069744,Via Benedetto Croce,residential,False,True,29.026,,,"LINESTRING (16.8012654 40.6283049, 16.8013782 40.6285515)",,
92203610,,residential,True,False,88.319,SP19,,"LINESTRING (16.8012654 40.6283049, 16.8022529 40.6280419)",,
92203610,,residential,True,False,39.966,SP19,,"LINESTRING (16.8000351 40.6286357, 16.8004815 40.6285157)",,
121116509,Via Alcide De Gasperi,residential,False,False,59.624,,,"LINESTRING (16.8000351 40.6286357, 16.8002581 40.6291445)",,
121116509,Via Alcide De Gasperi,residential,False,True,58.949,,,"LINESTRING (16.8000351 40.6286357, 16.799809 40.6281341)",,
78069719,Via Michelangelo Buonarroti,unclassified,False,False,41.749,,50,"LINESTRING (16.7958027 40.6308546, 16.7956557 40.6312131)",,
135737383,Via Gabriele D'Annunzio,residential,False,False,78.566,,,"LINESTRING (16.7958027 40.6308546, 16.7966759 40.6306095)",,
195202220,Via Michelangelo Buonarroti,residential,False,False,59.161,,,"LINESTRING (16.7958027 40.6308546, 16.7958581 40.6306424, 16.7958932 40.6303278)",,
78069735,Via Virgilio,residential,False,True,66.77,,,"LINESTRING (16.8005968 40.6268847, 16.7998507 40.6270845)",,
78069744,Via Benedetto Croce,residential,False,True,54.545,,,"LINESTRING (16.8005968 40.6268847, 16.8008129 40.627347)",,
78069735,Via Virgilio,residential,False,False,21.116,,,"LINESTRING (16.8005968 40.6268847, 16.8007317 40.6268485, 16.8008327 40.6268214)",,
121116505,Via Duca d'Aosta,residential,False,True,51.688,,,"LINESTRING (16.8009104 40.6294633, 16.8007094 40.6290242)",,
268927937,Via Aldo Moro,residential,False,True,10.204,,,"LINESTRING (16.8009104 40.6294633, 16.8007965 40.6294941)",,
268927937,Via Aldo Moro,residential,False,False,72.418,,,"LINESTRING (16.8009104 40.6294633, 16.8014314 40.6293236, 16.8017195 40.6292463)",,
92203611,Via Roma,secondary,True,False,36.142,,,"LINESTRING (16.7983026 40.6285329, 16.7981714 40.6282235)",,
179583842,Via Col di Lana,residential,True,False,50.982,,,"LINESTRING (16.7983026 40.6285329, 16.797731 40.6286813)",,
78069695,Via Giosuè Carducci,residential,True,False,50.28,,,"LINESTRING (16.7987481 40.6295492, 16.7981895 40.6297065)",,
179583843,Via Roma,secondary,False,False,52.252,,50,"LINESTRING (16.7987481 40.6295492, 16.798937 40.6299536, 16.7989517 40.6299929)",,
179583843,Via Roma,secondary,False,True,59.150999999999996,,50,"LINESTRING (16.7987481 40.6295492, 16.7986473 40.6293138, 16.7985302 40.6290436)",,
93080894,Via San Francesco,residential,False,False,32.711,,,"LINESTRING (16.8022529 40.6280419, 16.802519 40.6282558)",,
93080894,Via San Francesco,residential,False,True,64.491,,,"LINESTRING (16.8022529 40.6280419, 16.8017414 40.627611)",,
78069719,Via Michelangelo Buonarroti,unclassified,False,True,37.762,,50,"LINESTRING (16.7950991 40.6338722, 16.7952482 40.633552)",,
195928896,Via Michelangelo Buonarroti,tertiary,False,False,13.493,SP19,50,"LINESTRING (16.7950991 40.6338722, 16.7950415 40.6339854)",,
