osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge,width,tunnel
19823650,True,Via Guglielmo Marconi,unclassified,False,157.518,"LINESTRING (9.1446833 44.3652937, 9.1445353 44.3650459, 9.1444242 44.3648619, 9.1444016 44.3648245, 9.1439319 44.3640559, 9.1438994 44.3639928)",1,,,,,,
51705382,False,Via Trieste,residential,False,21.077,"LINESTRING (9.1456697 44.364978, 9.1454268 44.365054)",2,,50,,,,
51705382,False,Via Trieste,residential,True,49.241,"LINESTRING (9.1456697 44.364978, 9.1462349 44.3647968)",2,,50,,,,
19823748,True,Via Milano,residential,False,54.339,"LINESTRING (9.1456697 44.364978, 9.1456319 44.364915, 9.1453792 44.3645357)",,,,,,,
470375659,False,Via Venezia,residential,False,105.553,"LINESTRING (9.1456697 44.364978, 9.1456997 44.3650382, 9.1461238 44.3657558, 9.1461812 44.3658539)",,,,,,,
674126114,False,Via Roma,primary,False,30.712,"LINESTRING (9.1439005 44.3616633, 9.1437293 44.3614157)",2,,50,,,,
674148125,False,Via Roma,primary,True,4.094,"LINESTRING (9.1439005 44.3616633, 9.1439206 44.3616972)",2,,50,,,,
674526613,True,Piazza San Giovanni Bono,unclassified,False,37.47,"LINESTRING (9.1439005 44.3616633, 9.1439915 44.3616379, 9.1442892 44.3615506, 9.1443408 44.3615468)",,,,,,,
19823873,True,Piazza San Giovanni Bono,unclassified,False,27.805,"LINESTRING (9.1443408 44.3615468, 9.1444324 44.361589, 9.1445652 44.3617326)",,,,,,,
674148125,False,Via Roma,primary,False,4.094,"LINESTRING (9.1439206 44.3616972, 9.1439005 44.3616633)",2,,50,,,,
45378616,False,Via Roma,primary,True,86.78,"LINESTRING (9.1439206 44.3616972, 9.1441089 44.3619944, 9.1442288 44.3621868, 9.1443229 44.362338, 9.1443731 44.3624073)",2,,50,,,,
19823873,True,Piazza San Giovanni Bono,unclassified,False,36.624,"LINESTRING (9.1445652 44.3617326, 9.1447086 44.3618904, 9.1445456 44.3619701)",,,,,,,
19823917,True,Via San Giovanni Battista,residential,False,120.328,"LINESTRING (9.1445652 44.3617326, 9.1446701 44.3616674, 9.1453385 44.3612367, 9.1454463 44.3613098, 9.1456863 44.3614274, 9.1457155 44.3614415)",,,,,,,
45378633,False,Via Fortunio Liceti,residential,True,25.443,"LINESTRING (9.1457155 44.3614415, 9.1455353 44.3616306)",,,,,,,
55214130,True,Via Fortunio Liceti,residential,False,29.159,"LINESTRING (9.1457155 44.3614415, 9.1459249 44.3612262)",,,,,,,
51704505,True,,primary,False,9.479,"LINESTRING (9.1416866 44.3625715, 9.141647 44.3625688, 9.1416123 44.3625549, 9.1415883 44.3625323)",2,,50,roundabout,,,
51704500,False,Via Ippolito d'Aste,primary,True,4.822,"LINESTRING (9.1428521 44.3627934, 9.1427915 44.3627952)",2,,50,,,,
55212795,False,Via Ippolito d'Aste,primary,False,21.83,"LINESTRING (9.1428521 44.3627934, 9.1431261 44.3627804)",2,,50,,,,
24479153,False,Passeggiata Punta Sant'Anna,residential,True,139.371,"LINESTRING (9.1428521 44.3627934, 9.1427669 44.3627376, 9.1413832 44.3621114)",,,,,,,
19823873,True,Piazza San Giovanni Bono,unclassified,False,44.260000000000005,"LINESTRING (9.1445456 44.3619701, 9.1445455 44.3619701, 9.1443285 44.3616662, 9.1442822 44.3616201)",,,,,,,
470385754,False,Via Milite Ignoto,residential,False,346.0799999999999,"LINESTRING (9.1438141 44.3653551, 9.143735 44.365227, 9.1434972 44.3649106, 9.1433412 44.3646877, 9.1431928 44.3644855, 9.1429521 44.3642022, 9.1428101 44.3640454, 9.142676 44.3639496, 9.1425794 44.3638767, 9.1425258 44.363823, 9.1424882 44.363731, 9.1424614 44.3636197, 9.1422576 44.363428, 9.1421449 44.3633091, 9.1420591 44.363194, 9.141991 44.3630446, 9.1419598 44.3629355, 9.1419196 44.362822, 9.1418723 44.3626186)",,,,,,,
"[24479521, 470385754]",False,"[""Via Salvo D'Acquisto"", 'Via Milite Ignoto']","['residential', 'unclassified']","[False, True]",517.6349999999999,"LINESTRING (9.1438141 44.3653551, 9.1439107 44.3654715, 9.1439871 44.3655387, 9.1441234 44.3656261, 9.1441709 44.3656671, 9.1442009 44.3657145, 9.1442138 44.3658186, 9.1442347 44.3658722, 9.1443377 44.3660156, 9.1444353 44.3661435, 9.144488 44.3661906, 9.1445329 44.3662307, 9.144606 44.3663877, 9.1448182 44.3669697, 9.1449864 44.3673966, 9.1450191 44.3675403, 9.1449483 44.3677073, 9.1448492 44.3678338, 9.1446722 44.3680362, 9.1444953 44.3681678, 9.144452 44.3682754, 9.1444599 44.3683348, 9.1445944 44.3684005, 9.1450262 44.3684309, 9.1450545 44.3684309, 9.1453093 44.368436, 9.1454296 44.3684916, 9.145443 44.3685686, 9.1453838 44.3686081, 9.1453317 44.3686228, 9.1452615 44.3686254, 9.1451112 44.3686145, 9.1450133 44.3685832, 9.1449216 44.3685511, 9.1447382 44.3685184)",,,30,,,,
24479521,False,Via Salvo D'Acquisto,unclassified,False,312.45099999999996,"LINESTRING (9.1447382 44.3685184, 9.1445962 44.3685121, 9.1441845 44.3685067, 9.1441201 44.3684867, 9.1440481 44.3684191, 9.1440335 44.3683519, 9.1440747 44.3682322, 9.1441891 44.3680316, 9.1442311 44.3679146, 9.1442015 44.3677768, 9.1441673 44.3675977, 9.1441301 44.36744, 9.144081 44.3673121, 9.1440525 44.3672458, 9.143954 44.3671206, 9.1438506 44.3670485, 9.1437228 44.3669592, 9.1434781 44.3667432, 9.1432094 44.3664754, 9.143152 44.3664001)",,,30,,,,
"[24479521, 470385754]",False,"[""Via Salvo D'Acquisto"", 'Via Milite Ignoto']","['unclassified', 'residential']","[False, True]",517.635,"LINESTRING (9.1447382 44.3685184, 9.1449216 44.3685511, 9.1450133 44.3685832, 9.1451112 44.3686145, 9.1452615 44.3686254, 9.1453317 44.3686228, 9.1453838 44.3686081, 9.145443 44.3685686, 9.1454296 44.3684916, 9.1453093 44.368436, 9.1450545 44.3684309, 9.1450262 44.3684309, 9.1445944 44.3684005, 9.1444599 44.3683348, 9.144452 44.3682754, 9.1444953 44.3681678, 9.1446722 44.3680362, 9.1448492 44.3678338, 9.1449483 44.3677073, 9.1450191 44.3675403, 9.1449864 44.3673966, 9.1448182 44.3669697, 9.144606 44.3663877, 9.1445329 44.3662307, 9.144488 44.3661906, 9.1444353 44.3661435, 9.1443377 44.3660156, 9.1442347 44.3658722, 9.1442138 44.3658186, 9.1442009 44.3657145, 9.1441709 44.3656671, 9.1441234 44.3656261, 9.1439871 44.3655387, 9.1439107 44.3654715, 9.1438141 44.3653551)",,,30,,,,
88028017,False,Via Salvo D'Acquisto,residential,False,189.51200000000003,"LINESTRING (9.1447382 44.3685184, 9.1446696 44.3685546, 9.1438349 44.3685247, 9.1437882 44.3685327, 9.1437627 44.3685657, 9.1437877 44.3685892, 9.1450535 44.3688595)",,,,,,,
24479521,False,Via Salvo D'Acquisto,unclassified,True,6.129,"LINESTRING (9.1431151 44.3663517, 9.143152 44.3664001)",,,30,,,,
24479521,False,Via Salvo D'Acquisto,unclassified,False,106.73900000000002,"LINESTRING (9.1431151 44.3663517, 9.1430837 44.366228, 9.1429945 44.3661197, 9.1427145 44.365933, 9.1426184 44.3658436, 9.1425627 44.365765, 9.1424674 44.3655412)",,,30,,,,
88028013,False,Via dell'Alloro,unclassified,False,143.828,"LINESTRING (9.1431151 44.3663517, 9.1430838 44.3664496, 9.1432518 44.3666861, 9.1433101 44.366878, 9.1432861 44.36707, 9.1432526 44.3671456, 9.1432072 44.3672482, 9.1429947 44.367447, 9.1429776 44.3675478)",,,,,,,
24479521,False,Via Salvo D'Acquisto,unclassified,True,106.73899999999999,"LINESTRING (9.1424674 44.3655412, 9.1425627 44.365765, 9.1426184 44.3658436, 9.1427145 44.365933, 9.1429945 44.3661197, 9.1430837 44.366228, 9.1431151 44.3663517)",,,30,,,,
567297766,False,Via privata Bellavista,residential,False,128.95600000000002,"LINESTRING (9.1424674 44.3655412, 9.1423751 44.365601, 9.1423389 44.3656048, 9.1423094 44.3655981, 9.1422665 44.3655578, 9.1421968 44.365508, 9.1421713 44.3655022, 9.142123 44.365507, 9.1421109 44.3655387, 9.1421257 44.3655799, 9.1421539 44.3656182, 9.1421874 44.3656853, 9.1421914 44.3657294, 9.1421834 44.3657486, 9.1419795 44.3658109, 9.1419473 44.3657946, 9.1416952 44.3654303)",,,,,,,
51704500,False,Via Ippolito d'Aste,primary,True,25.62,"LINESTRING (9.142174 44.3626996, 9.1418723 44.3626186)",2,,50,,,,
51704500,False,Via Ippolito d'Aste,primary,False,50.25,"LINESTRING (9.142174 44.3626996, 9.1426486 44.362779, 9.1427915 44.3627952)",2,,50,,,,
19823650,True,Via Guglielmo Marconi,unclassified,False,65.83,"LINESTRING (9.1438994 44.3639928, 9.1435669 44.3634506)",1,,,,,,
470377123,True,Via Gian Enrico Massone,residential,False,229.50599999999997,"LINESTRING (9.1438994 44.3639928, 9.1438383 44.3640126, 9.1436512 44.3640716, 9.1435299 44.3640802, 9.1434119 44.3640658, 9.1432831 44.3640313, 9.1431624 44.3639623, 9.1430391 44.3638529, 9.1425509 44.363364, 9.1422221 44.3630487, 9.1421883 44.3629868, 9.142174 44.3626996)",,,,,,,
24479656,False,Via Gerolamo Speroni,unclassified,True,45.029999999999994,"LINESTRING (9.1457514 44.3633174, 9.1456912 44.363365, 9.1454563 44.3635643, 9.1454181 44.3635962, 9.1453821 44.3636244)",,,,,,,
24479664,True,Via Venti Settembre,residential,False,61.45499999999999,"LINESTRING (9.1457514 44.3633174, 9.145705 44.3632353, 9.1455025 44.3628765, 9.1454862 44.362854, 9.1454529 44.3628079)",,,,,,,
25544586,True,Via Venti Settembre,unclassified,False,94.256,"LINESTRING (9.1457514 44.3633174, 9.1457929 44.3633975, 9.1463135 44.3640627)",,,,,,,
80724947,False,Via Gerolamo Speroni,residential,False,86.87299999999999,"LINESTRING (9.1457514 44.3633174, 9.1461287 44.3630352, 9.1464507 44.3627944, 9.1464909 44.3627443)",,,,,,,
24479665,True,Via Fiume,unclassified,False,47.785,"LINESTRING (9.145068 44.3624081, 9.1449624 44.3624539, 9.1448102 44.3625223, 9.1447918 44.3625309, 9.1445613 44.3626392)",,,,,,,
179190668,False,Via Fiume,unclassified,False,72.082,"LINESTRING (9.145068 44.3624081, 9.1451455 44.3623691, 9.145612 44.3621375, 9.1457999 44.3620262)",,,,,,,
"[490129852, 49533573]",False,,residential,True,32.358999999999995,"LINESTRING (9.145068 44.3624081, 9.1449243 44.3622717, 9.1448922 44.3622636, 9.1447641 44.3622921)",,,,,,,
39270040,True,,primary,False,2.958,"LINESTRING (9.1445613 44.3626392, 9.1445444 44.3626629)",2,,50,roundabout,,,
"[73554219, 517479396]",False,Via Privata Palme,residential,False,245.66800000000003,"LINESTRING (9.1464909 44.3627443, 9.1468074 44.3629789, 9.1471455 44.363044, 9.1472574 44.362984, 9.1473563 44.362912, 9.1474253 44.362888, 9.1475577 44.3629413, 9.1476807 44.363016, 9.1477964 44.3629973, 9.1478877 44.363012, 9.1478859 44.3630747, 9.1478616 44.3631373, 9.1477628 44.3631973, 9.1477087 44.36326, 9.1476751 44.363308, 9.1476919 44.3633453, 9.1477497 44.363356, 9.1478598 44.3633306, 9.1479605 44.3632506, 9.1481376 44.3631333, 9.1482178 44.3630707, 9.1482514 44.3630267, 9.1482271 44.3629547)",,,,,,,
80724947,False,Via Gerolamo Speroni,residential,False,90.589,"LINESTRING (9.1464909 44.3627443, 9.1465371 44.3626521, 9.1465467 44.362521, 9.1464984 44.3624209, 9.1464328 44.3623238, 9.1463267 44.3622464, 9.1461412 44.3621319, 9.146078 44.3620562)",,,,,,,
80724947,False,Via Gerolamo Speroni,residential,True,86.87299999999999,"LINESTRING (9.1464909 44.3627443, 9.1464507 44.3627944, 9.1461287 44.3630352, 9.1457514 44.3633174)",,,,,,,
"[73554216, 490131463]",False,"['Via Privata Mimosa', 'Via Privata Palme']",residential,False,199.28099999999995,"LINESTRING (9.146078 44.3620562, 9.1462803 44.3621057, 9.1466674 44.362159, 9.1467562 44.3621977, 9.1470695 44.3624113, 9.1471224 44.3624246, 9.1471898 44.3624198, 9.1472598 44.362382, 9.1472823 44.3623433, 9.1472836 44.3622989, 9.1472612 44.3622535, 9.1470311 44.3620068, 9.1470126 44.3619671, 9.1470153 44.3618868, 9.1470285 44.3618244, 9.1471184 44.3616558, 9.1471485 44.3616418)",,,,,,,
80724947,False,Via Gerolamo Speroni,residential,True,90.589,"LINESTRING (9.146078 44.3620562, 9.1461412 44.3621319, 9.1463267 44.3622464, 9.1464328 44.3623238, 9.1464984 44.3624209, 9.1465467 44.362521, 9.1465371 44.3626521, 9.1464909 44.3627443)",,,,,,,
37039534,False,,unclassified,False,8.49,"LINESTRING (9.1485718 44.3689436, 9.1486632 44.3689831)",,,,,,,
37039672,False,Piazzale Olimpia,residential,True,50.522,"LINESTRING (9.1485718 44.3689436, 9.1484801 44.3693932)",,,,,,,
250621799,False,Via dei Fieschi,unclassified,False,51.325,"LINESTRING (9.1485718 44.3689436, 9.1483954 44.3688635, 9.1482954 44.3688117, 9.1480428 44.3686793)",,,,,,,
250621799,False,Via dei Fieschi,unclassified,True,37.499,"LINESTRING (9.1473921 44.3682909, 9.147767 44.3684956)",,,,,,,
49516511,False,Via Pisa,unclassified,False,59.074,"LINESTRING (9.1473921 44.3682909, 9.1473171 44.3682553, 9.1468336 44.3680256, 9.1467731 44.3679969)",2,,,,,,
"[139530801, 13858015]",False,Via autostrada,primary,True,30.872999999999998,"LINESTRING (9.1473921 44.3682909, 9.1474149 44.368266, 9.1475712 44.3680954, 9.1475861 44.3680792, 9.1476044 44.3680584)",,,,,yes,,
39269593,True,,primary,False,3.651,"LINESTRING (9.1436226 44.3613964, 9.1436083 44.3613652)",2,,50,roundabout,,,
11703961,False,Via Biagio Assereto,primary,True,89.06,"LINESTRING (9.1436226 44.3613964, 9.1435777 44.3614414, 9.1433716 44.3615156, 9.1431506 44.3615874, 9.1428915 44.3616753, 9.1426361 44.3617619)",2,,,,,,
39269593,True,,primary,False,7.289999999999999,"LINESTRING (9.1437131 44.3613059, 9.1437523 44.361323, 9.1437727 44.3613523)",2,,50,roundabout,,,
39269593,True,,primary,False,8.268,"LINESTRING (9.1437727 44.3613523, 9.1437657 44.3613891, 9.1437293 44.3614157)",2,,50,roundabout,,,
51701659,False,Via Biagio Assereto,primary,False,120.03999999999999,"LINESTRING (9.1437727 44.3613523, 9.1439436 44.3612838, 9.1442238 44.3611847, 9.1448413 44.3609728, 9.1450124 44.3608702, 9.145073 44.3608196)",2,,50,,,,
674126114,False,Via Roma,primary,True,30.712,"LINESTRING (9.1437293 44.3614157, 9.1439005 44.3616633)",2,,50,,,,
39269593,True,,primary,False,9.478,"LINESTRING (9.1437293 44.3614157, 9.1436907 44.3614224, 9.1436522 44.3614154, 9.1436226 44.3613964)",2,,50,roundabout,,,
39270040,True,,primary,False,25.392000000000003,"LINESTRING (9.1444522 44.3624274, 9.1445634 44.3626105, 9.1445613 44.3626392)",2,,50,roundabout,,,
441404774,False,,residential,False,29.01,"LINESTRING (9.1444522 44.3624274, 9.1446582 44.3623346, 9.1447641 44.3622921)",,,,,,,
39270040,True,,primary,False,8.894,"LINESTRING (9.1443424 44.362475, 9.1443317 44.3624461, 9.1443444 44.3624249, 9.1443731 44.3624073)",2,,50,roundabout,,,
39270040,True,,primary,False,7.194,"LINESTRING (9.1443731 44.3624073, 9.144395 44.3624042, 9.1444313 44.3624116, 9.1444522 44.3624274)",2,,50,roundabout,,,
45378616,False,Via Roma,primary,False,86.78,"LINESTRING (9.1443731 44.3624073, 9.1443229 44.362338, 9.1442288 44.3621868, 9.1441089 44.3619944, 9.1439206 44.3616972)",2,,50,,,,
49516511,False,Via Pisa,unclassified,True,302.77,"LINESTRING (9.1452227 44.3651178, 9.1452671 44.3651922, 9.1456675 44.3658738, 9.1456762 44.3658881, 9.1460462 44.3664944, 9.1460705 44.3665822, 9.1460734 44.3667138, 9.1460277 44.3669966, 9.1460296 44.3670615, 9.1460533 44.3672763, 9.1461797 44.3675294, 9.1462441 44.3676236, 9.146295 44.3676785)",2,,,,,,
51705382,False,Via Trieste,residential,False,17.093,"LINESTRING (9.1452227 44.3651178, 9.1451147 44.3651516, 9.1450257 44.3651794)",2,,50,,,,
51705382,False,Via Trieste,residential,True,17.712,"LINESTRING (9.1452227 44.3651178, 9.1452994 44.3650921, 9.1454268 44.365054)",2,,50,,,,
19823650,True,Via Guglielmo Marconi,unclassified,False,19.405,"LINESTRING (9.1433501 44.363078, 9.1432005 44.3629401)",1,,,,,,
52063242,True,Via Marconi,unclassified,False,67.86099999999999,"LINESTRING (9.1433501 44.363078, 9.1432391 44.3630811, 9.1429844 44.3631, 9.1429309 44.3630742, 9.142886 44.3630327, 9.1428019 44.3628795, 9.1427915 44.3627952)",,,,,,,
55212794,True,Via Milano,unclassified,False,53.576,"LINESTRING (9.1433501 44.363078, 9.1434433 44.3631595, 9.1435727 44.3632204, 9.1437665 44.3632999, 9.1438964 44.3633511)",,,,,,,
39270040,True,,primary,False,24.712,"LINESTRING (9.1444879 44.362667, 9.144451 44.3626483, 9.1443424 44.362475)",2,,50,roundabout,,,
80724945,True,Via Fiume,primary,False,58.616,"LINESTRING (9.1444879 44.362667, 9.144265 44.3627549, 9.1438278 44.3629013)",2,SP333,50,,,,
80724946,False,Via Vittorio Veneto,unclassified,True,61.401,"LINESTRING (9.1460859 44.3624915, 9.1459444 44.3625624, 9.1455216 44.3627741, 9.1454529 44.3628079)",,,,,,,
49516511,False,Via Pisa,unclassified,False,302.7700000000001,"LINESTRING (9.146295 44.3676785, 9.1462441 44.3676236, 9.1461797 44.3675294, 9.1460533 44.3672763, 9.1460296 44.3670615, 9.1460277 44.3669966, 9.1460734 44.3667138, 9.1460705 44.3665822, 9.1460462 44.3664944, 9.1456762 44.3658881, 9.1456675 44.3658738, 9.1452671 44.3651922, 9.1452227 44.3651178)",2,,,,,,
49516511,False,Via Pisa,unclassified,True,52.085,"LINESTRING (9.146295 44.3676785, 9.1465302 44.367859, 9.1467461 44.3679816, 9.1467731 44.3679969)",2,,,,,,
"[49793608, 670053434]",False,"['Via Privata Cipressi', 'Salita Faveto']",residential,False,137.363,"LINESTRING (9.146295 44.3676785, 9.1461729 44.3677046, 9.146024 44.3677588, 9.1458031 44.3678785, 9.1457324 44.3679211, 9.1453859 44.3680571, 9.1453127 44.3680642, 9.1452798 44.3680343, 9.1452826 44.3679835, 9.1454816 44.3678182, 9.1455619 44.3677149)",,,,,,,
24479664,True,Via Venti Settembre,residential,False,53.979,"LINESTRING (9.1454529 44.3628079, 9.1451104 44.3624575, 9.145068 44.3624081)",,,,,,,
80724946,False,Via Vittorio Veneto,unclassified,False,61.400999999999996,"LINESTRING (9.1454529 44.3628079, 9.1455216 44.3627741, 9.1459444 44.3625624, 9.1460859 44.3624915)",,,,,,,
24479656,False,Via Gerolamo Speroni,unclassified,False,45.03,"LINESTRING (9.1453821 44.3636244, 9.1454181 44.3635962, 9.1454563 44.3635643, 9.1456912 44.363365, 9.1457514 44.3633174)",,,,,,,
250621798,False,Via Roma,primary,False,36.249,"LINESTRING (9.1453821 44.3636244, 9.1451968 44.3635094, 9.1450545 44.3633984)",,SP333,,,,,
250621798,False,Via Roma,primary,True,92.154,"LINESTRING (9.1453821 44.3636244, 9.1454498 44.3636727, 9.1462296 44.3641898)",,SP333,,,,,
19823679,True,Via Venticinque Aprile,unclassified,False,101.117,"LINESTRING (9.1444154 44.3638348, 9.1444406 44.3638753, 9.1449373 44.3646641)",,,50,,,,
49526685,True,,residential,False,44.659,"LINESTRING (9.1444154 44.3638348, 9.1442956 44.3638647, 9.1439812 44.3639642, 9.1438994 44.3639928)",,,,,,,
80372024,False,,residential,True,2.291,"LINESTRING (9.1484867 44.3697163, 9.1484732 44.3697345)",,,,,,,
37039672,False,Piazzale Olimpia,residential,False,42.399,"LINESTRING (9.1484867 44.3697163, 9.1483873 44.3696922, 9.1484801 44.3693932)",,,,,,,
49857832,False,Via Andrea Doria,unclassified,False,58.5,"LINESTRING (9.1480428 44.3686793, 9.1478428 44.3691856)",,,,,,,
250621799,False,Via dei Fieschi,unclassified,False,29.964,"LINESTRING (9.1480428 44.3686793, 9.147767 44.3684956)",,,,,,,
250621799,False,Via dei Fieschi,unclassified,True,51.325,"LINESTRING (9.1480428 44.3686793, 9.1482954 44.3688117, 9.1483954 44.3688635, 9.1485718 44.3689436)",,,,,,,
49857832,False,Via Andrea Doria,unclassified,True,58.5,"LINESTRING (9.1478428 44.3691856, 9.1480428 44.3686793)",,,,,,,
49526685,True,,residential,False,29.412,"LINESTRING (9.1447615 44.3637413, 9.1444154 44.3638348)",,,,,,,
250621797,True,Via Milano,unclassified,False,55.849,"LINESTRING (9.1447615 44.3637413, 9.1442946 44.3635389, 9.1441701 44.3634711)",,,,,,3,
49809723,False,Piazza Giacomo Matteotti,unclassified,False,41.082,"LINESTRING (9.1439149 44.36227, 9.1434481 44.3624285)",,,,,,,
