osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,access
23654029,2,SS18,primary,50,False,False,75.974,,"LINESTRING (16.0711001 39.1312246, 16.0709911 39.1305466)",
23654029,2,SS18,primary,50,False,True,26.842,,"LINESTRING (16.0711001 39.1312246, 16.0711465 39.1314633)",
222875712,,,unclassified,,False,True,92.558,Via Trento,"LINESTRING (16.0711001 39.1312246, 16.0700605 39.1310183)",
222875712,,,unclassified,,False,False,200.507,Via Trento,"LINESTRING (16.0711001 39.1312246, 16.0715201 39.1313248, 16.0716987 39.1313606, 16.0733452 39.1316911)",
23654029,2,SS18,primary,50,False,True,27.256,,"LINESTRING (16.0709184 39.129126, 16.07088 39.1293693)",
222875715,,,unclassified,,False,True,44.135,Via Lava Gaenza,"LINESTRING (16.0709184 39.129126, 16.0704323 39.1290021)",
1036067495,,,unclassified,,False,False,269.117,Via Lava Gaenza,"LINESTRING (16.0709184 39.129126, 16.0732207 39.1293993, 16.0739995 39.129506)",
189670881,,,unclassified,,False,True,468.257,Via Nazionale,"LINESTRING (16.0789034 39.1354394, 16.0788125 39.135532, 16.0785233 39.1358878, 16.0784485 39.1359469, 16.0783294 39.135963, 16.0776586 39.1359206, 16.0767814 39.1358892, 16.0758929 39.135833, 16.0758472 39.1358104, 16.075808 39.1357608, 16.0758044 39.1357199, 16.075814 39.1356789, 16.075852 39.135647, 16.0758933 39.1356306, 16.076197 39.1356101, 16.076473 39.1354563, 16.0765752 39.1354105, 16.076984 39.1353065, 16.0774611 39.135118)",
197900232,,SS278,tertiary,,False,False,61.55200000000001,SS278,"LINESTRING (16.0789034 39.1354394, 16.0788558 39.1358809, 16.0788197 39.1359878)",
197900232,,SS278,tertiary,,False,True,113.035,SS278,"LINESTRING (16.0789034 39.1354394, 16.0789261 39.1353802, 16.0790633 39.1351689, 16.0793429 39.134787, 16.0795984 39.1345906)",
197900232,,SS278,tertiary,,False,False,26.835,SS278,"LINESTRING (16.0788197 39.1359878, 16.0790117 39.1361777)",
459663053,,,residential,,False,False,26.651,,"LINESTRING (16.0788197 39.1359878, 16.0785453 39.136098)",
197900232,,SS278,tertiary,,False,True,61.55200000000001,SS278,"LINESTRING (16.0788197 39.1359878, 16.0788558 39.1358809, 16.0789034 39.1354394)",
189670882,,,residential,,False,False,54.762,Salita san Bernardino,"LINESTRING (16.0772841 39.1338414, 16.0777713 39.1341572)",
181883868,,,residential,,True,False,25.655,Corso Vittorio Emanuele II,"LINESTRING (16.0772841 39.1338414, 16.0773647 39.1337097, 16.0774022 39.1336299)",
181978987,,,residential,,True,False,61.876,Via Regina Margherita,"LINESTRING (16.0729737 39.1326287, 16.0736296 39.1328541)",
222875691,,,unclassified,,False,True,154.937,Viale Regina Margherita,"LINESTRING (16.0729737 39.1326287, 16.07128 39.1321645)",
"[181883868, 181980735]",,,residential,,True,False,76.093,"['Piazza Commercio', 'Corso Vittorio Emanuele II']","LINESTRING (16.0766595 39.134188, 16.0768819 39.1342381, 16.0772841 39.1338414)",
189671570,,,residential,,False,False,71.48,Via Orti,"LINESTRING (16.0766595 39.134188, 16.0765814 39.1342712, 16.0763183 39.1345469, 16.0760845 39.1346236)",
23654029,2,SS18,primary,50,False,True,75.974,,"LINESTRING (16.0709911 39.1305466, 16.0711001 39.1312246)",
1262665650,,,residential,,True,False,98.797,Via Baldacchini,"LINESTRING (16.0709911 39.1305466, 16.0698698 39.1303653)",yes
23654029,2,SS18,primary,50,False,False,82.63,,"LINESTRING (16.0709911 39.1305466, 16.0709058 39.1300922, 16.0708706 39.1298096)",
1262845621,,,unclassified,,True,False,167.656,Lungomare Natale De Grazia,"LINESTRING (16.0693704 39.1303067, 16.0694162 39.130072, 16.0695181 39.1295493, 16.0696552 39.1288463, 16.0696611 39.1288159)",
635683760,,,unclassified,,True,False,33.975,Via della Libertà,"LINESTRING (16.0769645 39.1336628, 16.0772841 39.1338414)",
181981662,,,residential,,True,False,95.001,Via Nuova,"LINESTRING (16.0777079 39.1315625, 16.0774441 39.132392)",
181981663,,,residential,,True,False,42.287,Via Baldacchini,"LINESTRING (16.0777079 39.1315625, 16.0772275 39.1314866)",yes
181981663,,,residential,,True,False,42.341,Via Baldacchini,"LINESTRING (16.0781864 39.1316475, 16.0777079 39.1315625)",yes
"[181883868, 189669526]",,,residential,,True,False,193.06099999999998,"['Corso Vittorio Emanuele II', 'Via Mirabelli']","LINESTRING (16.0781864 39.1316475, 16.0781971 39.131599, 16.0781993 39.1315375, 16.0781451 39.131448, 16.0782765 39.1306449, 16.0784392 39.129939)",
181981663,,,residential,,True,False,115.134,Via Baldacchini,"LINESTRING (16.0759833 39.1312899, 16.0746793 39.1310687)",yes
189670878,,,residential,,False,True,90.554,Via Amalfi,"LINESTRING (16.0759833 39.1312899, 16.0757664 39.1320867)",
222875680,,,unclassified,,True,False,151.807,Via Palinuro,"LINESTRING (16.0698698 39.1303653, 16.0692866 39.1316534)",
1056399610,,,residential,,True,False,43.566,Via Baldacchini,"LINESTRING (16.0698698 39.1303653, 16.0693704 39.1303067)",yes
222872167,,,unclassified,,False,True,106.111,Via Roma,"LINESTRING (16.0786844 39.1289458, 16.0774731 39.1287793)",
189669526,,,residential,,True,False,112.446,Via Mirabelli,"LINESTRING (16.0784392 39.129939, 16.0786844 39.1289458)",
222872169,,,unclassified,,False,False,98.077,Via Lava Gaenza,"LINESTRING (16.0784392 39.129939, 16.0773168 39.1297979)",
189669522,,,residential,,False,True,90.62,Via Dogana,"LINESTRING (16.0736576 39.130913, 16.0733452 39.1316911)",
181981663,,,residential,,True,False,233.58100000000002,Via Baldacchini,"LINESTRING (16.0736576 39.130913, 16.0719619 39.1306826, 16.0718583 39.1306685, 16.0709911 39.1305466)",yes
189669522,,,residential,,False,False,83.797,Via Dogana,"LINESTRING (16.0736576 39.130913, 16.0737628 39.1304676, 16.0738345 39.130172)",
189669523,,,residential,,True,False,32.046,Via Libertà,"LINESTRING (16.0766655 39.1334275, 16.0769135 39.1336421)",
189670024,,,residential,,False,True,74.183,Via Mercato Vecchio,"LINESTRING (16.0766655 39.1334275, 16.0765454 39.1335674, 16.0764551 39.1336726, 16.0763933 39.1337446, 16.0761668 39.1339705)",
189669525,,,residential,,False,True,36.592,Via Dogana,"LINESTRING (16.072693 39.1331396, 16.0725224 39.1334409)",
189669528,,,residential,,True,False,61.754,Via Dogana,"LINESTRING (16.072693 39.1331396, 16.0729737 39.1326287)",
222875713,,,unclassified,,False,False,130.53,Via Giuseppe Mazzini,"LINESTRING (16.072693 39.1331396, 16.0740708 39.1336252)",
189669522,,,residential,,False,False,21.31,Via Dogana,"LINESTRING (16.0732714 39.131874, 16.0733452 39.1316911)",
189669523,,,residential,,True,False,39.089,Via Libertà,"LINESTRING (16.0732714 39.131874, 16.0736763 39.1320319)",
189669524,,,residential,,True,False,22.446,Via Dogana,"LINESTRING (16.0732714 39.131874, 16.073196 39.1320672)",
189669522,,,residential,,False,False,61.587,Via Dogana,"LINESTRING (16.0739995 39.129506, 16.0741723 39.1289686)",
189669522,,,residential,,False,True,75.411,Via Dogana,"LINESTRING (16.0739995 39.129506, 16.0738345 39.130172)",
222872169,,,unclassified,,False,True,287.997,Via Lava Gaenza,"LINESTRING (16.0739995 39.129506, 16.0760538 39.1296705, 16.0773168 39.1297979)",
1036067495,,,unclassified,,False,True,269.117,Via Lava Gaenza,"LINESTRING (16.0739995 39.129506, 16.0732207 39.1293993, 16.0709184 39.129126)",
181978987,,,residential,,True,False,32.31,Via Regina Margherita,"LINESTRING (16.0761668 39.1339705, 16.076477 39.1341334)",
189670024,,,residential,,False,False,74.18299999999999,Via Mercato Vecchio,"LINESTRING (16.0761668 39.1339705, 16.0763933 39.1337446, 16.0764551 39.1336726, 16.0765454 39.1335674, 16.0766655 39.1334275)",
181978987,,,residential,,True,False,16.871,Via Regina Margherita,"LINESTRING (16.076477 39.1341334, 16.0766595 39.134188)",
189670879,,,residential,,False,False,18.147,Via Genova,"LINESTRING (16.075969 39.1321307, 16.0757664 39.1320867)",
189670879,,,residential,,False,True,82.051,Via Genova,"LINESTRING (16.075969 39.1321307, 16.0768946 39.132301)",
189670880,,,residential,,False,True,45.405,Via Mercato Nuovo,"LINESTRING (16.075969 39.1321307, 16.0758453 39.1325276)",
189669523,,,residential,,True,False,4.965,Via Libertà,"LINESTRING (16.0769135 39.1336421, 16.0769645 39.1336628)",
189670023,,,residential,,True,False,66.357,,"LINESTRING (16.0769135 39.1336421, 16.0768089 39.1337555, 16.0767383 39.133832, 16.0766893 39.1338852, 16.076477 39.1341334)",
189670880,,,residential,,False,False,42.924,Via Mercato Nuovo,"LINESTRING (16.0757401 39.1329049, 16.0758453 39.1325276)",
189669523,,,residential,,True,False,102.217,Via Libertà,"LINESTRING (16.0757401 39.1329049, 16.0765725 39.13326, 16.0766655 39.1334275)",
189670879,,,residential,,False,False,82.051,Via Genova,"LINESTRING (16.0768946 39.132301, 16.075969 39.1321307)",
181981662,,,residential,,True,False,35.483,Via Nuova,"LINESTRING (16.0774441 39.132392, 16.0773424 39.1327012)",
189670877,,,residential,,True,False,48.464,Via Genova,"LINESTRING (16.0774441 39.132392, 16.0768946 39.132301)",
635683764,,,unclassified,,False,False,37.263,Via Genova,"LINESTRING (16.0774441 39.132392, 16.077852 39.1325024)",
189670881,,,unclassified,,False,False,109.72,Via Nazionale,"LINESTRING (16.0780032 39.1342493, 16.0779863 39.1342918, 16.0777851 39.1345598, 16.077742 39.1347827, 16.0776489 39.134962, 16.0774611 39.135118)",
"[189670881, 1262663884]",,,unclassified,,False,True,116.832,Via Nazionale,"LINESTRING (16.0780032 39.1342493, 16.0781655 39.1338494, 16.0774022 39.1336299)",
222875705,,,unclassified,,False,False,426.356,Via San Bernardino,"LINESTRING (16.0780032 39.1342493, 16.0781274 39.1342794, 16.0782517 39.1342703, 16.0783891 39.1341992, 16.0785007 39.1340972, 16.0785665 39.134006, 16.0786183 39.1339056, 16.0786561 39.1338221, 16.0787278 39.1337433, 16.0788505 39.1337248, 16.0789243 39.1337883, 16.0789603 39.1339008, 16.0789607 39.1340647, 16.0789322 39.1341294, 16.0789356 39.1341758, 16.078953 39.1342046, 16.0789891 39.1342122, 16.0790506 39.1341683, 16.0791124 39.1340972, 16.0791502 39.1340122, 16.0791801 39.1339133, 16.079212 39.1335702, 16.0792518 39.1334713, 16.0793196 39.1334326, 16.0794389 39.1334141, 16.079589 39.1334913, 16.0796575 39.1335919, 16.0797914 39.1338301, 16.0798887 39.1340034, 16.0799186 39.134108, 16.0799197 39.1342126, 16.0798117 39.1343414, 16.0796935 39.1344122, 16.0796164 39.1344655, 16.0796039 39.1345233, 16.0795984 39.1345906)",
