osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,junction
42677846,Via San Bartolo in Tuto,unclassified,False,False,52.434,"LINESTRING (11.1844661 43.7537233, 11.1844189 43.7537557, 11.1843614 43.7537759, 11.1842931 43.7537949, 11.1840256 43.7538471, 11.1838934 43.7538812, 11.1838624 43.7538896)",,,,
42677846,Via San Bartolo in Tuto,unclassified,False,True,31.636,"LINESTRING (11.1844661 43.7537233, 11.1845786 43.7534985, 11.184604 43.7534569)",,,,
42861857,Via Vincenzo Monti,residential,False,False,163.43,"LINESTRING (11.1844661 43.7537233, 11.1844905 43.7537486, 11.1845171 43.7537761, 11.1852139 43.7544978, 11.1854103 43.7547013, 11.1856358 43.7549259)",2,50,,
585778641,Piazza Amedeo Benini,unclassified,True,False,18.168,"LINESTRING (11.186726 43.7527835, 11.1866373 43.7529338)",,,,
585778680,Piazza Don Giulio Cioppi,residential,True,False,27.512,"LINESTRING (11.186726 43.7527835, 11.1867652 43.7528336, 11.1867992 43.7528829, 11.1868326 43.7529458, 11.1868589 43.7530105)",,,,
"[473369139, 23403101, 23403102]",Via Vincenzo Monti,"['residential', 'living_street']",True,False,214.681,"LINESTRING (11.1856358 43.7549259, 11.1855569 43.754961, 11.1849347 43.7552635, 11.1844473 43.7554797, 11.1850113 43.7561328, 11.1850424 43.7561696, 11.1850976 43.7562323, 11.1851131 43.7562509)",,,,
42861857,Via Vincenzo Monti,residential,False,False,99.527,"LINESTRING (11.1856358 43.7549259, 11.1857128 43.7550027, 11.1862602 43.7555817, 11.1863387 43.755663)",2,50,,
42861857,Via Vincenzo Monti,residential,False,True,163.43,"LINESTRING (11.1856358 43.7549259, 11.1854103 43.7547013, 11.1852139 43.7544978, 11.1845171 43.7537761, 11.1844905 43.7537486, 11.1844661 43.7537233)",2,50,,
42678014,Via Edmondo De Amicis,residential,True,False,72.568,"LINESTRING (11.1863387 43.755663, 11.1864611 43.7555944, 11.1869873 43.7553241, 11.187022 43.7553069, 11.1870723 43.7552822)",1,50,,
"[42861857, 42861873]","['Piazza Palmiro Togliatti', 'Via Vincenzo Monti']",residential,False,False,128.512,"LINESTRING (11.1863387 43.755663, 11.1864102 43.7557371, 11.1869686 43.7563154, 11.187064 43.7564142, 11.1871821 43.7563641, 11.187286 43.7563201, 11.1873369 43.7563073, 11.1873577 43.7563063)",2,50,,
42861857,Via Vincenzo Monti,residential,False,True,99.527,"LINESTRING (11.1863387 43.755663, 11.1862602 43.7555817, 11.1857128 43.7550027, 11.1856358 43.7549259)",2,50,,
42567976,Piazza Palmiro Togliatti,residential,True,False,119.04299999999999,"LINESTRING (11.1851131 43.7562509, 11.1853341 43.7561537, 11.1861231 43.7557995, 11.186294 43.7557204, 11.1863163 43.7556974, 11.1863387 43.755663)",,50,,
580568286,Via dei Rossi,unclassified,False,True,80.119,"LINESTRING (11.1902211 43.7546399, 11.1901343 43.7546941, 11.1895366 43.7550759, 11.1894758 43.7551187)",,50,,
633873260,Via Fratelli Spinelli,unclassified,False,True,55.304,"LINESTRING (11.1902211 43.7546399, 11.1903056 43.7546945, 11.1907343 43.7549715)",2,,,
25460982,Via del Molin Nuovo,residential,False,False,11.853,"LINESTRING (11.1906569 43.7583349, 11.1907817 43.758278)",,,,
635696676,Via Salvador Allende,unclassified,False,False,35.146,"LINESTRING (11.1906569 43.7583349, 11.1906149 43.7583287, 11.1905796 43.7583262, 11.1905443 43.7583257, 11.1905073 43.7583281, 11.1904643 43.758331, 11.1904132 43.7583373, 11.1903408 43.7583517, 11.190292 43.7583636, 11.1902309 43.75838)",2,,,
25461046,Via dei Rossi,unclassified,True,False,36.573,"LINESTRING (11.1894381 43.758707, 11.1891839 43.7584341)",,50,,
42680553,Via dei Rossi,unclassified,False,False,75.214,"LINESTRING (11.1894381 43.758707, 11.1887776 43.7590867, 11.1887062 43.759129)",2,,,
635696676,Via Salvador Allende,unclassified,False,True,73.396,"LINESTRING (11.1894381 43.758707, 11.1895672 43.7586488, 11.1900546 43.7584389, 11.1902309 43.75838)",2,,,
42680553,Via dei Rossi,unclassified,False,True,61.517,"LINESTRING (11.1881148 43.7594806, 11.1887062 43.759129)",2,,,
635696683,Via dei Rossi,residential,False,True,39.473,"LINESTRING (11.1881148 43.7594806, 11.1880996 43.7595487, 11.1881004 43.7595943, 11.1881051 43.7596101, 11.1881116 43.7596284, 11.1881295 43.7596547, 11.1881529 43.7596857, 11.1882664 43.7598001)",,,,
732316044,Viuzzo della Marzoppina,unclassified,False,True,68.33900000000001,"LINESTRING (11.1881148 43.7594806, 11.1880437 43.7595147, 11.1880137 43.75953, 11.1879806 43.759546, 11.1879259 43.7595615, 11.187873 43.7595755, 11.1878189 43.7595929, 11.1877942 43.7596027, 11.1877654 43.7596169, 11.1877496 43.7596271, 11.1877311 43.7596408, 11.1877115 43.7596574, 11.1876924 43.7596759, 11.1876398 43.7597257, 11.1876115 43.7597519, 11.1875767 43.759777, 11.1875318 43.7598006, 11.1874754 43.7598254, 11.1874425 43.7598396)",,,,
51979685,Via dei Rossi,residential,True,False,132.319,"LINESTRING (11.1889473 43.760869, 11.1887744 43.7604218, 11.1887462 43.7603559, 11.1887193 43.7603053, 11.1886818 43.7602517, 11.1885753 43.7601245, 11.1884255 43.7599613, 11.1882664 43.7598001)",,,,
51979685,Via dei Rossi,residential,True,False,32.266,"LINESTRING (11.1892579 43.7610497, 11.1891352 43.7609974, 11.1891066 43.7609829, 11.1890806 43.7609669, 11.1890523 43.7609483, 11.1890173 43.760923, 11.1889473 43.760869)",,,,
42680553,Via dei Rossi,unclassified,False,False,61.517,"LINESTRING (11.1887062 43.759129, 11.1881148 43.7594806)",2,,,
25460926,Via Rosolino Pilo,residential,False,False,294.66999999999996,"LINESTRING (11.1887062 43.759129, 11.1887438 43.7591682, 11.1887595 43.7591848, 11.1891977 43.7596766, 11.1907272 43.7589561, 11.1903174 43.758478, 11.1902309 43.75838)",,,,
42680553,Via dei Rossi,unclassified,False,True,75.214,"LINESTRING (11.1887062 43.759129, 11.1887776 43.7590867, 11.1894381 43.758707)",2,,,
25460926,Via Rosolino Pilo,residential,False,True,294.67,"LINESTRING (11.1902309 43.75838, 11.1903174 43.758478, 11.1907272 43.7589561, 11.1891977 43.7596766, 11.1887595 43.7591848, 11.1887438 43.7591682, 11.1887062 43.759129)",,,,
635696676,Via Salvador Allende,unclassified,False,False,73.396,"LINESTRING (11.1902309 43.75838, 11.1900546 43.7584389, 11.1895672 43.7586488, 11.1894381 43.758707)",2,,,
635696676,Via Salvador Allende,unclassified,False,True,35.146,"LINESTRING (11.1902309 43.75838, 11.190292 43.7583636, 11.1903408 43.7583517, 11.1904132 43.7583373, 11.1904643 43.758331, 11.1905073 43.7583281, 11.1905443 43.7583257, 11.1905796 43.7583262, 11.1906149 43.7583287, 11.1906569 43.7583349)",2,,,
25461011,Via Mario Augusto Martini,residential,False,True,214.30599999999998,"LINESTRING (11.1887725 43.7579914, 11.1887332 43.75801, 11.1886854 43.7580327, 11.1866552 43.7590287, 11.1866183 43.7590468, 11.1865642 43.7590733)",,,,
25461046,Via dei Rossi,unclassified,True,False,138.509,"LINESTRING (11.1887725 43.7579914, 11.1879109 43.7570662, 11.18781 43.7569578)",,50,,
42662717,Via dei Rossi,unclassified,True,False,9.119,"LINESTRING (11.1874445 43.756337, 11.1874286 43.7563411, 11.1874132 43.7563416, 11.1873958 43.7563397, 11.1873837 43.7563365, 11.1873753 43.756332, 11.187368 43.7563258, 11.1873614 43.7563161, 11.1873577 43.7563063)",,,,
580439049,Via dei Rossi,unclassified,False,True,75.015,"LINESTRING (11.1874445 43.756337, 11.187455 43.7563574, 11.18781 43.7569578)",,50,,
42861887,Via dei Rossi,unclassified,False,False,4.349,"LINESTRING (11.1874629 43.7562676, 11.1875036 43.7562418)",2,,,
42861885,Via dei Rossi,unclassified,True,False,8.915,"LINESTRING (11.1874629 43.7562676, 11.1874706 43.756274, 11.1874749 43.7562827, 11.187477 43.7562939, 11.1874756 43.7563052, 11.1874689 43.756318, 11.1874578 43.756329, 11.1874445 43.756337)",,,,
580568286,Via dei Rossi,unclassified,False,True,27.276,"LINESTRING (11.1884202 43.7557747, 11.1881553 43.7559282)",,50,,
580568267,Via Giuseppe Giusti,residential,True,False,69.365,"LINESTRING (11.1884202 43.7557747, 11.1883961 43.7557485, 11.1883681 43.7557153, 11.1879848 43.7552953, 11.1879472 43.7552528)",,,,
580568286,Via dei Rossi,unclassified,False,False,111.843,"LINESTRING (11.1884202 43.7557747, 11.1884941 43.7557277, 11.1894758 43.7551187)",,50,,
25461013,Via Fratelli Rosselli,residential,True,False,60.19,"LINESTRING (11.1894758 43.7551187, 11.189531 43.7551515, 11.1899769 43.7554538, 11.1900261 43.755486)",,,,
580568286,Via dei Rossi,unclassified,False,False,80.119,"LINESTRING (11.1894758 43.7551187, 11.1895366 43.7550759, 11.1901343 43.7546941, 11.1902211 43.7546399)",,50,,
580568286,Via dei Rossi,unclassified,False,True,111.843,"LINESTRING (11.1894758 43.7551187, 11.1884941 43.7557277, 11.1884202 43.7557747)",,50,,
"[42680118, 691987183]","['Piazza Giacomo Matteotti', 'Piazza Piave']",unclassified,True,False,139.72,"LINESTRING (11.1888057 43.7543162, 11.1890757 43.7540998, 11.1891775 43.7540153, 11.1893396 43.7538837, 11.1897774 43.7535264, 11.1898526 43.7534651, 11.1899208 43.7534078, 11.1899318 43.7533987, 11.1899581 43.753375)",,50,,
1217353787,Via Aleardo Aleardi,unclassified,False,True,28.731,"LINESTRING (11.1888057 43.7543162, 11.1886697 43.7544182, 11.188556 43.7545012)",,50,,
43025092,Via Raffaello Paoli,secondary,False,True,120.775,"LINESTRING (11.1899581 43.753375, 11.1898778 43.7533338, 11.1893618 43.7530709, 11.188845 43.7528093, 11.1887287 43.7527496)",2,30,,
"[580568272, 642888596]",Piazza Giacomo Matteotti,secondary,False,False,72.029,"LINESTRING (11.1899581 43.753375, 11.1902103 43.7535026, 11.1902461 43.7535212, 11.1904668 43.7536327, 11.1906905 43.7537488)",2,,,
43025092,Via Raffaello Paoli,secondary,False,False,120.775,"LINESTRING (11.1887287 43.7527496, 11.188845 43.7528093, 11.1893618 43.7530709, 11.1898778 43.7533338, 11.1899581 43.753375)",2,30,,
585778673,Via Roma,secondary,False,True,71.711,"LINESTRING (11.1887287 43.7527496, 11.1881733 43.7524716, 11.1879987 43.7523784)",,,,
"[42677729, 580568282]","['Piazza Don Giulio Cioppi', 'Piazza Amedeo Benini']",unclassified,True,False,87.37,"LINESTRING (11.1859445 43.7524383, 11.1861708 43.752419, 11.186308 43.7524196, 11.1864151 43.7524285, 11.1865132 43.7524488, 11.1866305 43.7524408, 11.1866491 43.7524338, 11.1866714 43.7524254, 11.1869527 43.7522763)",,,,
25461565,Via Vittorio Alfieri,unclassified,True,False,71.911,"LINESTRING (11.1878381 43.7560846, 11.1877417 43.7559852, 11.1875262 43.7557532, 11.1873347 43.7555498)",,50,,
42861887,Via dei Rossi,unclassified,False,True,32.052,"LINESTRING (11.1878381 43.7560846, 11.1876926 43.7561526, 11.1875036 43.7562418)",2,,,
580568286,Via dei Rossi,unclassified,False,False,30.848,"LINESTRING (11.1878381 43.7560846, 11.1879447 43.7560339, 11.1881553 43.7559282)",,50,,
42679988,Via Alessandro Manzoni,residential,True,False,282.658,"LINESTRING (11.1870723 43.7552822, 11.1869986 43.7552097, 11.1859441 43.7541118, 11.1851258 43.753247, 11.1850724 43.7531906)",2,50,,
42677846,Via San Bartolo in Tuto,unclassified,False,False,48.10999999999999,"LINESTRING (11.1850724 43.7531906, 11.1849764 43.7532419, 11.1847287 43.7533691, 11.1846818 43.7533938, 11.1846413 43.75342, 11.184604 43.7534569)",,,,
42677886,Via San Bartolo in Tuto,unclassified,False,True,76.19700000000002,"LINESTRING (11.1850724 43.7531906, 11.1851636 43.7531428, 11.1854142 43.7530189, 11.1855261 43.7529644, 11.1855996 43.7529302, 11.185771 43.7528519, 11.1858628 43.752812)",,,,
352171064,Via Alessandro Manzoni,unclassified,False,False,108.96000000000001,"LINESTRING (11.1850724 43.7531906, 11.1850191 43.7531294, 11.1847357 43.7528388, 11.1843711 43.752458, 11.1843009 43.7523847)",2,,,
1040610318,Via Rolando Burchietti,residential,True,False,31.492,"LINESTRING (11.1869307 43.7531116, 11.1871198 43.7533597)",,50,,
585778657,Via Rolando Burchietti,residential,False,True,12.635,"LINESTRING (11.1869307 43.7531116, 11.1868827 43.753045, 11.1868589 43.7530105)",,,,
42784203,Via Quattro Novembre,residential,False,False,117.065,"LINESTRING (11.1875289 43.7537813, 11.1885652 43.753041)",,,,
585778654,Via Rolando Burchietti,residential,True,False,114.952,"LINESTRING (11.1875289 43.7537813, 11.1884533 43.7544323, 11.1885195 43.7544765, 11.188556 43.7545012)",,50,5.3,
1217353787,Via Aleardo Aleardi,unclassified,False,False,28.731,"LINESTRING (11.188556 43.7545012, 11.1886697 43.7544182, 11.1888057 43.7543162)",,50,,
42677855,Piazza Amedeo Benini,unclassified,True,False,42.529999999999994,"LINESTRING (11.1858628 43.752812, 11.1859249 43.7526583, 11.1859497 43.7525586, 11.1859552 43.7525046, 11.185955 43.7524848, 11.1859445 43.7524383)",,,,
42677886,Via San Bartolo in Tuto,unclassified,False,False,76.19699999999999,"LINESTRING (11.1858628 43.752812, 11.185771 43.7528519, 11.1855996 43.7529302, 11.1855261 43.7529644, 11.1854142 43.7530189, 11.1851636 43.7531428, 11.1850724 43.7531906)",,,,
42680284,Via Silvio Cicianesi,residential,True,False,48.138,"LINESTRING (11.1898677 43.7564355, 11.1894242 43.7561443)",,,,
25461013,Via Fratelli Rosselli,residential,True,False,62.927,"LINESTRING (11.1900261 43.755486, 11.1905191 43.7558234, 11.190562 43.755852, 11.1905954 43.7558748)",,,,
705782703,Via Silvio Cicianesi,residential,False,True,12.228,"LINESTRING (11.1893126 43.7560695, 11.1894242 43.7561443)",,,,
705782700,Don Giovanni Minzoni,residential,True,False,86.566,"LINESTRING (11.1893126 43.7560695, 11.1899925 43.755514, 11.1900261 43.755486)",,,,
