osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel,junction,maxspeed
69669077,Via Napoli,residential,False,False,80.125,"LINESTRING (16.6757158 40.214007, 16.6761346 40.2139936, 16.6766582 40.2139709)",,,,
69669077,Via Napoli,residential,False,True,68.32,"LINESTRING (16.6757158 40.214007, 16.6754438 40.2140062, 16.6753683 40.2140099, 16.6751606 40.2140172, 16.6749128 40.214036)",,,,
92029231,Via Cristoforo Colombo,tertiary,False,False,23.015,"LINESTRING (16.6757158 40.214007, 16.6757114 40.2138625, 16.6757084 40.2138001)",,,,
92029231,Via Cristoforo Colombo,tertiary,False,True,25.665,"LINESTRING (16.6757158 40.214007, 16.6757191 40.2141307, 16.6756562 40.2142264)",,,,
430363341,Via Tommaso Stigliani,residential,False,False,3.637,"LINESTRING (16.6771646 40.2139485, 16.6771598 40.213916)",,,,
430363341,Via Tommaso Stigliani,residential,False,True,15.195,"LINESTRING (16.6771646 40.2139485, 16.6771897 40.2140838)",,,,
69669077,Via Napoli,residential,False,True,43.072,"LINESTRING (16.6771646 40.2139485, 16.6769373 40.2139586, 16.6766582 40.2139709)",,,,
244794806,Corso Pandosia,tertiary,False,False,12.322,"LINESTRING (16.6771106 40.2132571, 16.6772546 40.2132434)",2,,,
244794806,Corso Pandosia,tertiary,False,True,74.485,"LINESTRING (16.6771106 40.2132571, 16.6762353 40.213301)",2,,,
430363341,Via Tommaso Stigliani,residential,False,True,15.081,"LINESTRING (16.6771106 40.2132571, 16.6771277 40.2133921)",,,,
92029231,Via Cristoforo Colombo,tertiary,False,True,70.667,"LINESTRING (16.6756562 40.2142264, 16.6749535 40.2145669)",,,,
92029231,Via Cristoforo Colombo,tertiary,False,False,25.665,"LINESTRING (16.6756562 40.2142264, 16.6757191 40.2141307, 16.6757158 40.214007)",,,,
796220229,Via Torino,residential,False,True,87.292,"LINESTRING (16.6756562 40.2142264, 16.6757905 40.2142569, 16.676169 40.2142302, 16.6766762 40.2142112)",,,,
92029231,Via Cristoforo Colombo,tertiary,False,False,15.584,"LINESTRING (16.6757014 40.2135984, 16.6756905 40.2134585)",,,,
92029231,Via Cristoforo Colombo,tertiary,False,True,22.436,"LINESTRING (16.6757014 40.2135984, 16.6757068 40.2137531, 16.6757084 40.2138001)",,,,
507654698,Via Emanuele Gianturco,residential,True,False,78.74000000000001,"LINESTRING (16.6757014 40.2135984, 16.676121 40.2135843, 16.6766278 40.2135672)",,,,
244794806,Corso Pandosia,tertiary,False,False,74.485,"LINESTRING (16.6762353 40.213301, 16.6771106 40.2132571)",2,,,
244794806,Corso Pandosia,tertiary,False,True,9.954,"LINESTRING (16.6762353 40.213301, 16.6761193 40.2133139)",2,,,
430363338,Via Puglia,residential,False,False,25.459,"LINESTRING (16.6762353 40.213301, 16.6761211 40.2130893)",,,,
184406274,Corso Pandosia,tertiary,False,True,73.63499999999999,"LINESTRING (16.6794866 40.2137741, 16.6793585 40.2136003, 16.679205 40.2134502, 16.6790703 40.2132791, 16.679024 40.2132156)",,,,
186389357,Corso Pandosia,tertiary,True,False,19.779,"LINESTRING (16.6794866 40.2137741, 16.6795351 40.2138077, 16.6796159 40.2138313, 16.6796968 40.2138333)",,,,
186389354,Corso Pandosia,tertiary,True,False,33.614,"LINESTRING (16.6800909 40.2136883, 16.6799604 40.2139737)",1,,,
184406293,Corso Pandosia,tertiary,False,False,62.160000000000004,"LINESTRING (16.6800909 40.2136883, 16.6802481 40.2133907, 16.6803564 40.2131674)",2,,,
184406268,Via Lazio,tertiary,False,False,110.26,"LINESTRING (16.6796948 40.2123376, 16.6793132 40.2113898)",,,,
184406268,Via Lazio,tertiary,False,True,72.99499999999999,"LINESTRING (16.6796948 40.2123376, 16.679756 40.2124132, 16.6798525 40.2124526, 16.6801013 40.2125022, 16.680247 40.212556, 16.6803976 40.212673)",,,,
"[120048272, 796503811]","['Via Mastrangelo', 'Via Enrico Toti']",residential,False,True,174.23099999999997,"LINESTRING (16.6796948 40.2123376, 16.6796704 40.2124395, 16.6796678 40.2126258, 16.6797064 40.2128917, 16.6797357 40.2131906, 16.6797065 40.213231, 16.6796588 40.2132574, 16.6795951 40.2132675, 16.6795262 40.2132614, 16.6794891 40.2132331, 16.6794095 40.2131177, 16.6791953 40.2128134)",,,,
325026632,Via Giuseppe Mazzini,residential,True,False,30.517000000000003,"LINESTRING (16.6778498 40.2118629, 16.6779215 40.2118357, 16.6780645 40.2117814, 16.6781716 40.2117407)",,,,
120044577,Via Monte Bianco,residential,False,False,69.396,"LINESTRING (16.6751018 40.2077797, 16.6752265 40.2077285, 16.6753512 40.2076773, 16.6758215 40.2074841)",,,,
120044577,Via Monte Bianco,residential,False,True,57.403999999999996,"LINESTRING (16.6751018 40.2077797, 16.6749946 40.2078283, 16.6745206 40.2080433)",,,,
326872793,Via Siris,residential,True,False,127.85000000000001,"LINESTRING (16.6751018 40.2077797, 16.6751509 40.2078536, 16.6757834 40.2088049)",,,,
326874071,Via Siris,residential,False,True,115.84200000000001,"LINESTRING (16.6751018 40.2077797, 16.6750298 40.2076721, 16.6744811 40.206852)",,,,
184406268,Via Lazio,tertiary,False,True,79.287,"LINESTRING (16.6790331 40.2107096, 16.6793132 40.2113898)",,,,
796510696,Largo Mulino,residential,False,True,50.43,"LINESTRING (16.6790331 40.2107096, 16.6794772 40.2104085)",,,,
184406268,Via Lazio,tertiary,False,False,87.414,"LINESTRING (16.6790331 40.2107096, 16.6790017 40.2106558, 16.6788954 40.21048, 16.6787495 40.2101598, 16.6787109 40.2099675)",,,,
184406273,Via Giuseppe Mazzini,residential,False,False,61.798,"LINESTRING (16.6788189 40.2114867, 16.6781716 40.2117407)",,,,
184406289,Via Giuseppe Mazzini,residential,True,False,93.114,"LINESTRING (16.6788189 40.2114867, 16.6788942 40.2114485, 16.6788837 40.2113862, 16.6788569 40.2112177, 16.6788524 40.2111161, 16.678879 40.2109816, 16.6789607 40.2107985, 16.6790331 40.2107096)",,,,
326872632,Via Belvedere,residential,True,False,148.278,"LINESTRING (16.6788189 40.2114867, 16.6792922 40.2124981, 16.679146 40.2127323)",,,,
76092878,Via Nicola Stigliano,residential,True,False,39.35,"LINESTRING (16.6803564 40.2131674, 16.6805026 40.2133392, 16.6805469 40.2134843)",,,,
184406293,Corso Pandosia,tertiary,False,False,45.828,"LINESTRING (16.6803564 40.2131674, 16.6804627 40.2129483, 16.6805061 40.2128533, 16.6805398 40.2127798)",2,,,
184406293,Corso Pandosia,tertiary,False,True,62.160000000000004,"LINESTRING (16.6803564 40.2131674, 16.6802481 40.2133907, 16.6800909 40.2136883)",2,,,
95927254,,trunk_link,True,False,56.63900000000001,"LINESTRING (16.6810528 40.2127803, 16.6809724 40.2126727, 16.680909 40.2126393, 16.6808332 40.2126418, 16.6807565 40.2126587, 16.6806841 40.212684, 16.6806225 40.2127142, 16.6805398 40.2127798)",,,,
95927256,,trunk_link,True,False,171.41600000000003,"LINESTRING (16.6810528 40.2127803, 16.6809902 40.2124982, 16.680936 40.212282, 16.680894 40.2121966, 16.6808383 40.212122, 16.6807582 40.2120763, 16.6806901 40.2120754, 16.6806161 40.2121161, 16.6805776 40.2121952, 16.680548 40.2122902, 16.6804503 40.2126249, 16.6804947 40.2126859, 16.6805701 40.2127171)",,,,
184406293,Corso Pandosia,tertiary,False,True,7.432,"LINESTRING (16.6805701 40.2127171, 16.6805398 40.2127798)",2,,,
"[1161709593, 95927258, 184406293]","['Corso Pandosia', 'Via del Lido']",tertiary,False,"[False, True]",190.503,"LINESTRING (16.6805701 40.2127171, 16.6807955 40.2122492, 16.6811669 40.2114761, 16.6813242 40.2111854, 16.6813827 40.2111231)",2,yes,,
184406293,Corso Pandosia,tertiary,False,False,7.432,"LINESTRING (16.6805398 40.2127798, 16.6805701 40.2127171)",2,,,
184406268,Via Lazio,tertiary,False,False,17.091,"LINESTRING (16.6805398 40.2127798, 16.6804703 40.2127419, 16.6803976 40.212673)",,,,
184406293,Corso Pandosia,tertiary,False,True,45.828,"LINESTRING (16.6805398 40.2127798, 16.6805061 40.2128533, 16.6804627 40.2129483, 16.6803564 40.2131674)",2,,,
120044525,Via Giustino Fortunato,residential,True,False,56.595,"LINESTRING (16.6755321 40.2095078, 16.6752122 40.2090613)",,,,
332440712,Via Longarone,residential,False,False,57.092,"LINESTRING (16.6755321 40.2095078, 16.6761283 40.2092705)",,,,
332440712,Via Longarone,residential,False,True,70.297,"LINESTRING (16.6755321 40.2095078, 16.6747974 40.2097991)",,,,
120044543,Via Gonzaga,residential,False,True,82.809,"LINESTRING (16.6733288 40.2103125, 16.672742 40.2097177)",,,,
120044543,Via Gonzaga,residential,False,False,254.249,"LINESTRING (16.6733288 40.2103125, 16.6730556 40.2109053, 16.6710167 40.2114752)",,,,
507654704,Via Giuseppe D'Amato,residential,False,True,78.82300000000001,"LINESTRING (16.6733288 40.2103125, 16.673721 40.2104214, 16.6741383 40.2101963)",,,,
120044435,,residential,True,False,5.391,"LINESTRING (16.6711566 40.20968, 16.67122 40.2096825)",,,roundabout,
120044517,Via Brescia,residential,False,False,59.193,"LINESTRING (16.6757834 40.2088049, 16.6764124 40.2085755)",,,,
120044517,Via Brescia,residential,False,True,56.264,"LINESTRING (16.6757834 40.2088049, 16.6752122 40.2090613)",,,,
326872793,Via Siris,residential,True,False,59.483,"LINESTRING (16.6757834 40.2088049, 16.6761283 40.2092705)",,,,
244794806,Corso Pandosia,tertiary,False,False,43.276,"LINESTRING (16.6779604 40.2131422, 16.678388 40.2130625, 16.678418 40.2130586, 16.6784566 40.213054)",2,,,
244794806,Corso Pandosia,tertiary,False,True,60.98,"LINESTRING (16.6779604 40.2131422, 16.6777779 40.213169, 16.6772546 40.2132434)",2,,,
120044503,Via Giulio Cesare,residential,False,False,71.461,"LINESTRING (16.6771153 40.2096173, 16.6767246 40.2090481)",2,,,50
796510695,Via Kennedy,tertiary,False,True,54.297,"LINESTRING (16.6771153 40.2096173, 16.6776842 40.2093944)",,,,
796510695,Via Kennedy,tertiary,False,False,57.293,"LINESTRING (16.6771153 40.2096173, 16.6770216 40.2096564, 16.6769568 40.2096834, 16.6766357 40.2098173, 16.6765231 40.2098642)",,,,
120044543,Via Gonzaga,residential,False,False,73.89099999999999,"LINESTRING (16.6722185 40.2091869, 16.6723037 40.2092732, 16.672742 40.2097177)",,,,
186521374,Via Bologna,residential,False,False,62.232,"LINESTRING (16.6722185 40.2091869, 16.6722877 40.2091426, 16.6725742 40.2089592, 16.6727172 40.2088677, 16.6727491 40.2088473, 16.6727819 40.2088291)",,,,
186521374,Via Bologna,residential,False,True,23.756,"LINESTRING (16.6722185 40.2091869, 16.6721536 40.2092275, 16.6720021 40.2093223)",,,,
120044517,Via Brescia,residential,False,False,59.573,"LINESTRING (16.6769897 40.2083479, 16.6776139 40.2081034)",,,,
120044517,Via Brescia,residential,False,True,55.171,"LINESTRING (16.6769897 40.2083479, 16.6764124 40.2085755)",,,,
120044536,Via Gran San Bernardo,residential,False,True,133.527,"LINESTRING (16.6769897 40.2083479, 16.6764591 40.2072175)",2,,,50
