osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,tunnel
94745732,Via Cavour,unclassified,False,True,112.16499999999999,"LINESTRING (7.6828779 44.9980726, 7.6828511 44.997991, 7.6825789 44.9970863)",,,,
185594223,Via Cavour,residential,True,False,102.553,"LINESTRING (7.6828779 44.9980726, 7.6828538 44.9981834, 7.68268 44.9989842)",,,,
452934482,Via Cavour,primary,False,False,60.840999999999994,"LINESTRING (7.6828779 44.9980726, 7.6832143 44.9980534, 7.6834277 44.9980588, 7.683649 44.9980767)",2,50,,
452934482,Via Cavour,primary,False,True,72.63399999999999,"LINESTRING (7.6828779 44.9980726, 7.6824296 44.9981087, 7.6819606 44.9981496)",2,50,,
452934482,Via Cavour,primary,False,False,21.37,"LINESTRING (7.683649 44.9980767, 7.6838942 44.9981596)",2,50,,
153208078,Via Renzo Cattaneo,residential,False,False,163.453,"LINESTRING (7.683649 44.9980767, 7.6836872 44.9979292, 7.6836562 44.9976149, 7.6835792 44.9973204, 7.6835401 44.9971616, 7.6834945 44.9969794, 7.6833615 44.9966327)",,,,
452934482,Via Cavour,primary,False,True,60.841,"LINESTRING (7.683649 44.9980767, 7.6834277 44.9980588, 7.6832143 44.9980534, 7.6828779 44.9980726)",2,50,,
452934482,Via Cavour,primary,False,True,21.37,"LINESTRING (7.6838942 44.9981596, 7.683649 44.9980767)",2,50,,
452934482,Via Cavour,primary,False,False,234.398,"LINESTRING (7.6838942 44.9981596, 7.6843755 44.9983501, 7.6851636 44.998662, 7.6859587 44.9989767, 7.6862568 44.999093, 7.6864973 44.9991869)",2,50,,
452934482,Via Cavour,primary,False,False,78.376,"LINESTRING (7.6873911 44.9995504, 7.688252 44.9999057)",2,50,,
153208085,Vicolo Denina,residential,True,False,69.417,"LINESTRING (7.6873911 44.9995504, 7.6873481 44.9996183, 7.6870301 45.0001201)",,,,
452934482,Via Cavour,primary,False,True,81.072,"LINESTRING (7.6873911 44.9995504, 7.6873323 44.9995265, 7.6866839 44.9992628, 7.6864973 44.9991869)",2,50,,
27189103,Strada Torino,secondary,False,False,324.061,"LINESTRING (7.6851439 45.0044408, 7.6850642 45.0042688, 7.6845688 45.0032574, 7.6840375 45.0021763, 7.6839297 45.0019568, 7.6838221 45.0017639, 7.6837686 45.0016948)",2,50,,
28210547,Via Cavour,primary,True,False,39.563,"LINESTRING (7.6802592 44.9983482, 7.6801888 44.9987005)",3,50,,
132521074,,primary,True,False,7.590999999999999,"LINESTRING (7.6802592 44.9983482, 7.6802148 44.9983615, 7.6801675 44.9983685)",3,50,roundabout,
338335698,Strada Torino,secondary,False,True,52.866,"LINESTRING (7.6826767 45.0009479, 7.6831926 45.0012528)",2,50,,
183315224,Via Marco Polo,residential,False,False,115.494,"LINESTRING (7.6826767 45.0009479, 7.6826211 45.0009969, 7.6817581 45.0017584)",,50,,
323859059,Via Bogino,secondary,False,False,221.32099999999997,"LINESTRING (7.6826767 45.0009479, 7.6826299 45.0009203, 7.6823554 45.0007581, 7.6820137 45.0005562, 7.681893 45.0004894, 7.681773 45.0004321, 7.6816363 45.0003816, 7.6814969 45.0003405, 7.6812073 45.0002656, 7.6810258 45.0002199, 7.6806817 45.0001333, 7.6804217 45.0000581, 7.68024 44.9999984)",2,50,,
81201825,Corso Savona,primary,False,False,64.675,"LINESTRING (7.6813347 44.9972016, 7.6813731 44.9971814, 7.6815994 44.997062, 7.6820183 44.9968791)",2,50,,
132521025,Corso Savona,primary,True,False,87.802,"LINESTRING (7.6813347 44.9972016, 7.6808368 44.9976246, 7.6806458 44.9978221)",2,50,,
652088404,Corso Savona,primary,True,False,7.313000000000001,"LINESTRING (7.6843379 44.9965453, 7.6843077 44.9965404, 7.6842806 44.9965298, 7.6842586 44.9965143)",1,50,roundabout,
132521074,,primary,True,False,28.445999999999998,"LINESTRING (7.6798943 44.9981723, 7.6799136 44.998123, 7.6799521 44.9980797, 7.6800067 44.9980461, 7.6800727 44.998025, 7.6801444 44.9980184)",3,50,roundabout,
132521074,,primary,True,False,10.25,"LINESTRING (7.6803696 44.9981258, 7.6803842 44.9981595, 7.6803885 44.9981927, 7.6803854 44.9982162)",3,50,roundabout,
132521074,,primary,True,False,3.897,"LINESTRING (7.6803033 44.9983322, 7.6802592 44.9983482)",3,50,roundabout,
43630502,Via San Martino,residential,True,False,19.538,"LINESTRING (7.6824429 44.9999447, 7.682665 45.0000235)",,,,
153208087,Vicolo Muratori,residential,True,False,38.972,"LINESTRING (7.6824429 44.9999447, 7.6825441 44.9996016)",,,,
43630502,Via San Martino,residential,True,False,88.362,"LINESTRING (7.682665 45.0000235, 7.683651 45.0004048)",,,,
246327195,Vicolo Appiano,residential,False,True,49.744,"LINESTRING (7.682665 45.0000235, 7.6824341 45.00044)",,,,
43630502,Via San Martino,residential,True,False,102.836,"LINESTRING (7.6811403 44.9999938, 7.6816042 44.9999802, 7.6819253 44.9999692, 7.6822238 44.9999372, 7.6823208 44.9999337, 7.6824429 44.9999447)",,,,
153208077,Via Matteotti,residential,False,True,48.411,"LINESTRING (7.6811403 44.9999938, 7.6811129 44.9998981, 7.6809675 44.9995764)",,,,
"[829968840, 246327198, 977777174]","['Via San Martino', 'Via Adolfo Arduino']",residential,True,False,129.035,"LINESTRING (7.6811403 44.9999938, 7.6810991 44.9999951, 7.6810556 44.9999967, 7.6810265 44.9999929, 7.6807374 44.9999481, 7.6805413 44.9998742, 7.6806214 44.9997715, 7.6806658 44.9995963, 7.6806703 44.9995787, 7.6806505 44.9995342, 7.6806065 44.9994672, 7.6806056 44.99928, 7.6805862 44.9992314, 7.6805525 44.9991971)",1,30,,
8658412,Viale del Castello,tertiary,True,False,22.526,"LINESTRING (7.686321 45.0016969, 7.6862747 45.001727, 7.6862279 45.0017581, 7.68617 45.0018067, 7.6861396 45.0018509)",2,,,
923406499,,tertiary,True,False,8.872,"LINESTRING (7.686321 45.0016969, 7.6862837 45.0016859, 7.6862579 45.0016692, 7.6862391 45.0016463)",,,roundabout,
1000365142,Strada Santa Brigida,tertiary,False,True,43.735,"LINESTRING (7.6893561 45.0026724, 7.689119 45.0023166)",,,,
923406497,Strada Santa Brigida,residential,False,False,156.796,"LINESTRING (7.6893561 45.0026724, 7.689953 45.0036497, 7.6901409 45.0039687)",,,,
173992154,Via Galileo Galilei,residential,False,False,4.775,"LINESTRING (7.6894008 45.0010988, 7.6894104 45.0011412)",,,,
49591224,Via Santa Croce,residential,True,False,90.87100000000001,"LINESTRING (7.6849947 45.0008755, 7.6851567 45.0008772, 7.6861387 45.0007696)",,,,
727638775,Piazza Vittorio Emanuele II,residential,False,False,11.926,"LINESTRING (7.6849947 45.0008755, 7.6849659 45.0009399, 7.6849455 45.0009769)",,,,
"[923406481, 923406482, 923406484]",Via Santa Croce,residential,True,False,169.451,"LINESTRING (7.687121 45.000681, 7.6877248 45.0008028, 7.6877379 45.0008064, 7.6878554 45.0008332, 7.6882671 45.0009129, 7.6891278 45.0010548, 7.6892042 45.0010694)",,,,
592315837,Viale del Castello,tertiary,False,False,73.43,"LINESTRING (7.6863503 45.0034377, 7.6865352 45.004085)",2,,,
"[592315837, 135636726]",Viale del Castello,tertiary,False,True,180.015,"LINESTRING (7.6863503 45.0034377, 7.6861704 45.0029775, 7.6860543 45.0026307, 7.6860398 45.0025874, 7.6860502 45.0024636, 7.6860761 45.0021536, 7.6861396 45.0018509)",2,,,
592315837,Viale del Castello,tertiary,False,True,73.43,"LINESTRING (7.6865352 45.004085, 7.6863503 45.0034377)",2,,,
49591267,Via Palestro,residential,True,False,235.125,"LINESTRING (7.6865352 45.004085, 7.6860762 45.0034235, 7.6857412 45.0027578, 7.6856021 45.0023956, 7.6856207 45.0021672, 7.6855587 45.0021165)",,,,
49591267,Via Palestro,residential,True,False,262.97,"LINESTRING (7.6855587 45.0021165, 7.6851586 45.003247, 7.6852326 45.0036651, 7.6851439 45.0044408)",,,,
49591313,Via Ventiquattro Maggio,residential,False,False,34.207,"LINESTRING (7.6892109 45.0002897, 7.6894441 45.00003)",,,,
452934482,Via Cavour,primary,False,True,86.646,"LINESTRING (7.6892109 45.0002897, 7.6886282 45.0000564, 7.688252 44.9999057)",2,50,,
49591313,Via Ventiquattro Maggio,residential,False,False,83.587,"LINESTRING (7.6894441 45.00003, 7.6897356 44.9993071)",,,,
49591313,Via Ventiquattro Maggio,residential,False,True,34.207,"LINESTRING (7.6894441 45.00003, 7.6892109 45.0002897)",,,,
49790950,Via Alcide De Gasperi,residential,False,True,244.393,"LINESTRING (7.6894441 45.00003, 7.6884973 44.9997048, 7.6871243 44.998623)",,30,,
49591313,Via Ventiquattro Maggio,residential,False,True,83.587,"LINESTRING (7.6897356 44.9993071, 7.6894441 45.00003)",,,,
