osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,junction
202816036,residential,False,False,59.837,"LINESTRING (14.2291699 40.9452833, 14.2290568 40.9458146)",,,,
1178378371,unclassified,False,False,12.677,"LINESTRING (14.2291699 40.9452833, 14.2293181 40.9452617)",,,,
1178378371,unclassified,False,True,79.288,"LINESTRING (14.2291699 40.9452833, 14.2282276 40.9453264)",,,,
51863510,unclassified,False,True,21.988,"LINESTRING (14.2257287 40.946012, 14.2254763 40.9460645)",,,,
958470610,residential,False,False,146.607,"LINESTRING (14.2257287 40.946012, 14.2256873 40.9446939)",,,,
51863510,unclassified,False,False,225.431,"LINESTRING (14.2257287 40.946012, 14.2261335 40.945879, 14.2264335 40.9457598, 14.2269228 40.9455848, 14.2272608 40.9454646, 14.2277545 40.945357, 14.2282276 40.9453264)",,,,
226978799,residential,True,False,20.395,"LINESTRING (14.2353505 40.9431028, 14.2351079 40.9431105)",Via Trieste e Trento,,,
51863542,unclassified,False,False,184.66000000000003,"LINESTRING (14.2353505 40.9431028, 14.2354108 40.9434322, 14.2354586 40.9437695, 14.2355552 40.9445718, 14.235552 40.9447551)",Strada Provinciale 30,SP30,,
51863542,unclassified,False,False,72.69,"LINESTRING (14.2351582 40.9466221, 14.234993 40.9472638)",Strada Provinciale 30,SP30,,
51863542,unclassified,False,True,47.191,"LINESTRING (14.2351582 40.9466221, 14.235283 40.9462083)",Strada Provinciale 30,SP30,,
202800801,residential,False,False,37.711,"LINESTRING (14.2351582 40.9466221, 14.2352234 40.9466955, 14.2352663 40.9467604, 14.235269 40.9469386)",,,,
202816105,unclassified,False,True,78.55,"LINESTRING (14.2351582 40.9466221, 14.2350665 40.9466876, 14.2344453 40.9470791)",,,,
863492394,residential,False,True,277.42100000000005,"LINESTRING (14.2351582 40.9466221, 14.2352757 40.9465722, 14.2354112 40.9464767, 14.2362292 40.9457292, 14.2364492 40.9455225, 14.2370567 40.9449291, 14.2371305 40.9448276, 14.2372217 40.9446919)",,,,
51863542,unclassified,False,True,9.295,"LINESTRING (14.2344528 40.9491675, 14.2344768 40.9490859)",Strada Provinciale 30,SP30,,
202800823,residential,False,True,53.348,"LINESTRING (14.2344528 40.9491675, 14.2350879 40.9491584)",,,,
202800780,residential,False,False,121.956,"LINESTRING (14.2344528 40.9491675, 14.2342042 40.9492907, 14.2340647 40.9494325, 14.233598 40.9500321)",Via Antonello da Messina,,,
1178378371,unclassified,False,False,79.288,"LINESTRING (14.2282276 40.9453264, 14.2291699 40.9452833)",,,,
1178378372,unclassified,False,False,11.474,"LINESTRING (14.2282276 40.9453264, 14.228149 40.9454108)",,,,
51863510,unclassified,False,True,225.43099999999998,"LINESTRING (14.2282276 40.9453264, 14.2277545 40.945357, 14.2272608 40.9454646, 14.2269228 40.9455848, 14.2264335 40.9457598, 14.2261335 40.945879, 14.2257287 40.946012)",,,,
51863548,unclassified,False,True,65.643,"LINESTRING (14.2282276 40.9453264, 14.2282732 40.9451983, 14.228582 40.9448045)",,,30,
264410173,residential,True,False,106.65699999999998,"LINESTRING (14.2332223 40.9423284, 14.2332508 40.9422605, 14.2332816 40.9422059, 14.2333366 40.9420123, 14.2333907 40.9417039, 14.2334304 40.9413858)",Corso Italia,,,
1178378368,unclassified,False,False,81.429,"LINESTRING (14.2332223 40.9423284, 14.2331221 40.9422533, 14.2326044 40.9419124, 14.2325152 40.9418294)",Via Salvatore Di Giacomo,,,
226978799,residential,True,False,19.767,"LINESTRING (14.233602 40.9431239, 14.2333762 40.943174)",Via Trieste e Trento,,,
226978800,unclassified,True,False,94.703,"LINESTRING (14.233602 40.9431239, 14.2335236 40.9430101, 14.2333904 40.9427986, 14.2333227 40.9426855, 14.2332223 40.9423284)",,,,
1178378368,unclassified,False,False,59.864,"LINESTRING (14.2325152 40.9418294, 14.2320915 40.9413965)",Via Salvatore Di Giacomo,,,
202816079,residential,True,False,179.83499999999998,"LINESTRING (14.2325152 40.9418294, 14.2324562 40.9421336, 14.2324198 40.9421668, 14.2323569 40.9421726, 14.2317668 40.9421663, 14.2307434 40.9421735)",Via dei Pioppi,,,
1178378368,unclassified,False,True,81.429,"LINESTRING (14.2325152 40.9418294, 14.2326044 40.9419124, 14.2331221 40.9422533, 14.2332223 40.9423284)",Via Salvatore Di Giacomo,,,
202800830,unclassified,False,False,65.545,"LINESTRING (14.2342143 40.9472247, 14.234993 40.9472638)",,,,
202816105,unclassified,False,False,25.269,"LINESTRING (14.2342143 40.9472247, 14.2344453 40.9470791)",,,,
202816105,unclassified,False,True,101.05600000000001,"LINESTRING (14.2342143 40.9472247, 14.2340232 40.9473443, 14.2337488 40.9475028, 14.2334673 40.9476472, 14.2332844 40.9477074, 14.2332166 40.94772)",,,,
51863542,unclassified,False,True,72.69,"LINESTRING (14.234993 40.9472638, 14.2351582 40.9466221)",Strada Provinciale 30,SP30,,
202800830,unclassified,False,True,65.545,"LINESTRING (14.234993 40.9472638, 14.2342143 40.9472247)",,,,
51863542,unclassified,False,False,85.975,"LINESTRING (14.234993 40.9472638, 14.2348578 40.947789, 14.2347895 40.9480215)",Strada Provinciale 30,SP30,,
202816036,residential,False,True,88.077,"LINESTRING (14.2279031 40.947966, 14.2278981 40.9478507, 14.2282575 40.9472308)",,,,
202816104,residential,False,True,161.64000000000001,"LINESTRING (14.2279031 40.947966, 14.2278793 40.9485881, 14.2278796 40.9490374, 14.2279198 40.9494182)",,,,
202816105,unclassified,False,False,69.793,"LINESTRING (14.2279031 40.947966, 14.2282959 40.9480537, 14.2286395 40.9481228, 14.2287051 40.948127)",,,,
202816105,unclassified,False,True,84.763,"LINESTRING (14.2279031 40.947966, 14.227722 40.9478587, 14.2269757 40.9476898)",,,,
202816105,unclassified,False,False,41.800999999999995,"LINESTRING (14.2301687 40.9479669, 14.2306049 40.9478668, 14.2306453 40.9478586)",,,,
202816105,unclassified,False,True,125.11499999999998,"LINESTRING (14.2301687 40.9479669, 14.2297313 40.9480634, 14.2292868 40.9481184, 14.2289139 40.9481405, 14.2287051 40.948127)",,,,
202816113,residential,False,True,185.621,"LINESTRING (14.2301687 40.9479669, 14.2300763 40.9473175, 14.2299528 40.9463056)",,,,
202800802,residential,False,False,94.551,"LINESTRING (14.2363821 40.9480954, 14.2352583 40.9480448)",,,,
202800812,residential,False,False,155.976,"LINESTRING (14.2317419 40.9500808, 14.233598 40.9500321)",,,,
202800801,residential,False,False,70.358,"LINESTRING (14.2351466 40.9487505, 14.234974 40.9489301, 14.2348264 40.949001, 14.2346601 40.9490557, 14.2344768 40.9490859)",,,,
202800801,residential,False,True,79.075,"LINESTRING (14.2351466 40.9487505, 14.2352382 40.9482658, 14.2352583 40.9480448)",,,,
202800828,residential,False,False,45.634,"LINESTRING (14.2351466 40.9487505, 14.2351242 40.9488693, 14.2350879 40.9491584)",,,,
202800838,residential,False,True,176.403,"LINESTRING (14.2315419 40.9477975, 14.2315541 40.9493839)",,,,
202816105,unclassified,False,False,64.905,"LINESTRING (14.2315419 40.9477975, 14.2316884 40.9477915, 14.2322642 40.9477809, 14.2323143 40.9477799)",,,,
202816105,unclassified,False,True,49.757000000000005,"LINESTRING (14.2315419 40.9477975, 14.2311678 40.9478128, 14.2309511 40.9478293)",,,,
202800800,residential,False,False,51.366,"LINESTRING (14.2358805 40.9469305, 14.235269 40.9469386)",,,,
51863542,unclassified,False,False,9.295,"LINESTRING (14.2344768 40.9490859, 14.2344528 40.9491675)",Strada Provinciale 30,SP30,,
51863542,unclassified,False,True,69.98,"LINESTRING (14.2344768 40.9490859, 14.2346573 40.9484715)",Strada Provinciale 30,SP30,,
202800801,residential,False,True,70.358,"LINESTRING (14.2344768 40.9490859, 14.2346601 40.9490557, 14.2348264 40.949001, 14.234974 40.9489301, 14.2351466 40.9487505)",,,,
202800802,residential,False,True,94.551,"LINESTRING (14.2352583 40.9480448, 14.2363821 40.9480954)",,,,
202800801,residential,False,False,79.075,"LINESTRING (14.2352583 40.9480448, 14.2352382 40.9482658, 14.2351466 40.9487505)",,,,
202800801,residential,False,True,59.296,"LINESTRING (14.2352583 40.9480448, 14.2353163 40.94764, 14.2353227 40.947514)",,,,
51863542,unclassified,False,False,33.818,"LINESTRING (14.2355517 40.9448035, 14.2355458 40.9451076)",Strada Provinciale 30,SP30,,
51863542,unclassified,False,True,5.382,"LINESTRING (14.2355517 40.9448035, 14.235552 40.9447551)",Strada Provinciale 30,SP30,,
202800786,residential,False,False,140.838,"LINESTRING (14.2355517 40.9448035, 14.2360378 40.944782, 14.2372217 40.9446919)",,,,
202800786,residential,False,True,140.838,"LINESTRING (14.2372217 40.9446919, 14.2360378 40.944782, 14.2355517 40.9448035)",,,,
863492394,residential,False,False,277.42100000000005,"LINESTRING (14.2372217 40.9446919, 14.2371305 40.9448276, 14.2370567 40.9449291, 14.2364492 40.9455225, 14.2362292 40.9457292, 14.2354112 40.9464767, 14.2352757 40.9465722, 14.2351582 40.9466221)",,,,
202800790,residential,False,True,192.69,"LINESTRING (14.2309511 40.9478293, 14.230948 40.9495622)",,,,
202816105,unclassified,False,False,49.757000000000005,"LINESTRING (14.2309511 40.9478293, 14.2311678 40.9478128, 14.2315419 40.9477975)",,,,
