osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,junction,ref,tunnel
86869533,Piazza Romanisio,unclassified,False,False,56.454,"LINESTRING (7.7219844 44.5464486, 7.7219103 44.5465371, 7.7218731 44.5465613, 7.7215226 44.546784, 7.7214925 44.5468105)",,,,,,
202271444,Via Guglielmo Marconi,secondary,False,False,153.745,"LINESTRING (7.7219844 44.5464486, 7.7219601 44.5462786, 7.7219574 44.5462594, 7.7216178 44.5458993, 7.7209898 44.5452868)",,,,,,
202271444,Via Guglielmo Marconi,secondary,False,True,65.593,"LINESTRING (7.7219844 44.5464486, 7.7221681 44.5465736, 7.722583 44.546856)",,,,,,
55546924,Via Cesare Battisti,residential,True,False,49.443,"LINESTRING (7.7207597 44.5469004, 7.7201361 44.5469145)",,,,,,
178225927,Via Cesare Battisti,residential,False,False,61.705,"LINESTRING (7.7207597 44.5469004, 7.7214675 44.5470433, 7.7215063 44.5470565)",,,,,,
86869535,Via Guglielmo Marconi,secondary,False,False,28.315,"LINESTRING (7.7229371 44.5471215, 7.7226898 44.5469377)",,,,,,
86869535,Via Guglielmo Marconi,secondary,False,True,143.24099999999996,"LINESTRING (7.7229371 44.5471215, 7.7230237 44.5471347, 7.7236829 44.5472425, 7.7237382 44.5472413, 7.7242129 44.5472418, 7.7242477 44.5472417, 7.7243375 44.5472469, 7.7244349 44.5472771, 7.7245086 44.5473017, 7.7245655 44.5473377, 7.7246377 44.5474096)",,,,,,
177879599,Via Cesare Battisti,unclassified,True,False,42.723,"LINESTRING (7.7229371 44.5471215, 7.7227886 44.5471362, 7.7227421 44.5471362, 7.7226479 44.5471327, 7.7224015 44.5471105)",,,,,,
86869535,Via Guglielmo Marconi,secondary,False,False,143.241,"LINESTRING (7.7246377 44.5474096, 7.7245655 44.5473377, 7.7245086 44.5473017, 7.7244349 44.5472771, 7.7243375 44.5472469, 7.7242477 44.5472417, 7.7242129 44.5472418, 7.7237382 44.5472413, 7.7236829 44.5472425, 7.7230237 44.5471347, 7.7229371 44.5471215)",,,,,,
86869535,Via Guglielmo Marconi,secondary,False,True,21.113,"LINESTRING (7.7246377 44.5474096, 7.7246669 44.5474779, 7.7246684 44.5474897, 7.7246819 44.5475959)",,,,,,
177896496,Piazza Vittorio Veneto,residential,False,False,96.30799999999999,"LINESTRING (7.7246377 44.5474096, 7.7247301 44.5474104, 7.7247458 44.5474105, 7.7247871 44.5474045, 7.7252879 44.547365, 7.7253709 44.5473584, 7.7254856 44.5473493, 7.7258464 44.547326)",,,,,,
179089027,Via Salita Salice,unclassified,False,True,28.81,"LINESTRING (7.7216845 44.5523344, 7.7213282 44.5522828)",,,,,,
55546926,Via Marene,residential,True,False,68.331,"LINESTRING (7.7216845 44.5523344, 7.7216793 44.5524127, 7.7216498 44.5525974, 7.7216518 44.5527191, 7.7216112 44.5529458)",,,,,,
