osmid,oneway,lanes,highway,reversed,length,geometry,ref,maxspeed,junction,bridge,tunnel
141511847,True,2,primary,False,24.911,"LINESTRING (13.6391076 45.7704056, 13.6390832 45.770445, 13.6390486 45.7704806, 13.6390018 45.7705131, 13.6389467 45.7705384, 13.6388855 45.7705556)",SS14,50,roundabout,,
801426308,True,2,primary,False,8.118,"LINESTRING (13.6389342 45.7701254, 13.6390206 45.7701666)",SS14,50,roundabout,,
24465245,True,1,secondary,False,18.225,"LINESTRING (13.6393159 45.7707205, 13.6392089 45.7706675, 13.639119 45.7706314)",SP32,,,,
24465247,False,2,secondary,False,134.069,"LINESTRING (13.6393159 45.7707205, 13.6401078 45.7712888, 13.6405217 45.7715844)",SP32,,,,
30215324,False,2,tertiary,False,283.83900000000006,"LINESTRING (13.642603 45.7733828, 13.6421509 45.7737799, 13.6420168 45.7738925, 13.6418579 45.774012, 13.6416396 45.7741608, 13.6414335 45.7742897, 13.6412087 45.7744234, 13.6410015 45.7745467, 13.6409271 45.7745904, 13.6405541 45.7748098, 13.6401232 45.7750724, 13.6400606 45.7751173, 13.6400089 45.7751705)",SP4,,,,
986432013,False,2,secondary,True,27.311,"LINESTRING (13.642603 45.7733828, 13.6424861 45.7732299, 13.6424286 45.7731697)",SP32,,,,
20033834,False,2,secondary,True,42.587,"LINESTRING (13.6432157 45.7675768, 13.6428189 45.7678415)",SP1,50,,,
485903282,False,2,secondary,False,34.463,"LINESTRING (13.6432157 45.7675768, 13.6435379 45.7673634)",SP1,50,,,
27242866,True,1,motorway_link,False,37.778,"LINESTRING (13.6437381 45.7676662, 13.6436806 45.7676093, 13.6436169 45.7675494, 13.643576 45.7674908, 13.6435511 45.7674266, 13.6435379 45.7673634)",,40,,,
572837268,True,1,motorway_link,False,42.747,"LINESTRING (13.6437381 45.7676662, 13.6436475 45.767633, 13.6435599 45.7676023, 13.6434821 45.7675809, 13.6434019 45.7675742, 13.6433 45.7675736, 13.6432157 45.7675768)",,40,,,
30215324,False,2,tertiary,True,283.839,"LINESTRING (13.6400089 45.7751705, 13.6400606 45.7751173, 13.6401232 45.7750724, 13.6405541 45.7748098, 13.6409271 45.7745904, 13.6410015 45.7745467, 13.6412087 45.7744234, 13.6414335 45.7742897, 13.6416396 45.7741608, 13.6418579 45.774012, 13.6420168 45.7738925, 13.6421509 45.7737799, 13.642603 45.7733828)",SP4,,,,
37565299,False,,unclassified,False,199.683,"LINESTRING (13.6400089 45.7751705, 13.6399597 45.7751066, 13.6398851 45.7750286, 13.6397996 45.7749628, 13.6396591 45.7748555, 13.6395007 45.7747544, 13.6394509 45.7747226, 13.6393566 45.7746584, 13.6392667 45.7745895, 13.6391614 45.7745008, 13.6391307 45.7744718, 13.639078 45.774406, 13.6390123 45.7743203, 13.6389421 45.7742362, 13.6388938 45.7741658, 13.63901 45.7741339, 13.6391943 45.7740832, 13.63958 45.7739774)",,,,,
37565299,False,,unclassified,True,142.20399999999998,"LINESTRING (13.6400089 45.7751705, 13.6398983 45.7752137, 13.6397689 45.7752504, 13.6396176 45.7752871, 13.6394512 45.7753242, 13.639282 45.775362, 13.6389815 45.7754232, 13.6387885 45.7754676, 13.638635 45.7755028, 13.6385078 45.7755487, 13.6384757 45.775564, 13.6384245 45.7755884, 13.6383411 45.7756603)",,,,,
20033834,False,2,secondary,False,42.587,"LINESTRING (13.6428189 45.7678415, 13.6432157 45.7675768)",SP1,50,,,
20033834,False,2,secondary,True,108.53,"LINESTRING (13.6428189 45.7678415, 13.6427296 45.7679024, 13.6425003 45.7680554, 13.6418035 45.768513)",SP1,50,,,
934177014,False,,residential,False,49.611,"LINESTRING (13.6428189 45.7678415, 13.6429999 45.7679817, 13.6430757 45.7680566, 13.6431144 45.7680868, 13.6431768 45.7681296, 13.6432647 45.7681488)",,30,,,
801426289,True,2,primary,False,37.729,"LINESTRING (13.6385372 45.77048, 13.6384874 45.7704217, 13.6384641 45.7703558, 13.6384693 45.770288, 13.6385025 45.7702242, 13.6385609 45.77017)",SS14,50,roundabout,,
230750076,True,1,primary,False,51.39,"LINESTRING (13.6388158 45.7705642, 13.6387316 45.7705998, 13.6386202 45.7706514, 13.638498 45.7707171, 13.6382816 45.7708367)",SS14,50,,,
347646803,True,2,primary,False,24.408,"LINESTRING (13.6388158 45.7705642, 13.6387372 45.7705614, 13.6386618 45.7705457, 13.6385939 45.7705181, 13.6385372 45.77048)",SS14,50,roundabout,,
24465245,True,1,secondary,False,20.069,"LINESTRING (13.639119 45.7706314, 13.6390515 45.7706018, 13.6390097 45.7705869, 13.6389635 45.7705757, 13.6388855 45.7705556)",SP32,,,,
"[801426290, 24465195, 1225475711]",True,"['1', '2']",primary,False,71.288,"LINESTRING (13.6391952 45.7695343, 13.6391606 45.7696394, 13.6391228 45.7697106, 13.6390163 45.7698437, 13.6389201 45.7699505, 13.6389044 45.7699861, 13.6389027 45.7700158, 13.6389182 45.7700765, 13.6389342 45.7701254)",SS14,50,,,
54037087,True,1,secondary_link,False,68.113,"LINESTRING (13.6391952 45.7695343, 13.6392009 45.769604, 13.6392246 45.769689, 13.6392605 45.7697601, 13.6392997 45.7698089, 13.6393257 45.7698313, 13.6393659 45.7698615, 13.6394145 45.7698817, 13.6394536 45.7698955, 13.6395504 45.7699067, 13.6396466 45.7698971, 13.6397135 45.7698838)",,,,,
"[24465249, 497705409, 24465251, 24465247]",False,2,secondary,False,230.57599999999996,"LINESTRING (13.6405217 45.7715844, 13.6407485 45.7717535, 13.6410107 45.7719454, 13.6414132 45.7722343, 13.641572 45.7723671, 13.6417324 45.7725113, 13.6417667 45.772545, 13.642159 45.7729301, 13.6422981 45.7730653, 13.6424286 45.7731697)",SP32,,,yes,
24465247,False,2,secondary,True,134.069,"LINESTRING (13.6405217 45.7715844, 13.6401078 45.7712888, 13.6393159 45.7707205)",SP32,,,,
"[37391698, 896240188]",False,,unclassified,False,125.401,"LINESTRING (13.6405217 45.7715844, 13.6407113 45.77156, 13.640984 45.7715737, 13.6412399 45.7715893, 13.6416256 45.7716113, 13.6419706 45.7716378, 13.6421289 45.7716523)",,,,,
"[37391698, 896240188]",False,,unclassified,True,125.40100000000001,"LINESTRING (13.6421289 45.7716523, 13.6419706 45.7716378, 13.6416256 45.7716113, 13.6412399 45.7715893, 13.640984 45.7715737, 13.6407113 45.77156, 13.6405217 45.7715844)",,,,,
141511844,True,1,primary,False,127.86800000000001,"LINESTRING (13.6385609 45.77017, 13.6386943 45.770071, 13.6387886 45.7699935, 13.6389572 45.7698239, 13.6390595 45.7696999, 13.6391018 45.76964, 13.6391309 45.7695607, 13.6391501 45.7694759, 13.6391619 45.7693836, 13.6391705 45.7693164, 13.6391988 45.7691492)",SS14,50,,,
701713520,True,2,primary,False,31.084999999999997,"LINESTRING (13.6385609 45.77017, 13.6387106 45.7701107, 13.6387861 45.7701035, 13.638862 45.7701084, 13.6389342 45.7701254)",SS14,50,roundabout,,
"[100614593, 100614594, 100614595, 46687183]",False,2,unclassified,"[False, True]",342.4470000000001,"LINESTRING (13.6337061 45.7737759, 13.633754 45.7738025, 13.6337969 45.7738156, 13.6338586 45.7738343, 13.6339149 45.77384, 13.6339605 45.7738512, 13.6340115 45.7738643, 13.6340651 45.7738718, 13.6341724 45.7738605, 13.6343226 45.7738662, 13.6344353 45.7738718, 13.6345586 45.7738792, 13.6346981 45.7738905, 13.6348745 45.7739097, 13.6352426 45.7739672, 13.6355415 45.7740433, 13.63579 45.7740668, 13.6362459 45.7740526, 13.6363753 45.7741534, 13.6363847 45.7743927, 13.6363817 45.7744217, 13.636369 45.7744937, 13.6363522 45.7745387, 13.6363332 45.7745895, 13.6362965 45.774699, 13.6362375 45.7747201, 13.6361665 45.7747088, 13.636092 45.7746649, 13.6359377 45.774632, 13.6357206 45.77461, 13.635516 45.774599)",,,,,yes
46687199,True,,unclassified,False,13.074,"LINESTRING (13.6337061 45.7737759, 13.6336707 45.7737591, 13.6336012 45.773686)",,,,,
200403685,False,2,primary,True,5.028,"LINESTRING (13.6336652 45.7736788, 13.6336012 45.773686)",SS14,50,,,
37391694,True,,unclassified,False,11.267,"LINESTRING (13.6336652 45.7736788, 13.6336781 45.7737177, 13.6336913 45.7737472, 13.6337061 45.7737759)",,,,,
200403685,False,2,primary,False,287.719,"LINESTRING (13.6336652 45.7736788, 13.6337335 45.7736688, 13.6338595 45.7736454, 13.6340081 45.7736006, 13.6341708 45.7735293, 13.6343112 45.7734505, 13.6344238 45.7733578, 13.6346577 45.7731613, 13.6348651 45.7729768, 13.6350129 45.7728287, 13.6351421 45.7726993, 13.6352819 45.7725747, 13.6353641 45.7725196, 13.6354486 45.7724698, 13.6355433 45.7724207, 13.6356669 45.7723643, 13.6358985 45.7722695, 13.6359982 45.7722261, 13.6361732 45.7721441, 13.6362889 45.7720874, 13.6364137 45.7720192)",SS14,50,,,
"[24465249, 24465251, 497705409, 24465247]",False,2,secondary,True,230.57600000000002,"LINESTRING (13.6424286 45.7731697, 13.6422981 45.7730653, 13.642159 45.7729301, 13.6417667 45.772545, 13.6417324 45.7725113, 13.641572 45.7723671, 13.6414132 45.7722343, 13.6410107 45.7719454, 13.6407485 45.7717535, 13.6405217 45.7715844)",SP32,,,yes,
986432013,False,2,secondary,False,27.311,"LINESTRING (13.6424286 45.7731697, 13.6424861 45.7732299, 13.642603 45.7733828)",SP32,,,,
54037077,False,,residential,False,53.288,"LINESTRING (13.6403945 45.7676081, 13.6398347 45.7673303)",,,,,
37391764,False,2,residential,False,31.095,"LINESTRING (13.6403945 45.7676081, 13.6403625 45.7676394, 13.6403363 45.7676784, 13.6403178 45.7677113, 13.6403141 45.7677512, 13.640317 45.7678026, 13.6403313 45.7678584, 13.6403335 45.767873)",,,,,
37391764,False,2,residential,False,90.664,"LINESTRING (13.6396706 45.7690095, 13.639738 45.7681955)",,,,,
37391764,False,2,residential,True,81.085,"LINESTRING (13.6396706 45.7690095, 13.63997 45.7689011, 13.6400606 45.7688612, 13.6401193 45.7688311, 13.640157 45.7688046, 13.6402104 45.7687499, 13.6402383 45.7687059, 13.6402571 45.7686678, 13.6403395 45.768501)",,,,,
37565299,False,,unclassified,False,142.20399999999998,"LINESTRING (13.6383411 45.7756603, 13.6384245 45.7755884, 13.6384757 45.775564, 13.6385078 45.7755487, 13.638635 45.7755028, 13.6387885 45.7754676, 13.6389815 45.7754232, 13.639282 45.775362, 13.6394512 45.7753242, 13.6396176 45.7752871, 13.6397689 45.7752504, 13.6398983 45.7752137, 13.6400089 45.7751705)",,,,,
20033834,False,2,secondary,True,94.998,"LINESTRING (13.6418035 45.768513, 13.6409173 45.7691027)",SP1,50,,,
46687180,False,2,residential,True,71.738,"LINESTRING (13.6418035 45.768513, 13.642432 45.7689863)",,,,,
20033834,False,2,secondary,False,108.52999999999999,"LINESTRING (13.6418035 45.768513, 13.6425003 45.7680554, 13.6427296 45.7679024, 13.6428189 45.7678415)",SP1,50,,,
46687179,False,2,residential,False,126.247,"LINESTRING (13.6432647 45.7681488, 13.643256 45.768182, 13.6432342 45.7682259, 13.6432287 45.7682593, 13.6432563 45.7682908, 13.6432887 45.7683152, 13.643323 45.7683385, 13.6433372 45.7683558, 13.6433278 45.7683876, 13.6432985 45.7684115, 13.642803 45.7687414, 13.642432 45.7689863)",,,,,
934177014,False,,residential,True,49.611000000000004,"LINESTRING (13.6432647 45.7681488, 13.6431768 45.7681296, 13.6431144 45.7680868, 13.6430757 45.7680566, 13.6429999 45.7679817, 13.6428189 45.7678415)",,30,,,
46687180,False,2,residential,False,71.738,"LINESTRING (13.642432 45.7689863, 13.6418035 45.768513)",,,,,
46687179,False,2,residential,False,31.665,"LINESTRING (13.642432 45.7689863, 13.6423346 45.7691198, 13.6421956 45.7692137)",,,,,
46687179,False,2,residential,True,126.24699999999999,"LINESTRING (13.642432 45.7689863, 13.642803 45.7687414, 13.6432985 45.7684115, 13.6433278 45.7683876, 13.6433372 45.7683558, 13.643323 45.7683385, 13.6432887 45.7683152, 13.6432563 45.7682908, 13.6432287 45.7682593, 13.6432342 45.7682259, 13.643256 45.768182, 13.6432647 45.7681488)",,,,,
200403685,False,2,primary,False,5.028,"LINESTRING (13.6336012 45.773686, 13.6336652 45.7736788)",SS14,50,,,
20033834,False,2,secondary,False,94.998,"LINESTRING (13.6409173 45.7691027, 13.6418035 45.768513)",SP1,50,,,
20033834,False,2,secondary,True,107.6,"LINESTRING (13.6409173 45.7691027, 13.6399668 45.7697342, 13.6399128 45.7697701)",SP1,50,,,
46687205,False,,residential,False,166.649,"LINESTRING (13.6409173 45.7691027, 13.6411699 45.7693446, 13.6414187 45.7697038, 13.6414469 45.7697223, 13.6414842 45.769733, 13.6415259 45.7697269, 13.6416443 45.7697055, 13.6417189 45.7697039, 13.6417956 45.7697085, 13.6418724 45.7697284, 13.6419711 45.7697575, 13.6420303 45.7697651, 13.642118 45.7697498, 13.6424952 45.7696336)",,,,,
46687179,False,2,residential,False,16.081,"LINESTRING (13.6421956 45.7692137, 13.6420468 45.7693144)",,,,,
46687179,False,2,residential,True,31.665,"LINESTRING (13.6421956 45.7692137, 13.6423346 45.7691198, 13.642432 45.7689863)",,,,,
46687206,False,,residential,False,36.788,"LINESTRING (13.6421956 45.7692137, 13.6422609 45.7692654, 13.6423047 45.7692862, 13.6423539 45.7692984, 13.6424048 45.7692948, 13.6426118 45.7692446)",,,,,
46687179,False,2,residential,True,16.081,"LINESTRING (13.6420468 45.7693144, 13.6421956 45.7692137)",,,,,
46687206,False,,residential,True,36.788000000000004,"LINESTRING (13.6426118 45.7692446, 13.6424048 45.7692948, 13.6423539 45.7692984, 13.6423047 45.7692862, 13.6422609 45.7692654, 13.6421956 45.7692137)",,,,,
46687205,False,,residential,False,14.504,"LINESTRING (13.6424952 45.7696336, 13.6426685 45.7695846)",,,,,
46687207,False,,residential,False,29.41,"LINESTRING (13.6424952 45.7696336, 13.6426334 45.7698799)",,,,,
46687207,False,,residential,True,18.295,"LINESTRING (13.6424952 45.7696336, 13.6424141 45.7694791)",,,,,
46687205,False,,residential,True,166.649,"LINESTRING (13.6424952 45.7696336, 13.642118 45.7697498, 13.6420303 45.7697651, 13.6419711 45.7697575, 13.6418724 45.7697284, 13.6417956 45.7697085, 13.6417189 45.7697039, 13.6416443 45.7697055, 13.6415259 45.7697269, 13.6414842 45.769733, 13.6414469 45.7697223, 13.6414187 45.7697038, 13.6411699 45.7693446, 13.6409173 45.7691027)",,,,,
46687205,False,,residential,True,14.504,"LINESTRING (13.6426685 45.7695846, 13.6424952 45.7696336)",,,,,
46687207,False,,residential,False,18.295,"LINESTRING (13.6424141 45.7694791, 13.6424952 45.7696336)",,,,,
46687207,False,,residential,True,29.41,"LINESTRING (13.6426334 45.7698799, 13.6424952 45.7696336)",,,,,
37565299,False,,unclassified,True,199.68299999999996,"LINESTRING (13.63958 45.7739774, 13.6391943 45.7740832, 13.63901 45.7741339, 13.6388938 45.7741658, 13.6389421 45.7742362, 13.6390123 45.7743203, 13.639078 45.774406, 13.6391307 45.7744718, 13.6391614 45.7745008, 13.6392667 45.7745895, 13.6393566 45.7746584, 13.6394509 45.7747226, 13.6395007 45.7747544, 13.6396591 45.7748555, 13.6397996 45.7749628, 13.6398851 45.7750286, 13.6399597 45.7751066, 13.6400089 45.7751705)",,,,,
37391764,False,2,residential,True,42.641,"LINESTRING (13.6398347 45.7673303, 13.6398045 45.7677132)",,,,,
54037077,False,,residential,True,53.288,"LINESTRING (13.6398347 45.7673303, 13.6403945 45.7676081)",,,,,
37391764,False,2,residential,False,42.641,"LINESTRING (13.6398045 45.7677132, 13.6398347 45.7673303)",,,,,
37391764,False,2,residential,True,18.179,"LINESTRING (13.6398045 45.7677132, 13.6397846 45.7678761)",,,,,
54037079,False,,residential,True,20.65,"LINESTRING (13.6398045 45.7677132, 13.6400488 45.767787)",,,,,
37391764,False,2,residential,False,18.179,"LINESTRING (13.6397846 45.7678761, 13.6398045 45.7677132)",,,,,
37391764,False,2,residential,True,35.699,"LINESTRING (13.6397846 45.7678761, 13.639738 45.7681955)",,,,,
54037080,False,,residential,True,22.762,"LINESTRING (13.6397846 45.7678761, 13.6400488 45.767787)",,,,,
54037079,False,,residential,False,20.65,"LINESTRING (13.6400488 45.767787, 13.6398045 45.7677132)",,,,,
54037079,False,,residential,True,24.065,"LINESTRING (13.6400488 45.767787, 13.6403335 45.767873)",,,,,
54037080,False,,residential,False,22.762,"LINESTRING (13.6400488 45.767787, 13.6397846 45.7678761)",,,,,
37391764,False,2,residential,False,35.699,"LINESTRING (13.639738 45.7681955, 13.6397846 45.7678761)",,,,,
37391764,False,2,residential,True,90.664,"LINESTRING (13.639738 45.7681955, 13.6396706 45.7690095)",,,,,
54037078,False,,residential,True,57.733000000000004,"LINESTRING (13.639738 45.7681955, 13.6399331 45.7683027, 13.6403395 45.768501)",,,,,
54037079,False,,residential,False,24.065,"LINESTRING (13.6403335 45.767873, 13.6400488 45.767787)",,,,,
37391764,False,2,residential,False,70.846,"LINESTRING (13.6403335 45.767873, 13.6404069 45.7682822, 13.6403994 45.768346, 13.640389 45.7683831, 13.6403757 45.7684198, 13.6403688 45.7684389, 13.6403395 45.768501)",,,,,
37391764,False,2,residential,True,31.095,"LINESTRING (13.6403335 45.767873, 13.6403313 45.7678584, 13.640317 45.7678026, 13.6403141 45.7677512, 13.6403178 45.7677113, 13.6403363 45.7676784, 13.6403625 45.7676394, 13.6403945 45.7676081)",,,,,
37391764,False,2,residential,False,81.085,"LINESTRING (13.6403395 45.768501, 13.6402571 45.7686678, 13.6402383 45.7687059, 13.6402104 45.7687499, 13.640157 45.7688046, 13.6401193 45.7688311, 13.6400606 45.7688612, 13.63997 45.7689011, 13.6396706 45.7690095)",,,,,
37391764,False,2,residential,True,70.846,"LINESTRING (13.6403395 45.768501, 13.6403688 45.7684389, 13.6403757 45.7684198, 13.640389 45.7683831, 13.6403994 45.768346, 13.6404069 45.7682822, 13.6403335 45.767873)",,,,,
54037078,False,,residential,False,57.733000000000004,"LINESTRING (13.6403395 45.768501, 13.6399331 45.7683027, 13.639738 45.7681955)",,,,,
20033834,False,2,secondary,False,107.6,"LINESTRING (13.6399128 45.7697701, 13.6399668 45.7697342, 13.6409173 45.7691027)",SP1,50,,,
54567730,True,1,secondary,False,86.89500000000001,"LINESTRING (13.6399128 45.7697701, 13.6398033 45.7698624, 13.6397472 45.7699061, 13.639629 45.7699888, 13.6395374 45.7700517, 13.6394376 45.7701107, 13.6393293 45.7701699, 13.6392437 45.7702208, 13.6392088 45.7702436, 13.6391734 45.7702765, 13.6391234 45.7703208)",SP1,50,,,
736728265,True,,residential,False,94.112,"LINESTRING (13.6399128 45.7697701, 13.6398839 45.7697449, 13.6398711 45.7697357, 13.6396804 45.7695991, 13.639653 45.769576, 13.639605 45.7695285, 13.6395945 45.7694733, 13.6396706 45.7690095)",,,,,
"[100614593, 100614594, 100614595, 46687183]",False,2,unclassified,"[False, True]",342.447,"LINESTRING (13.635516 45.774599, 13.6357206 45.77461, 13.6359377 45.774632, 13.636092 45.7746649, 13.6361665 45.7747088, 13.6362375 45.7747201, 13.6362965 45.774699, 13.6363332 45.7745895, 13.6363522 45.7745387, 13.636369 45.7744937, 13.6363817 45.7744217, 13.6363847 45.7743927, 13.6363753 45.7741534, 13.6362459 45.7740526, 13.63579 45.7740668, 13.6355415 45.7740433, 13.6352426 45.7739672, 13.6348745 45.7739097, 13.6346981 45.7738905, 13.6345586 45.7738792, 13.6344353 45.7738718, 13.6343226 45.7738662, 13.6341724 45.7738605, 13.6340651 45.7738718, 13.6340115 45.7738643, 13.6339605 45.7738512, 13.6339149 45.77384, 13.6338586 45.7738343, 13.6337969 45.7738156, 13.633754 45.7738025, 13.6337061 45.7737759)",,,,,yes
20033832,True,,secondary,False,64.37400000000001,"LINESTRING (13.6390206 45.7701666, 13.6390994 45.7701675, 13.639193 45.7701587, 13.6392932 45.7701258, 13.6394051 45.7700724, 13.6394984 45.7700207, 13.6395919 45.7699593, 13.6397135 45.7698838)",SP1,50,,,
801426320,True,2,primary,False,19.317999999999998,"LINESTRING (13.6390206 45.7701666, 13.6390733 45.7702113, 13.6391083 45.7702638, 13.6391234 45.7703208)",SS14,50,roundabout,,
801426313,True,2,primary,False,5.49,"LINESTRING (13.6388855 45.7705556, 13.6388158 45.7705642)",SS14,50,roundabout,,
