osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed
141208683,secondary,roundabout,True,False,16.985,"LINESTRING (9.1598598 45.3819588, 9.1599237 45.381897, 9.1600085 45.3818492)",,
141210298,secondary,roundabout,True,False,20.451,"LINESTRING (9.1603202 45.3823813, 9.160212 45.3823844, 9.1600618 45.3823619)",,
87359940,tertiary,,True,False,44.154,"LINESTRING (9.1600618 45.3823619, 9.1599825 45.3823647, 9.1599271 45.3823709, 9.1598394 45.3823808, 9.1597448 45.3823986, 9.1595148 45.3824539)",,
142382784,secondary,roundabout,True,False,22.842,"LINESTRING (9.1600618 45.3823619, 9.1599771 45.382328, 9.1599061 45.3822811, 9.1598529 45.3822237)",,
29088186,residential,,False,False,73.403,"LINESTRING (9.1489596 45.3833484, 9.1493119 45.3839604)",Viale Milano,
202448687,residential,,False,True,5.249,"LINESTRING (9.1600229 45.3816838, 9.1600418 45.3817291)",,
124038065,residential,,False,True,43.739999999999995,"LINESTRING (9.1600229 45.3816838, 9.1599451 45.3816959, 9.1597437 45.3817364, 9.1596557 45.3817362, 9.1595779 45.381723, 9.1594851 45.3816919)",Via delle Stelle Alpine,
202448687,residential,,False,False,174.494,"LINESTRING (9.1600229 45.3816838, 9.1600109 45.3816574, 9.1599943 45.3816175, 9.1598312 45.3812245, 9.1597602 45.3810321, 9.1597077 45.3808897, 9.1595643 45.3805005, 9.1595294 45.3804817, 9.1594812 45.3804798, 9.1592008 45.3805343, 9.1590998 45.3805539)",,
29088186,residential,,False,False,93.412,"LINESTRING (9.1493119 45.3839604, 9.1497575 45.38474)",Viale Milano,
29088186,residential,,False,True,73.403,"LINESTRING (9.1493119 45.3839604, 9.1489596 45.3833484)",Viale Milano,
29088194,residential,,False,False,103.058,"LINESTRING (9.1493119 45.3839604, 9.1480937 45.3843167)",Viale Umbria,
39403004,residential,,False,False,201.402,"LINESTRING (9.1493119 45.3839604, 9.1516856 45.3832525)",Viale Umbria,
1156673860,tertiary,roundabout,True,False,4.579,"LINESTRING (9.1573155 45.3830622, 9.157372 45.3830732)",,
1156673859,tertiary,roundabout,True,False,4.748,"LINESTRING (9.1573121 45.3832583, 9.1572538 45.3832462)",,
202398825,tertiary,roundabout,True,False,6.517,"LINESTRING (9.1547316 45.3841075, 9.1547612 45.3840527)",,
141210293,tertiary,roundabout,True,False,13.633,"LINESTRING (9.1549854 45.3841897, 9.1549306 45.3842135, 9.1548783 45.3842149, 9.1548367 45.3842126, 9.154823 45.3842067)",,
202398828,residential,,True,False,26.386000000000003,"LINESTRING (9.1549854 45.3841897, 9.1549533 45.3842532, 9.1549291 45.3843022, 9.1549211 45.3843399, 9.1549314 45.3844195)",Via Roma,
142380710,tertiary,roundabout,True,False,9.236999999999998,"LINESTRING (9.1550314 45.3841171, 9.1550257 45.3841558, 9.1549854 45.3841897)",,
37024968,tertiary,,False,True,96.248,"LINESTRING (9.1501881 45.3855936, 9.1500277 45.3856361, 9.149051 45.3859272)",Viale Lombardia,50
211553977,tertiary,roundabout,True,False,12.883000000000001,"LINESTRING (9.1501881 45.3855936, 9.1501967 45.3855632, 9.1502142 45.3855383, 9.1502415 45.3855161, 9.150274 45.3855003)",,
38076572,tertiary,roundabout,True,False,24.919,"LINESTRING (9.1504814 45.3855368, 9.1505033 45.3855701, 9.1505092 45.3855975, 9.1505002 45.3856376, 9.150478 45.3856672, 9.1504312 45.3856971, 9.1503762 45.3857115)",,
38076576,tertiary,,False,False,183.657,"LINESTRING (9.1504814 45.3855368, 9.1505578 45.3855056, 9.1510334 45.3853602, 9.1514912 45.3852203, 9.1515583 45.3851998, 9.1525468 45.3848976, 9.1526334 45.3848718)",Viale Lombardia,
27621277,unclassified,,False,False,41.45700000000001,"LINESTRING (9.1503762 45.3857115, 9.1503938 45.3857721, 9.150428 45.385854, 9.1505007 45.3860008, 9.1505336 45.3860671)",Viale Milano,
141210297,tertiary,roundabout,True,False,22.536,"LINESTRING (9.1503762 45.3857115, 9.1503237 45.3857118, 9.1502709 45.3856991, 9.1502423 45.385685, 9.1502199 45.385668, 9.1501955 45.3856348, 9.1501881 45.3855936)",,
29088186,residential,,False,True,94.698,"LINESTRING (9.150274 45.3855003, 9.1502266 45.38547, 9.1501584 45.3854262, 9.1497575 45.38474)",Viale Milano,
211553977,tertiary,roundabout,True,False,18.2,"LINESTRING (9.150274 45.3855003, 9.1503169 45.3854896, 9.1503609 45.3854878, 9.1504128 45.3854968, 9.150459 45.3855183, 9.1504814 45.3855368)",,
202441342,secondary,roundabout,True,False,17.712,"LINESTRING (9.1535674 45.380212, 9.1535693 45.3801785, 9.1535832 45.3801464, 9.1535928 45.3801334, 9.1536025 45.3801226, 9.1536353 45.3800986, 9.1536732 45.3800817)",,
202441342,secondary,roundabout,True,False,23.771,"LINESTRING (9.1536732 45.3800817, 9.1537316 45.3800697, 9.1537924 45.3800716, 9.1538492 45.3800871, 9.1538959 45.3801145, 9.1539276 45.380151)",,
378902745,residential,,True,False,33.039,"LINESTRING (9.1536732 45.3800817, 9.1537683 45.3800348, 9.1538283 45.3800012, 9.1538997 45.3799311, 9.153964 45.3798707)",Via delle Orchidee,
202441342,secondary,roundabout,True,False,1.978,"LINESTRING (9.1539276 45.380151, 9.1539355 45.3801679)",,
202441342,secondary,roundabout,True,False,27.325,"LINESTRING (9.1538258 45.3803219, 9.1537691 45.3803315, 9.153711 45.3803284, 9.153657 45.3803129, 9.1536124 45.3802865, 9.1535816 45.3802517, 9.1535674 45.380212)",,
"[38293241, 141208674]",secondary,,True,False,287.93399999999997,"LINESTRING (9.1539355 45.3801679, 9.1540174 45.3802069, 9.1541413 45.3802538, 9.1544016 45.3803418, 9.1546735 45.3804283, 9.1553074 45.3806408, 9.1558694 45.3808362, 9.1560579 45.3808988, 9.1567141 45.3811223, 9.1570565 45.3812273, 9.1571237 45.3812359, 9.1572008 45.381231, 9.1572724 45.3812408)",Viale Don Angelo Lonni,50
202441342,secondary,roundabout,True,False,20.808,"LINESTRING (9.1539355 45.3801679, 9.1539413 45.3802024, 9.1539347 45.3802356, 9.1539194 45.3802627, 9.1538751 45.3803007, 9.1538258 45.3803219)",,
29088187,residential,,False,False,129.082,"LINESTRING (9.1535703 45.386462, 9.1548491 45.3858594, 9.1549437 45.3858161)",Via Antonio Gramsci,
29088187,residential,,False,True,82.38,"LINESTRING (9.1535703 45.386462, 9.1527709 45.3868291, 9.1526887 45.3868688)",Via Antonio Gramsci,
29088187,residential,,False,False,62.842,"LINESTRING (9.1549437 45.3858161, 9.1552447 45.3856747, 9.1555315 45.3855412, 9.1555786 45.3855193, 9.1556136 45.385503)",Via Antonio Gramsci,
29088187,residential,,False,True,129.082,"LINESTRING (9.1549437 45.3858161, 9.1548491 45.3858594, 9.1535703 45.386462)",Via Antonio Gramsci,
42275854,residential,,True,False,185.20299999999997,"LINESTRING (9.1549437 45.3858161, 9.1548811 45.3857749, 9.1544816 45.3854779, 9.1543153 45.3853602, 9.1542481 45.3853169, 9.1541839 45.385283, 9.1541222 45.3852588, 9.153847 45.3851682, 9.1537215 45.3851151, 9.1536568 45.3850748, 9.1536115 45.3850411, 9.1534314 45.3848782, 9.1533025 45.3847617, 9.1532345 45.3846931)",Via Trento,
40727558,residential,,False,False,51.741,"LINESTRING (9.1501786 45.3866767, 9.1504873 45.3865812, 9.1506979 45.3865163, 9.1507851 45.3864894)",Via Emilia,
124165599,residential,,False,False,49.300999999999995,"LINESTRING (9.1501786 45.3866767, 9.1500996 45.3866996, 9.1496534 45.3868287, 9.1496178 45.386839, 9.1495949 45.3868456)",Via Emilia,
40727570,residential,,False,False,51.416000000000004,"LINESTRING (9.1495949 45.3868456, 9.1495642 45.386794, 9.149369 45.3864662, 9.1493409 45.386419)",,
124165599,residential,,False,True,49.300999999999995,"LINESTRING (9.1495949 45.3868456, 9.1496178 45.386839, 9.1496534 45.3868287, 9.1500996 45.3866996, 9.1501786 45.3866767)",Via Emilia,
39403008,residential,,True,False,57.641999999999996,"LINESTRING (9.1482534 45.3867291, 9.148218 45.3866691, 9.1480138 45.3863224, 9.147998 45.3862955, 9.1479712 45.3862501)",Via Mantova,
40727563,residential,,False,False,43.829,"LINESTRING (9.1482534 45.3867291, 9.1483169 45.3867108, 9.1487727 45.3865796)",Via Piemonte,
40727563,residential,,False,False,47.832,"LINESTRING (9.1487727 45.3865796, 9.1493409 45.386419)",Via Piemonte,
40727563,residential,,False,True,43.829,"LINESTRING (9.1487727 45.3865796, 9.1483169 45.3867108, 9.1482534 45.3867291)",Via Piemonte,
27621277,unclassified,,False,False,118.977,"LINESTRING (9.1507851 45.3864894, 9.1508332 45.3865534, 9.1513558 45.3873871, 9.1514235 45.3874596)",Viale Milano,
27621277,unclassified,,False,True,50.899,"LINESTRING (9.1507851 45.3864894, 9.1506725 45.3863004, 9.1505336 45.3860671)",Viale Milano,
40727558,residential,,False,True,51.741,"LINESTRING (9.1507851 45.3864894, 9.1506979 45.3865163, 9.1504873 45.3865812, 9.1501786 45.3866767)",Via Emilia,
40727563,residential,,False,True,47.832,"LINESTRING (9.1493409 45.386419, 9.1487727 45.3865796)",Via Piemonte,
