osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,junction
529536529,False,2,Via Venti Settembre,tertiary,50,False,48.043,"LINESTRING (11.2885092 44.7232643, 11.2879602 44.7234501)",,
1183453741,True,,Via Guercino,residential,50,False,104.4,"LINESTRING (11.2873854 44.7251493, 11.2883016 44.7258259)",,
"[72284146, 451850821]",True,,Via Stefano Galletti,residential,,False,115.364,"LINESTRING (11.2873854 44.7251493, 11.2872618 44.725224, 11.2872362 44.7252395, 11.2871916 44.725263, 11.2869906 44.7253689, 11.286705 44.7254994, 11.2861754 44.7257271)",,
451850820,False,,Via Guercino,residential,50,False,123.245,"LINESTRING (11.2883016 44.7258259, 11.2893575 44.7266418)",,
32085675,True,,Via Alberto Accarisio,residential,50,False,127.324,"LINESTRING (11.2883016 44.7258259, 11.288479 44.7257291, 11.2889553 44.7254183, 11.2894625 44.7251538, 11.2895546 44.7251084)",,
77691790,True,,Via Alberto Accarisio,residential,,False,135.257,"LINESTRING (11.2883016 44.7258259, 11.2878403 44.7262103, 11.2874613 44.726497, 11.2871442 44.7267213)",,
451850820,False,,Via Guercino,residential,50,True,123.245,"LINESTRING (11.2893575 44.7266418, 11.2883016 44.7258259)",,
23497045,False,,Via Bartolomeo Campagnoli,residential,,False,173.896,"LINESTRING (11.2893575 44.7266418, 11.2894156 44.7265995, 11.289928 44.7263296, 11.2900741 44.7262573, 11.2904376 44.7260773, 11.2911345 44.7257205)",,
"[73502656, 75076231]",False,,Via Guercino,residential,50,False,123.887,"LINESTRING (11.2893575 44.7266418, 11.2895319 44.7267812, 11.2896657 44.7268882, 11.2899834 44.7271421, 11.290385 44.7274833)",no,
33872149,False,,Via Giacomo Matteotti,residential,50,False,74.811,"LINESTRING (11.290385 44.7274833, 11.2896486 44.7279063)",no,
23610789,True,,Via Marcello Provenzali,residential,,False,150.263,"LINESTRING (11.290385 44.7274833, 11.290631 44.7273297, 11.2908231 44.7272167, 11.2910854 44.7270625, 11.2913431 44.7269376, 11.2913615 44.7269297, 11.2915094 44.7268657, 11.2919053 44.7266753)",,
"[73502656, 75076231]",False,,Via Guercino,residential,50,True,123.887,"LINESTRING (11.290385 44.7274833, 11.2899834 44.7271421, 11.2896657 44.7268882, 11.2895319 44.7267812, 11.2893575 44.7266418)",no,
292717840,False,,Via Due Giugno,residential,,False,61.294,"LINESTRING (11.2843419 44.7239586, 11.2848422 44.7235373)",,
23543902,False,,Via Due Giugno,residential,,False,141.94299999999998,"LINESTRING (11.2843419 44.7239586, 11.2845321 44.7240809, 11.2848274 44.7243676, 11.2850113 44.7245468, 11.2854116 44.7249788)",,
23543902,False,,Via Due Giugno,residential,,True,141.94299999999998,"LINESTRING (11.2854116 44.7249788, 11.2850113 44.7245468, 11.2848274 44.7243676, 11.2845321 44.7240809, 11.2843419 44.7239586)",,
292717831,False,,Via venticinque Aprile,tertiary,50,False,123.97200000000001,"LINESTRING (11.2854116 44.7249788, 11.2850287 44.7253692, 11.2849693 44.7254297, 11.2846514 44.7257537, 11.2845984 44.7258055, 11.2845738 44.7258329, 11.2845568 44.7258548, 11.284546 44.7258712, 11.2845399 44.7258887, 11.2845381 44.7259013)",,
"[451850822, 451850823]",False,,Via Venti Settembre,tertiary,50,True,85.384,"LINESTRING (11.2854116 44.7249788, 11.2859227 44.7244445, 11.2859683 44.7243988, 11.2860086 44.7243588, 11.2860225 44.7243454)",,
23497102,True,,Via Giacomo Matteotti,residential,50,False,46.69,"LINESTRING (11.2861821 44.7294991, 11.2866763 44.7292688)",,
23417276,False,,Via Giacomo Matteotti,residential,50,True,34.543,"LINESTRING (11.2861821 44.7294991, 11.2861198 44.7295181, 11.2857802 44.7296215)",,
