osmid,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,tunnel
23735350,secondary,roundabout,True,False,4.373,"LINESTRING (13.6761562 42.7730489, 13.6761064 42.7730344)",,,,
23735350,secondary,roundabout,True,False,3.389,"LINESTRING (13.6760481 42.7729968, 13.6760314 42.7729689)",,,,
23735350,secondary,roundabout,True,False,3.634,"LINESTRING (13.6760774 42.7728347, 13.6761049 42.772809)",,,,
23735350,secondary,roundabout,True,False,22.542,"LINESTRING (13.6764861 42.7727809, 13.6764671 42.7728582, 13.6763753 42.7729625)",,,,
125433670,secondary,,True,False,38.075,"LINESTRING (13.6764861 42.7727809, 13.6765504 42.7728088, 13.6766671 42.7729221, 13.6767789 42.7730423)",SP8,Strada Provinciale 8 del Salinello,,
125433581,secondary,,True,False,36.244,"LINESTRING (13.6763044 42.7730113, 13.6761913 42.7733265)",SP14,Strada Provinciale 14 di Santa Reparata,,
23735350,secondary,roundabout,True,False,13.152000000000001,"LINESTRING (13.6763044 42.7730113, 13.6762249 42.7730457, 13.6761562 42.7730489)",,,,
61570186,secondary,,False,False,189.42100000000002,"LINESTRING (13.6765116 42.7724371, 13.6765266 42.7722426, 13.6765433 42.7719863, 13.6765181 42.7718136, 13.6764309 42.7715882, 13.6763056 42.7712861, 13.6763155 42.7711403, 13.6763575 42.7709974, 13.67655 42.7708082)",SP8,Strada Provinciale 8 del Salinello,,
655734576,secondary,,True,False,17.05,"LINESTRING (13.6765116 42.7724371, 13.6765178 42.7725327, 13.6765311 42.7725895)",SP8,Strada Provinciale 8 del Salinello,,
61649858,residential,,False,False,7.568,"LINESTRING (13.6702752 42.7734184, 13.6703416 42.7734659)",,Via Sandro Pertini,,
61649858,residential,,False,True,76.128,"LINESTRING (13.6702752 42.7734184, 13.6701296 42.773377, 13.6699726 42.773375, 13.6697554 42.7734295, 13.6695645 42.7735626, 13.6694712 42.7736255)",,Via Sandro Pertini,,
61650540,unclassified,,False,True,162.43899999999996,"LINESTRING (13.6702752 42.7734184, 13.6704003 42.7732201, 13.6704084 42.773201, 13.6704532 42.773096, 13.6704558 42.7730548, 13.6704633 42.7730357, 13.6704696 42.7729627, 13.6704217 42.7728222, 13.6701834 42.7726018, 13.6697704 42.7723674, 13.6695675 42.7722884)",,Via Ferdinando II di Borbone,,
61570177,unclassified,,False,False,106.91400000000002,"LINESTRING (13.6706901 42.7736225, 13.6704238 42.773693, 13.6702469 42.7737399, 13.6700456 42.7737876, 13.6698431 42.7738352, 13.669598 42.773893, 13.669441 42.7738889)",,Piazzale Carlo Pisacane,,
61649858,residential,,False,False,74.53999999999999,"LINESTRING (13.6706901 42.7736225, 13.670903 42.7736079, 13.6710394 42.773516, 13.6711851 42.7733095, 13.6712424 42.7731708)",,Via Sandro Pertini,,
61649858,residential,,False,True,34.022999999999996,"LINESTRING (13.6706901 42.7736225, 13.670577 42.77359, 13.670473 42.7735601, 13.6703416 42.7734659)",,Via Sandro Pertini,,
61649858,residential,,False,False,459.22999999999996,"LINESTRING (13.6712424 42.7731708, 13.6714178 42.7731101, 13.6715528 42.7730853, 13.6719462 42.7731082, 13.6724047 42.7731695, 13.6726753 42.773235, 13.6728108 42.7732802, 13.6729802 42.7733681, 13.6730808 42.7734301, 13.6732192 42.7735658, 13.6734309 42.7738031, 13.6736715 42.773925, 13.6742638 42.7740594, 13.6746785 42.7740551, 13.6749647 42.7739121, 13.675308 42.773679, 13.6757255 42.7733284, 13.6759041 42.7731824)",,Via Sandro Pertini,,
61649858,residential,,False,True,74.54,"LINESTRING (13.6712424 42.7731708, 13.6711851 42.7733095, 13.6710394 42.773516, 13.670903 42.7736079, 13.6706901 42.7736225)",,Via Sandro Pertini,,
537414088,residential,,False,False,101.58,"LINESTRING (13.6712424 42.7731708, 13.671284 42.773278, 13.6712902 42.7733306, 13.6712816 42.7733834, 13.6711885 42.7736083, 13.671154 42.7736389, 13.6710969 42.7736896, 13.6706848 42.7738764)",,,,
61649858,residential,,False,False,76.128,"LINESTRING (13.6694712 42.7736255, 13.6695645 42.7735626, 13.6697554 42.7734295, 13.6699726 42.773375, 13.6701296 42.773377, 13.6702752 42.7734184)",,Via Sandro Pertini,,
460409813,residential,,True,False,24.599,"LINESTRING (13.6694712 42.7736255, 13.6693901 42.7736841, 13.6693089 42.7737244, 13.6692309 42.7737567)",,Via Sandro Pertini,,
61570188,secondary,,True,False,26.098,"LINESTRING (13.6757667 42.7728893, 13.6759381 42.7728543, 13.6760774 42.7728347)",SP14,Strada Provinciale 14 di Santa Reparata,,
655734574,secondary,,True,False,12.738,"LINESTRING (13.6763213 42.7726934, 13.6764128 42.7726006)",SP8,Strada Provinciale 8 del Salinello,,
23735350,secondary,roundabout,True,False,14.232,"LINESTRING (13.6763213 42.7726934, 13.6764059 42.7727099, 13.6764755 42.772748)",,,,
61570179,residential,,True,False,23.753,"LINESTRING (13.6759041 42.7731824, 13.6759933 42.7730644, 13.6760481 42.7729968)",,Via Sandro Pertini,,
61649858,residential,,False,True,459.23,"LINESTRING (13.6759041 42.7731824, 13.6757255 42.7733284, 13.675308 42.773679, 13.6749647 42.7739121, 13.6746785 42.7740551, 13.6742638 42.7740594, 13.6736715 42.773925, 13.6734309 42.7738031, 13.6732192 42.7735658, 13.6730808 42.7734301, 13.6729802 42.7733681, 13.6728108 42.7732802, 13.6726753 42.773235, 13.6724047 42.7731695, 13.6719462 42.7731082, 13.6715528 42.7730853, 13.6714178 42.7731101, 13.6712424 42.7731708)",,Via Sandro Pertini,,
655734575,unclassified,,True,False,15.298,"LINESTRING (13.6762339 42.7726416, 13.6764128 42.7726006)",,,,
1222362380,unclassified,,True,False,7.215,"LINESTRING (13.6762339 42.7726416, 13.6762825 42.7726958)",,,50,
61570177,unclassified,,False,False,93.38199999999998,"LINESTRING (13.669441 42.7738889, 13.6695485 42.7737679, 13.6696586 42.773674, 13.6697594 42.773588, 13.6698076 42.7735684, 13.669919 42.7735231, 13.6700185 42.7735119, 13.6701412 42.773498, 13.6702524 42.7735064, 13.6703416 42.7734659)",,Piazzale Carlo Pisacane,,
61570177,unclassified,,False,True,106.91400000000002,"LINESTRING (13.669441 42.7738889, 13.669598 42.773893, 13.6698431 42.7738352, 13.6700456 42.7737876, 13.6702469 42.7737399, 13.6704238 42.773693, 13.6706901 42.7736225)",,Piazzale Carlo Pisacane,,
61570176,unclassified,,True,False,20.186,"LINESTRING (13.6760178 42.7725591, 13.6761376 42.7726222, 13.6762339 42.7726416)",,,50,
23735350,secondary,roundabout,True,False,7.933,"LINESTRING (13.6763753 42.7729625, 13.6763044 42.7730113)",,,,
61649858,residential,,False,True,7.568,"LINESTRING (13.6703416 42.7734659, 13.6702752 42.7734184)",,Via Sandro Pertini,,
61570177,unclassified,,False,True,93.382,"LINESTRING (13.6703416 42.7734659, 13.6702524 42.7735064, 13.6701412 42.773498, 13.6700185 42.7735119, 13.669919 42.7735231, 13.6698076 42.7735684, 13.6697594 42.773588, 13.6696586 42.773674, 13.6695485 42.7737679, 13.669441 42.7738889)",,Piazzale Carlo Pisacane,,
61649858,residential,,False,False,34.023,"LINESTRING (13.6703416 42.7734659, 13.670473 42.7735601, 13.670577 42.77359, 13.6706901 42.7736225)",,Via Sandro Pertini,,
460409815,residential,,True,False,16.782,"LINESTRING (13.6692748 42.7735146, 13.669221 42.7736067, 13.6692159 42.7736316, 13.6692124 42.773657)",,Largo Vinciguerra,,
"[847879953, 460418202, 161518748, 460418205]",residential,,False,"[False, True]",160.548,"LINESTRING (13.6692748 42.7735146, 13.669349 42.7734563, 13.6693772 42.7734345, 13.6697244 42.7731654, 13.66979 42.7730985, 13.6698071 42.7730211, 13.6697846 42.7729835, 13.6697373 42.7729239, 13.6696807 42.7728604, 13.6696225 42.7727922, 13.6696205 42.7727661, 13.6696273 42.772745, 13.6696235 42.7727317, 13.669452 42.772602, 13.6693292 42.772556, 13.6690954 42.7724683)",,"['Piazza Filippi Pepe', 'Largo Vinciguerra']",,building_passage
125433675,secondary,,True,False,34.954,"LINESTRING (13.6767789 42.7730423, 13.6766082 42.7729733, 13.6763753 42.7729625)",SP8,Strada Provinciale 8 del Salinello,,
125433582,secondary,,True,False,16.839,"LINESTRING (13.6761913 42.7733265, 13.6761824 42.7731752)",SP14,Strada Provinciale 14 di Santa Reparata,,
125433583,secondary,,False,True,1127.5119999999997,"LINESTRING (13.6761913 42.7733265, 13.676101 42.7735955, 13.6759585 42.773885, 13.6754304 42.7745543, 13.6753671 42.7746165, 13.6752574 42.7746803, 13.6751126 42.7747236, 13.6749318 42.7747552, 13.6746459 42.7747896, 13.6740708 42.7748005, 13.6740358 42.7748078, 13.6740055 42.7748227, 13.6739833 42.7748439, 13.6739712 42.7748692, 13.6739705 42.7748959, 13.6739813 42.7749215, 13.6740025 42.7749432, 13.674032 42.774959, 13.6740853 42.7749835, 13.6741795 42.7750038, 13.6745791 42.7750525, 13.6754516 42.775152, 13.6756541 42.7751531, 13.6758046 42.775143, 13.6760324 42.7751184, 13.6766586 42.7750239, 13.6767058 42.7750221, 13.6767514 42.775031, 13.676791 42.7750498, 13.6768209 42.7750766, 13.676838 42.7751089, 13.6768408 42.7751434, 13.676829 42.775177, 13.6768036 42.7752062, 13.6767673 42.7752283, 13.6765442 42.7753141, 13.6757922 42.7755886, 13.6756978 42.7756136, 13.6756546 42.7756321, 13.6756214 42.7756596, 13.6756015 42.7756933, 13.6755968 42.7757298, 13.6756078 42.7757657, 13.6756334 42.7757972, 13.6756711 42.7758214, 13.6757171 42.7758357, 13.6759023 42.7758495, 13.6768689 42.7758363, 13.6771734 42.7757986, 13.6777422 42.775629, 13.6777952 42.7756294, 13.6778342 42.7756533, 13.6778618 42.7756893, 13.6778616 42.775756, 13.6778124 42.775822, 13.6776307 42.7759254, 13.6774049 42.776085, 13.6772424 42.7762279, 13.6771993 42.7763459, 13.6772115 42.776472, 13.6772658 42.7765586, 13.6773767 42.7766551, 13.6775053 42.7767572, 13.6777773 42.776973, 13.6779621 42.7771519, 13.6780026 42.7772245, 13.6780526 42.7773139, 13.6780758 42.7774336, 13.6781046 42.7775882, 13.6781013 42.7776226, 13.678094 42.7776992)",SP14,Strada Provinciale 14 di Santa Reparata,,
125433583,secondary,,False,False,1127.512,"LINESTRING (13.678094 42.7776992, 13.6781013 42.7776226, 13.6781046 42.7775882, 13.6780758 42.7774336, 13.6780526 42.7773139, 13.6780026 42.7772245, 13.6779621 42.7771519, 13.6777773 42.776973, 13.6775053 42.7767572, 13.6773767 42.7766551, 13.6772658 42.7765586, 13.6772115 42.776472, 13.6771993 42.7763459, 13.6772424 42.7762279, 13.6774049 42.776085, 13.6776307 42.7759254, 13.6778124 42.775822, 13.6778616 42.775756, 13.6778618 42.7756893, 13.6778342 42.7756533, 13.6777952 42.7756294, 13.6777422 42.775629, 13.6771734 42.7757986, 13.6768689 42.7758363, 13.6759023 42.7758495, 13.6757171 42.7758357, 13.6756711 42.7758214, 13.6756334 42.7757972, 13.6756078 42.7757657, 13.6755968 42.7757298, 13.6756015 42.7756933, 13.6756214 42.7756596, 13.6756546 42.7756321, 13.6756978 42.7756136, 13.6757922 42.7755886, 13.6765442 42.7753141, 13.6767673 42.7752283, 13.6768036 42.7752062, 13.676829 42.775177, 13.6768408 42.7751434, 13.676838 42.7751089, 13.6768209 42.7750766, 13.676791 42.7750498, 13.6767514 42.775031, 13.6767058 42.7750221, 13.6766586 42.7750239, 13.6760324 42.7751184, 13.6758046 42.775143, 13.6756541 42.7751531, 13.6754516 42.775152, 13.6745791 42.7750525, 13.6741795 42.7750038, 13.6740853 42.7749835, 13.674032 42.774959, 13.6740025 42.7749432, 13.6739813 42.7749215, 13.6739705 42.7748959, 13.6739712 42.7748692, 13.6739833 42.7748439, 13.6740055 42.7748227, 13.6740358 42.7748078, 13.6740708 42.7748005, 13.6746459 42.7747896, 13.6749318 42.7747552, 13.6751126 42.7747236, 13.6752574 42.7746803, 13.6753671 42.7746165, 13.6754304 42.7745543, 13.6759585 42.773885, 13.676101 42.7735955, 13.6761913 42.7733265)",SP14,Strada Provinciale 14 di Santa Reparata,,
1222362375,secondary,,True,False,14.206,"LINESTRING (13.6761824 42.7731752, 13.6761562 42.7730489)",SP14,Strada Provinciale 14 di Santa Reparata,,
"[655734568, 1222362376]",residential,,False,False,107.799,"LINESTRING (13.6761824 42.7731752, 13.6760551 42.7732059, 13.675917 42.7732916, 13.6753917 42.7737284, 13.6752552 42.7738476)",,,,
223337938,residential,,False,False,10.033,"LINESTRING (13.6775539 42.7704706, 13.6776701 42.7704412)",,,,
223337936,unclassified,,False,False,150.517,"LINESTRING (13.6775539 42.7704706, 13.6775547 42.7703094, 13.6775789 42.7701853, 13.6777827 42.7698211, 13.6779473 42.7696086, 13.6780849 42.769431, 13.6781594 42.7693413, 13.6782665 42.7692513)",,Via San Francesco d'Assisi,,
223337936,unclassified,,False,True,140.923,"LINESTRING (13.6775539 42.7704706, 13.6775171 42.7705813, 13.6774712 42.770719, 13.6774013 42.7709293, 13.6773269 42.7711453, 13.6773051 42.7712086, 13.6771833 42.7715775, 13.6771277 42.7716983)",,Via San Francesco d'Assisi,,
1222362377,secondary,,True,False,18.199,"LINESTRING (13.6765311 42.7725895, 13.6764755 42.772748)",SP8,Strada Provinciale 8 del Salinello,,
