osmid,name,highway,oneway,reversed,length,geometry,access,lanes,maxspeed,junction
44836227,Via Alessandro Scarlatti,primary,False,False,25.07,"LINESTRING (16.4820764 41.1134827, 16.4821354 41.1134399, 16.4822635 41.113354, 16.4822977 41.113331)",,,,
44836227,Via Alessandro Scarlatti,primary,False,True,16.958,"LINESTRING (16.4820764 41.1134827, 16.4820562 41.113496, 16.4819698 41.1135528, 16.4819239 41.113583)",,,,
199775266,Via Romanello da Forlì,residential,True,False,90.436,"LINESTRING (16.4820764 41.1134827, 16.4822066 41.1135641, 16.4829071 41.1140021)",,,,
25764059,Via Aldo Moro,secondary,False,False,31.742,"LINESTRING (16.4889827 41.1151626, 16.4886301 41.1150581)",,,,
25764059,Via Aldo Moro,secondary,False,True,20.057,"LINESTRING (16.4889827 41.1151626, 16.4892067 41.1152263)",,,,
25719413,Via De Deo,residential,False,True,23.196,"LINESTRING (16.4889827 41.1151626, 16.488991 41.1151457, 16.4890793 41.1149671)",,,,
1182359072,Corso Antonio Jatta,secondary,True,False,1.712,"LINESTRING (16.4882534 41.1176992, 16.4882622 41.1177131)",,,,
1052464142,Via Fratelli Cairoli,tertiary,True,False,33.632,"LINESTRING (16.4882534 41.1176992, 16.4883321 41.117684, 16.4886431 41.1176265)",,,,
44836227,Via Alessandro Scarlatti,primary,False,False,40.995,"LINESTRING (16.4809109 41.1143053, 16.4809908 41.1142467, 16.4812235 41.114076, 16.4812615 41.1140481)",,,,
44836227,Via Alessandro Scarlatti,primary,False,True,102.91000000000001,"LINESTRING (16.4809109 41.1143053, 16.4807917 41.1143881, 16.4800614 41.1148929, 16.480006 41.1149312)",,,,
1182428649,,secondary,True,False,10.324,"LINESTRING (16.4870703 41.1179392, 16.4871888 41.1179137)",,,,
1052464158,Piazza Dante Alighieri,residential,True,False,53.61300000000001,"LINESTRING (16.4870703 41.1179392, 16.4870608 41.1179111, 16.4870542 41.1178915, 16.4870364 41.1177353, 16.4870157 41.1175347, 16.4870092 41.1174599)",,,,
26737021,Via Isabella Griffi,residential,True,False,50.382,"LINESTRING (16.4869844 41.1171381, 16.4869772 41.1170141, 16.4869683 41.1168616, 16.4869519 41.1166857)",,,,
"[27547778, 1235799077, 1235799078]",Via Monsignor Luigi Bruno,"['residential', 'living_street']",False,False,76.39000000000001,"LINESTRING (16.4869844 41.1171381, 16.4869346 41.1171353, 16.4868789 41.1171376, 16.4868677 41.1171375, 16.4867206 41.1171332, 16.4865901 41.1171294, 16.4865301 41.1171206, 16.4864509 41.1171089, 16.4860791 41.1170702)",,,,
26737023,Via Parini,residential,True,False,60.111,"LINESTRING (16.4869468 41.1162511, 16.4875465 41.1160835, 16.4876201 41.1160642)",,,,
1054995993,Larghetto Autore Cotugno,living_street,False,True,25.356,"LINESTRING (16.4869468 41.1162511, 16.4868378 41.1162519, 16.4868275 41.1162514, 16.486823 41.1162509, 16.4867612 41.1162438, 16.4867065 41.1161665)",,,,
1182359067,Corso Camillo Benso Conte di Cavour,secondary,True,False,53.355,"LINESTRING (16.4876565 41.1160556, 16.4878271 41.1165179)",,,,
27438985,Via Gaetano Mastrorilli,residential,False,False,32.552,"LINESTRING (16.4876565 41.1160556, 16.4877368 41.1160344, 16.4880324 41.1159826)",,,,
26737021,Via Isabella Griffi,residential,True,False,48.39,"LINESTRING (16.4869519 41.1166857, 16.4869605 41.1166384, 16.4869468 41.1162511)",,,,
26737022,,residential,True,False,72.74600000000001,"LINESTRING (16.4869519 41.1166857, 16.4870295 41.1166695, 16.487246 41.1166295, 16.4877197 41.1165401, 16.4877937 41.1165252)",,,,
1182359067,Corso Camillo Benso Conte di Cavour,secondary,True,False,36.568,"LINESTRING (16.4878271 41.1165179, 16.4879433 41.1168349)",,,,
27547816,Via Santa Barbara,residential,True,False,16.802,"LINESTRING (16.4831308 41.1162019, 16.4830096 41.1161443, 16.4829763 41.1161092)",,,,
1182359037,Corso Ettore Carafa,secondary,True,False,30.799000000000003,"LINESTRING (16.4831308 41.1162019, 16.483152 41.1161633, 16.4831953 41.1161207, 16.4832454 41.1160827, 16.4833341 41.116017, 16.4833666 41.115993)",,,,
1161341361,Via Corato,secondary,True,False,35.89,"LINESTRING (16.480719 41.1187902, 16.4804436 41.1189354, 16.480368 41.1189753)",,,,
199793812,Via Domenico Cimarosa,residential,False,False,35.937,"LINESTRING (16.4889035 41.1194796, 16.4889805 41.119461, 16.4893145 41.119387)",,,,
1182359072,Corso Antonio Jatta,secondary,True,False,37.26,"LINESTRING (16.4889035 41.1194796, 16.4889309 41.1195552, 16.4889884 41.1197208, 16.4890194 41.1198031)",,,,
"[46733491, 46733484]","['Corso Piave', 'Piazza della Libertà']","['residential', 'tertiary']",True,False,37.696999999999996,"LINESTRING (16.4874044 41.1206863, 16.487458 41.1209149, 16.4874374 41.1209636, 16.4874103 41.1210155)",,,,
46733493,Piazza della Libertà,residential,True,False,26.394,"LINESTRING (16.4874044 41.1206863, 16.487153 41.1207167, 16.4871224 41.1206774)",,,,
27296760,Via Giuseppe Mazzini,residential,True,False,38.0,"LINESTRING (16.4857528 41.1209174, 16.4856568 41.1205834)",,,,
