osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,access,ref,junction,tunnel
23358743,False,2,Via della Pietraia,tertiary,False,500.4430000000001,"LINESTRING (11.7377702 43.2158903, 11.737569 43.2156513, 11.7375363 43.2156086, 11.7375136 43.2155583, 11.7375086 43.2155029, 11.7375061 43.2154073, 11.7375061 43.2153142, 11.7375161 43.2152413, 11.7375363 43.2151583, 11.7375513 43.2150778, 11.7375614 43.2149897, 11.7375488 43.2148992, 11.7375312 43.2147985, 11.7374784 43.214713, 11.7374231 43.2146551, 11.7373526 43.2145822, 11.7372897 43.2145193, 11.7371916 43.2144539, 11.7370558 43.2143709, 11.7369073 43.2142677, 11.7368218 43.2141973, 11.7367313 43.2141118, 11.736618 43.2139885, 11.7365043 43.2138783, 11.7363551 43.2137807, 11.7362354 43.2137095, 11.736065 43.2136113, 11.7358713 43.2135055, 11.7357595 43.2134472, 11.7357244 43.2134261, 11.7356954 43.2134061, 11.7356822 43.2133902, 11.7356791 43.213376, 11.7356819 43.2133635, 11.7356925 43.2133531, 11.735714 43.2133448, 11.7357437 43.2133395, 11.7357821 43.213338, 11.7358526 43.2133462, 11.735982 43.2133753, 11.7361265 43.213412, 11.736314 43.2134592, 11.7364522 43.2134897, 11.7365254 43.213501, 11.7365869 43.213504, 11.7367259 43.2135056, 11.7367816 43.2135086, 11.7368755 43.2135246, 11.736898 43.2135243, 11.7369185 43.2135181, 11.7369289 43.2135042, 11.7369279 43.2134848, 11.7369199 43.2134639, 11.7369037 43.2134472, 11.7367854 43.2133514, 11.7366083 43.2131807)",,,,,,
23458988,True,1,Via dei Colli,residential,False,115.239,"LINESTRING (11.7377702 43.2158903, 11.7378143 43.2158511, 11.7378458 43.2158395, 11.7378866 43.2158296, 11.7379602 43.2158226, 11.7387199 43.2157434, 11.7388453 43.2157235, 11.7389318 43.2157131, 11.7390102 43.2157085, 11.7390837 43.215713, 11.7391438 43.2157293)",30,4.5,,,,
25298223,False,2,Via Guerrazzi,tertiary,False,63.80799999999999,"LINESTRING (11.7363889 43.2129433, 11.7363574 43.2128976, 11.7363057 43.2128293, 11.7362495 43.2127518, 11.7361707 43.2126288, 11.7361255 43.2125526, 11.7361011 43.2124965, 11.7360916 43.2124595, 11.7360864 43.2124179)",50,,,,,
25298223,False,2,Via Guerrazzi,tertiary,True,31.832,"LINESTRING (11.7363889 43.2129433, 11.7365256 43.2130953, 11.7366083 43.2131807)",50,,,,,
415775735,True,1,Via della Rocca,residential,False,41.271,"LINESTRING (11.7363889 43.2129433, 11.7364374 43.2129272, 11.7364781 43.2129169, 11.736503 43.2129128, 11.7365274 43.2129144, 11.7365588 43.2129256, 11.7366115 43.212954, 11.7366976 43.2130094, 11.7368158 43.2130737)",,,,,,
23358743,False,2,Via della Pietraia,tertiary,True,500.4429999999998,"LINESTRING (11.7366083 43.2131807, 11.7367854 43.2133514, 11.7369037 43.2134472, 11.7369199 43.2134639, 11.7369279 43.2134848, 11.7369289 43.2135042, 11.7369185 43.2135181, 11.736898 43.2135243, 11.7368755 43.2135246, 11.7367816 43.2135086, 11.7367259 43.2135056, 11.7365869 43.213504, 11.7365254 43.213501, 11.7364522 43.2134897, 11.736314 43.2134592, 11.7361265 43.213412, 11.735982 43.2133753, 11.7358526 43.2133462, 11.7357821 43.213338, 11.7357437 43.2133395, 11.735714 43.2133448, 11.7356925 43.2133531, 11.7356819 43.2133635, 11.7356791 43.213376, 11.7356822 43.2133902, 11.7356954 43.2134061, 11.7357244 43.2134261, 11.7357595 43.2134472, 11.7358713 43.2135055, 11.736065 43.2136113, 11.7362354 43.2137095, 11.7363551 43.2137807, 11.7365043 43.2138783, 11.736618 43.2139885, 11.7367313 43.2141118, 11.7368218 43.2141973, 11.7369073 43.2142677, 11.7370558 43.2143709, 11.7371916 43.2144539, 11.7372897 43.2145193, 11.7373526 43.2145822, 11.7374231 43.2146551, 11.7374784 43.214713, 11.7375312 43.2147985, 11.7375488 43.2148992, 11.7375614 43.2149897, 11.7375513 43.2150778, 11.7375363 43.2151583, 11.7375161 43.2152413, 11.7375061 43.2153142, 11.7375061 43.2154073, 11.7375086 43.2155029, 11.7375136 43.2155583, 11.7375363 43.2156086, 11.737569 43.2156513, 11.7377702 43.2158903)",,,,,,
25298223,False,2,Via Guerrazzi,tertiary,False,31.832,"LINESTRING (11.7366083 43.2131807, 11.7365256 43.2130953, 11.7363889 43.2129433)",50,,,,,
1218518276,False,1,Via dei Nelli,residential,False,28.034,"LINESTRING (11.7366083 43.2131807, 11.736734 43.21326, 11.7368598 43.2133535)",,,restricted,,,
"[23358745, 1218518274]",False,2,Via Vittorio Emanuele Primo,tertiary,"[False, True]",88.42099999999999,"LINESTRING (11.7360864 43.2124179, 11.7360098 43.2123982, 11.7359268 43.212377, 11.7357409 43.2123395, 11.7355358 43.2123036, 11.7351728 43.2122458, 11.7350284 43.2122278)",,,,,,
25298205,False,2,Piazza Garibaldi,residential,False,54.162,"LINESTRING (11.7360864 43.2124179, 11.73612 43.2123954, 11.7361388 43.2123757, 11.7362204 43.2122895, 11.7362783 43.2122344, 11.7363572 43.2121792, 11.7364443 43.2121349, 11.7365663 43.2120923)",,,,,,
