osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,width,maxspeed
618738176,tertiary,roundabout,True,False,21.516,"LINESTRING (10.2814923 45.3989022, 10.281445 45.398908, 10.2813977 45.3989024, 10.2813582 45.3988874, 10.2813274 45.3988645, 10.2813084 45.3988359, 10.2813031 45.3988046)",,,,
618738177,tertiary,,False,True,162.314,"LINESTRING (10.2814923 45.3989022, 10.2815455 45.3991225, 10.2814964 45.399858, 10.2814474 45.4003157, 10.2814407 45.4003564)",Via Matteotti,,,
59289837,unclassified,,False,True,93.444,"LINESTRING (10.2784963 45.3986187, 10.2784866 45.3986821, 10.2784808 45.3987199, 10.2783939 45.3992956, 10.2783787 45.3994549)",Via Giuseppe Verdi,,,
"[427952393, 925101601]",unclassified,,False,False,148.082,"LINESTRING (10.2784963 45.3986187, 10.2781566 45.3976005, 10.2780679 45.3973214)",Via Caravaggio,,,
701263250,unclassified,,False,False,98.75399999999999,"LINESTRING (10.2784963 45.3986187, 10.2786732 45.3986342, 10.2797513 45.3987291)",Via Circuito Sud,,,
701263250,unclassified,,False,True,216.034,"LINESTRING (10.2784963 45.3986187, 10.2783061 45.3986301, 10.2759677 45.3987702, 10.2757394 45.3987839)",Via Circuito Sud,,,
59289870,tertiary,,False,True,111.201,"LINESTRING (10.2806589 45.401716, 10.2820466 45.4019413)",Via Camillo Benso Conte di Cavour,,,
618738174,tertiary,roundabout,True,False,11.464,"LINESTRING (10.2806589 45.401716, 10.2806482 45.4017406, 10.2806283 45.4017623, 10.2806008 45.4017794, 10.2805678 45.4017907)",,,,
30247003,primary,roundabout,True,False,33.692,"LINESTRING (10.2820697 45.3973259, 10.2819265 45.3973164, 10.2817944 45.3972765, 10.2816861 45.39721)",,1,4,
30391124,tertiary,,True,False,50.138999999999996,"LINESTRING (10.2820697 45.3973259, 10.2818358 45.3975087, 10.2817026 45.3976913)",Via Matteotti,1,3,
30247003,primary,roundabout,True,False,13.277000000000001,"LINESTRING (10.2816861 45.39721, 10.2816378 45.3971609, 10.281603 45.3971064)",,1,4,
30663537,tertiary,,False,False,179.15599999999998,"LINESTRING (10.2709131 45.4005797, 10.2714585 45.4004737, 10.2720308 45.4003624, 10.2721806 45.4003333, 10.2728201 45.4002279, 10.2729182 45.4002146, 10.2730252 45.400207, 10.2731402 45.4002031)",Via Giuseppe Garibaldi,,,
184733996,tertiary,,True,False,17.325000000000003,"LINESTRING (10.2709131 45.4005797, 10.2708689 45.4005954, 10.2708167 45.4006055, 10.2707006 45.4006212)",Via Giuseppe Garibaldi,,,
615947625,tertiary,roundabout,True,False,4.025,"LINESTRING (10.2710711 45.4048331, 10.2710599 45.4048168, 10.2710572 45.4047988)",,,,
30663543,tertiary,,False,True,77.899,"LINESTRING (10.2748957 45.4058438, 10.2740622 45.4057899, 10.2739014 45.4057892)",Via Alessandro Manzoni,,,
81914221,tertiary,,True,False,53.534,"LINESTRING (10.2817026 45.3976913, 10.2816861 45.39721)",Via Matteotti,1,3,
618738175,tertiary,,False,True,116.063,"LINESTRING (10.2817026 45.3976913, 10.2816734 45.3978671, 10.2816226 45.3982797, 10.2815965 45.3985275, 10.2815622 45.3986232, 10.2814905 45.3987159)",Via Matteotti,,,
115955779,residential,,True,False,44.229,"LINESTRING (10.2769634 45.4036282, 10.2773545 45.4033907, 10.2773837 45.4033627)",Via della Repubblica,,,
591822083,residential,,True,False,63.974000000000004,"LINESTRING (10.2776061 45.402799, 10.2775402 45.4028193, 10.277498 45.4028174, 10.2770647 45.4027395, 10.2768172 45.4026886)",Via Guglielmo Marconi,,,
777104070,unclassified,,True,False,29.442,"LINESTRING (10.2776061 45.402799, 10.2776561 45.4025981, 10.2776891 45.4025707, 10.2777207 45.4025593)",Piazza Roma,,,
59289771,unclassified,,False,False,48.483,"LINESTRING (10.278278 45.4025269, 10.2782882 45.4025142, 10.2782972 45.4024995, 10.2782485 45.4020955)",Piazza Roma,,,
115955777,unclassified,,False,True,34.093,"LINESTRING (10.278278 45.4025269, 10.2782645 45.4025365, 10.2782283 45.4025433, 10.2779487 45.4025631, 10.2778583 45.4025914)",Piazza Roma,,,
115955786,residential,,True,False,82.481,"LINESTRING (10.278278 45.4025269, 10.2783123 45.4025482, 10.2783447 45.4025645, 10.2783802 45.4025771, 10.2792288 45.402572, 10.2793112 45.4025719)",Via Fabio Filzi,,,
59289771,unclassified,,False,True,76.386,"LINESTRING (10.2781659 45.401411, 10.2782485 45.4020955)",Piazza Roma,,,
30239422,tertiary,,False,True,32.42,"LINESTRING (10.2781659 45.401411, 10.2782772 45.4014115, 10.2785798 45.4014315)",Via Camillo Benso Conte di Cavour,,,
220099618,tertiary,,False,True,73.55499999999999,"LINESTRING (10.2781659 45.401411, 10.2778772 45.4013733, 10.2774109 45.4013188, 10.2772382 45.4012959)",Piazza Roma,,,
30247003,primary,roundabout,True,False,9.573,"LINESTRING (10.28219 45.3973093, 10.2820697 45.3973259)",,1,4,
115955779,residential,,True,False,98.348,"LINESTRING (10.2757819 45.4039314, 10.2759692 45.4038832, 10.2768738 45.4036384, 10.2769634 45.4036282)",Via della Repubblica,,,
591814987,residential,,False,True,190.829,"LINESTRING (10.2757819 45.4039314, 10.2758431 45.4040556, 10.2759343 45.4042053, 10.2760578 45.4043942, 10.2761372 45.4045993, 10.2761516 45.4048201, 10.2760926 45.4052015, 10.276001 45.4055931)",Via Molino Sopra,,,
115955779,residential,,True,False,46.67,"LINESTRING (10.2751963 45.4039925, 10.2752678 45.4040038, 10.2755088 45.4039745, 10.2757819 45.4039314)",Via della Repubblica,,,
115955784,unclassified,,False,True,37.403999999999996,"LINESTRING (10.2751963 45.4039925, 10.2750733 45.4039944, 10.2749125 45.4040095, 10.2747195 45.4040221)",Via ventiquattro Maggio,,,
591814984,unclassified,,True,False,88.15100000000001,"LINESTRING (10.2728309 45.4038049, 10.2729061 45.403775, 10.2730106 45.4037604, 10.2734226 45.4037502, 10.2737717 45.4037532, 10.2739461 45.4037611)",Via ventiquattro Maggio,,,
30404412,unclassified,,True,False,204.47200000000004,"LINESTRING (10.2747195 45.4040221, 10.2747138 45.4041109, 10.274844 45.4045555, 10.2749094 45.4048737, 10.2749548 45.4051808, 10.2749612 45.4052761, 10.2749594 45.405386, 10.2749344 45.4056732, 10.2749218 45.4057383, 10.2748957 45.4058438)",Via Carlo Alberto,,,
115955784,unclassified,,False,False,37.403999999999996,"LINESTRING (10.2747195 45.4040221, 10.2749125 45.4040095, 10.2750733 45.4039944, 10.2751963 45.4039925)",Via ventiquattro Maggio,,,
261377654,residential,,True,False,41.466,"LINESTRING (10.2748283 45.4024722, 10.2748226 45.4025367, 10.274726 45.402726, 10.2747032 45.402832)",Via Cesare Battisti,,,
115955787,residential,,False,True,89.57600000000001,"LINESTRING (10.2746653 45.4006785, 10.2746361 45.4008654, 10.2746764 45.4014077, 10.2746652 45.4014818)",Via Nazario Sauro,,,
176687556,unclassified,,False,False,297.177,"LINESTRING (10.2746653 45.4006785, 10.2746885 45.4006111, 10.2748202 45.399914, 10.2749151 45.3995913, 10.2749773 45.3995684, 10.2752247 45.3996, 10.2755579 45.3996755, 10.2759215 45.399677, 10.2759504 45.3997052, 10.2760054 45.4001412, 10.2760532 45.4001711, 10.276511 45.4001162)",Via Quattro Novembre,,,
671210680,tertiary,,False,False,90.85299999999998,"LINESTRING (10.2746653 45.4006785, 10.2751713 45.4008268, 10.2755092 45.400951, 10.2756976 45.4010484)",Via Giuseppe Garibaldi,,,
671210680,tertiary,,False,True,91.83000000000001,"LINESTRING (10.2746653 45.4006785, 10.2742432 45.4005716, 10.2740441 45.400504, 10.2735955 45.4003392)",Via Giuseppe Garibaldi,,,
30404509,unclassified,,True,False,20.381,"LINESTRING (10.2778583 45.4025914, 10.2778754 45.4027743)",Piazza Roma,,,
115955777,unclassified,,False,False,34.093,"LINESTRING (10.2778583 45.4025914, 10.2779487 45.4025631, 10.2782283 45.4025433, 10.2782645 45.4025365, 10.278278 45.4025269)",Piazza Roma,,,
30404509,unclassified,,True,False,21.698,"LINESTRING (10.2778754 45.4027743, 10.2778105 45.4027976, 10.2777462 45.4028032, 10.2776858 45.4028013, 10.2776061 45.402799)",Piazza Roma,,,
1153815296,residential,,True,False,57.647999999999996,"LINESTRING (10.2778754 45.4027743, 10.2778767 45.4028084, 10.2779768 45.4032876)",Via Lapapasini,,,
115955779,residential,,True,False,46.268,"LINESTRING (10.2774462 45.4031975, 10.2775509 45.4028748, 10.2776061 45.402799)",Via della Repubblica,,,
115955790,unclassified,,False,True,102.333,"LINESTRING (10.2774182 45.4044692, 10.2775101 45.4046619, 10.2776024 45.4048984, 10.2777445 45.4053596)",Via Venti Settembre,,,
115955797,unclassified,,True,False,100.238,"LINESTRING (10.2774182 45.4044692, 10.277258 45.4042241, 10.2771775 45.4040951, 10.2770971 45.403951, 10.2769634 45.4036282)",Via Venti Settembre,,,
59289793,unclassified,,False,False,41.698,"LINESTRING (10.2820685 45.4003398, 10.2825281 45.4001488)",Via Giacomo Leopardi,,,
1153852379,unclassified,,True,False,49.155,"LINESTRING (10.2820685 45.4003398, 10.2820291 45.4003581, 10.281938 45.4004002, 10.2818159 45.400435, 10.281738 45.4004474, 10.281646 45.4004524, 10.2815681 45.4004512, 10.2815295 45.4004453, 10.2814802 45.4004338)",Via Giacomo Leopardi,,,
30663543,tertiary,,False,False,77.899,"LINESTRING (10.2739014 45.4057892, 10.2740622 45.4057899, 10.2748957 45.4058438)",Via Alessandro Manzoni,,,
30663543,tertiary,,False,True,51.384,"LINESTRING (10.2739014 45.4057892, 10.2735275 45.4058019, 10.273244 45.4058119)",Via Alessandro Manzoni,,,
59289836,residential,,False,True,124.756,"LINESTRING (10.2706169 45.3975428, 10.2720448 45.3975161, 10.2722067 45.3974811)",Via Po,,,
59289740,residential,,False,False,77.764,"LINESTRING (10.2737981 45.3982164, 10.27385 45.3989148)",Via Molino Sotto,,,
30239422,tertiary,,False,False,32.42,"LINESTRING (10.2785798 45.4014315, 10.2782772 45.4014115, 10.2781659 45.401411)",Via Camillo Benso Conte di Cavour,,,
30239422,tertiary,,False,True,144.60299999999998,"LINESTRING (10.2785798 45.4014315, 10.2791476 45.4014934, 10.279841 45.4015876, 10.2801952 45.4016312, 10.2802768 45.4016413, 10.2803975 45.4016729)",Via Camillo Benso Conte di Cavour,,,
59289768,unclassified,,False,True,112.1,"LINESTRING (10.2785798 45.4014315, 10.278653 45.4009436, 10.2787144 45.4008277, 10.2788204 45.4007062, 10.2790345 45.4005047)",Via Vittorio Veneto,,,
176687560,residential,,False,True,72.562,"LINESTRING (10.2735917 45.4009904, 10.2736115 45.4003908, 10.2735955 45.4003392)",,,,
59289857,residential,,True,False,52.177,"LINESTRING (10.2758027 45.4015096, 10.2757667 45.4014416, 10.2756996 45.4011243, 10.2756976 45.4010484)",,,,
1081725592,residential,,False,False,65.87,"LINESTRING (10.2758027 45.4015096, 10.2762441 45.4014812, 10.2766375 45.4014287)",Largo Zanardelli,,,
59289841,residential,,False,False,35.979,"LINESTRING (10.2818326 45.4026089, 10.2819336 45.4022932)",Via Giosuè Carducci,,,
59289841,residential,,False,True,47.104,"LINESTRING (10.2818326 45.4026089, 10.2818267 45.4030325)",Via Giosuè Carducci,,,
115955802,unclassified,,False,True,130.877,"LINESTRING (10.2818326 45.4026089, 10.2801566 45.4025846)",Via Fabio Filzi,,,
59289776,residential,,False,True,33.207,"LINESTRING (10.2727014 45.398203, 10.272604 45.3979123)",Via Po,,,
59289761,residential,,False,False,116.943,"LINESTRING (10.2727014 45.398203, 10.272536 45.398239, 10.2712128 45.3982818)",Via Po,,,
59289776,residential,,False,False,87.063,"LINESTRING (10.2727014 45.398203, 10.2727829 45.3983866, 10.2730003 45.3989572)",Via Po,,,
591814986,tertiary,,True,False,47.911,"LINESTRING (10.276001 45.4055931, 10.2753977 45.4056721)",Via Dante Alighieri,,,
591814987,residential,,False,False,190.82899999999998,"LINESTRING (10.276001 45.4055931, 10.2760926 45.4052015, 10.2761516 45.4048201, 10.2761372 45.4045993, 10.2760578 45.4043942, 10.2759343 45.4042053, 10.2758431 45.4040556, 10.2757819 45.4039314)",Via Molino Sopra,,,
59289793,unclassified,,False,False,16.81,"LINESTRING (10.2825281 45.4001488, 10.2827156 45.4000745)",Via Giacomo Leopardi,,,
59289793,unclassified,,False,True,41.698,"LINESTRING (10.2825281 45.4001488, 10.2820685 45.4003398)",Via Giacomo Leopardi,,,
59289905,residential,,False,False,190.07,"LINESTRING (10.2825281 45.4001488, 10.2825044 45.4001083, 10.2820513 45.3988296, 10.2820369 45.3988124, 10.2820071 45.3987951, 10.2815791 45.3987832)",Via Raffaello Sanzio,,,
"[591822073, 59289861]",residential,,False,True,628.0600000000001,"LINESTRING (10.2806384 45.3987826, 10.2807966 45.3976901, 10.2805922 45.3967985, 10.2805647 45.3967543, 10.2792689 45.3962809, 10.279181 45.396263, 10.2791456 45.3963154, 10.2797513 45.3987291)","['Via Tintoretto', 'Via Girolamo Romanino']",,,
591822074,unclassified,,False,False,51.993,"LINESTRING (10.2806384 45.3987826, 10.2810218 45.3988041, 10.2813031 45.3988046)",Via Circuito Sud,,,
591822075,residential,,False,False,81.2,"LINESTRING (10.2806384 45.3987826, 10.2806323 45.3988177, 10.2806333 45.3988386, 10.2806696 45.3995121)",,,,
701263250,unclassified,,False,True,56.150999999999996,"LINESTRING (10.2806384 45.3987826, 10.280107 45.3987543, 10.2799213 45.3987444)",Via Circuito Sud,,,
59289741,residential,,False,False,88.711,"LINESTRING (10.2800478 45.3995372, 10.2799268 45.3987951, 10.2799239 45.3987687, 10.2799213 45.3987444)",,,,
701263250,unclassified,,False,False,13.382,"LINESTRING (10.2797513 45.3987291, 10.2799213 45.3987444)",Via Circuito Sud,,,
"[591822073, 59289861]",residential,,False,False,628.0600000000001,"LINESTRING (10.2797513 45.3987291, 10.2791456 45.3963154, 10.279181 45.396263, 10.2792689 45.3962809, 10.2805647 45.3967543, 10.2805922 45.3967985, 10.2807966 45.3976901, 10.2806384 45.3987826)","['Via Tintoretto', 'Via Girolamo Romanino']",,,
