osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,width,tunnel
25179777,2,tertiary,50,circular,False,True,5.143,"LINESTRING (14.7603621 36.8560559, 14.760371 36.8560102)",,,
25179777,2,tertiary,50,circular,False,False,24.539,"LINESTRING (14.7603621 36.8560559, 14.7603379 36.8560955, 14.7603004 36.856128, 14.760253 36.8561504, 14.7601994 36.856161, 14.7601443 36.8561589)",,,
"[316432424, 1158481893]",,tertiary,50,,True,False,23.604,"LINESTRING (14.7603621 36.8560559, 14.760338 36.8561345, 14.7603245 36.8562654)",,,
25179777,2,tertiary,50,circular,False,False,19.32,"LINESTRING (14.7602599 36.8558715, 14.7602971 36.8558894, 14.7603282 36.8559137, 14.7603517 36.8559429, 14.7603662 36.8559757, 14.760371 36.8560102)",,,
25179777,2,tertiary,50,circular,False,True,8.975999999999999,"LINESTRING (14.7602599 36.8558715, 14.7602116 36.8558598, 14.7601612 36.8558586)",,,
342225782,,tertiary,50,,True,False,46.129,"LINESTRING (14.7602599 36.8558715, 14.7603318 36.8558664, 14.7603841 36.8558522, 14.7604359 36.8558216, 14.7604698 36.855798, 14.7606822 36.8556499)",,,
25179777,2,tertiary,50,circular,False,False,8.975999999999999,"LINESTRING (14.7601612 36.8558586, 14.7602116 36.8558598, 14.7602599 36.8558715)",,,
25179777,2,tertiary,50,circular,False,True,38.429,"LINESTRING (14.7601612 36.8558586, 14.7601145 36.8558675, 14.760072 36.8558854, 14.7600365 36.8559112, 14.7600103 36.8559434, 14.7599949 36.8559797, 14.7599915 36.856018, 14.7600001 36.8560558, 14.7600203 36.8560906, 14.7600508 36.8561203)",,,
25179777,2,tertiary,50,circular,False,False,9.454,"LINESTRING (14.7601443 36.8561589, 14.7600942 36.8561449, 14.7600508 36.8561203)",,,
25179777,2,tertiary,50,circular,False,True,24.539,"LINESTRING (14.7601443 36.8561589, 14.7601994 36.856161, 14.760253 36.8561504, 14.7603004 36.856128, 14.7603379 36.8560955, 14.7603621 36.8560559)",,,
342225768,,tertiary,50,,True,False,18.111,"LINESTRING (14.7595483 36.856051, 14.7593578 36.8559936)",Via Vittorio Veneto,,
342225768,,tertiary,50,,True,False,51.473,"LINESTRING (14.7580158 36.8556415, 14.7579824 36.8556335, 14.7574655 36.8554987)",Via Vittorio Veneto,,
67851004,,residential,,,True,False,60.69,"LINESTRING (14.7582058 36.8551173, 14.7580158 36.8556415)",Via Dottor Michele Gallo,,
342225786,,tertiary,50,,True,False,89.12400000000001,"LINESTRING (14.7582058 36.8551173, 14.7586108 36.8552194, 14.7588044 36.8552682, 14.7590641 36.8553389, 14.7590834 36.855344, 14.7591096 36.8553509, 14.759122 36.8553541, 14.7591589 36.8553638)",Viale Medaglie d'Oro,,
342225786,,tertiary,50,,True,False,6.202,"LINESTRING (14.7570559 36.8547611, 14.7571199 36.8547832)",Viale Medaglie d'Oro,,
316432423,,tertiary,50,,False,False,58.96900000000001,"LINESTRING (14.7605315 36.8574456, 14.7605386 36.8574857, 14.7605695 36.8576565, 14.7606243 36.8579707)",Corso Umberto Primo,,
968199335,,tertiary,50,,False,True,45.781,"LINESTRING (14.7605315 36.8574456, 14.7605121 36.8573352, 14.7604598 36.8570379)",Corso Umberto Primo,,
957914500,,residential,,,True,False,37.21,"LINESTRING (14.7609454 36.8573976, 14.7605315 36.8574456)",,,
"[957914499, 76438653]",,residential,,,False,False,12.874,"LINESTRING (14.7609454 36.8573976, 14.7610083 36.8574433, 14.7610254 36.8574585, 14.7610275 36.8574858)",Via Silvio Pellico,2.2,
39254920,,residential,,,True,False,46.544,"LINESTRING (14.7608682 36.8569836, 14.7609454 36.8573976)",,,
"[350642352, 345138567]",,residential,,,False,False,68.48400000000001,"LINESTRING (14.7608682 36.8569836, 14.7609301 36.8569676, 14.7610366 36.8569451, 14.7611813 36.8567311, 14.761471 36.8567145)",Via Vincenzo Albanese,,
39254920,,residential,,,True,False,36.834,"LINESTRING (14.7604598 36.8570379, 14.7608682 36.8569836)",,,
968199335,,tertiary,50,,False,False,45.781,"LINESTRING (14.7604598 36.8570379, 14.7605121 36.8573352, 14.7605315 36.8574456)",Corso Umberto Primo,,
968199335,,tertiary,50,,False,True,86.74,"LINESTRING (14.7604598 36.8570379, 14.7604523 36.8569954, 14.7604357 36.856912, 14.7603245 36.8562654)",Corso Umberto Primo,,
342225782,,tertiary,50,,True,False,21.861,"LINESTRING (14.7606822 36.8556499, 14.7608663 36.8555197)",,,
"[744672880, 69364083]",,residential,,,True,False,154.68900000000002,"LINESTRING (14.7606822 36.8556499, 14.7606247 36.8556003, 14.7604464 36.8554596, 14.7602884 36.8553594, 14.7602588 36.8553471, 14.7602029 36.855324, 14.7600177 36.8552544, 14.7598678 36.8551982, 14.759708 36.8551661, 14.7595787 36.8551162, 14.7594742 36.85507, 14.7592003 36.8549575)",Via Mercè,,
826361606,,residential,,,False,True,3.156,"LINESTRING (14.7592003 36.8549575, 14.7591674 36.8549469)",,,
76438661,,residential,,,False,True,86.395,"LINESTRING (14.7647983 36.863114, 14.7649176 36.863113, 14.7650058 36.8631115, 14.7651894 36.8631104, 14.7653349 36.8631209, 14.7655747 36.8631628, 14.7656292 36.8631885, 14.7657509 36.863212)",Via Catena,,
"[77260434, 343795079]",,residential,,,False,"[False, True]",386.31,"LINESTRING (14.7647983 36.863114, 14.7647284 36.8630993, 14.7645985 36.8630995, 14.7645563 36.8630692, 14.7644955 36.8630452, 14.7643925 36.8629993, 14.7643369 36.8629649, 14.7643087 36.8629406, 14.7642872 36.8629295, 14.7642564 36.8629145, 14.7642325 36.8629091, 14.7641892 36.8629021, 14.7640807 36.862892, 14.7640143 36.8628875, 14.7638976 36.8628901, 14.7638289 36.8628827, 14.7636416 36.8628294, 14.7635728 36.862805, 14.763499 36.862757, 14.7632585 36.8626043, 14.7632324 36.8625778, 14.7631573 36.8625498, 14.7630751 36.8625361, 14.7630075 36.8625262, 14.762952 36.8624954, 14.7628174 36.8624236, 14.7627664 36.8623995, 14.7627014 36.8623599, 14.7626513 36.8622985, 14.7625981 36.8622546, 14.7625404 36.8622009, 14.7624683 36.8621157, 14.7623757 36.8619254, 14.7623489 36.8618225, 14.7623554 36.8617705, 14.7623743 36.8616665, 14.7623747 36.8616133, 14.7623658 36.8615517, 14.762346 36.8614338, 14.7623554 36.861268, 14.7623114 36.8611315, 14.7623215 36.8611134, 14.762334 36.8610911, 14.7623118 36.8609874, 14.7623092 36.8608773)","['Via Sbalzo', 'Via Santa Maria']",,
806994136,,residential,,,False,True,4.875,"LINESTRING (14.7620693 36.8594998, 14.762054 36.8594577)",,,
342329475,,residential,,,True,False,62.47,"LINESTRING (14.7620693 36.8594998, 14.7621308 36.8595105, 14.7622352 36.8595492, 14.7622903 36.8595705, 14.7623694 36.8596111, 14.7626299 36.8598202)",Corso Giuseppe Mazzini,,
76438670,,residential,,,False,False,27.412,"LINESTRING (14.7606695 36.8593341, 14.7606207 36.8593146, 14.7604602 36.8592773, 14.7603764 36.8592942)",Via Campailla,,
922186356,,tertiary,50,,False,False,157.993,"LINESTRING (14.7606695 36.8593341, 14.7604466 36.8597044, 14.760369 36.8598299, 14.7600966 36.8602668, 14.7600704 36.8603129, 14.7599748 36.8604893, 14.7599587 36.8605179, 14.7599075 36.8606171)",Corso Umberto Primo,,
922186356,,tertiary,50,,False,True,31.431,"LINESTRING (14.7606695 36.8593341, 14.7607281 36.8592312, 14.760786 36.8591335, 14.760819 36.859078)",Corso Umberto Primo,,
342329475,,residential,,,True,False,28.064999999999998,"LINESTRING (14.7640947 36.8617728, 14.7642272 36.8618698, 14.7643185 36.8619503)",Corso Giuseppe Mazzini,,
"[343944795, 345309964]",,residential,,,False,"[False, True]",118.301,"LINESTRING (14.7640947 36.8617728, 14.7641294 36.8616761, 14.7641313 36.8616559, 14.7641235 36.8616228, 14.7640651 36.8615553, 14.7641795 36.8614539, 14.7641168 36.8614077, 14.7640022 36.8612934, 14.7639183 36.8611954, 14.7638009 36.861055, 14.7637273 36.8609529, 14.7637441 36.8609182, 14.7637703 36.8608925)","['Via Caina', 'Via Zacco']",,
806994090,,residential,,,False,True,11.392,"LINESTRING (14.7604879 36.8602358, 14.7605522 36.8601472)",,,
