osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,maxspeed,width,ref,bridge
120062161,2,Via di Francia,primary,False,True,12.858,"LINESTRING (8.6848578 44.4003086, 8.6850073 44.4003529)",,,,,
85254930,,Via della Pineta,unclassified,True,False,28.561999999999998,"LINESTRING (8.6848578 44.4003086, 8.6848941 44.400267, 8.6849915 44.400156, 8.6850277 44.4001267, 8.6850715 44.4001056)",,,,,
120062161,2,Via di Francia,primary,False,False,357.41200000000003,"LINESTRING (8.6848578 44.4003086, 8.6847812 44.4002936, 8.6847071 44.4002912, 8.6846216 44.4002958, 8.6842862 44.4003525, 8.684076 44.400388, 8.6828812 44.4005899, 8.6823153 44.4006793, 8.6821319 44.4006743, 8.6819729 44.4006566, 8.6818649 44.400632, 8.681696 44.4005652, 8.6815667 44.4005183, 8.6813981 44.4004858, 8.6812459 44.4004842, 8.6811363 44.4004943, 8.6809945 44.4005196, 8.6809025 44.4005392, 8.6807968 44.4005506, 8.6806033 44.4005552, 8.6804877 44.400553)",,,,,
120062161,2,Via di Francia,primary,False,True,357.41200000000003,"LINESTRING (8.6804877 44.400553, 8.6806033 44.4005552, 8.6807968 44.4005506, 8.6809025 44.4005392, 8.6809945 44.4005196, 8.6811363 44.4004943, 8.6812459 44.4004842, 8.6813981 44.4004858, 8.6815667 44.4005183, 8.681696 44.4005652, 8.6818649 44.400632, 8.6819729 44.4006566, 8.6821319 44.4006743, 8.6823153 44.4006793, 8.6828812 44.4005899, 8.684076 44.400388, 8.6842862 44.4003525, 8.6846216 44.4002958, 8.6847071 44.4002912, 8.6847812 44.4002936, 8.6848578 44.4003086)",,,,,
239294668,1,Via di Francia,primary,True,False,16.243000000000002,"LINESTRING (8.6804877 44.400553, 8.6803582 44.4005552, 8.6802843 44.400564)",,,,,
41645784,2,Via di Francia,primary,True,False,21.359,"LINESTRING (8.6802843 44.400564, 8.6802365 44.4005978, 8.6801766 44.4006196, 8.6801103 44.4006274, 8.6800438 44.4006206)",roundabout,,,,
41645784,2,Via di Francia,primary,True,False,12.507,"LINESTRING (8.6799264 44.4005586, 8.6799024 44.4005252, 8.6798902 44.4004888, 8.6798904 44.4004513)",roundabout,,,,
90259079,1,Via di Francia,primary,True,False,23.121,"LINESTRING (8.6799264 44.4005586, 8.6798279 44.400573, 8.6797196 44.4005977, 8.6796445 44.4006092)",,,,,
25329939,2,Piazza Paolo Rodocanachi,unclassified,False,False,214.30400000000003,"LINESTRING (8.6793341 44.4032066, 8.679358 44.4031723, 8.679364 44.4031629, 8.6794435 44.4030641, 8.6794889 44.4030155, 8.6796061 44.4028969, 8.6796577 44.4028385, 8.6797498 44.4027608, 8.6798371 44.4026943, 8.6799287 44.4026278, 8.6801912 44.4024368, 8.6802764 44.4023726, 8.6803936 44.4022725, 8.6804642 44.4021931, 8.6804804 44.4021672, 8.6805427 44.4020866, 8.6806283 44.4019752, 8.6807552 44.4018683, 8.680891 44.4017773, 8.680997 44.4017056)",,30,,,
43086895,,Via Don Giovanni Minzoni,residential,False,False,94.349,"LINESTRING (8.6793341 44.4032066, 8.679839 44.4033308, 8.6799982 44.4033717, 8.6803486 44.4034606, 8.6803938 44.4034711, 8.6804559 44.4034851)",,,,,
"[239294664, 519333363, 519333364, 43086903]",,"['Piazza Camillo Golgi', 'Via Edoardo Chiossone']",residential,False,True,432.87800000000004,"LINESTRING (8.6793341 44.4032066, 8.6792016 44.4031751, 8.6790046 44.4031249, 8.6788726 44.4030842, 8.6787969 44.4030573, 8.6787285 44.4030247, 8.6786135 44.4029664, 8.6785964 44.4029558, 8.6784699 44.4028811, 8.6783157 44.4027896, 8.6781789 44.4027108, 8.6780814 44.4026513, 8.6780013 44.4026142, 8.6779146 44.4025838, 8.6778135 44.4025528, 8.6776636 44.4025116, 8.6776157 44.4024934, 8.6775223 44.4024464, 8.6772445 44.4022651, 8.6768583 44.4020328, 8.6768239 44.4020024, 8.6768014 44.4019717, 8.6767845 44.4019201, 8.6767863 44.4018654, 8.6768217 44.4018171, 8.6768743 44.4017722, 8.6769416 44.4017455, 8.6770392 44.4017325, 8.6772749 44.4016986, 8.6775095 44.4016538, 8.6777683 44.4015891, 8.6779571 44.4015169, 8.6781747 44.4013829, 8.6783284 44.40129, 8.6784428 44.4012456, 8.678544 44.401231, 8.678707 44.4012297)",,,,,
25329939,2,Piazza Paolo Rodocanachi,unclassified,False,True,214.304,"LINESTRING (8.680997 44.4017056, 8.680891 44.4017773, 8.6807552 44.4018683, 8.6806283 44.4019752, 8.6805427 44.4020866, 8.6804804 44.4021672, 8.6804642 44.4021931, 8.6803936 44.4022725, 8.6802764 44.4023726, 8.6801912 44.4024368, 8.6799287 44.4026278, 8.6798371 44.4026943, 8.6797498 44.4027608, 8.6796577 44.4028385, 8.6796061 44.4028969, 8.6794889 44.4030155, 8.6794435 44.4030641, 8.679364 44.4031629, 8.679358 44.4031723, 8.6793341 44.4032066)",,30,,,
84586498,,Via Vittorio Veneto,residential,False,False,86.357,"LINESTRING (8.6861838 44.4058825, 8.6856969 44.4058102, 8.6852639 44.4057526, 8.6851757 44.4057465, 8.685115 44.4057449)",,30,,,
86576791,,Via delle Olivette,unclassified,False,False,19.145,"LINESTRING (8.6861838 44.4058825, 8.6861796 44.4059068, 8.6861778 44.4059242, 8.6861739 44.4059614, 8.6861622 44.4060309, 8.6861606 44.4060538)",,,,,
"[120072475, 407906518]",,Via delle Olivette,unclassified,True,False,75.488,"LINESTRING (8.6861838 44.4058825, 8.6861837 44.4058444, 8.6861726 44.4057717, 8.6860858 44.4055233, 8.6860817 44.4055116, 8.686068 44.4054824, 8.6859609 44.4052417, 8.6859548 44.4052261)",,30,,,
133607097,,Via Vittorio Veneto,residential,False,True,101.914,"LINESTRING (8.6861838 44.4058825, 8.6862371 44.4058911, 8.686339 44.4059016, 8.6864518 44.4059059, 8.6865722 44.4059049, 8.6866617 44.4059025, 8.6868179 44.4058748, 8.6868726 44.4058621, 8.6870209 44.4058264, 8.6872552 44.4057301, 8.6873681 44.405652)",,30,,,
84622210,,Vico della Nave,unclassified,True,False,33.563,"LINESTRING (8.6859548 44.4052261, 8.6861192 44.4051841, 8.6861696 44.4051613, 8.6862574 44.405103, 8.6863069 44.4050693)",,,,,
25330182,1,Via Michelangelo Buonarroti,unclassified,True,False,53.568999999999996,"LINESTRING (8.6833993 44.4052883, 8.6834302 44.4052864, 8.6835359 44.4052842, 8.6836163 44.4052866, 8.6837892 44.4052799, 8.6840321 44.4052506, 8.6840691 44.4052457)",,30,,,
86035403,,Via Giosuè Carducci,residential,True,False,100.821,"LINESTRING (8.6833993 44.4052883, 8.6833885 44.4052363, 8.6833814 44.4051961, 8.6831126 44.4047093, 8.6829684 44.4044638, 8.6829712 44.4044398)",,,,,
25330061,,Via Dante Alighieri,unclassified,False,True,4.317,"LINESTRING (8.6826211 44.4053635, 8.68264 44.4053999)",,30,,,
25330061,,Via Dante Alighieri,unclassified,False,False,128.718,"LINESTRING (8.6826211 44.4053635, 8.6825457 44.4052379, 8.6824541 44.4050807, 8.6823627 44.4049232, 8.6822083 44.4046572, 8.6821539 44.4045635, 8.6820973 44.404466, 8.6820131 44.4043363, 8.6819839 44.4042996)",,30,,,
25330182,1,Via Michelangelo Buonarroti,unclassified,True,False,62.441,"LINESTRING (8.6826211 44.4053635, 8.6826698 44.4053545, 8.682936 44.4053367, 8.6831862 44.4053065, 8.6832982 44.4052975, 8.6833993 44.4052883)",,30,,,
25329766,,Via Raffaello Sanzio,unclassified,False,True,39.335,"LINESTRING (8.6819839 44.4042996, 8.6820075 44.404265, 8.6820198 44.4042329, 8.6820752 44.4040848, 8.6821162 44.4039595)",,,,,
25330061,,Via Dante Alighieri,unclassified,False,True,128.71800000000002,"LINESTRING (8.6819839 44.4042996, 8.6820131 44.4043363, 8.6820973 44.404466, 8.6821539 44.4045635, 8.6822083 44.4046572, 8.6823627 44.4049232, 8.6824541 44.4050807, 8.6825457 44.4052379, 8.6826211 44.4053635)",,30,,,
80227532,,Viale delle Rimembranze,residential,False,False,104.168,"LINESTRING (8.6819839 44.4042996, 8.6818928 44.4043692, 8.6817149 44.4044976, 8.6811363 44.4049849, 8.6811161 44.4050013)",,,,,
