osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,access,junction
203301256,Via Martiri di Cefalonia,tertiary,False,False,14.408,,,"LINESTRING (9.274698 45.4198586, 9.274868 45.4199091)",,
203301208,Viale Alcide De Gasperi,tertiary,True,False,244.779,3,50,"LINESTRING (9.274698 45.4198586, 9.2749203 45.4197834, 9.2771676 45.4185086)",,
643058399,Via Martiri di Cefalonia,tertiary,False,True,132.047,,,"LINESTRING (9.274698 45.4198586, 9.2746558 45.4198349, 9.2745187 45.4197578, 9.2739508 45.4194385, 9.2736871 45.4192902, 9.2733655 45.4191273)",,
203301256,Via Martiri di Cefalonia,tertiary,False,True,14.408,,,"LINESTRING (9.274868 45.4199091, 9.274698 45.4198586)",,
30636647,Via Unica Bolgiano,residential,False,False,62.311,,,"LINESTRING (9.274868 45.4199091, 9.2749017 45.4199192, 9.2750612 45.4199672, 9.275585 45.420155)",,
203671036,Viale Alcide De Gasperi,tertiary,True,False,269.33000000000004,2,50,"LINESTRING (9.274868 45.4199091, 9.2747462 45.4199725, 9.2747211 45.4199916, 9.2744985 45.4201649, 9.274429 45.420219, 9.274239 45.4203815, 9.2725991 45.4217305)",,
23313546,Via Martiri di Cefalonia,tertiary,False,False,6.208,,,"LINESTRING (9.2654271 45.4157611, 9.2654977 45.4157868)",,
24665111,Via Antonio Gramsci,tertiary,True,False,114.99000000000001,,30,"LINESTRING (9.2654271 45.4157611, 9.2655319 45.4156606, 9.2662375 45.4148977)",,
23313547,Via Europa,residential,False,False,436.0400000000001,,,"LINESTRING (9.2697365 45.4175622, 9.269844 45.4174739, 9.2702591 45.4171479, 9.270293 45.417121, 9.2707551 45.4167547, 9.2708058 45.4167127, 9.271214 45.4163908, 9.2713914 45.4162502, 9.2714358 45.4162162, 9.2716758 45.4160145, 9.2717503 45.4159519, 9.2717839 45.4159239, 9.2718374 45.4158685, 9.2718857 45.4158044, 9.2719553 45.415742, 9.2721366 45.4156059, 9.2722016 45.4155571, 9.2724481 45.4153689, 9.2725321 45.4152981, 9.2727429 45.4151204, 9.2728802 45.4150047, 9.273128 45.4147957, 9.2733196 45.4146335, 9.2733697 45.4145876)",,
23313697,Via Martiri di Cefalonia,residential,True,False,132.34,,,"LINESTRING (9.2697365 45.4175622, 9.269674 45.4176462, 9.2692123 45.418122, 9.2687973 45.4185524)",yes,
30636648,Via Martiri di Cefalonia,tertiary,False,False,26.774,,,"LINESTRING (9.2697365 45.4175622, 9.2698943 45.4175951, 9.2700638 45.4176342)",,
379059898,Via Martiri di Cefalonia,tertiary,False,True,120.822,,50,"LINESTRING (9.2697365 45.4175622, 9.2695197 45.4174908, 9.2693463 45.4174337, 9.2692112 45.4173769, 9.2688541 45.4171954, 9.2684301 45.4169858)",,
23313546,Via Martiri di Cefalonia,tertiary,False,True,6.208,,,"LINESTRING (9.2654977 45.4157868, 9.2654271 45.4157611)",,
379059898,Via Martiri di Cefalonia,tertiary,False,False,264.93899999999996,,50,"LINESTRING (9.2654977 45.4157868, 9.2655943 45.4158193, 9.2660822 45.4160143, 9.2661013 45.4160219, 9.2662828 45.4160945, 9.2667301 45.4162732, 9.266922 45.4163499, 9.2670108 45.4163843, 9.2676157 45.4166382, 9.2679885 45.4167947, 9.2682682 45.4169132, 9.2684301 45.4169858)",,
350999512,Via Martiri di Cefalonia,residential,False,True,175.82600000000002,,,"LINESTRING (9.2678548 45.4199657, 9.2678762 45.4198932, 9.2679069 45.4198201, 9.2681621 45.4192115, 9.2682813 45.4191032, 9.2683986 45.4189965, 9.2684132 45.4189809, 9.2684769 45.4189128, 9.2687973 45.4185524)",yes,
38583803,Via Trento,residential,False,False,63.675000000000004,,,"LINESTRING (9.265549 45.414591, 9.2655921 45.4146102, 9.2658182 45.4147109, 9.2658446 45.4147227, 9.2660621 45.4148196, 9.2662014 45.4148855, 9.2662375 45.4148977)",,
38583803,Via Trento,residential,False,False,8.883,,,"LINESTRING (9.2662375 45.4148977, 9.2663369 45.4149366)",,
24665111,Via Antonio Gramsci,tertiary,True,False,154.83299999999997,,30,"LINESTRING (9.2662375 45.4148977, 9.2663094 45.4148278, 9.2663286 45.4148075, 9.2666726 45.4144438, 9.2667518 45.4143601, 9.2673419 45.4137411)",,
38583803,Via Trento,residential,False,True,63.675000000000004,,,"LINESTRING (9.2662375 45.4148977, 9.2662014 45.4148855, 9.2660621 45.4148196, 9.2658446 45.4147227, 9.2658182 45.4147109, 9.2655921 45.4146102, 9.265549 45.414591)",,
30636647,Via Unica Bolgiano,residential,False,False,49.595,,,"LINESTRING (9.275585 45.420155, 9.2757812 45.4202248, 9.275883 45.4202637, 9.2759656 45.4202989, 9.2761417 45.4203697)",,
30636647,Via Unica Bolgiano,residential,False,True,62.311,,,"LINESTRING (9.275585 45.420155, 9.2750612 45.4199672, 9.2749017 45.4199192, 9.274868 45.4199091)",,
61591267,Via Due Giugno,residential,False,False,117.574,2,,"LINESTRING (9.275585 45.420155, 9.2755163 45.4203057, 9.2753546 45.4207129, 9.2751709 45.4211606, 9.2751667 45.4211707)",,
61591267,Via Due Giugno,residential,False,False,131.103,2,,"LINESTRING (9.2751667 45.4211707, 9.2750899 45.4223485)",,
"[128460249, 228636739, 228636740]",Via Giuseppe Dossetti,residential,False,False,515.8629999999999,,,"LINESTRING (9.2751667 45.4211707, 9.2750904 45.4212292, 9.2749141 45.4213584, 9.2747975 45.4214563, 9.2747663 45.4214829, 9.2744505 45.4217512, 9.2741999 45.421964, 9.2741612 45.4219969, 9.2740571 45.4220853, 9.2740071 45.4221278, 9.2736207 45.422456, 9.2733552 45.4226816, 9.2732728 45.4227517, 9.2732231 45.4227938, 9.273147 45.4228585, 9.2730533 45.4229381, 9.2729276 45.4230421, 9.2732413 45.4232297, 9.2733423 45.4232902, 9.2736676 45.4234848, 9.2738052 45.4233749, 9.2739031 45.4232967, 9.2741024 45.4231375, 9.2741519 45.4230979, 9.2742605 45.4230112, 9.2744246 45.4228801, 9.2745094 45.4228123, 9.2748311 45.4225553, 9.2749315 45.4224751, 9.2750899 45.4223485)",,
61591267,Via Due Giugno,residential,False,True,117.57400000000001,2,,"LINESTRING (9.2751667 45.4211707, 9.2751709 45.4211606, 9.2753546 45.4207129, 9.2755163 45.4203057, 9.275585 45.420155)",,
61591267,Via Due Giugno,residential,False,True,131.103,2,,"LINESTRING (9.2750899 45.4223485, 9.2751667 45.4211707)",,
"[128460249, 228636739, 228636740]",Via Giuseppe Dossetti,residential,False,True,515.863,,,"LINESTRING (9.2750899 45.4223485, 9.2749315 45.4224751, 9.2748311 45.4225553, 9.2745094 45.4228123, 9.2744246 45.4228801, 9.2742605 45.4230112, 9.2741519 45.4230979, 9.2741024 45.4231375, 9.2739031 45.4232967, 9.2738052 45.4233749, 9.2736676 45.4234848, 9.2733423 45.4232902, 9.2732413 45.4232297, 9.2729276 45.4230421, 9.2730533 45.4229381, 9.273147 45.4228585, 9.2732231 45.4227938, 9.2732728 45.4227517, 9.2733552 45.4226816, 9.2736207 45.422456, 9.2740071 45.4221278, 9.2740571 45.4220853, 9.2741612 45.4219969, 9.2741999 45.421964, 9.2744505 45.4217512, 9.2747663 45.4214829, 9.2747975 45.4214563, 9.2749141 45.4213584, 9.2750904 45.4212292, 9.2751667 45.4211707)",,
38583803,Via Trento,residential,False,True,8.883,,,"LINESTRING (9.2663369 45.4149366, 9.2662375 45.4148977)",,
23313549,Via Antonio Gramsci,tertiary,True,False,115.028,,30,"LINESTRING (9.2663369 45.4149366, 9.2656037 45.4156888, 9.2654977 45.4157868)",,
350999510,Via Martiri di Cefalonia,residential,True,False,133.38600000000002,,,"LINESTRING (9.2687973 45.4185524, 9.2690094 45.418255, 9.269041 45.4182106, 9.2691299 45.4180955, 9.2691617 45.4180694, 9.2695775 45.4176628, 9.2696071 45.4176365, 9.2696284 45.4176176, 9.2697365 45.4175622)",,
350999512,Via Martiri di Cefalonia,residential,False,False,175.826,,,"LINESTRING (9.2687973 45.4185524, 9.2684769 45.4189128, 9.2684132 45.4189809, 9.2683986 45.4189965, 9.2682813 45.4191032, 9.2681621 45.4192115, 9.2679069 45.4198201, 9.2678762 45.4198932, 9.2678548 45.4199657)",yes,
643058399,Via Martiri di Cefalonia,tertiary,False,False,132.047,,,"LINESTRING (9.2733655 45.4191273, 9.2736871 45.4192902, 9.2739508 45.4194385, 9.2745187 45.4197578, 9.2746558 45.4198349, 9.274698 45.4198586)",,
643058400,Via Martiri di Cefalonia,tertiary,True,False,309.356,,,"LINESTRING (9.2733655 45.4191273, 9.2732423 45.4191012, 9.2730534 45.419037, 9.2726579 45.4189124, 9.2724394 45.4188394, 9.272178 45.4187083, 9.2720029 45.4186235, 9.2718801 45.418564, 9.2717785 45.418496, 9.2716051 45.418394, 9.2715273 45.4183353, 9.2713845 45.4182275, 9.2711776 45.4180969, 9.2709378 45.4179666, 9.2709176 45.4179585, 9.270566 45.4178183, 9.2704476 45.4177749, 9.2700638 45.4176342)",,
203301193,,residential,False,True,90.559,,,"LINESTRING (9.2729974 45.4136261, 9.2730199 45.4136732, 9.273084 45.4138073, 9.2731015 45.4138459, 9.2731589 45.4139721, 9.2732401 45.4141509, 9.2733394 45.4143742, 9.2733516 45.4144016)",,
229282656,,tertiary_link,True,False,11.467,,,"LINESTRING (9.2724798 45.4216703, 9.2725991 45.4217305)",,
31053097,Viale Alcide De Gasperi,tertiary,True,False,266.005,3,50,"LINESTRING (9.2724798 45.4216703, 9.2732715 45.4210161, 9.2732883 45.4210022, 9.2739589 45.4204481, 9.27428 45.420161, 9.2744815 45.4199863, 9.27461 45.4199029, 9.2746314 45.4198921, 9.274698 45.4198586)",,
379059898,Via Martiri di Cefalonia,tertiary,False,False,120.822,,50,"LINESTRING (9.2684301 45.4169858, 9.2688541 45.4171954, 9.2692112 45.4173769, 9.2693463 45.4174337, 9.2695197 45.4174908, 9.2697365 45.4175622)",,
379059898,Via Martiri di Cefalonia,tertiary,False,True,264.93899999999996,,50,"LINESTRING (9.2684301 45.4169858, 9.2682682 45.4169132, 9.2679885 45.4167947, 9.2676157 45.4166382, 9.2670108 45.4163843, 9.266922 45.4163499, 9.2667301 45.4162732, 9.2662828 45.4160945, 9.2661013 45.4160219, 9.2660822 45.4160143, 9.2655943 45.4158193, 9.2654977 45.4157868)",,
31053097,Viale Alcide De Gasperi,tertiary,True,False,18.76,3,50,"LINESTRING (9.2723232 45.4217983, 9.2724798 45.4216703)",,
1238005634,Via Europa,residential,False,True,24.264,,,"LINESTRING (9.2738217 45.4142481, 9.2736009 45.4144017)",no,
203301217,Via Europa,residential,False,False,66.023,,,"LINESTRING (9.2738217 45.4142481, 9.2738992 45.4141792, 9.2740701 45.4140272, 9.2742069 45.4138916, 9.2742981 45.4138351, 9.2743788 45.4138131)",no,
1236945533,Via Europa,residential,False,False,65.71199999999999,,,"LINESTRING (9.2738217 45.4142481, 9.2739165 45.4141934, 9.2740133 45.4141388, 9.2741319 45.4140599, 9.2742133 45.4139999, 9.2742776 45.4139337, 9.2743788 45.4138131)",,
185403348,,tertiary_link,False,False,12.09,,,"LINESTRING (9.2772725 45.4185886, 9.2771676 45.4185086)",,
378465233,Viale Alcide De Gasperi,tertiary,True,False,238.795,2,50,"LINESTRING (9.2772725 45.4185886, 9.2765179 45.4190163, 9.2750265 45.4198627, 9.274868 45.4199091)",,
185403348,,tertiary_link,False,True,12.09,,,"LINESTRING (9.2771676 45.4185086, 9.2772725 45.4185886)",,
203301214,,residential,True,False,14.754999999999999,,,"LINESTRING (9.2735672 45.4144638, 9.2735776 45.4144797, 9.2735808 45.4144999, 9.2735739 45.4145198, 9.2735578 45.4145367, 9.2735433 45.4145452, 9.2735166 45.4145533, 9.2734876 45.4145544)",,roundabout
203301188,,residential,True,False,5.695,,,"LINESTRING (9.2734876 45.4145544, 9.2734731 45.4145523, 9.2734471 45.4145431, 9.2734273 45.4145282)",,roundabout
203301207,Via Europa,residential,True,False,9.918,,,"LINESTRING (9.2734876 45.4145544, 9.2734452 45.4145673, 9.2733697 45.4145876)",,
203301289,,residential,True,False,2.905,,,"LINESTRING (9.2734912 45.4144376, 9.273528 45.4144415)",,roundabout
159255142,,residential,True,False,11.079,,,"LINESTRING (9.2734141 45.4144902, 9.2733921 45.4144451, 9.2733516 45.4144016)",,
203301289,,residential,True,False,9.070999999999998,,,"LINESTRING (9.2734141 45.4144902, 9.273422 45.4144705, 9.273439 45.414454, 9.2734631 45.4144426, 9.2734912 45.4144376)",,roundabout
203301193,,residential,False,False,90.559,,,"LINESTRING (9.2733516 45.4144016, 9.2733394 45.4143742, 9.2732401 45.4141509, 9.2731589 45.4139721, 9.2731015 45.4138459, 9.273084 45.4138073, 9.2730199 45.4136732, 9.2729974 45.4136261)",,
203301269,,residential,True,False,11.66,,,"LINESTRING (9.2733516 45.4144016, 9.2734426 45.41443, 9.2734912 45.4144376)",,
203301289,,residential,True,False,4.412,,,"LINESTRING (9.2734273 45.4145282, 9.2734149 45.4145064, 9.2734141 45.4144902)",,roundabout
203301219,Via Europa,residential,True,False,7.209,,,"LINESTRING (9.273528 45.4144415, 9.2736009 45.4144017)",,
203301200,,residential,True,False,3.985,,,"LINESTRING (9.273528 45.4144415, 9.2735473 45.414449, 9.2735672 45.4144638)",,roundabout
203301239,Via Europa,residential,True,False,7.99,,,"LINESTRING (9.2733697 45.4145876, 9.2734273 45.4145282)",,
23313547,Via Europa,residential,False,True,436.0400000000001,,,"LINESTRING (9.2733697 45.4145876, 9.2733196 45.4146335, 9.273128 45.4147957, 9.2728802 45.4150047, 9.2727429 45.4151204, 9.2725321 45.4152981, 9.2724481 45.4153689, 9.2722016 45.4155571, 9.2721366 45.4156059, 9.2719553 45.415742, 9.2718857 45.4158044, 9.2718374 45.4158685, 9.2717839 45.4159239, 9.2717503 45.4159519, 9.2716758 45.4160145, 9.2714358 45.4162162, 9.2713914 45.4162502, 9.271214 45.4163908, 9.2708058 45.4167127, 9.2707551 45.4167547, 9.270293 45.417121, 9.2702591 45.4171479, 9.269844 45.4174739, 9.2697365 45.4175622)",,
1238005634,Via Europa,residential,False,False,24.264,,,"LINESTRING (9.2736009 45.4144017, 9.2738217 45.4142481)",no,
203301206,Via Europa,residential,True,False,7.390000000000001,,,"LINESTRING (9.2736009 45.4144017, 9.2735795 45.4144413, 9.2735672 45.4144638)",,
336985387,,residential,False,False,27.225,,,"LINESTRING (9.276409 45.420195, 9.276238 45.4204084)",,
30636647,Via Unica Bolgiano,residential,False,False,8.661,,,"LINESTRING (9.2761417 45.4203697, 9.2762064 45.4203957, 9.276238 45.4204084)",,
30636647,Via Unica Bolgiano,residential,False,True,49.595,,,"LINESTRING (9.2761417 45.4203697, 9.2759656 45.4202989, 9.275883 45.4202637, 9.2757812 45.4202248, 9.275585 45.420155)",,
228641054,,residential,False,True,31.456,,,"LINESTRING (9.2761417 45.4203697, 9.2762588 45.4202439, 9.2763622 45.4201329)",,
228641054,,residential,False,False,31.456,,,"LINESTRING (9.2763622 45.4201329, 9.2762588 45.4202439, 9.2761417 45.4203697)",,
336985387,,residential,False,True,27.225,,,"LINESTRING (9.276238 45.4204084, 9.276409 45.420195)",,
30636647,Via Unica Bolgiano,residential,False,True,8.661,,,"LINESTRING (9.276238 45.4204084, 9.2762064 45.4203957, 9.2761417 45.4203697)",,
203671036,Viale Alcide De Gasperi,tertiary,True,False,19.678,2,50,"LINESTRING (9.2725991 45.4217305, 9.2724318 45.4218629)",,
166645181,,tertiary_link,True,False,11.11,,,"LINESTRING (9.2724318 45.4218629, 9.2723232 45.4217983)",yes,
30636648,Via Martiri di Cefalonia,tertiary,False,True,26.774,,,"LINESTRING (9.2700638 45.4176342, 9.2698943 45.4175951, 9.2697365 45.4175622)",,
"[643055360, 203301290]",Via Martiri di Cefalonia,tertiary,True,False,311.603,,,"LINESTRING (9.2700638 45.4176342, 9.2704331 45.4177076, 9.2709738 45.4178756, 9.2712047 45.4180044, 9.2715212 45.418181, 9.2716271 45.4182749, 9.2717031 45.4183552, 9.2717193 45.4183723, 9.2717692 45.4184086, 9.2718688 45.4184811, 9.2720974 45.4186076, 9.2722714 45.4187038, 9.2724505 45.4187871, 9.272633 45.4188585, 9.2731454 45.4190248, 9.2732662 45.4190754, 9.2733655 45.4191273)",,
203301217,Via Europa,residential,False,True,66.023,,,"LINESTRING (9.2743788 45.4138131, 9.2742981 45.4138351, 9.2742069 45.4138916, 9.2740701 45.4140272, 9.2738992 45.4141792, 9.2738217 45.4142481)",no,
1236945533,Via Europa,residential,False,True,65.71199999999999,,,"LINESTRING (9.2743788 45.4138131, 9.2742776 45.4139337, 9.2742133 45.4139999, 9.2741319 45.4140599, 9.2740133 45.4141388, 9.2739165 45.4141934, 9.2738217 45.4142481)",,
1037398325,,tertiary_link,False,False,8.976,,,"LINESTRING (9.2673419 45.4137411, 9.2674394 45.4137839)",,
1037398325,,tertiary_link,False,True,8.976,,,"LINESTRING (9.2674394 45.4137839, 9.2673419 45.4137411)",,
23313549,Via Antonio Gramsci,tertiary,True,False,154.386,,30,"LINESTRING (9.2674394 45.4137839, 9.2668455 45.4144086, 9.266776 45.4144812, 9.2664196 45.4148533, 9.2664056 45.4148679, 9.2663369 45.4149366)",,
