osmid,name,highway,oneway,reversed,length,geometry,ref,access,lanes
107630986,Viale Palladio,residential,False,False,41.134,"LINESTRING (14.4973737 40.8117484, 14.4971363 40.8117682, 14.4968916 40.8118067)",,,
132915020,Via Armando Diaz,residential,True,False,138.328,"LINESTRING (14.4973737 40.8117484, 14.497187 40.812474, 14.4971134 40.8129757)",,,
448837269,Via Gionti,residential,False,True,121.023,"LINESTRING (14.4920433 40.810117, 14.4933566 40.8099488, 14.4934625 40.809945)",,,
448839558,Via Avini,residential,False,False,31.364,"LINESTRING (14.4934355 40.8088305, 14.4938 40.8087718)",,,
132915020,Via Armando Diaz,residential,True,False,10.452,"LINESTRING (14.4977521 40.8093509, 14.4977523 40.8094449)",,,
107630974,Via Gionti,residential,True,False,123.03200000000001,"LINESTRING (14.4977521 40.8093509, 14.4972463 40.8094195, 14.4969561 40.8094589, 14.496313 40.8095453)",,,
107630994,Via Luigi Vanvitelli,residential,True,False,96.143,"LINESTRING (14.4952994 40.8138348, 14.4950525 40.8129906)",,,
132453299,Corso Enrico De Nicola,unclassified,False,True,66.005,"LINESTRING (14.4952994 40.8138348, 14.4960635 40.8137009)",SP167,,
132453299,Corso Enrico De Nicola,unclassified,False,False,212.062,"LINESTRING (14.4952994 40.8138348, 14.4935561 40.8141388, 14.4928421 40.814257)",SP167,,
132915074,Via Luigi Vanvitelli,residential,True,False,32.627,"LINESTRING (14.4948067 40.8121503, 14.4947224 40.8118639)",,,
448839594,Viale Palladio,residential,False,True,65.101,"LINESTRING (14.4948067 40.8121503, 14.495559 40.812014)",,,
132915005,Via Vittorio Giordano,residential,True,False,20.151,"LINESTRING (14.4977775 40.8081208, 14.4980167 40.808113)",,,
577589534,Via Roma,residential,True,False,44.869,"LINESTRING (14.4977775 40.8081208, 14.4977729 40.8085243)",,,
448839558,Via Avini,residential,False,True,31.364,"LINESTRING (14.4938 40.8087718, 14.4934355 40.8088305)",,,
448839559,Via Avini,residential,True,False,98.67,"LINESTRING (14.4938 40.8087718, 14.4949455 40.8085829)",,,
448837268,Via Luigi Vanvitelli,residential,True,False,59.874,"LINESTRING (14.4941276 40.8098433, 14.494024 40.8095441, 14.4939646 40.8093194)",,,
448837269,Via Gionti,residential,False,False,57.2,"LINESTRING (14.4941276 40.8098433, 14.4935464 40.809942, 14.4934625 40.809945)",,,
108051422,Via Croce del Carmine,unclassified,False,False,85.57,"LINESTRING (14.4970043 40.8135391, 14.4969595 40.8143079)",SP454,,
132453299,Corso Enrico De Nicola,unclassified,False,False,81.193,"LINESTRING (14.4970043 40.8135391, 14.4960635 40.8137009)",SP167,,
132915072,Corso Luigi Einaudi,unclassified,False,False,86.419,"LINESTRING (14.4970043 40.8135391, 14.4976015 40.8134137, 14.4979869 40.8133144)",SP167,,
132915020,Via Armando Diaz,residential,True,False,131.158,"LINESTRING (14.4977326 40.8105587, 14.4973849 40.8117085)",,,
132915074,Via Luigi Vanvitelli,residential,True,False,98.895,"LINESTRING (14.4943831 40.8107114, 14.4941276 40.8098433)",,,
135593664,Via delle Orchidee,residential,False,True,56.925,"LINESTRING (14.4943831 40.8107114, 14.4937263 40.8108337)",,,
448839574,Via Vittorio Giordano,residential,True,False,18.477,"LINESTRING (14.4982303 40.8081161, 14.4984498 40.8081193)",,,
248800530,Via San Gennaro,residential,True,False,20.352,"LINESTRING (14.4984498 40.8081193, 14.4984455 40.8083023)",,,
448839572,Via Vittorio Giordano,residential,True,False,45.507,"LINESTRING (14.4984498 40.8081193, 14.4989904 40.8081272)",,,
448839586,Via Vittorio Giordano,residential,True,False,90.3,"LINESTRING (14.4989904 40.8081272, 14.4999486 40.8081411, 14.5000631 40.8081431)",,,
448839586,Via Vittorio Giordano,residential,True,False,82.2,"LINESTRING (14.5000631 40.8081431, 14.5010395 40.8081602)",,,
448839586,Via Vittorio Giordano,residential,True,False,13.848,"LINESTRING (14.5010395 40.8081602, 14.5012039 40.8081652)",,,
248800535,Via Alfredo Catapano,residential,True,False,72.485,"LINESTRING (14.5012188 40.8088169, 14.5012075 40.808597, 14.5012039 40.8081652)",,,
248800549,Via IV Novembre,residential,True,False,170.575,"LINESTRING (14.5012188 40.8088169, 14.5001024 40.8089005, 14.4996022 40.8089371, 14.4992003 40.8089515)",,,
577589534,Via Roma,residential,True,False,47.394,"LINESTRING (14.4977658 40.8089248, 14.4977521 40.8093509)",,,
248800549,Via IV Novembre,residential,True,False,18.841,"LINESTRING (14.4982179 40.8089332, 14.4979941 40.808929)",,,
448839573,Via San Michele,residential,True,False,44.759,"LINESTRING (14.4982179 40.8089332, 14.498224 40.8085307)",,,
248800530,Via San Gennaro,residential,True,False,58.129,"LINESTRING (14.4984304 40.8089372, 14.4984198 40.8094599)",,,
248800549,Via IV Novembre,residential,True,False,17.89,"LINESTRING (14.4984304 40.8089372, 14.4982179 40.8089332)",,,
248800549,Via IV Novembre,residential,True,False,46.539,"LINESTRING (14.4989832 40.8089474, 14.4984304 40.8089372)",,,
448839578,Via San Pasquale,residential,True,False,21.417,"LINESTRING (14.4989832 40.8089474, 14.4989849 40.8087548)",,,
