osmid,lanes,name,highway,oneway,reversed,length,geometry,ref
216618415,2,Via della Pineta,tertiary,False,False,146.609,"LINESTRING (12.7580755 41.7920512, 12.7580493 41.7917534, 12.7580421 41.7916722, 12.7579579 41.7908709, 12.757954 41.790808, 12.7579509 41.7907361)",
224522507,2,Via della Pineta,tertiary,True,False,20.463,"LINESTRING (12.7580755 41.7920512, 12.7581251 41.792108, 12.7581528 41.7921412, 12.7582158 41.7922024)",
"[1173073891, 216618415]",2,Via della Pineta,tertiary,False,True,129.546,"LINESTRING (12.7674054 41.7875187, 12.7672131 41.7877238, 12.7670304 41.7879303, 12.7669766 41.7880014, 12.7669111 41.788088, 12.7668678 41.7881372, 12.76684 41.7881647, 12.766813 41.7881883, 12.766787 41.7882071, 12.7667498 41.788229, 12.7667115 41.7882488, 12.7666675 41.7882665, 12.7666225 41.7882821, 12.7665833 41.7882936, 12.7665392 41.7883052, 12.7664943 41.7883156, 12.7663788 41.7883394)",
958176088,2,Via Castelli Romani,tertiary,False,False,70.583,"LINESTRING (12.756005 41.792599, 12.7562518 41.7924851, 12.7564088 41.7924177, 12.7567779 41.7923504)",SP72a
216618414,2,,tertiary,True,False,30.482,"LINESTRING (12.7567779 41.7923504, 12.7571171 41.7922446)",SP72a
958176088,2,Via Castelli Romani,tertiary,False,True,70.583,"LINESTRING (12.7567779 41.7923504, 12.7564088 41.7924177, 12.7562518 41.7924851, 12.756005 41.792599)",SP72a
216618412,2,,tertiary,True,False,10.777000000000001,"LINESTRING (12.7571171 41.7922446, 12.7571311 41.7922135, 12.7571393 41.7921778, 12.7571424 41.79215)",SP72a
216618414,2,,tertiary,True,False,18.884999999999998,"LINESTRING (12.7571171 41.7922446, 12.7571875 41.7922203, 12.7572552 41.7921925, 12.7573167 41.7921633)",SP72a
216618415,2,Via della Pineta,tertiary,False,True,90.705,"LINESTRING (12.7663788 41.7883394, 12.7653133 41.7885245)",
"[1173073891, 216618415]",2,Via della Pineta,tertiary,False,False,129.546,"LINESTRING (12.7663788 41.7883394, 12.7664943 41.7883156, 12.7665392 41.7883052, 12.7665833 41.7882936, 12.7666225 41.7882821, 12.7666675 41.7882665, 12.7667115 41.7882488, 12.7667498 41.788229, 12.766787 41.7882071, 12.766813 41.7881883, 12.76684 41.7881647, 12.7668678 41.7881372, 12.7669111 41.788088, 12.7669766 41.7880014, 12.7670304 41.7879303, 12.7672131 41.7877238, 12.7674054 41.7875187)",
224039862,,,unclassified,False,True,202.703,"LINESTRING (12.7663788 41.7883394, 12.7664224 41.7889406, 12.7662539 41.78923, 12.766148 41.78937, 12.7656372 41.7899667, 12.7656107 41.7899977)",
