osmid,oneway,name,highway,reversed,length,geometry,tunnel,junction
"[965971960, 1111631169]",True,Via Vittorio Emanuele,tertiary,False,28.792,"LINESTRING (14.8465042 37.2960309, 14.8467231 37.2961667, 14.8467605 37.2961905)",,
1111631167,True,Via Guglielmo Marconi,secondary,False,62.7,"LINESTRING (14.8465042 37.2960309, 14.8466448 37.2958863, 14.8467763 37.2957508, 14.8469374 37.2955846)",,
"[988591251, 425238701]",True,Via Vespri,residential,False,41.138999999999996,"LINESTRING (14.8450031 37.2976016, 14.8449596 37.2975758, 14.8446305 37.2973802)",,
425238744,True,,secondary,False,38.92,"LINESTRING (14.8450031 37.2976016, 14.8450531 37.2975502, 14.8452001 37.2973991, 14.8452356 37.2973627, 14.8452724 37.2973248)",,
988591251,True,Via Vespri,residential,False,77.66,"LINESTRING (14.8413712 37.2954904, 14.8406592 37.2950818)",,
425863501,False,Via Giuseppe Garibaldi,tertiary,False,32.83,"LINESTRING (14.8413712 37.2954904, 14.8412965 37.2955671, 14.8411815 37.2956852, 14.8411439 37.2957238)",,
425863501,False,Via Giuseppe Garibaldi,tertiary,True,38.418,"LINESTRING (14.8413712 37.2954904, 14.8414121 37.2954485, 14.8415999 37.2952555, 14.8416369 37.2952171)",,
"[319596490, 737921142]",True,Via Corbino,tertiary,False,23.225,"LINESTRING (14.8437237 37.2930583, 14.8437463 37.2930337, 14.8438673 37.2928835)",,
"[1103667578, 737921143]",False,Via Fonte,residential,False,30.852,"LINESTRING (14.8437237 37.2930583, 14.8437591 37.2930765, 14.8440194 37.2932054)",,
299140308,True,Via Giacomo Brodolini,tertiary,False,92.086,"LINESTRING (14.8439731 37.2923785, 14.8450132 37.2924124)",,
1102452896,False,,secondary,True,7.536,"LINESTRING (14.8493352 37.2930476, 14.8493208 37.2931144)",,
1112412218,False,,tertiary,True,31.992,"LINESTRING (14.8493352 37.2930476, 14.8492415 37.2930249, 14.8490146 37.292918)",,
1112412220,False,Strada Provinciale 29 per Francofonte,secondary,False,53.384,"LINESTRING (14.8493352 37.2930476, 14.8493513 37.2929589, 14.8493823 37.292788, 14.8494053 37.2927383, 14.849444 37.2926707, 14.8494644 37.2925816)",,
965971960,True,Via Vittorio Emanuele,tertiary,False,6.085,"LINESTRING (14.8451931 37.2952398, 14.8452475 37.2952733)",,
965980212,True,Via Principessa di Piemonte,tertiary,False,18.397,"LINESTRING (14.841221 37.2928081, 14.8410557 37.2927077)",,
81555840,True,Via Giacomo Matteotti,residential,False,74.28200000000001,"LINESTRING (14.841221 37.2928081, 14.841305 37.2925606, 14.8413112 37.2923826, 14.8413 37.2922116, 14.841296 37.2921493)",,
222752771,True,Via Principe Amedeo,residential,False,31.423,"LINESTRING (14.8424916 37.2981997, 14.8427013 37.2979716)",,
223153286,True,Via dello Stadio,residential,False,49.033,"LINESTRING (14.8424916 37.2981997, 14.8429166 37.2984828)",,
222913102,False,Via Balilla,secondary,True,125.082,"LINESTRING (14.8511519 37.2957815, 14.8507669 37.2956045, 14.8506375 37.2955451, 14.8503886 37.2954267, 14.8503552 37.2954108, 14.8499337 37.2952104)",,
196279873,False,Via Tenente De Cristofaro,secondary,False,67.216,"LINESTRING (14.8471127 37.2946746, 14.8463976 37.294879)",,
1111631141,False,,residential,False,9.791,"LINESTRING (14.8471127 37.2946746, 14.8471359 37.2947607)",,
196279873,False,Via Tenente De Cristofaro,secondary,True,57.086,"LINESTRING (14.8471127 37.2946746, 14.8472564 37.2946397, 14.8477509 37.2946589)",,
222752771,True,Via Principe Amedeo,residential,False,38.159,"LINESTRING (14.8417761 37.298982, 14.8420299 37.2987045)",,
223112428,True,Via Messina,residential,False,53.021,"LINESTRING (14.8417761 37.298982, 14.8415976 37.2988767, 14.8412947 37.2986979)",,
965980212,True,Via Principessa di Piemonte,tertiary,False,27.481,"LINESTRING (14.8418148 37.2931689, 14.8415679 37.2930189)",,
196279873,False,Via Tenente De Cristofaro,secondary,False,4.352,"LINESTRING (14.8463976 37.294879, 14.8463518 37.2948933)",,
196279873,False,Via Tenente De Cristofaro,secondary,True,67.216,"LINESTRING (14.8463976 37.294879, 14.8471127 37.2946746)",,
223112428,True,Via Messina,residential,False,33.165,"LINESTRING (14.8412947 37.2986979, 14.8409931 37.2985207)",,
1109142749,False,Via Principe di Piemonte,residential,True,40.908,"LINESTRING (14.8412947 37.2986979, 14.8415783 37.2984073)",,
425238714,False,,tertiary,False,22.558,"LINESTRING (14.8429685 37.293854, 14.8430726 37.2937684, 14.8431346 37.2937007)",,
425863501,False,Via Giuseppe Garibaldi,tertiary,False,26.615000000000002,"LINESTRING (14.8429685 37.293854, 14.8428533 37.2939684, 14.8427796 37.2940403)",,
965971960,True,Via Vittorio Emanuele,tertiary,False,41.361999999999995,"LINESTRING (14.8429685 37.293854, 14.8430188 37.293901, 14.8433272 37.2940909)",,
965980212,True,Via Principessa di Piemonte,tertiary,False,30.209,"LINESTRING (14.8429685 37.293854, 14.8429139 37.2938004, 14.8427812 37.2937187, 14.8427042 37.2936865)",,
1103667552,False,Via Giacomo Brodolini,tertiary,False,70.581,"LINESTRING (14.8474295 37.2926441, 14.8482151 37.292755)",,
299140307,False,Via Santa Barbara,residential,True,44.858999999999995,"LINESTRING (14.8474295 37.2926441, 14.8474451 37.2927221, 14.847532 37.2930391)",,
81555899,True,Via Cavour,tertiary,False,48.657,"LINESTRING (14.8440185 37.2965303, 14.8444637 37.2967873)",,
