osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,access,lanes,junction
800397136,False,Via Italia,secondary,,False,16.214,"LINESTRING (9.7175683 45.6849408, 9.7177219 45.6849259, 9.7177754 45.6849287)",,,,
55491577,True,Via Colleoni,residential,,False,158.084,"LINESTRING (9.7166892 45.6851472, 9.7173194 45.686499)",,,,
23648604,False,Via Italia,secondary,,False,72.181,"LINESTRING (9.7166892 45.6851472, 9.7171226 45.6850243, 9.7175683 45.6849408)",,,,
23648604,False,Via Italia,secondary,,True,61.066,"LINESTRING (9.7166892 45.6851472, 9.7164806 45.6852346, 9.716423 45.6852587, 9.7160437 45.6854593)",,,,
23648603,False,Via Monsignor Carozzi,unclassified,,False,158.614,"LINESTRING (9.7226337 45.6863478, 9.7226777 45.6863693, 9.7227574 45.6864023, 9.7228905 45.6864604, 9.723024 45.6865184, 9.7231528 45.6865862, 9.7232764 45.6866824, 9.7234484 45.6868374, 9.7235049 45.6868884, 9.7236809 45.6870041, 9.723836 45.6870763, 9.7240307 45.68714, 9.7242362 45.6871929)",,,,
"[481961262, 202448686]",False,Via del Fabbro,residential,30,False,108.138,"LINESTRING (9.7226337 45.6863478, 9.7225798 45.6864373, 9.7225534 45.686525, 9.7224756 45.6866198, 9.7224175 45.6866662, 9.7224004 45.6866961, 9.722374 45.6868382, 9.7223299 45.6868598, 9.7217548 45.6868609)",,permissive,,
54680043,False,,residential,,False,118.713,"LINESTRING (9.7242362 45.6871929, 9.7242581 45.6861254)",,,,
23648603,False,Via Monsignor Carozzi,unclassified,,True,158.614,"LINESTRING (9.7242362 45.6871929, 9.7240307 45.68714, 9.723836 45.6870763, 9.7236809 45.6870041, 9.7235049 45.6868884, 9.7234484 45.6868374, 9.7232764 45.6866824, 9.7231528 45.6865862, 9.723024 45.6865184, 9.7228905 45.6864604, 9.7227574 45.6864023, 9.7226777 45.6863693, 9.7226337 45.6863478)",,,,
44722792,True,Via Antonio Locatelli,unclassified,,False,61.02199999999999,"LINESTRING (9.719352 45.6878043, 9.7188731 45.6877357, 9.7185775 45.6877178)",,,,
198768812,False,Via Costanza Cerioli,residential,30,False,50.498999999999995,"LINESTRING (9.719352 45.6878043, 9.7194014 45.6875817, 9.7194105 45.6873529)",,,,
33262839,False,Via Cesare Battisti,unclassified,30,False,39.758,"LINESTRING (9.7202746 45.6819841, 9.720332 45.6816288)",,,,
33262839,False,Via Cesare Battisti,unclassified,30,True,7.795,"LINESTRING (9.7202746 45.6819841, 9.7202691 45.6820541)",,,,
202433122,False,Via Santa Caterina,residential,,False,355.511,"LINESTRING (9.7202746 45.6819841, 9.7194529 45.6819115, 9.7186531 45.6818695, 9.7180892 45.6818606, 9.7174729 45.6818741, 9.7168495 45.6818981, 9.7166139 45.6819136, 9.7157301 45.6820475)",,,,
567066900,True,Corso Roma,tertiary,50,False,11.528,"LINESTRING (9.7147158 45.6805975, 9.7148514 45.6805554)",,,,
37705139,False,Corso Roma,tertiary,50,True,161.30200000000002,"LINESTRING (9.7147158 45.6805975, 9.7145204 45.6806342, 9.7128495 45.6809087, 9.7126959 45.680933)",,,2,
32389835,False,Via Paderno,unclassified,,False,2.706,"LINESTRING (9.7169814 45.6836924, 9.7169678 45.68367)",,,,
32389835,False,Via Paderno,unclassified,,True,148.566,"LINESTRING (9.7169814 45.6836924, 9.7170276 45.6837506, 9.7171944 45.6839042, 9.7172868 45.6840136, 9.7173159 45.6840613, 9.7173231 45.684073, 9.7173521 45.6841544, 9.7174177 45.6843386, 9.7175452 45.6848224, 9.7175683 45.6849408)",,,,
37705131,False,Via Partigiani,residential,,False,65.772,"LINESTRING (9.7169814 45.6836924, 9.7168922 45.6837057, 9.716821 45.6837163, 9.716307 45.6838844, 9.716203 45.6839189)",,,,
32389835,False,Via Paderno,unclassified,,True,2.706,"LINESTRING (9.7169678 45.68367, 9.7169814 45.6836924)",,,,
37725771,False,Via Paderno,unclassified,,False,108.984,"LINESTRING (9.7169678 45.68367, 9.7166696 45.683367, 9.7166332 45.6833293, 9.7163555 45.6830897, 9.716214 45.6828507)",,,,
913875736,True,Via Paderno,unclassified,,False,12.856,"LINESTRING (9.7149359 45.6803594, 9.7149802 45.6804708)",,,,
579778684,False,Corso Roma,tertiary,,False,81.132,"LINESTRING (9.7152086 45.6804867, 9.7162378 45.6803629)",,,,
492085156,True,Corso Roma,tertiary,,False,12.218,"LINESTRING (9.7152086 45.6804867, 9.7151107 45.6805046, 9.7150766 45.6805357)",,,,
567066899,True,Corso Roma,tertiary,,False,9.852,"LINESTRING (9.7148514 45.6805554, 9.7148521 45.6805377, 9.7148584 45.6805205, 9.71487 45.6805048, 9.7148864 45.6804913, 9.7149068 45.6804807)",,,,roundabout
492085154,True,Via Paderno,unclassified,,False,13.676,"LINESTRING (9.7149068 45.6804807, 9.7149359 45.6803594)",,,,
32390086,True,Corso Roma,tertiary,,False,5.891,"LINESTRING (9.7149068 45.6804807, 9.7149422 45.6804714, 9.7149802 45.6804708)",,,,roundabout
492085158,True,Corso Roma,tertiary,,False,12.948,"LINESTRING (9.7150504 45.6804987, 9.7150977 45.6804825, 9.7151499 45.6804755, 9.7152086 45.6804867)",,,,
567066896,True,Corso Roma,tertiary,,False,4.59,"LINESTRING (9.7150504 45.6804987, 9.7150725 45.6805295, 9.7150766 45.6805357)",,,,roundabout
32390086,True,Corso Roma,tertiary,,False,6.381,"LINESTRING (9.7149802 45.6804708, 9.715019 45.6804802, 9.7150504 45.6804987)",,,,roundabout
492085155,True,Corso Roma,tertiary,50,False,12.753,"LINESTRING (9.7148783 45.6805997, 9.7148147 45.6806067, 9.7147158 45.6805975)",,,,
567066897,True,Corso Roma,tertiary,,False,5.417,"LINESTRING (9.7148783 45.6805997, 9.7148599 45.6805791, 9.7148514 45.6805554)",,,,roundabout
793417930,True,Corso Roma,tertiary,,False,5.198,"LINESTRING (9.7149342 45.6806245, 9.7149078 45.6806167, 9.7148783 45.6805997)",,,,roundabout
492085159,True,Via Paderno,unclassified,,False,13.878,"LINESTRING (9.7150417 45.6806049, 9.7150254 45.6806803, 9.7150059 45.6807269)",,,,
793417931,True,Corso Roma,tertiary,,False,8.919,"LINESTRING (9.7150417 45.6806049, 9.7149963 45.6806236, 9.7149342 45.6806245)",,,,roundabout
567066898,True,Corso Roma,tertiary,,False,8.422,"LINESTRING (9.7150766 45.6805357, 9.7150751 45.6805631, 9.7150621 45.6805861, 9.7150417 45.6806049)",,,,roundabout
32748125,True,Via Decò e Canetta,unclassified,,False,48.865,"LINESTRING (9.723376 45.6830783, 9.7233828 45.6829419, 9.7234471 45.6828173, 9.723471 45.6827583, 9.7235097 45.6826525)",,,,
206425983,False,Via Decò e Canetta,unclassified,50,True,196.977,"LINESTRING (9.723376 45.6830783, 9.7231663 45.6831781, 9.7227182 45.6834564, 9.7223881 45.6838088, 9.7221765 45.6841557, 9.7219649 45.6845026)",,,,
"[684464883, 203519518]",False,Via Alberto da Giussano,unclassified,,True,63.153000000000006,"LINESTRING (9.7235097 45.6826525, 9.723549 45.6826877, 9.7236049 45.6826995, 9.7236917 45.6827039, 9.7242891 45.6827643)",,,,
54680043,False,,residential,,True,118.713,"LINESTRING (9.7242581 45.6861254, 9.7242362 45.6871929)",,,,
"[37705123, 33262844]",False,Via Paderno,unclassified,,False,258.328,"LINESTRING (9.716214 45.6828507, 9.7161625 45.6827858, 9.7161499 45.6827713, 9.7157616 45.6823262, 9.7155817 45.6820862, 9.7153891 45.6818291, 9.7152717 45.6816771, 9.7151826 45.6815364, 9.7151329 45.6814137, 9.7150509 45.6811943, 9.7150285 45.6810821, 9.7150059 45.6807269)",,,,
37705128,True,Via Paderno,unclassified,,False,141.13099999999997,"LINESTRING (9.716214 45.6828507, 9.7162809 45.6829159, 9.7164302 45.6830805, 9.7165179 45.6831638, 9.7165755 45.6831907, 9.7166556 45.6831945, 9.7168392 45.6831978, 9.7169323 45.6831876, 9.7169567 45.6831885, 9.7170518 45.6832696, 9.7171098 45.6833182, 9.7171754 45.6834207, 9.7171527 45.6835011, 9.7170257 45.6836146, 9.7170035 45.6836344, 9.7169678 45.68367)",,,,
37725771,False,Via Paderno,unclassified,,True,108.984,"LINESTRING (9.716214 45.6828507, 9.7163555 45.6830897, 9.7166332 45.6833293, 9.7166696 45.683367, 9.7169678 45.68367)",,,,
975583547,False,Via Partigiani,residential,,False,107.578,"LINESTRING (9.7141891 45.6845094, 9.7129142 45.6848872)",,,,
37725777,False,Via Gabriele D'Annunzio,residential,,False,124.639,"LINESTRING (9.7141891 45.6845094, 9.7141691 45.6844728, 9.7136169 45.6834622)",,,,
975583547,False,Via Partigiani,residential,,True,59.544,"LINESTRING (9.7141891 45.6845094, 9.714331 45.6844558, 9.7148913 45.684296)",,,,
37725772,False,Via Giovanni Pascoli,residential,,False,56.826,"LINESTRING (9.7129142 45.6848872, 9.7131786 45.6853637)",,,,
975583547,False,Via Partigiani,residential,,True,107.578,"LINESTRING (9.7129142 45.6848872, 9.7141891 45.6845094)",,,,
37725772,False,Via Giovanni Pascoli,residential,,True,122.69999999999999,"LINESTRING (9.7129142 45.6848872, 9.7126199 45.6843998, 9.712303 45.6838697)",,,,
975583547,False,Via Partigiani,residential,,False,91.164,"LINESTRING (9.7129142 45.6848872, 9.7121254 45.685106, 9.7118268 45.6851954)",,,,
37705135,False,Via Torquato Tasso,residential,,False,109.63,"LINESTRING (9.7144711 45.6849678, 9.7131786 45.6853637)",,,,
37705133,True,,unclassified,,False,55.480999999999995,"LINESTRING (9.7144711 45.6849678, 9.7142076 45.6845416, 9.7141891 45.6845094)",,,,
37705131,False,Via Partigiani,residential,,False,23.218,"LINESTRING (9.716203 45.6839189, 9.71593 45.6840039)",,,,
37705131,False,Via Partigiani,residential,,True,65.772,"LINESTRING (9.716203 45.6839189, 9.716307 45.6838844, 9.716821 45.6837163, 9.7168922 45.6837057, 9.7169814 45.6836924)",,,,
37705132,True,Via Torquato Tasso,residential,,False,223.68,"LINESTRING (9.716203 45.6839189, 9.7162168 45.6839437, 9.7164344 45.6843349, 9.7164641 45.6843881, 9.7144711 45.6849678)",,,,
37705135,False,Via Torquato Tasso,residential,,False,57.642,"LINESTRING (9.7131786 45.6853637, 9.7125057 45.6855822)",,,,
37705135,False,Via Torquato Tasso,residential,,True,109.63,"LINESTRING (9.7131786 45.6853637, 9.7144711 45.6849678)",,,,
37725772,False,Via Giovanni Pascoli,residential,,False,61.441,"LINESTRING (9.7131786 45.6853637, 9.7136685 45.6857975)",,,,
37725772,False,Via Giovanni Pascoli,residential,,True,56.826,"LINESTRING (9.7131786 45.6853637, 9.7129142 45.6848872)",,,,
37725772,False,Via Giovanni Pascoli,residential,,True,61.441,"LINESTRING (9.7136685 45.6857975, 9.7131786 45.6853637)",,,,
37725773,True,Via Francesco Petrarca,residential,,False,129.515,"LINESTRING (9.7136685 45.6857975, 9.7145442 45.6852993, 9.7146107 45.6852597, 9.7146222 45.6852456, 9.7146222 45.6852279, 9.7145894 45.6851733, 9.7144946 45.6850012, 9.7144711 45.6849678)",,,,
504412960,False,Via Giovanni Pascoli,residential,,False,85.667,"LINESTRING (9.7136685 45.6857975, 9.7143063 45.6863568, 9.7143512 45.6864024)",,,2,
504412961,False,Via Francesco Petrarca,residential,,False,93.525,"LINESTRING (9.7136685 45.6857975, 9.712974 45.6861779, 9.7127399 45.6863318)",,,,
1242336602,False,Via Italia,secondary,,True,90.572,"LINESTRING (9.7143512 45.6864024, 9.7134453 45.6869152)",,,3,
23648604,False,Via Italia,secondary,,False,15.873999999999999,"LINESTRING (9.7143512 45.6864024, 9.7144121 45.6863699, 9.7145141 45.6863162)",,,,
504412960,False,Via Giovanni Pascoli,residential,,True,85.667,"LINESTRING (9.7143512 45.6864024, 9.7143063 45.6863568, 9.7136685 45.6857975)",,,2,
37725772,False,Via Giovanni Pascoli,residential,,False,122.69999999999999,"LINESTRING (9.712303 45.6838697, 9.7126199 45.6843998, 9.7129142 45.6848872)",,,,
504412961,False,Via Francesco Petrarca,residential,,True,93.525,"LINESTRING (9.7127399 45.6863318, 9.712974 45.6861779, 9.7136685 45.6857975)",,,,
37705135,False,Via Torquato Tasso,residential,,True,57.642,"LINESTRING (9.7125057 45.6855822, 9.7131786 45.6853637)",,,,
42922998,False,Via Borgo Palazzo,secondary,,False,3.777,"LINESTRING (9.7118702 45.6877452, 9.7118297 45.687764)",,,3,
42922998,False,Via Borgo Palazzo,secondary,,True,30.867,"LINESTRING (9.7118702 45.6877452, 9.7122042 45.6875948)",,,3,
37725776,True,,unclassified,,False,34.041,"LINESTRING (9.7118702 45.6877452, 9.7118285 45.6877029, 9.71168 45.6874702)",,,,
435437102,True,Via Pietro Rovelli,unclassified,,False,43.058,"LINESTRING (9.71168 45.6874702, 9.7121462 45.6875749, 9.7122042 45.6875948)",,,,
42922998,False,Via Borgo Palazzo,secondary,,False,30.867,"LINESTRING (9.7122042 45.6875948, 9.7118702 45.6877452)",,,3,
1242336602,False,Via Italia,secondary,,False,12.183,"LINESTRING (9.7122042 45.6875948, 9.712334 45.6875333)",,,3,
37725777,False,Via Gabriele D'Annunzio,residential,,True,124.639,"LINESTRING (9.7136169 45.6834622, 9.7141691 45.6844728, 9.7141891 45.6845094)",,,,
55491571,False,Via Giosuè Carducci,residential,,True,73.756,"LINESTRING (9.7148913 45.684296, 9.7145194 45.6836857)",,,,
975583547,False,Via Partigiani,residential,,True,86.981,"LINESTRING (9.7148913 45.684296, 9.71593 45.6840039)",,,,
975583547,False,Via Partigiani,residential,,False,59.544,"LINESTRING (9.7148913 45.684296, 9.714331 45.6844558, 9.7141891 45.6845094)",,,,
37725778,False,Via Ugo Foscolo,residential,,True,55.938,"LINESTRING (9.7152691 45.6829026, 9.7155507 45.6833656)",,,,
"[55491571, 55491567]",False,"['Via Giosuè Carducci', 'Via Vincenzo Monti']",residential,,False,234.72000000000003,"LINESTRING (9.7152691 45.6829026, 9.7148226 45.6829583, 9.7144824 45.6827361, 9.7141706 45.682655, 9.7139274 45.6827135, 9.7145194 45.6836857)",,,,
55491567,False,Via Vincenzo Monti,residential,,True,57.58,"LINESTRING (9.7152691 45.6829026, 9.7156089 45.6828736, 9.7160011 45.6828228)",,,,
37725778,False,Via Ugo Foscolo,residential,,False,55.938,"LINESTRING (9.7155507 45.6833656, 9.7152691 45.6829026)",,,,
37725778,False,Via Ugo Foscolo,residential,,True,76.849,"LINESTRING (9.7155507 45.6833656, 9.71593 45.6840039)",,,,
37725779,False,Via Giosuè Carducci,residential,,False,87.666,"LINESTRING (9.7155507 45.6833656, 9.7145194 45.6836857)",,,,
37705131,False,Via Partigiani,residential,,True,23.218,"LINESTRING (9.71593 45.6840039, 9.716203 45.6839189)",,,,
37725778,False,Via Ugo Foscolo,residential,,False,76.849,"LINESTRING (9.71593 45.6840039, 9.7155507 45.6833656)",,,,
975583547,False,Via Partigiani,residential,,False,86.981,"LINESTRING (9.71593 45.6840039, 9.7148913 45.684296)",,,,
37725779,False,Via Giosuè Carducci,residential,,True,87.666,"LINESTRING (9.7145194 45.6836857, 9.7155507 45.6833656)",,,,
55491571,False,Via Giosuè Carducci,residential,,False,73.756,"LINESTRING (9.7145194 45.6836857, 9.7148913 45.684296)",,,,
"[55491571, 55491567]",False,"['Via Giosuè Carducci', 'Via Vincenzo Monti']",residential,,True,234.72000000000003,"LINESTRING (9.7145194 45.6836857, 9.7139274 45.6827135, 9.7141706 45.682655, 9.7144824 45.6827361, 9.7148226 45.6829583, 9.7152691 45.6829026)",,,,
1242336602,False,Via Italia,secondary,,True,12.183,"LINESTRING (9.712334 45.6875333, 9.7122042 45.6875948)",,,3,
41407089,False,Via Antonio Locatelli,unclassified,,False,93.33599999999998,"LINESTRING (9.712334 45.6875333, 9.7123963 45.6875537, 9.7126081 45.6876587, 9.713425 45.6878739)",,,,
1242336602,False,Via Italia,secondary,,False,110.34800000000001,"LINESTRING (9.712334 45.6875333, 9.7125605 45.6874108, 9.7126915 45.6873349, 9.7127875 45.6872822, 9.7134453 45.6869152)",,,3,
41407089,False,Via Antonio Locatelli,unclassified,,True,93.113,"LINESTRING (9.7145043 45.6882377, 9.7136267 45.6879333, 9.713425 45.6878739)",,,,
44722784,False,Via Colleoni,residential,,False,130.356,"LINESTRING (9.7170881 45.6876889, 9.717115 45.6871608, 9.7171503 45.6866818, 9.7172076 45.6865225)",,,,
55491576,False,Via Michelangelo Buonarroti,residential,,True,59.81,"LINESTRING (9.7170881 45.6876889, 9.717115 45.687729, 9.7171396 45.6882223)",,,,
203008730,True,Via Antonio Locatelli,unclassified,,False,123.96600000000001,"LINESTRING (9.7170881 45.6876889, 9.7164186 45.6878774, 9.7155918 45.6880755)",,,,
44722787,False,Via Giuseppe Ungaretti,residential,,False,9.069,"LINESTRING (9.7172076 45.6865225, 9.7173194 45.686499)",,,,
44722784,False,Via Colleoni,residential,,True,130.356,"LINESTRING (9.7172076 45.6865225, 9.7171503 45.6866818, 9.717115 45.6871608, 9.7170881 45.6876889)",,,,
44722787,False,Via Giuseppe Ungaretti,residential,,True,161.666,"LINESTRING (9.7172076 45.6865225, 9.7160735 45.6869266, 9.7161499 45.6874886)",,,,
55444804,False,Via Chiesa Vecchia,residential,,True,160.30499999999998,"LINESTRING (9.7177754 45.6849287, 9.7177997 45.6849749, 9.7178999 45.6852029, 9.7180654 45.6855729, 9.7182845 45.6859403, 9.7184006 45.6861101, 9.7184721 45.6861861, 9.7185568 45.6862528)",,,,
"[629099281, 629099279, 800397135]",False,Via Italia,secondary,,False,114.949,"LINESTRING (9.7177754 45.6849287, 9.7181973 45.6848982, 9.7182892 45.6848916, 9.7184635 45.6848839, 9.7189751 45.684854, 9.7192197 45.6848396, 9.7192493 45.6848379)",,,,
800397136,False,Via Italia,secondary,,True,16.214,"LINESTRING (9.7177754 45.6849287, 9.7177219 45.6849259, 9.7175683 45.6849408)",,,,
44722791,False,Via Chiesa Vecchia,residential,,False,40.134,"LINESTRING (9.7195789 45.6863559, 9.7190723 45.686285)",,,,
"[198768804, 198768806]",True,Via Costanza Cerioli,residential,30,False,168.241,"LINESTRING (9.7195789 45.6863559, 9.7197461 45.6860193, 9.7199313 45.6855964, 9.7201596 45.6849722, 9.7201624 45.684902)",,,,
198768816,False,Via Costanza Cerioli,residential,30,True,112.09,"LINESTRING (9.7195789 45.6863559, 9.7194444 45.6867684, 9.7194105 45.6873529)",,,,
44722785,False,Via Correggio,residential,,False,137.827,"LINESTRING (9.7176847 45.6864255, 9.7175162 45.6876594)",,,,
629099529,True,Via Giuseppe Ungaretti,residential,,False,53.375,"LINESTRING (9.7176847 45.6864255, 9.7183465 45.6862964)",,,,
629099530,False,Via Giuseppe Ungaretti,residential,,False,17.04,"LINESTRING (9.7183465 45.6862964, 9.7185568 45.6862528)",,,,
44722786,False,Via Gianbattista Moroni,residential,,True,155.518,"LINESTRING (9.7183465 45.6862964, 9.7182299 45.6870476, 9.718176 45.6876895)",,,,
44722791,False,Via Chiesa Vecchia,residential,,True,28.122,"LINESTRING (9.7187129 45.6862546, 9.7190723 45.686285)",,,,
629099530,False,Via Giuseppe Ungaretti,residential,,True,12.127,"LINESTRING (9.7187129 45.6862546, 9.7185568 45.6862528)",,,,
44722788,False,Via Tiziano Vecelio,residential,,True,178.948,"LINESTRING (9.7187129 45.6862546, 9.7185722 45.6872566, 9.7186008 45.6872822, 9.7194105 45.6873529)",,,,
629099530,False,Via Giuseppe Ungaretti,residential,,False,12.127,"LINESTRING (9.7185568 45.6862528, 9.7187129 45.6862546)",,,,
629099530,False,Via Giuseppe Ungaretti,residential,,True,17.04,"LINESTRING (9.7185568 45.6862528, 9.7183465 45.6862964)",,,,
55444804,False,Via Chiesa Vecchia,residential,,False,160.30500000000004,"LINESTRING (9.7185568 45.6862528, 9.7184721 45.6861861, 9.7184006 45.6861101, 9.7182845 45.6859403, 9.7180654 45.6855729, 9.7178999 45.6852029, 9.7177997 45.6849749, 9.7177754 45.6849287)",,,,
44722787,False,Via Giuseppe Ungaretti,residential,,False,161.666,"LINESTRING (9.7161499 45.6874886, 9.7160735 45.6869266, 9.7172076 45.6865225)",,,,
44722792,True,Via Antonio Locatelli,unclassified,,False,31.346,"LINESTRING (9.7185775 45.6877178, 9.718176 45.6876895)",,,,
44722785,False,Via Correggio,residential,,True,137.827,"LINESTRING (9.7175162 45.6876594, 9.7176847 45.6864255)",,,,
44722792,True,Via Antonio Locatelli,unclassified,,False,33.415,"LINESTRING (9.7175162 45.6876594, 9.7171268 45.6876862, 9.7170881 45.6876889)",,,,
44722792,True,Via Antonio Locatelli,unclassified,,False,51.361,"LINESTRING (9.718176 45.6876895, 9.7175162 45.6876594)",,,,
44722786,False,Via Gianbattista Moroni,residential,,False,155.518,"LINESTRING (9.718176 45.6876895, 9.7182299 45.6870476, 9.7183465 45.6862964)",,,,
44722788,False,Via Tiziano Vecelio,residential,,False,178.94799999999998,"LINESTRING (9.7194105 45.6873529, 9.7186008 45.6872822, 9.7185722 45.6872566, 9.7187129 45.6862546)",,,,
198768812,False,Via Costanza Cerioli,residential,30,True,50.498999999999995,"LINESTRING (9.7194105 45.6873529, 9.7194014 45.6875817, 9.719352 45.6878043)",,,,
198768816,False,Via Costanza Cerioli,residential,30,False,112.09,"LINESTRING (9.7194105 45.6873529, 9.7194444 45.6867684, 9.7195789 45.6863559)",,,,
44722791,False,Via Chiesa Vecchia,residential,,False,28.122,"LINESTRING (9.7190723 45.686285, 9.7187129 45.6862546)",,,,
44722791,False,Via Chiesa Vecchia,residential,,True,40.134,"LINESTRING (9.7190723 45.686285, 9.7195789 45.6863559)",,,,
45477196,False,Via Chiesa di San Grisogono,residential,,False,162.689,"LINESTRING (9.7190723 45.686285, 9.719223 45.6857599, 9.7192584 45.6856453, 9.7192706 45.6855252, 9.7192706 45.6848789, 9.7192493 45.6848379)",,,,
23648604,False,Via Italia,secondary,,False,152.30599999999998,"LINESTRING (9.7145141 45.6863162, 9.7148839 45.6861108, 9.7150806 45.6860003, 9.7158739 45.6855547, 9.7160437 45.6854593)",,,,
23648604,False,Via Italia,secondary,,True,15.873999999999999,"LINESTRING (9.7145141 45.6863162, 9.7144121 45.6863699, 9.7143512 45.6864024)",,,,
23648604,False,Via Italia,secondary,,False,61.066,"LINESTRING (9.7160437 45.6854593, 9.716423 45.6852587, 9.7164806 45.6852346, 9.7166892 45.6851472)",,,,
23648604,False,Via Italia,secondary,,True,152.30599999999998,"LINESTRING (9.7160437 45.6854593, 9.7158739 45.6855547, 9.7150806 45.6860003, 9.7148839 45.6861108, 9.7145141 45.6863162)",,,,
48681798,True,Via Trilussa,residential,,False,207.567,"LINESTRING (9.7160437 45.6854593, 9.7161031 45.6854879, 9.7161492 45.6855395, 9.716396 45.6860118, 9.7163874 45.6860836, 9.7149858 45.6867433)",,,,
198784919,False,Via Giacomo Venezian,residential,30,True,64.919,"LINESTRING (9.7217459 45.6862771, 9.7217548 45.6868609)",,permissive,,
198780981,False,Via Giacomo Venezian,residential,30,False,97.035,"LINESTRING (9.7217459 45.6862771, 9.7217408 45.6861296, 9.7217155 45.6854047)",,,,
481961248,True,Via Monsignor Carozzi,unclassified,,False,69.839,"LINESTRING (9.7217459 45.6862771, 9.7225747 45.686325, 9.7226337 45.6863478)",,,,
32748122,True,Via Decò e Canetta,unclassified,50,False,69.955,"LINESTRING (9.7217155 45.6854047, 9.7217374 45.6851067, 9.721806 45.6848448, 9.7218323 45.684783)",,,,
34058027,False,Via Dante Alighieri,secondary,50,False,84.345,"LINESTRING (9.7217155 45.6854047, 9.7218389 45.685387, 9.7219593 45.6853789, 9.7222492 45.6853612, 9.7226637 45.6853619, 9.7227968 45.6853676)",,,,
"[504412010, 34058027, 34055598]",False,"['Via Italia', 'Via Dante Alighieri']",secondary,50,True,133.94,"LINESTRING (9.7217155 45.6854047, 9.7216459 45.6854024, 9.7215798 45.6853975, 9.721524 45.6853863, 9.7213836 45.6853545, 9.7212757 45.6853147, 9.7211641 45.6852735, 9.7206047 45.6850709, 9.7202566 45.6849392, 9.7201624 45.684902)",yes,,,
198780981,False,Via Giacomo Venezian,residential,30,True,97.035,"LINESTRING (9.7217155 45.6854047, 9.7217408 45.6861296, 9.7217459 45.6862771)",,,,
1242336602,False,Via Italia,secondary,,False,90.572,"LINESTRING (9.7134453 45.6869152, 9.7143512 45.6864024)",,,3,
544968371,True,Via Alessandro Manzoni,residential,,False,75.674,"LINESTRING (9.7134453 45.6869152, 9.7138228 45.6874794, 9.7138514 45.6875336)",,,,
1242336602,False,Via Italia,secondary,,True,110.348,"LINESTRING (9.7134453 45.6869152, 9.7127875 45.6872822, 9.7126915 45.6873349, 9.7125605 45.6874108, 9.712334 45.6875333)",,,3,
48681799,True,Via Tiepolo,residential,,False,60.321000000000005,"LINESTRING (9.7149858 45.6867433, 9.7145847 45.6863509, 9.7145141 45.6863162)",,,,
48681803,False,Via Tiepolo,residential,,True,31.444000000000003,"LINESTRING (9.7149858 45.6867433, 9.7151298 45.6868839, 9.7152248 45.6869715)",,,,
48681803,False,Via Tiepolo,residential,,True,28.005,"LINESTRING (9.7152248 45.6869715, 9.7154318 45.6871777)",,,,
