osmid,oneway,lanes,ref,highway,reversed,length,name,geometry,junction,bridge,maxspeed
34918553,True,1,SP12,secondary,False,13.646,,"LINESTRING (10.9399702 45.5300812, 10.9400282 45.5299654)",,,
102472869,False,2,SP12,secondary,False,53.593,Via Vittorio Veneto,"LINESTRING (10.9399702 45.5300812, 10.9397919 45.5302334, 10.9395609 45.5304681)",,,
34918553,True,1,SP12,secondary,False,18.622,,"LINESTRING (10.9400282 45.5299654, 10.9400482 45.5298768, 10.9400246 45.5298008)",,,
102472957,True,1,,tertiary,False,26.774,Viale Rizzardi,"LINESTRING (10.9400282 45.5299654, 10.9399985 45.5299304, 10.9399219 45.529905, 10.9397228 45.5299234)",,,
23967015,True,,SP12,secondary,False,12.325,Rotonda dell'Autiere,"LINESTRING (10.9398688 45.5295461, 10.9399289 45.52951, 10.9400031 45.5294909)",roundabout,,
102472963,False,2,,residential,False,210.513,Strada del Sacro Cuore,"LINESTRING (10.9398688 45.5295461, 10.939837 45.5295017, 10.9398053 45.5294524, 10.9397998 45.5294256, 10.9397555 45.5292083, 10.9397409 45.5291383, 10.9397015 45.5290343, 10.9395911 45.5288373, 10.9395048 45.5286547, 10.9394674 45.5285523, 10.9392573 45.5278219, 10.9392391 45.5277129)",,,
23967016,True,1,SP12,secondary,False,31.521,,"LINESTRING (10.9400031 45.5294909, 10.9400968 45.5294183, 10.9401541 45.5293391, 10.9401958 45.5292468)",,,
559464635,True,,SP12,secondary,False,16.848,Rotonda dell'Autiere,"LINESTRING (10.9400031 45.5294909, 10.9400752 45.5294902, 10.9401438 45.5295057, 10.9402018 45.5295357)",roundabout,,
"[102472787, 37136773]",False,,,residential,False,89.826,Via dell'Autiere,"LINESTRING (10.9402431 45.5295772, 10.9403541 45.5295711, 10.9404312 45.5295642, 10.9413872 45.529477)",,yes,30
559464634,True,,SP12,secondary,False,18.825,Rotonda dell'Autiere,"LINESTRING (10.9402431 45.5295772, 10.9402643 45.5296316, 10.9402565 45.5296878, 10.9402208 45.5297384)",roundabout,,
23967015,True,,SP12,secondary,False,9.347999999999999,Rotonda dell'Autiere,"LINESTRING (10.9400246 45.5298008, 10.9399659 45.5297919, 10.9399128 45.5297724)",roundabout,,
33785857,True,1,SP12,secondary,False,32.127,,"LINESTRING (10.9401958 45.5292468, 10.9401983 45.5293435, 10.9402006 45.5294286, 10.9402018 45.5295357)",,,
33785859,False,1,SP12,secondary,False,131.666,Strada del Recioto,"LINESTRING (10.9401958 45.5292468, 10.940227 45.5291544, 10.9402965 45.5290146, 10.9404909 45.5287308, 10.9407355 45.5284078, 10.9408153 45.5282636, 10.9408541 45.5281611)",,,
37136732,True,2,,tertiary,False,248.336,Viale Rizzardi,"LINESTRING (10.9397228 45.5299234, 10.9396542 45.5299336, 10.9393883 45.5299561, 10.9392337 45.5299692, 10.9386478 45.5300229, 10.9383815 45.5300479, 10.9367697 45.5301988, 10.9365616 45.5302094)",,,30
238749807,False,2,,tertiary,False,22.477,Viale Rizzardi,"LINESTRING (10.9397228 45.5299234, 10.9397709 45.5298954, 10.9398513 45.5298317, 10.9399128 45.5297724)",,,
23967015,True,,SP12,secondary,False,28.351,Rotonda dell'Autiere,"LINESTRING (10.9399128 45.5297724, 10.939861 45.5297366, 10.9398285 45.5296909, 10.9398187 45.5296404, 10.9398327 45.5295903, 10.9398688 45.5295461)",roundabout,,
238749807,False,2,,tertiary,True,22.477,Viale Rizzardi,"LINESTRING (10.9399128 45.5297724, 10.9398513 45.5298317, 10.9397709 45.5298954, 10.9397228 45.5299234)",,,
238749844,False,,,residential,True,133.709,Via Giuseppe Mazzini,"LINESTRING (10.9383008 45.5305961, 10.9383219 45.5307033, 10.9384118 45.5311872, 10.9385268 45.5317881)",,,30
"[156596731, 275116684]",False,,,tertiary,False,140.78499999999997,"['Piazza Roma', 'Piazza Vittorio Emanuele']","LINESTRING (10.9383008 45.5305961, 10.9381555 45.5306114, 10.9374456 45.5306875, 10.937394 45.5307146, 10.9373105 45.5308034, 10.9369735 45.5309334, 10.9368101 45.5309931, 10.9367448 45.5310127, 10.9366636 45.5310324)",,,30
"[37136731, 275116684]",False,,,"['residential', 'tertiary']",True,99.325,Piazza Vittorio Emanuele,"LINESTRING (10.9383008 45.5305961, 10.9384929 45.5305786, 10.9386106 45.5305691, 10.9393603 45.5305062, 10.9395609 45.5304681)",,,30
60202343,False,,,residential,False,19.121,,"LINESTRING (10.9395609 45.5304681, 10.9398059 45.5304788)",,yes,
"[37136731, 275116684]",False,,,"['residential', 'tertiary']",False,99.325,Piazza Vittorio Emanuele,"LINESTRING (10.9395609 45.5304681, 10.9393603 45.5305062, 10.9386106 45.5305691, 10.9384929 45.5305786, 10.9383008 45.5305961)",,,30
102472869,False,2,SP12,secondary,True,53.593,Via Vittorio Veneto,"LINESTRING (10.9395609 45.5304681, 10.9397919 45.5302334, 10.9399702 45.5300812)",,,
662927182,False,2,SP12,secondary,False,137.561,Via Vittorio Veneto,"LINESTRING (10.9395609 45.5304681, 10.9395203 45.5305612, 10.9394916 45.5306713, 10.9394836 45.5311372, 10.9395104 45.5312914, 10.9395416 45.5313951, 10.9395955 45.5314977, 10.9397116 45.5316708)",,,
"[156596731, 275116684]",False,,,tertiary,True,140.785,"['Piazza Roma', 'Piazza Vittorio Emanuele']","LINESTRING (10.9366636 45.5310324, 10.9367448 45.5310127, 10.9368101 45.5309931, 10.9369735 45.5309334, 10.9373105 45.5308034, 10.937394 45.5307146, 10.9374456 45.5306875, 10.9381555 45.5306114, 10.9383008 45.5305961)",,,30
156596735,True,,,tertiary,False,94.158,Via Don Angelo Sempreboni,"LINESTRING (10.9366636 45.5310324, 10.9365624 45.5308957, 10.9365339 45.5307631, 10.9365512 45.5306735, 10.9365784 45.5306109, 10.9365904 45.5305377, 10.9365629 45.5303224, 10.9365616 45.5302094)",,,
243388533,False,,,tertiary,True,16.336,Via Don Angelo Sempreboni,"LINESTRING (10.9366636 45.5310324, 10.9367141 45.5311335, 10.936706 45.5311729)",,,
559760287,True,,,unclassified,False,218.841,Via Emilio Salgari,"LINESTRING (10.9365616 45.5302094, 10.9365055 45.5300855, 10.9363546 45.5298434, 10.9360245 45.5294312, 10.9359116 45.5292729, 10.9358116 45.5290551, 10.935537 45.5283867)",,,
156596762,False,,,residential,False,49.078,Via del Carrista,"LINESTRING (10.9435526 45.5292621, 10.9434861 45.5288232)",,,
156596762,False,,,residential,True,9.049,Via del Carrista,"LINESTRING (10.9435526 45.5292621, 10.9435686 45.5293427)",,,
37136704,False,,,tertiary,True,109.847,Via Guglielmo Marconi,"LINESTRING (10.9347446 45.5319133, 10.9348014 45.5319038, 10.9348181 45.5318924, 10.9348787 45.5318162, 10.9349621 45.5315947, 10.9350747 45.5314836, 10.935253 45.5313784, 10.9354692 45.5313239, 10.9356837 45.531291)",,,
102472858,False,,,residential,False,33.353,Via dei Mandorli,"LINESTRING (10.9347446 45.5319133, 10.9347277 45.5319777, 10.9346845 45.5320427, 10.9345272 45.5321625)",,,
156596734,False,,SP34/a,tertiary,False,245.70700000000002,Via Colle Masua,"LINESTRING (10.9347446 45.5319133, 10.9347111 45.5319083, 10.9346756 45.5318904, 10.9345106 45.5316123, 10.9343608 45.5314862, 10.9343448 45.5314586, 10.9343457 45.531422, 10.93445 45.5312747, 10.9344842 45.5311045, 10.9343964 45.5305752, 10.9341503 45.5301167, 10.9339663 45.5298858)",,,30
37136704,False,,,tertiary,False,75.583,Via Guglielmo Marconi,"LINESTRING (10.9366423 45.5312064, 10.9365696 45.5312238, 10.9362796 45.5312659, 10.9360496 45.5312828, 10.9356837 45.531291)",,,
60201130,False,,,tertiary,False,6.346,Via Don Angelo Sempreboni,"LINESTRING (10.9366423 45.5312064, 10.9366803 45.5311939, 10.936706 45.5311729)",,,
102472816,True,,,residential,False,130.743,Via dei Ciliegi,"LINESTRING (10.9366423 45.5312064, 10.9366898 45.5313673, 10.9367148 45.5314424, 10.9367444 45.5315217, 10.9368743 45.5318278, 10.9368667 45.5318431, 10.9368449 45.5318579, 10.9363514 45.5320421, 10.9363076 45.5320899, 10.9363016 45.5321368)",,,
102472798,False,,,residential,True,57.096999999999994,Viale dell'Industria,"LINESTRING (10.9348792 45.5268311, 10.9353313 45.5268625, 10.9355904 45.5267907)",,,
209568493,False,,,unclassified,False,183.69,Via Emilio Salgari,"LINESTRING (10.9348792 45.5268311, 10.9349049 45.527354, 10.9351194 45.5277447, 10.9354455 45.5281535, 10.935537 45.5283867)",,,30
60202343,False,,,residential,True,19.121,,"LINESTRING (10.9398059 45.5304788, 10.9395609 45.5304681)",,yes,
"[102472851, 942087542]",True,,,residential,False,148.851,Via Pio X,"LINESTRING (10.9398059 45.5304788, 10.9400014 45.5302643, 10.9401263 45.5302041, 10.9402629 45.5301782, 10.9415117 45.5300946)",,,
156596744,False,,,residential,True,36.442,Via Pio X,"LINESTRING (10.9419778 45.5300665, 10.9415117 45.5300946)",,,
102472844,False,,,residential,True,43.005,Via del Combattente,"LINESTRING (10.9419778 45.5300665, 10.9420343 45.5301662, 10.9420247 45.5304456)",,,
