osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access,tunnel
24941070,Via Guglielmo Oberdan,secondary,50,False,True,107.85,,"LINESTRING (13.622627 45.9457585, 13.623778 45.9452106)",,
37566575,Corso Giuseppe Verdi,tertiary,30,False,True,87.195,2,"LINESTRING (13.622627 45.9457585, 13.6219097 45.9451534)",,
25068143,Via Giovanni Boccaccio,residential,,False,False,183.426,,"LINESTRING (13.622627 45.9457585, 13.621414 45.9465578, 13.6211311 45.9467443, 13.6209515 45.9468508, 13.6208937 45.9468844)",,
164489995,Corso Giuseppe Verdi,secondary,50,False,True,92.793,,"LINESTRING (13.622627 45.9457585, 13.6233689 45.9463167, 13.6234415 45.9463714)",,
24934973,Via Generale Cadorna,tertiary,,False,False,70.526,,"LINESTRING (13.6214575 45.9473826, 13.6214233 45.9473533, 13.6214016 45.9473335, 13.6211981 45.947161, 13.6211498 45.94712, 13.6210758 45.9470573, 13.6209884 45.9469798, 13.6208937 45.9468844)",,
24935100,Via Santa Chiara,secondary,,False,True,190.196,,"LINESTRING (13.6214575 45.9473826, 13.6215977 45.9473111, 13.6216396 45.9472898, 13.6217239 45.947246, 13.6220704 45.9470663, 13.6223473 45.9469227, 13.6234415 45.9463714)",,
24934973,Via Generale Cadorna,tertiary,,False,False,120.263,,"LINESTRING (13.6202233 45.9462382, 13.619362 45.9453376)",,
24934973,Via Generale Cadorna,tertiary,,False,True,88.599,,"LINESTRING (13.6202233 45.9462382, 13.6208937 45.9468844)",,
25067581,Via Dante Alighieri,residential,,True,False,177.62800000000001,,"LINESTRING (13.6202233 45.9462382, 13.6203914 45.9461301, 13.6219097 45.9451534)",,
24934973,Via Generale Cadorna,tertiary,,False,True,120.263,,"LINESTRING (13.619362 45.9453376, 13.6202233 45.9462382)",,
568337289,Via Francesco Petrarca,residential,30,False,True,53.271,,"LINESTRING (13.619362 45.9453376, 13.6199061 45.9450437)",,
37566575,Corso Giuseppe Verdi,tertiary,30,False,False,106.84,2,"LINESTRING (13.6212676 45.9443026, 13.6218754 45.945109, 13.6219097 45.9451534)",,
290404277,Via Francesco Petrarca,residential,,True,False,75.554,,"LINESTRING (13.6212676 45.9443026, 13.6212033 45.9443369, 13.6204942 45.9447179)",,
"[24992016, 935467935]","['Via Francesco Crispi', 'Corso Giuseppe Verdi']",tertiary,"['30', '50']",False,"[False, True]",130.51999999999998,,"LINESTRING (13.6212676 45.9443026, 13.6211328 45.9440955, 13.6210892 45.9440285, 13.6211671 45.9439914, 13.6220729 45.9435593, 13.6221244 45.9435347)",,
24935100,Via Santa Chiara,secondary,,False,False,190.196,,"LINESTRING (13.6234415 45.9463714, 13.6223473 45.9469227, 13.6220704 45.9470663, 13.6217239 45.947246, 13.6216396 45.9472898, 13.6215977 45.9473111, 13.6214575 45.9473826)",,
"[24961456, 428805129, 428805130]",Corso Giuseppe Verdi,unclassified,50,False,False,161.173,,"LINESTRING (13.6234415 45.9463714, 13.623547 45.9464393, 13.623704 45.9465519, 13.6239156 45.9467036, 13.6241147 45.9468463, 13.62416 45.9468788, 13.624221 45.9469223, 13.6243674 45.9470269, 13.6248997 45.947407)",,
164489995,Corso Giuseppe Verdi,secondary,50,False,False,92.793,,"LINESTRING (13.6234415 45.9463714, 13.6233689 45.9463167, 13.622627 45.9457585)",,
25003276,Via Generale Cascino,residential,,True,False,26.578,,"LINESTRING (13.6211789 45.9407584, 13.6209386 45.9409293)",,
24940572,Piazza del Municipio,secondary,50,False,True,98.91600000000001,,"LINESTRING (13.6211789 45.9407584, 13.62146 45.9409713, 13.6216106 45.9411243, 13.6217906 45.9413825, 13.6218402 45.9414557, 13.621847 45.9414775, 13.6218546 45.9415019)",,
24941086,Via Nazario Sauro,secondary,50,False,False,104.752,,"LINESTRING (13.6211789 45.9407584, 13.6204268 45.9401727, 13.6203452 45.9400265)",,
24991964,Via Gian Giuseppe Barzellini,residential,,True,False,166.081,,"LINESTRING (13.6211789 45.9407584, 13.6217989 45.9403117, 13.6219467 45.9402624, 13.6229092 45.9401403, 13.6229964 45.9400906)",,
24940479,Viale Ventiquattro Maggio,secondary,50,False,False,132.28,,"LINESTRING (13.6203452 45.9400265, 13.6189755 45.9407392)",yes,
24941086,Via Nazario Sauro,secondary,50,False,True,104.752,,"LINESTRING (13.6203452 45.9400265, 13.6204268 45.9401727, 13.6211789 45.9407584)",,
24941072,Via Roma,secondary,50,False,True,128.775,2,"LINESTRING (13.6244997 45.9448596, 13.6236301 45.9438719)",,
24941070,Via Guglielmo Oberdan,secondary,50,False,False,68.096,,"LINESTRING (13.6244997 45.9448596, 13.6243671 45.9449241, 13.623778 45.9452106)",,
"[164489996, 498818117]",Piazza della Vittoria,secondary,30,False,False,89.154,,"LINESTRING (13.6244997 45.9448596, 13.6245774 45.9449425, 13.6248716 45.9452809, 13.6250253 45.9454603, 13.6250983 45.9455448)",,
25014605,PIAZZA CAMILLO BENSO CONTE DI CAVOUR,secondary,,False,False,67.621,,"LINESTRING (13.6256016 45.9419174, 13.6255845 45.9420189, 13.6253714 45.9421959, 13.6251535 45.9424255)",,
26144319,Via dei Rabatta,residential,,False,True,75.891,,"LINESTRING (13.6256016 45.9419174, 13.625423 45.9418134, 13.6253398 45.9417678, 13.6248781 45.941457)",,
"[935467931, 25014599]",Piazza Sant'Antonio,secondary,,False,True,112.65799999999999,2,"LINESTRING (13.6256016 45.9419174, 13.6258763 45.9417996, 13.6261782 45.9416706, 13.6264386 45.9415579, 13.6268086 45.9413528)",,
