osmid,name,highway,oneway,reversed,length,geometry,tunnel,junction
57710175,Via Sciarelle,residential,False,True,84.376,"LINESTRING (15.143139 37.6066176, 15.1440753 37.6067776)",,
39659463,Via Pietro Platania,residential,False,True,68.396,"LINESTRING (15.143139 37.6066176, 15.1428996 37.6065787, 15.1426242 37.6065682, 15.1425185 37.6065549, 15.1424485 37.6065376, 15.1423822 37.6065082)",,
131838259,Via Rifiano,residential,True,False,83.241,"LINESTRING (15.143139 37.6066176, 15.1433025 37.6061675, 15.1432955 37.6061124, 15.1431729 37.6059096)",,
944063840,Via Guglielmo Marconi,residential,False,True,35.459,"LINESTRING (15.1422131 37.602118, 15.1421297 37.6021317, 15.1418192 37.6021836)",,
"[944063848, 39659439]",Via Vittorio Emanuele,residential,True,False,43.153999999999996,"LINESTRING (15.1422131 37.602118, 15.1422492 37.6023285, 15.1422805 37.6025024)",,
132267065,,residential,True,False,68.609,"LINESTRING (15.1418192 37.6021836, 15.1416738 37.6016056, 15.1416669 37.6015785)",,
944063840,Via Guglielmo Marconi,residential,False,False,35.459,"LINESTRING (15.1418192 37.6021836, 15.1421297 37.6021317, 15.1422131 37.602118)",,
39659436,Via Guglielmo Marconi,residential,True,False,42.393,"LINESTRING (15.1413751 37.6023303, 15.1417764 37.6021959, 15.1418192 37.6021836)",,
39659446,Via Palestra,residential,True,False,77.25699999999999,"LINESTRING (15.1413751 37.6023303, 15.1416123 37.6029675, 15.1416232 37.6029967)",,
39659436,Via Guglielmo Marconi,residential,True,False,40.526,"LINESTRING (15.1407533 37.6025219, 15.141181 37.6023877)",,
39659454,Via Santa Barbara,residential,True,False,30.642,"LINESTRING (15.1393719 37.603027, 15.1393872 37.6027517)",,
39659436,Via Guglielmo Marconi,residential,True,False,134.161,"LINESTRING (15.1393719 37.603027, 15.1394358 37.6030107, 15.1401304 37.6027299, 15.1407533 37.6025219)",,
39659436,Via Guglielmo Marconi,residential,True,False,37.6,"LINESTRING (15.1389641 37.6031268, 15.1393719 37.603027)",,
944465871,Via Petralia,residential,False,False,51.717,"LINESTRING (15.1389641 37.6031268, 15.1389873 37.6031798, 15.1391211 37.6034862, 15.1391434 37.6035373, 15.1391542 37.6035668)",,
39659447,Via Alessandro Manzoni,residential,True,False,52.944,"LINESTRING (15.1411491 37.6036099, 15.1409826 37.6031524)",,
39659437,Via Vincenzo Bellini,residential,True,False,109.702,"LINESTRING (15.1400216 37.6040287, 15.1400881 37.6040045, 15.1411491 37.6036099)",,
