osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,junction,bridge
37196642,residential,False,True,69.57,,"LINESTRING (8.2882211 44.7156108, 8.2884624 44.7150091)",,,,
146706458,secondary,False,False,44.72,Corso della Libertà,"LINESTRING (8.2882211 44.7156108, 8.2880676 44.7159979)",,,,
1120787357,secondary,False,False,114.93799999999999,Via Ottavio Riccadonna,"LINESTRING (8.2882211 44.7156108, 8.2890935 44.7154935, 8.289648 44.7154103)",,,,
"[1076423235, 1120787355]",secondary,False,False,34.882000000000005,Via Cassinasco,"LINESTRING (8.2899944 44.7149904, 8.2899765 44.7150313, 8.2899604 44.7150682, 8.2898841 44.7152152, 8.2898434 44.715285)",2,,,
146706460,secondary,False,True,42.691,Viale Risorgimento,"LINESTRING (8.2867356 44.7177015, 8.2872183 44.717874)",2,50,,
146706460,secondary,False,False,281.252,Viale Risorgimento,"LINESTRING (8.2867356 44.7177015, 8.2864362 44.7176068, 8.2858894 44.7174337, 8.2858036 44.7174065, 8.2856765 44.7173663, 8.2855545 44.7173357, 8.285454 44.7173236, 8.2853375 44.7173236, 8.2852228 44.717338, 8.2850985 44.7173639, 8.2849696 44.7174006, 8.2841841 44.7176399, 8.2834698 44.7178575, 8.283437 44.7178674)",2,50,,
336643119,residential,False,True,68.207,Via Primo Maggio,"LINESTRING (8.2846743 44.718636, 8.2838199 44.7185484)",,,,
337482046,unclassified,False,False,52.061,Via San Sebastiano,"LINESTRING (8.2846743 44.718636, 8.2844989 44.7190873)",,,,
337482046,unclassified,False,True,52.061,Via San Sebastiano,"LINESTRING (8.2844989 44.7190873, 8.2846743 44.718636)",,,,
215893535,residential,False,True,222.335,Via Solferino,"LINESTRING (8.2844989 44.7190873, 8.2821428 44.719021, 8.2820305 44.7190174, 8.2819008 44.7190082, 8.2816967 44.7189643)",,,,
1163376790,residential,True,False,80.328,Via Solferino,"LINESTRING (8.2844989 44.7190873, 8.2846159 44.7191176, 8.2851716 44.7192617, 8.2854495 44.7193431)",,,,
215893535,residential,False,False,222.335,Via Solferino,"LINESTRING (8.2816967 44.7189643, 8.2819008 44.7190082, 8.2820305 44.7190174, 8.2821428 44.719021, 8.2844989 44.7190873)",,,,
215893535,residential,False,True,80.069,Via Solferino,"LINESTRING (8.2816967 44.7189643, 8.2816862 44.7188822, 8.2816762 44.7188037, 8.281692 44.7186325, 8.2817245 44.7184779, 8.2817835 44.7182508)",,,,
1163376801,residential,False,False,60.478,Via Giovanni Battista Giuliani,"LINESTRING (8.2853442 44.7203748, 8.284912 44.7208237)",,,,
37195105,residential,True,False,113.07000000000001,Via Vittorio Alfieri,"LINESTRING (8.2853442 44.7203748, 8.2853778 44.7202987, 8.2854579 44.7202209, 8.2856377 44.7200493, 8.285859 44.7198404, 8.2860018 44.719679, 8.2860531 44.7195969, 8.2860736 44.7195506, 8.286089 44.719516)",,,,
117458341,residential,False,True,93.56299999999999,Via Giovanni Battista Giuliani,"LINESTRING (8.2853442 44.7203748, 8.2854369 44.720328, 8.2855607 44.7202513, 8.2857447 44.7201397, 8.2859474 44.7200137, 8.2860542 44.7199493, 8.2862829 44.7198693)",,,,
"[672707446, 337483230]",tertiary,False,True,215.733,"['Strada Bionzo', 'Via Giovanni Battista Giuliani']","LINESTRING (8.2836016 44.7229328, 8.2836039 44.7228692, 8.2836239 44.7227153, 8.2837056 44.7221516, 8.283717 44.7221019, 8.283736 44.722052, 8.2837625 44.7220245, 8.2837846 44.7219978, 8.2839586 44.7218177, 8.2845611 44.7211771)",2,,,
1163376792,residential,False,False,12.751,Piazza Vincenzo Gioberti,"LINESTRING (8.2865881 44.7202389, 8.2867344 44.7202873)",,,,
336369523,residential,True,False,57.624,Piazza Vincenzo Gioberti,"LINESTRING (8.2865881 44.7202389, 8.2863444 44.7206278, 8.2862714 44.7207044)",,,,
1124791134,residential,False,True,33.92,Via Rosmini,"LINESTRING (8.2865881 44.7202389, 8.2864301 44.7201484, 8.2863724 44.7201058, 8.2863324 44.720062, 8.2863085 44.7200155)",,,,
37195105,residential,True,False,17.09,Via Vittorio Alfieri,"LINESTRING (8.286089 44.719516, 8.2861063 44.7193628)",,,,
37192355,residential,False,False,40.54,Piazza Camillo Benso Conte di Cavour,"LINESTRING (8.2870852 44.7185174, 8.2869526 44.7188696)",,,,
37192355,residential,False,True,54.563,Piazza Camillo Benso Conte di Cavour,"LINESTRING (8.2870852 44.7185174, 8.2872638 44.7180434)",,,,
338684038,residential,False,True,21.662,,"LINESTRING (8.2870852 44.7185174, 8.2868203 44.7184672)",,,,
