osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,lanes
32550049,SP172,secondary,False,True,28.415,"LINESTRING (16.4284015 38.8273325, 16.4281803 38.8271438)",,,
32550049,SP172,secondary,False,False,154.363,"LINESTRING (16.4284015 38.8273325, 16.4286473 38.8274735, 16.4299384 38.8280319)",,,
145945506,,residential,False,True,111.882,"LINESTRING (16.4284015 38.8273325, 16.4286519 38.8272768, 16.4290764 38.8273595, 16.4296487 38.8274822)",,,
145945364,,residential,False,False,54.396,"LINESTRING (16.4299384 38.8280319, 16.4302462 38.8276055)",,,
32550049,SP172,secondary,False,False,48.199,"LINESTRING (16.4299384 38.8280319, 16.4300916 38.82823, 16.4302123 38.828409)",,,
32550049,SP172,secondary,False,True,154.363,"LINESTRING (16.4299384 38.8280319, 16.4286473 38.8274735, 16.4284015 38.8273325)",,,
32550049,SP172,secondary,False,True,27.652,"LINESTRING (16.4318861 38.8296895, 16.431836 38.8296581, 16.4316376 38.8295334)",,,
338531451,,unclassified,False,False,596.546,"LINESTRING (16.4318861 38.8296895, 16.4318338 38.8297771, 16.4318115 38.82989, 16.4318226 38.8300057, 16.4318747 38.8300998, 16.432159 38.8303531, 16.4326086 38.8305905, 16.4327628 38.8307034, 16.4331307 38.8311709, 16.4332329 38.8314054, 16.4333038 38.8317268, 16.4333143 38.8320481, 16.4332854 38.8324616, 16.4333249 38.832742, 16.4336402 38.8334236, 16.4337558 38.8336119, 16.433874 38.8337143, 16.4341026 38.8338453, 16.434502 38.8340336, 16.4347589 38.8341141)",,,
666351332,SP172,secondary,False,False,78.71100000000001,"LINESTRING (16.4318861 38.8296895, 16.4321032 38.829793, 16.4323367 38.8298618, 16.4325635 38.8298945, 16.4327372 38.8298892)",,,
485026916,SP172,secondary,False,True,4.146,"LINESTRING (16.4342159 38.8284258, 16.4341852 38.8284544)",,,
145945339,,residential,False,True,81.533,"LINESTRING (16.4342159 38.8284258, 16.4338615 38.827933, 16.4337403 38.8277936)",,,
485026916,SP172,secondary,False,False,83.617,"LINESTRING (16.4342159 38.8284258, 16.4344846 38.8282567, 16.4346189 38.8281938, 16.4347553 38.8281612, 16.4349353 38.8281488, 16.435075 38.828145)",,,
145945339,,residential,False,True,17.705,"LINESTRING (16.427342 38.8254685, 16.4271398 38.8254917)",,,
145945339,,residential,False,False,14.234,"LINESTRING (16.4269766 38.8254768, 16.4271398 38.8254917)",,,
145945339,,residential,False,False,17.705,"LINESTRING (16.4271398 38.8254917, 16.427342 38.8254685)",,,
145945339,,residential,False,True,14.234,"LINESTRING (16.4271398 38.8254917, 16.4269766 38.8254768)",,,
145945355,,residential,False,True,119.13,"LINESTRING (16.4271398 38.8254917, 16.4280204 38.8263146)",,,
145945579,,residential,False,False,104.14,"LINESTRING (16.4319323 38.8255116, 16.4316357 38.8264192)",,,
145945339,,residential,False,False,355.41800000000006,"LINESTRING (16.4319323 38.8255116, 16.4326047 38.8256028, 16.4328926 38.8256139, 16.433006 38.8256183, 16.433185 38.8256622, 16.4333144 38.8258069, 16.4334802 38.8264734, 16.4335664 38.8270263, 16.4335929 38.8274499, 16.4336526 38.8276928, 16.4337403 38.8277936)",,,
32550049,SP172,secondary,False,False,47.731,"LINESTRING (16.4266009 38.8256381, 16.4269131 38.8259918)",,,
145945289,,residential,False,True,34.149,"LINESTRING (16.4288365 38.8257315, 16.4292272 38.8257724)",,,
145945354,,residential,False,False,51.273,"LINESTRING (16.4288365 38.8257315, 16.4287647 38.8261892)",,,
145945289,,residential,False,False,34.149,"LINESTRING (16.4292272 38.8257724, 16.4288365 38.8257315)",,,
145945529,,residential,False,False,82.226,"LINESTRING (16.4292272 38.8257724, 16.4291195 38.8262254, 16.4287647 38.8261892)",,,
145945512,,residential,False,False,60.513,"LINESTRING (16.4294677 38.8259541, 16.4293218 38.8264863)",,,
145945456,,residential,False,True,194.797,"LINESTRING (16.4294677 38.8259541, 16.4303995 38.8261531, 16.4316357 38.8264192)",,,
32550049,SP172,secondary,False,True,47.731,"LINESTRING (16.4269131 38.8259918, 16.4266009 38.8256381)",,,
145945483,,residential,False,True,38.113,"LINESTRING (16.4269131 38.8259918, 16.4265603 38.8261966)",Via Platone,,
32550049,SP172,secondary,False,False,95.958,"LINESTRING (16.4269131 38.8259918, 16.4272796 38.8263429, 16.4276693 38.8266191)",,,
145945457,,residential,False,False,38.046,"LINESTRING (16.4283223 38.8260661, 16.4280204 38.8263146)",,,
145945529,,residential,False,True,42.516999999999996,"LINESTRING (16.4283223 38.8260661, 16.4284253 38.8261482, 16.4287647 38.8261892)",,,
268014173,,residential,False,False,44.409,"LINESTRING (16.4259115 38.8260792, 16.426208 38.826405)",Via De Amicis,,
145945354,,residential,False,True,51.273,"LINESTRING (16.4287647 38.8261892, 16.4288365 38.8257315)",,,
