osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,junction,tunnel
172824544,Via Santa Maria Assunta,secondary,50,False,False,26.598,"LINESTRING (17.0173231 40.9154629, 17.0176376 40.9154358)",,,,
172824546,,secondary,50,False,True,11.941,"LINESTRING (17.0173231 40.9154629, 17.0171917 40.915422)",,,,
172824534,,unclassified,50,True,False,9.495000000000001,"LINESTRING (17.0173231 40.9154629, 17.0172739 40.9154798, 17.0172296 40.9155092)",,,,
172825802,Via Ludovico d'Addabbo,residential,,False,True,107.237,"LINESTRING (17.0173231 40.9154629, 17.0172341 40.914928, 17.0166723 40.9149532)",,,,
172896815,Via Francesco Mastrangelo,unclassified,,True,False,30.624,"LINESTRING (17.0231695 40.9157288, 17.0235323 40.915755)",,,,
172897434,Via Putignano,secondary,,False,True,15.009,"LINESTRING (17.0231695 40.9157288, 17.0231431 40.9158623)",SS172,,,
172893755,Piazza XXV Luglio,unclassified,,True,False,50.596999999999994,"LINESTRING (17.0231695 40.9157288, 17.0230981 40.9157097, 17.0230257 40.9156408, 17.0228903 40.9154831, 17.0227658 40.9154057)",,,,
172897434,Via Putignano,secondary,,False,False,50.215999999999994,"LINESTRING (17.0231695 40.9157288, 17.0232098 40.9156715, 17.0234146 40.9153171)",SS172,,,
172893738,Via Vincenzo Orlandi,secondary,,False,False,14.016,"LINESTRING (17.0226066 40.9153225, 17.0227734 40.9153214)",,,,
172893738,Via Vincenzo Orlandi,secondary,,False,True,8.951,"LINESTRING (17.0226066 40.9153225, 17.0225057 40.9152967)",,,,
172893738,Via Vincenzo Orlandi,secondary,,False,True,26.94,"LINESTRING (17.0234146 40.9153171, 17.023094 40.9153192)",,,,
172897434,Via Putignano,secondary,,False,False,10.998,"LINESTRING (17.0234146 40.9153171, 17.0234674 40.9152266)",SS172,,,
172897434,Via Putignano,secondary,,False,True,50.215999999999994,"LINESTRING (17.0234146 40.9153171, 17.0232098 40.9156715, 17.0231695 40.9157288)",SS172,,,
172893738,Via Vincenzo Orlandi,secondary,,False,False,21.129,"LINESTRING (17.0218956 40.9152158, 17.0221462 40.9152314)",,,,
"[172891419, 172891452]",Via San Vito,unclassified,,False,True,114.588,"LINESTRING (17.0218956 40.9152158, 17.021864 40.9153479, 17.0218608 40.9154223, 17.0216478 40.9154176, 17.0214498 40.9154154, 17.0213103 40.9154143, 17.0211643 40.9154037, 17.0209758 40.9154098, 17.0208129 40.9153956, 17.0207753 40.9153956)",,no,,
172893738,Via Vincenzo Orlandi,secondary,,False,True,94.35700000000001,"LINESTRING (17.0218956 40.9152158, 17.0216194 40.9152, 17.0213842 40.9151883, 17.0211094 40.9151731, 17.020776 40.9151509)",,,,
172817218,Via Conversano,secondary,50,False,True,22.721,"LINESTRING (17.0249731 40.9164175, 17.0251656 40.916561)",SP102,,,
172817218,Via Conversano,secondary,50,False,False,26.639,"LINESTRING (17.0249731 40.9164175, 17.0247985 40.916381, 17.0246684 40.9164106)",SP102,,,
172816153,Via Stefano Giovinazzi,unclassified,,False,True,62.639,"LINESTRING (17.0254344 40.9167613, 17.0248117 40.917071)",,,,
172817218,Via Conversano,secondary,50,False,False,17.709,"LINESTRING (17.0254344 40.9167613, 17.0252843 40.9166495)",SP102,,,
172817218,Via Conversano,secondary,50,False,True,19.913,"LINESTRING (17.0254344 40.9167613, 17.0255531 40.9169163)",SP102,,,
172817218,Via Conversano,secondary,50,False,False,5.334,"LINESTRING (17.023522 40.9169648, 17.0234684 40.9169905)",SP102,,,
172817218,Via Conversano,secondary,50,False,True,75.628,"LINESTRING (17.023522 40.9169648, 17.0242802 40.9165983)",SP102,,,
172817212,Via Pietro Carenza,unclassified,,False,False,38.998,"LINESTRING (17.023522 40.9169648, 17.0235488 40.9169846, 17.0237747 40.9172581)",,,,
172817218,Via Conversano,secondary,50,False,False,30.643,"LINESTRING (17.0246684 40.9164106, 17.0243612 40.9165591)",SP102,,,
172817218,Via Conversano,secondary,50,False,True,26.639,"LINESTRING (17.0246684 40.9164106, 17.0247985 40.916381, 17.0249731 40.9164175)",SP102,,,
172817205,Largo Marchesale,unclassified,,True,False,39.131,"LINESTRING (17.0231688 40.9171091, 17.0233098 40.9174445)",,,,
172819907,Via Conversano,secondary,,False,False,35.882,"LINESTRING (17.0231688 40.9171091, 17.0227751 40.9172341)",SP102,,,
172817218,Via Conversano,secondary,50,False,True,28.423000000000002,"LINESTRING (17.0231688 40.9171091, 17.0233024 40.9170587, 17.0234684 40.9169905)",SP102,,,
172812692,Via Mola o Strada Mola,unclassified,,False,False,43.261,"LINESTRING (17.0235734 40.9212028, 17.0230649 40.9211417)",,,,
172812692,Via Mola o Strada Mola,unclassified,,False,True,58.837,"LINESTRING (17.0235734 40.9212028, 17.0242672 40.9212746)",,,,
172814122,Via Tenente Marco Gaspario,unclassified,,False,True,48.286,"LINESTRING (17.0235734 40.9212028, 17.0235354 40.9216361)",,,,
172814122,Via Tenente Marco Gaspario,unclassified,,False,False,36.635,"LINESTRING (17.0235734 40.9212028, 17.0235736 40.9211545, 17.0235924 40.9208737)",,,,
172916001,Via Sardegna,unclassified,,False,True,16.638,"LINESTRING (17.0261632 40.9211309, 17.0261714 40.9209814)",,,,
78007485,Via Robert Schumann,unclassified,,False,False,78.372,"LINESTRING (17.0261632 40.9211309, 17.0256599 40.9212376, 17.0252651 40.9213213)",,,,
78007472,Via Luigi Einaudi,unclassified,,False,False,72.42,"LINESTRING (17.0261856 40.9207214, 17.0253262 40.9206716)",,,,
172916001,Via Sardegna,unclassified,,False,False,28.935,"LINESTRING (17.0261856 40.9207214, 17.0261714 40.9209814)",,,,
172916001,Via Sardegna,unclassified,,False,True,34.748000000000005,"LINESTRING (17.0261856 40.9207214, 17.0262012 40.9204344, 17.0262033 40.9204092)",,,,
172823697,Piazza Aldo Moro,secondary,,False,False,37.058,"LINESTRING (17.0197328 40.917444, 17.0201065 40.917464, 17.0201726 40.9174687)",,,,
172823699,Via Pietro de Donato Giannini,secondary,,True,False,46.455000000000005,"LINESTRING (17.0197328 40.917444, 17.0198107 40.9175507, 17.0199475 40.917727, 17.0199872 40.9178135)",SP122,,,
172823912,Piazza Aldo Moro,unclassified,,True,False,80.744,"LINESTRING (17.0197328 40.917444, 17.0197132 40.9174002, 17.0193565 40.916776)",,,,
172934186,Via Casamassima,secondary,50,False,True,47.765,"LINESTRING (17.0197328 40.917444, 17.0196389 40.917449, 17.0194054 40.9175354, 17.019216 40.9176112)",SS172,,,
172812702,Via Marco Masi,unclassified,,False,False,24.749,"LINESTRING (17.0217724 40.920797, 17.0214795 40.9207734)",,,,
