osmid,name,highway,oneway,reversed,length,geometry,lanes,width,access,junction
28336139,Viale Luigi Gandolfi,secondary,False,False,57.459,"LINESTRING (9.7100451 45.1573595, 9.7102206 45.1568578)",,,,
495279205,,secondary,True,False,25.284000000000002,"LINESTRING (9.7100451 45.1573595, 9.7100432 45.1574226, 9.7100479 45.1574769, 9.7100666 45.1575337, 9.7100906 45.1575824)",,,,
28336139,Viale Luigi Gandolfi,secondary,False,False,21.453,"LINESTRING (9.7102206 45.1568578, 9.7102901 45.1566712)",,,,
28336139,Viale Luigi Gandolfi,secondary,False,True,57.459,"LINESTRING (9.7102206 45.1568578, 9.7100451 45.1573595)",,,,
28336139,Viale Luigi Gandolfi,secondary,False,False,227.72299999999998,"LINESTRING (9.7100936 45.1562746, 9.7100066 45.1562317, 9.7099203 45.1562, 9.7098159 45.156165, 9.7096752 45.156124, 9.7091234 45.1560192, 9.7091048 45.1560157, 9.7082234 45.1558483, 9.7078906 45.1557851, 9.7074684 45.1557209, 9.7073243 45.1556851)",,,,
28336139,Viale Luigi Gandolfi,secondary,False,True,49.144999999999996,"LINESTRING (9.7100936 45.1562746, 9.7101628 45.1563196, 9.7102245 45.1563802, 9.7102643 45.1564467, 9.7102953 45.1565232, 9.7103062 45.1565943, 9.7102901 45.1566712)",,,,
28336139,Viale Luigi Gandolfi,secondary,False,True,227.72299999999998,"LINESTRING (9.7073243 45.1556851, 9.7074684 45.1557209, 9.7078906 45.1557851, 9.7082234 45.1558483, 9.7091048 45.1560157, 9.7091234 45.1560192, 9.7096752 45.156124, 9.7098159 45.156165, 9.7099203 45.1562, 9.7100066 45.1562317, 9.7100936 45.1562746)",,,,
885493096,,secondary,True,False,15.089,"LINESTRING (9.7106217 45.1596002, 9.7104319 45.1595778)",,,,
131668698,Viale Risorgimento,secondary,False,False,236.349,"LINESTRING (9.7018829 45.1560542, 9.7000649 45.1577496)",,,,
45391309,Viale Ricca,residential,False,False,93.43799999999999,"LINESTRING (9.7018829 45.1560542, 9.7020019 45.1561193, 9.7025495 45.1564454, 9.7027973 45.1565929)",,,,
