osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,tunnel
111640533,,,Via Porto,residential,,False,True,53.909,"LINESTRING (11.4110968 45.6583968, 11.4108366 45.6583517, 11.4105542 45.6582557, 11.4104539 45.6582216)",,,
28128025,,,Via Muzzana,residential,,False,False,66.37700000000001,"LINESTRING (11.4125002 45.6576484, 11.4127567 45.6577363, 11.4129288 45.6578044, 11.413215 45.657969)",,,
35956129,,,Largo Trieste,residential,,False,True,137.25,"LINESTRING (11.4125002 45.6576484, 11.4122088 45.6577859, 11.4119037 45.6579509, 11.4113287 45.6582687, 11.4110968 45.6583968)",,,
138954353,,,Via Muzzana,residential,,True,False,379.894,"LINESTRING (11.4125002 45.6576484, 11.4124485 45.6575397, 11.4123255 45.6574332, 11.4118898 45.6572293, 11.4116102 45.6571196, 11.4108697 45.6569195, 11.41066 45.656893, 11.4100575 45.6567943, 11.4096706 45.656785, 11.4094572 45.6567682, 11.4092612 45.656723, 11.4087991 45.6565586, 11.4083714 45.65641, 11.4081618 45.6563109)",,,
28681486,,,Via Guglielmo Marconi,unclassified,,False,True,39.132,"LINESTRING (11.4061966 45.6559481, 11.4061878 45.6560291, 11.4061744 45.6561534, 11.4061703 45.6562994)",,,
49301561,,,Via Loggia,residential,,False,False,37.372,"LINESTRING (11.4059221 45.6578032, 11.4058983 45.6579169, 11.4058363 45.6581338)",,,
49301561,,,Via Loggia,residential,,False,True,93.229,"LINESTRING (11.4059221 45.6578032, 11.4059194 45.6577471, 11.4059026 45.6575851, 11.405865 45.6575248, 11.4056722 45.6573124, 11.4054427 45.6571064, 11.4053956 45.6570812)",,,
284088696,,,Via Città della Speranza,residential,,False,True,54.416,"LINESTRING (11.4059221 45.6578032, 11.4059869 45.657811, 11.406612 45.6578867)",,,
49301561,,,Via Loggia,residential,,False,True,44.035,"LINESTRING (11.4057048 45.658519, 11.4058363 45.6581338)",,,
49301561,,,Via Loggia,residential,,False,False,35.635,"LINESTRING (11.4057048 45.658519, 11.4056564 45.6585848, 11.405549 45.6587663, 11.4055001 45.6588029)",,,
49301562,,,Via Martiri della Libertà,residential,,True,False,160.637,"LINESTRING (11.4057048 45.658519, 11.4058901 45.6585875, 11.4075583 45.6591582)",,,
111640533,,,Via Porto,residential,,False,True,40.371,"LINESTRING (11.4072799 45.6572062, 11.4068605 45.656992)",,,
49301560,,,Via Peuerbach,residential,,False,False,91.86299999999999,"LINESTRING (11.4072799 45.6572062, 11.4069082 45.6575549, 11.4066304 45.6578596, 11.406612 45.6578867)",,,
111640533,,,Via Porto,residential,,False,False,273.046,"LINESTRING (11.4072799 45.6572062, 11.4074106 45.6572676, 11.4076154 45.657318, 11.4078885 45.657342, 11.4082241 45.6574169, 11.4086534 45.6575541, 11.4092112 45.6577382, 11.4104539 45.6582216)",,,
49301560,,,Via Peuerbach,residential,,False,True,91.863,"LINESTRING (11.406612 45.6578867, 11.4066304 45.6578596, 11.4069082 45.6575549, 11.4072799 45.6572062)",,,
183010409,,,Via Città della Speranza,unclassified,,False,False,67.828,"LINESTRING (11.406612 45.6578867, 11.4066747 45.6579061, 11.4073938 45.6581577)",,,
284088696,,,Via Città della Speranza,residential,,False,False,54.416,"LINESTRING (11.406612 45.6578867, 11.4059869 45.657811, 11.4059221 45.6578032)",,,
49301559,2,,Via Porto,residential,,False,False,14.129,"LINESTRING (11.4117208 45.6586181, 11.4115438 45.6585891)",,,
109415843,,,Via Gorizia,residential,,False,True,27.903,"LINESTRING (11.4117208 45.6586181, 11.4119584 45.6586482, 11.4120737 45.6586642)",,,
183540227,2,SP124,Via Venezia,secondary,50,False,False,125.65299999999999,"LINESTRING (11.4117208 45.6586181, 11.4120371 45.6581865, 11.4122409 45.6580079, 11.4124979 45.6579028, 11.4126108 45.6578845, 11.412724 45.6578789, 11.4127914 45.6578892)",,,
183540227,2,SP124,Via Venezia,secondary,50,False,True,234.607,"LINESTRING (11.4117208 45.6586181, 11.4116249 45.6587556, 11.4110273 45.6595361, 11.410745 45.6599073, 11.410422 45.66033, 11.410306 45.6604818)",,,
49301559,2,,Via Porto,residential,,False,True,14.129,"LINESTRING (11.4115438 45.6585891, 11.4117208 45.6586181)",,,
77657536,,,Via Porto al Proa,residential,,False,True,194.101,"LINESTRING (11.4115438 45.6585891, 11.4114695 45.6587005, 11.4111132 45.6592089, 11.410845 45.6595538, 11.4104158 45.6601462)",,,
111640533,,,Via Porto,residential,,False,True,41.209,"LINESTRING (11.4115438 45.6585891, 11.411314 45.658521, 11.4110968 45.6583968)",,,
49301563,,,Via Martiri della Libertà,residential,,False,False,64.417,"LINESTRING (11.4075583 45.6591582, 11.4082122 45.659395, 11.4082952 45.6594234)",,,
130003198,,,Via Monte Novegno,residential,,False,False,73.473,"LINESTRING (11.4075583 45.6591582, 11.4075194 45.6592085, 11.4071435 45.6597519)",,,
76842838,,,Via De Marchi,residential,,True,False,63.697,"LINESTRING (11.4091517 45.6597292, 11.4095753 45.6592388)",,,
49301563,,,Via Martiri della Libertà,residential,,False,False,108.639,"LINESTRING (11.4091517 45.6597292, 11.4097624 45.6599256, 11.4104158 45.6601462)",,,
49301563,,,Via Martiri della Libertà,residential,,False,True,49.36,"LINESTRING (11.4091517 45.6597292, 11.4089934 45.6596726, 11.4085839 45.6595303)",,,
49301563,,,Via Martiri della Libertà,residential,,False,True,108.639,"LINESTRING (11.4104158 45.6601462, 11.4097624 45.6599256, 11.4091517 45.6597292)",,,
77657536,,,Via Porto al Proa,residential,,False,False,194.101,"LINESTRING (11.4104158 45.6601462, 11.410845 45.6595538, 11.4111132 45.6592089, 11.4114695 45.6587005, 11.4115438 45.6585891)",,,
122744409,,,Via Porto al Proa,residential,,False,True,75.09700000000001,"LINESTRING (11.4104158 45.6601462, 11.4102039 45.6604945, 11.4100825 45.660666, 11.4100164 45.6607609)",,,
308247328,,,Via Barbè,residential,,False,True,97.81,"LINESTRING (11.4012897 45.6575062, 11.4015677 45.6574852, 11.4016594 45.6574846, 11.4017189 45.6574886, 11.4020412 45.6575339, 11.4024955 45.6576776)",,,
60140211,,,Via Mano,residential,,True,False,170.291,"LINESTRING (11.4034912 45.6578227, 11.4036607 45.657365, 11.4039097 45.656807, 11.4040149 45.6565714, 11.40403 45.6564781, 11.4040244 45.6563447)",,,
60448327,,,Via Barbè,residential,,False,False,79.168,"LINESTRING (11.4034912 45.6578227, 11.4031455 45.6577852, 11.4026786 45.6577187, 11.4024955 45.6576776)",,,
1173898170,,,Largo Europa,unclassified,,False,False,38.357,"LINESTRING (11.4048964 45.6586474, 11.4050363 45.6583166)",,,
121253279,,,Via Marano,unclassified,50,False,False,36.596999999999994,"LINESTRING (11.4048964 45.6586474, 11.4046376 45.6586706, 11.4044454 45.6587297)",,,
121253279,,,Via Marano,unclassified,50,False,True,50.281000000000006,"LINESTRING (11.4048964 45.6586474, 11.4049894 45.6586587, 11.4051742 45.658695, 11.4055001 45.6588029)",,,
49301561,,,Via Loggia,residential,,False,True,35.635000000000005,"LINESTRING (11.4055001 45.6588029, 11.405549 45.6587663, 11.4056564 45.6585848, 11.4057048 45.658519)",,,
121253279,,,Via Marano,unclassified,50,False,False,50.281,"LINESTRING (11.4055001 45.6588029, 11.4051742 45.658695, 11.4049894 45.6586587, 11.4048964 45.6586474)",,,
121253279,,,Via Marano,unclassified,50,False,True,120.97600000000001,"LINESTRING (11.4055001 45.6588029, 11.4058085 45.6591334, 11.4059307 45.6592349, 11.4060932 45.6593379, 11.406356 45.6594795, 11.4065658 45.6595759)",,,
60449111,,,Via Porto,residential,,True,False,97.153,"LINESTRING (11.4058051 45.6565238, 11.4068605 45.656992)",,,
77657545,,,Via San Gaetano,residential,30,False,False,27.417,"LINESTRING (11.4058051 45.6565238, 11.4055782 45.6567126)",,,
77657545,,,Via San Gaetano,residential,30,False,True,37.937,"LINESTRING (11.4058051 45.6565238, 11.4059639 45.6564064, 11.4061703 45.6562994)",,,
60139927,,,Via Raffaello,residential,,False,False,17.397,"LINESTRING (11.4017122 45.6587824, 11.4016091 45.6587425, 11.401515 45.6587084)",,,
60139927,,,Via Raffaello,residential,,False,True,16.313,"LINESTRING (11.4017122 45.6587824, 11.4018264 45.6588264, 11.4018971 45.6588518)",,,
66014137,,,Via Giotto,residential,,False,False,137.10500000000002,"LINESTRING (11.4017122 45.6587824, 11.4023311 45.6579125, 11.4024955 45.6576776)",,,
60448327,,,Via Barbè,residential,,False,True,79.168,"LINESTRING (11.4024955 45.6576776, 11.4026786 45.6577187, 11.4031455 45.6577852, 11.4034912 45.6578227)",,,
66014137,,,Via Giotto,residential,,False,True,137.10500000000002,"LINESTRING (11.4024955 45.6576776, 11.4023311 45.6579125, 11.4017122 45.6587824)",,,
308247328,,,Via Barbè,residential,,False,False,97.81,"LINESTRING (11.4024955 45.6576776, 11.4020412 45.6575339, 11.4017189 45.6574886, 11.4016594 45.6574846, 11.4015677 45.6574852, 11.4012897 45.6575062)",,,
77657523,,,Via Rovereto,residential,,False,False,166.465,"LINESTRING (11.4071545 45.6602635, 11.4072551 45.6602877, 11.4090825 45.6609145)",,,
121253279,,,Via Marano,unclassified,50,False,False,38.792,"LINESTRING (11.4071545 45.6602635, 11.407021 45.6599572, 11.4070122 45.6599292)",,,
121253279,,,Via Marano,unclassified,50,False,True,70.051,"LINESTRING (11.4071545 45.6602635, 11.4073001 45.6605943, 11.4073838 45.660744, 11.4074366 45.6608615)",,,
121253279,,,Via Marano,unclassified,50,False,True,4.299,"LINESTRING (11.4069948 45.6598925, 11.4070122 45.6599292)",,,
121253279,,,Via Marano,unclassified,50,False,False,48.693,"LINESTRING (11.4069948 45.6598925, 11.4069509 45.6598399, 11.4065658 45.6595759)",,,
181423786,,,Via Monte Grappa,residential,,True,False,44.149,"LINESTRING (11.4069948 45.6598925, 11.4069159 45.6599311, 11.4067116 45.660024, 11.4066336 45.6600933, 11.4065923 45.6601584)",,,
181423784,,,Via Monte Grappa,residential,,True,False,22.199,"LINESTRING (11.4071435 45.6597519, 11.4070122 45.6599292)",,,
181423787,,,Via Monte Grappa,residential,,False,False,66.551,"LINESTRING (11.4071435 45.6597519, 11.4079099 45.6600189)",,,
130003198,,,Via Monte Novegno,residential,,False,True,73.473,"LINESTRING (11.4071435 45.6597519, 11.4075194 45.6592085, 11.4075583 45.6591582)",,,
181423787,,,Via Monte Grappa,residential,,False,True,57.851,"LINESTRING (11.4100164 45.6607609, 11.4093549 45.6605223)",,,
122744409,,,Via Porto al Proa,residential,,False,False,75.09700000000001,"LINESTRING (11.4100164 45.6607609, 11.4100825 45.660666, 11.4102039 45.6604945, 11.4104158 45.6601462)",,,
"[122744409, 77657523]",,,"['Via Porto al Proa', 'Via Rovereto']",residential,,False,True,104.837,"LINESTRING (11.4100164 45.6607609, 11.409736 45.6611449, 11.4096536 45.6611188, 11.409555 45.6610798, 11.4090825 45.6609145)",,,
60139927,,,Via Raffaello,residential,,False,False,102.517,"LINESTRING (11.4030609 45.6592858, 11.4019531 45.6588727, 11.4018971 45.6588518)",,,
60139927,,,Via Raffaello,residential,,False,True,71.19,"LINESTRING (11.4030609 45.6592858, 11.4034683 45.6594416, 11.4036152 45.6594994, 11.4038618 45.6595965)",,,
75875632,,,Via Tiziano,residential,,True,False,67.644,"LINESTRING (11.4030609 45.6592858, 11.403434 45.6587946, 11.4034908 45.6587607)",,,
75875632,,,Via Tiziano,residential,,True,False,67.951,"LINESTRING (11.4034908 45.6587607, 11.4035539 45.6587501, 11.4036468 45.658758, 11.4042431 45.6589313, 11.4043095 45.6589469)",,,
1173960225,,,,unclassified,,False,False,7.415,"LINESTRING (11.4034908 45.6587607, 11.4034626 45.6587279, 11.4034472 45.6587016)",,,
77657542,,,Via San Bernardino,unclassified,,False,True,26.36,"LINESTRING (11.4043095 45.6589469, 11.4044454 45.6587297)",,,
77657542,,,Via San Bernardino,unclassified,,False,False,84.178,"LINESTRING (11.4043095 45.6589469, 11.4042887 45.6589936, 11.4040704 45.6594839, 11.4040033 45.6595533, 11.403944 45.6595852, 11.4038618 45.6595965)",,,
111640533,,,Via Porto,residential,,False,False,53.909,"LINESTRING (11.4104539 45.6582216, 11.4105542 45.6582557, 11.4108366 45.6583517, 11.4110968 45.6583968)",,,
111640533,,,Via Porto,residential,,False,True,273.046,"LINESTRING (11.4104539 45.6582216, 11.4092112 45.6577382, 11.4086534 45.6575541, 11.4082241 45.6574169, 11.4078885 45.657342, 11.4076154 45.657318, 11.4074106 45.6572676, 11.4072799 45.6572062)",,,
83871834,,SP124,Via Torino,secondary,50,False,True,66.114,"LINESTRING (11.4011051 45.6599255, 11.4016367 45.6603897)",,,
60139927,,,Via Raffaello,residential,,False,False,16.313,"LINESTRING (11.4018971 45.6588518, 11.4018264 45.6588264, 11.4017122 45.6587824)",,,
60139927,,,Via Raffaello,residential,,False,True,102.517,"LINESTRING (11.4018971 45.6588518, 11.4019531 45.6588727, 11.4030609 45.6592858)",,,
76843612,,,Largo Palladio,residential,,True,False,81.991,"LINESTRING (11.4018971 45.6588518, 11.4014193 45.6594997, 11.4014137 45.6595072)",,,
60139927,,,Via Raffaello,residential,,False,True,17.397,"LINESTRING (11.401515 45.6587084, 11.4016091 45.6587425, 11.4017122 45.6587824)",,,
76843612,,,Largo Palladio,residential,,True,False,52.332,"LINESTRING (11.4014137 45.6595072, 11.4011051 45.6599255)",,,
76843625,,,Via Tiepolo,residential,,False,True,60.956,"LINESTRING (11.4014137 45.6595072, 11.4014728 45.6595378, 11.4021023 45.6597685)",,,
76843625,,,Via Tiepolo,residential,,False,False,83.777,"LINESTRING (11.4030548 45.6601213, 11.4021023 45.6597685)",,,
60139974,2,,Via Bologna,unclassified,,False,False,82.655,"LINESTRING (11.4030548 45.6601213, 11.4029379 45.6602812, 11.4026932 45.6606158, 11.4025708 45.6607832)",,,
60139974,2,,Via Bologna,unclassified,,False,True,92.771,"LINESTRING (11.4030548 45.6601213, 11.4033563 45.6597349, 11.4034216 45.659682, 11.403487 45.6596471, 11.4036931 45.65962, 11.4038618 45.6595965)",,,
49301561,,,Via Loggia,residential,,False,False,93.229,"LINESTRING (11.4053956 45.6570812, 11.4054427 45.6571064, 11.4056722 45.6573124, 11.405865 45.6575248, 11.4059026 45.6575851, 11.4059194 45.6577471, 11.4059221 45.6578032)",,,
77657545,,,Via San Gaetano,residential,30,False,False,136.04100000000003,"LINESTRING (11.4053956 45.6570812, 11.4052604 45.6572218, 11.4050207 45.657471, 11.4048825 45.6576764, 11.4047467 45.6578782, 11.4047395 45.6578919, 11.4046177 45.6581226, 11.4045963 45.6581632)",,,
77657545,,,Via San Gaetano,residential,30,False,True,43.39,"LINESTRING (11.4053956 45.6570812, 11.405421 45.6570314, 11.4055207 45.6568151, 11.4055782 45.6567126)",,,
23595257,2,SP46,Via Monte Pasubio,primary,50,False,False,118.696,"LINESTRING (11.4096094 45.6631666, 11.4104816 45.6622903)",,,
60449184,,,Via Marano,residential,50,False,False,118.21200000000002,"LINESTRING (11.4096094 45.6631666, 11.4095863 45.6631502, 11.4095297 45.6630689, 11.4095297 45.6629189, 11.4095297 45.6627915, 11.4095297 45.6625965, 11.4095339 45.6624642, 11.4095235 45.6623743, 11.4094868 45.6623122, 11.4094216 45.6622476, 11.4093096 45.6622021, 11.4092887 45.6621916)",,,
28116020,1,SP124,Rotonda N° 50 Malo,secondary,,True,False,8.698,"LINESTRING (11.402523 45.6610696, 11.4025709 45.6611403)",roundabout,,
83871834,,SP124,Via Torino,secondary,50,False,True,9.493,"LINESTRING (11.4021405 45.6608113, 11.4021967 45.6608871)",,,
83871834,,SP124,Via Torino,secondary,50,False,False,61.235,"LINESTRING (11.4021405 45.6608113, 11.4020656 45.660725, 11.4016367 45.6603897)",,,
83871849,,,Via Bologna,unclassified,,True,False,35.42,"LINESTRING (11.4021405 45.6608113, 11.4022491 45.6608362, 11.4023437 45.6608447, 11.4024037 45.6608386, 11.4024583 45.6608255, 11.4025708 45.6607832)",,,
182017683,,,Via Bologna,unclassified,,False,True,8.462,"LINESTRING (11.4025305 45.6608539, 11.4025708 45.6607832)",,,
201079280,,,Via Bologna,unclassified,,True,False,24.138,"LINESTRING (11.4025305 45.6608539, 11.4025178 45.6609149, 11.4025139 45.6609601, 11.4025134 45.6609954, 11.4025123 45.6610269, 11.402523 45.6610696)",,,
28116020,1,SP124,Rotonda N° 50 Malo,secondary,,True,False,18.476,"LINESTRING (11.4024045 45.6613, 11.4023203 45.6612726, 11.4022534 45.6611828)",roundabout,,
83871850,,SP114,Via Trento,secondary,,True,False,19.585,"LINESTRING (11.4024045 45.6613, 11.4023162 45.6613223, 11.4021809 45.6613795)",,,
182017683,,,Via Bologna,unclassified,,False,False,8.462,"LINESTRING (11.4025708 45.6607832, 11.4025305 45.6608539)",,,
60139974,2,,Via Bologna,unclassified,,False,True,82.655,"LINESTRING (11.4025708 45.6607832, 11.4026932 45.6606158, 11.4029379 45.6602812, 11.4030548 45.6601213)",,,
83871834,,SP124,Via Torino,secondary,50,False,False,9.493,"LINESTRING (11.4021967 45.6608871, 11.4021405 45.6608113)",,,
24362122,,SP124,Via Torino,secondary,,True,False,18.624,"LINESTRING (11.4021967 45.6608871, 11.4022964 45.6609493, 11.4023719 45.6610013)",,,
83871834,,SP124,Via Torino,secondary,50,False,False,66.114,"LINESTRING (11.4016367 45.6603897, 11.4011051 45.6599255)",,,
83871834,,SP124,Via Torino,secondary,50,False,True,61.235,"LINESTRING (11.4016367 45.6603897, 11.4020656 45.660725, 11.4021405 45.6608113)",,,
88896475,,,Via Tintoretto,residential,10,False,True,77.978,"LINESTRING (11.4016367 45.6603897, 11.4017295 45.6602659, 11.4021023 45.6597685)",,,
76843625,,,Via Tiepolo,residential,,False,True,83.777,"LINESTRING (11.4021023 45.6597685, 11.4030548 45.6601213)",,,
76843625,,,Via Tiepolo,residential,,False,False,60.956,"LINESTRING (11.4021023 45.6597685, 11.4014728 45.6595378, 11.4014137 45.6595072)",,,
88896475,,,Via Tintoretto,residential,10,False,False,77.978,"LINESTRING (11.4021023 45.6597685, 11.4017295 45.6602659, 11.4016367 45.6603897)",,,
138954354,,,Via Muzzana,residential,,False,False,56.831,"LINESTRING (11.4081618 45.6563109, 11.4079233 45.6561136, 11.4077167 45.6559061)",,,
242685268,,,Via Chiesa,residential,,True,False,129.517,"LINESTRING (11.4040244 45.6563447, 11.4042807 45.6563395, 11.4044416 45.6563737, 11.4046944 45.6564318, 11.4052925 45.6565865, 11.4054149 45.6566419, 11.4055238 45.6566867, 11.4055782 45.6567126)",,,
242685285,,,Via Roma,residential,,False,True,50.760999999999996,"LINESTRING (11.4040244 45.6563447, 11.4037564 45.6563431, 11.4033715 45.6563343)",,,
23595257,2,SP46,Via Monte Pasubio,primary,50,False,True,292.753,"LINESTRING (11.4134225 45.6593399, 11.4132501 45.6595126, 11.4127553 45.6600084, 11.4112718 45.6615014)",,,
109415843,,,Via Gorizia,residential,,False,False,14.939,"LINESTRING (11.4134225 45.6593399, 11.413393 45.6592582, 11.4133463 45.6592202)",,,
111737930,,,Via Canova,unclassified,,False,False,74.828,"LINESTRING (11.4134225 45.6593399, 11.4135366 45.6596209, 11.4136669 45.659832, 11.4137448 45.6599175, 11.4137956 45.6599521)",,,
111640533,,,Via Porto,residential,,False,False,40.371,"LINESTRING (11.4068605 45.656992, 11.4072799 45.6572062)",,,
131324662,,,Via Braglietto,unclassified,,False,False,61.939,"LINESTRING (11.413138 45.663331, 11.4138416 45.6635927)",,,
124775449,,,Via Montello,residential,,False,True,122.502,"LINESTRING (11.413138 45.663331, 11.4131283 45.6632581, 11.4129624 45.6630668, 11.412669 45.6628882, 11.4120387 45.6625884)",,,
124775449,,,Via Montello,residential,,False,False,65.553,"LINESTRING (11.4113509 45.6622471, 11.4120387 45.6625884)",,,
