osmid,highway,oneway,reversed,length,geometry,ref,name,tunnel
186871440,living_street,False,True,60.717999999999996,"LINESTRING (13.5386394 43.1318276, 13.5385634 43.1318262, 13.5384948 43.1318525, 13.5384845 43.1319026, 13.5385462 43.1321416, 13.5385016 43.1321679, 13.5383764 43.1322042)",,,
605744129,secondary,False,False,336.53000000000003,"LINESTRING (13.5386394 43.1318276, 13.5386942 43.1316831, 13.5388787 43.1314319, 13.5398209 43.1302065, 13.5400003 43.1300036, 13.5402364 43.1298153, 13.5405189 43.1296466, 13.541005 43.1294157)",SP37,Strada Provinciale 37 Maceratese,
605744129,secondary,False,True,45.331,"LINESTRING (13.5386394 43.1318276, 13.5386553 43.1319898, 13.538701 43.1321119, 13.5387757 43.1322171)",SP37,Strada Provinciale 37 Maceratese,
605744129,secondary,False,True,336.53000000000003,"LINESTRING (13.541005 43.1294157, 13.5405189 43.1296466, 13.5402364 43.1298153, 13.5400003 43.1300036, 13.5398209 43.1302065, 13.5388787 43.1314319, 13.5386942 43.1316831, 13.5386394 43.1318276)",SP37,Strada Provinciale 37 Maceratese,
249670811,secondary,False,False,97.155,"LINESTRING (13.5377578 43.1366196, 13.5380208 43.1364826, 13.5384642 43.1362406, 13.538699 43.1360814)",SP37,Strada Provinciale 37 Maceratese,
186888705,residential,False,True,95.164,"LINESTRING (13.538699 43.1360814, 13.5390622 43.136227, 13.5396831 43.1365448)",,,
249670811,secondary,False,False,150.346,"LINESTRING (13.538699 43.1360814, 13.5389703 43.1358719, 13.5391566 43.1357018, 13.5392851 43.1355455, 13.5394049 43.1353728, 13.5395282 43.1351712, 13.5396597 43.1349409)",SP37,Strada Provinciale 37 Maceratese,
249670811,secondary,False,True,97.155,"LINESTRING (13.538699 43.1360814, 13.5384642 43.1362406, 13.5380208 43.1364826, 13.5377578 43.1366196)",SP37,Strada Provinciale 37 Maceratese,
249670811,secondary,False,True,14.491,"LINESTRING (13.5399158 43.1345266, 13.5398409 43.1346449)",SP37,Strada Provinciale 37 Maceratese,
539736071,secondary,True,False,26.661,"LINESTRING (13.5399158 43.1345266, 13.5400741 43.1347367)",SP52,Strada Provinciale 52 Montegiorgio,
249670811,secondary,False,False,50.885999999999996,"LINESTRING (13.5399158 43.1345266, 13.5400446 43.1342969, 13.5400754 43.1342043, 13.5400835 43.1340903)",SP37,Strada Provinciale 37 Maceratese,
249670811,secondary,False,False,14.491,"LINESTRING (13.5398409 43.1346449, 13.5399158 43.1345266)",SP37,Strada Provinciale 37 Maceratese,
249670811,secondary,False,True,36.049,"LINESTRING (13.5398409 43.1346449, 13.5396597 43.1349409)",SP37,Strada Provinciale 37 Maceratese,
608149833,living_street,False,False,17.999,"LINESTRING (13.5391062 43.1339084, 13.538927 43.133813)",,,
111268172,tertiary,False,True,202.55000000000004,"LINESTRING (13.5391062 43.1339084, 13.5389665 43.1340573, 13.5388619 43.1341034, 13.5387391 43.1341058, 13.5382435 43.1340359, 13.5380514 43.1339882, 13.5377068 43.1338696, 13.5372162 43.1336464, 13.5370796 43.1335566, 13.5369921 43.1334649)",SP52,Strada Provinciale 52 Montegiorgio,
186871435,residential,False,True,197.59799999999998,"LINESTRING (13.5391062 43.1339084, 13.5392399 43.1335303, 13.5392678 43.1333041, 13.5392518 43.1332265, 13.5391568 43.1330289, 13.5390109 43.1328086, 13.5388034 43.1324369, 13.5387572 43.1323222, 13.5387757 43.1322171)",,,
581391767,tertiary,False,False,81.879,"LINESTRING (13.5391062 43.1339084, 13.5393995 43.1339537, 13.5395671 43.1339841, 13.539881 43.1340506, 13.5400835 43.1340903)",SP52,Strada Provinciale 52 Montegiorgio,
608149873,tertiary,False,False,248.62699999999998,"LINESTRING (13.5309253 43.1295968, 13.5311732 43.1297279, 13.5327589 43.1304575, 13.5331044 43.1306144, 13.5333997 43.1307343, 13.5335145 43.1307905)",SP52,Strada Provinciale 52 Montegiorgio,
608149873,tertiary,False,True,60.715,"LINESTRING (13.5309253 43.1295968, 13.5306609 43.1293831, 13.5304536 43.129174)",SP52,Strada Provinciale 52 Montegiorgio,
249670811,secondary,False,True,50.886,"LINESTRING (13.5400835 43.1340903, 13.5400754 43.1342043, 13.5400446 43.1342969, 13.5399158 43.1345266)",SP37,Strada Provinciale 37 Maceratese,
581391767,tertiary,False,True,81.87899999999999,"LINESTRING (13.5400835 43.1340903, 13.539881 43.1340506, 13.5395671 43.1339841, 13.5393995 43.1339537, 13.5391062 43.1339084)",SP52,Strada Provinciale 52 Montegiorgio,
605744129,secondary,False,False,219.113,"LINESTRING (13.5400835 43.1340903, 13.5400674 43.1339224, 13.540017 43.1337908, 13.5399587 43.1336817, 13.5398702 43.1335446, 13.5396859 43.1333275, 13.5394049 43.1329868, 13.5388865 43.1323463)",SP37,Strada Provinciale 37 Maceratese,
608149873,tertiary,False,False,60.715,"LINESTRING (13.5304536 43.129174, 13.5306609 43.1293831, 13.5309253 43.1295968)",SP52,Strada Provinciale 52 Montegiorgio,
111268172,tertiary,False,False,11.725999999999999,"LINESTRING (13.5335145 43.1307905, 13.5335577 43.1308385, 13.5335901 43.1308803)",SP52,Strada Provinciale 52 Montegiorgio,
608149869,tertiary,False,False,138.297,"LINESTRING (13.5335145 43.1307905, 13.5336247 43.1307768, 13.5338205 43.1307768, 13.5340364 43.130807, 13.5345225 43.1309398, 13.5347365 43.1309872, 13.5349396 43.1310122, 13.5350168 43.1310176, 13.5351673 43.1310219)",SP161,Strada Provinciale 161 Castagneto,
